episode,trajectory_index,base_instance_index,preference_slot,preference_group_id,update_id,instance_id,instance_seed,pressure_type,cost_profile,w_flow,w_cost,w_variance,preference_source,steps,policy_steps,forced_actions,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,unattributed_forced_reward,reward,reward_base,reward_shaping,reward_training,expected_reward,reward_identity_error,reward_phase,reward_flow,reward_cost,reward_variance,reward_completion_progress,reward_completion_bonus,reward_quality,reward_truncation,reward_unfinished,reward_feasibility_shaping,completed_operations,time,terminated,truncated,terminal_reason,completed_order_ratio,completed_operation_ratio,total_flow_time,flow_time_objective,reconfiguration_cost,worker_load_variance,quality_score,preference_quality_score,maximum_worker_fatigue,mean_peak_worker_fatigue,safe_fatigue_limit,fatigue_masked_action_count,fatigue_masked_action_ratio,worker_competition_event_count,worker_matching_deficit_event_count,resource_admission_masked_action_count,resource_admission_masked_action_ratio,minimum_worker_alternatives,matching_preserving_worker_action_count,candidate_recovery_advance_count,production_defer_recovery_improvement_count,production_defer_wait_ticks,production_defer_wait_time,conditional_worker_wait_opportunity_count,conditional_worker_wait_selected_count,conditional_worker_wait_total_ticks,conditional_worker_wait_total_time,conditional_worker_wait_pair_gain_sum,conditional_worker_wait_fatigue_improvement_sum,conditional_worker_wait_duration_improvement_ticks_sum,conditional_worker_wait_max_consecutive_observed,reconfiguration_reuse_count,qualification_scarcity_regret,qualification_scarcity_decision_count,conditional_worker_wait_reason_counts,machine_waiting_for_worker_time,completed_reconfigurations,worker_switch_ratio,direct_process_action_count,commit_reconfig_action_count,defer_production_action_count,worker_assign_action_count,advance_event_action_count,forced_action_state_count,forced_production_count,forced_worker_count,forced_pair_count,forced_advance_count,forced_production_pair_count,forced_production_advance_count,forced_worker_pair_count,forced_worker_advance_count,forced_pair_advance_blocked_non_delay_count,forced_worker_pair_non_delay_count,forced_pair_advance_physically_unavailable_count,forced_advance_pair_physically_unavailable_count,forced_wait_dis_count,forced_wait_ins_count,forced_mixed_wait_stage_count,forced_phase_handoff_count,forced_recovery_advance_count,forced_future_event_advance_count,forced_direct_process_count,forced_commit_reconfig_count,forced_defer_production_count,forced_worker_assign_count,forced_advance_event_count,forced_action_chain_count,longest_forced_action_chain,mean_forced_action_chain_length,schedule_violation_count,parallel_envs,batch_transition_count,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,loss_scope,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual,policy_head_preference_action_scale
401,401,80,1,80,41,train_balanced_1000080,1000080,balanced,downtime_dominant,0.0,1.0,0.0,group_anchor_1,220,220,0,0.0,220,0,0.0,0,0.0,1.7348950308317597,1.7973950308317597,-0.0625,1.7348950308317597,1.7973950308317597,0.0,quality,-754.9000000000003,-681.2654824849998,-11.958055555555553,1.0,1.0,-0.40520993833648045,0.0,0.0,-0.0625,65,219.5,True,False,completed,1.0,1.0,754.9000000000003,754.9000000000003,681.2654824849998,11.958055555555553,0.3532423982580109,0.40520993833648045,0.23120000000000002,0.19492407318333335,0.75,0,0.0,0,0,0,0.0,2,67,0,2,1813,181.3,0,0,0,0.0,0,0.0,0,0,26,0.0,0,{},0.0,12,0.9166666666666666,53,12,107,24,24,126,102,24,0,126,0,102,0,24,0,0,0,126,12,12,0,24,0,126,0,0,102,0,24,89,4,1.4157303370786516,0,10,2407,14.419444500000282,11.86665670000275,0.15805120000004536,0.16368700000202807,20.739771699999892,parallel_episode_batch,pending,-0.000980170946078081,0.00014427706298049184,0.3250604175815457,-0.004158636303863635,4.2882412159135706e-05,0.0,1.0002908016505994,0.11222453170308941,0.0,0.40284520387649536,1.4436297416687012,0.25221139192581177,0.005877355579286814,0.01438426785171032,1.437752604484558,0.25144460797309875,0.9967472553253174,5e-05,-0.30351361632347107,-0.30393311381340027,-0.20259597897529602,-0.20254318416118622,-0.2020348757505417,0.3034077286720276,-0.30228036642074585,-0.3058509826660156,-0.19780433177947998,-0.2016318291425705,-0.20492669939994812,0.017986217513680458,0.1210848018527031,0.01798621006309986,0.12361758202314377,1.0237855911254883
402,402,80,2,80,41,train_balanced_1000080,1000080,balanced,downtime_dominant,0.0,0.0,1.0,group_anchor_2,210,210,0,0.0,210,0,0.0,0,0.0,1.8665188339268095,1.9290188339268095,-0.0625,1.8665188339268095,1.9290188339268095,0.0,quality,-772.8000000000001,-620.57212075751,-8.272499999999999,1.0,1.0,-0.1419623321463812,0.0,0.0,-0.0625,65,221.20000000000002,True,False,completed,1.0,1.0,772.8000000000001,772.8000000000001,620.57212075751,8.272499999999999,0.3391364052921346,0.1419623321463812,0.26810099820000005,0.20731824753333336,0.75,0,0.0,0,0,0,0.0,2,62,0,1,1931,193.10000000000002,0,0,0,0.0,0,0.0,0,0,33,0.0,0,{},0.0,11,1.0,54,11,103,22,20,113,93,20,0,113,0,93,0,20,0,0,0,113,9,11,0,20,0,113,0,0,93,0,20,78,5,1.4487179487179487,0,10,2407,14.419444500000282,11.86665670000275,0.17364409999981945,0.18199949999961973,20.739771699999892,parallel_episode_batch,pending,-0.000980170946078081,0.00014427706298049184,0.3250604175815457,-0.004158636303863635,4.2882412159135706e-05,0.0,1.0002908016505994,0.11222453170308941,0.0,0.40284520387649536,1.4436297416687012,0.25221139192581177,0.005877355579286814,0.01438426785171032,1.437752604484558,0.25144460797309875,0.9967472553253174,5e-05,-0.30351361632347107,-0.30393311381340027,-0.20259597897529602,-0.20254318416118622,-0.2020348757505417,0.3034077286720276,-0.30228036642074585,-0.3058509826660156,-0.19780433177947998,-0.2016318291425705,-0.20492669939994812,0.017986217513680458,0.1210848018527031,0.01798621006309986,0.12361758202314377,1.0237855911254883
403,403,80,3,80,41,train_balanced_1000080,1000080,balanced,downtime_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,217,217,0,0.0,217,0,0.0,0,0.0,1.7783689424708227,1.8408689424708227,-0.0625,1.7783689424708227,1.840868942470823,-4.440892098500626e-16,quality,-747.9999999999999,-698.3630980625401,-9.495833333333332,1.0,1.0,-0.318262115058354,0.0,0.0,-0.0625,65,220.8,True,False,completed,1.0,1.0,747.9999999999999,747.9999999999999,698.3630980625401,9.495833333333332,0.3472721166958993,0.318262115058354,0.35350000000000004,0.2029189227166667,0.75,0,0.0,0,0,0,0.0,1,66,0,0,1799,179.9,0,0,0,0.0,0,0.0,0,0,22,0.0,0,{},0.0,12,0.9166666666666666,53,12,105,24,23,123,99,24,1,122,0,99,1,23,1,1,0,122,12,13,1,23,0,122,0,0,99,1,23,85,6,1.4470588235294117,0,10,2407,14.419444500000282,11.86665670000275,0.17591099999981452,0.1638332999996237,20.739771699999892,parallel_episode_batch,pending,-0.000980170946078081,0.00014427706298049184,0.3250604175815457,-0.004158636303863635,4.2882412159135706e-05,0.0,1.0002908016505994,0.11222453170308941,0.0,0.40284520387649536,1.4436297416687012,0.25221139192581177,0.005877355579286814,0.01438426785171032,1.437752604484558,0.25144460797309875,0.9967472553253174,5e-05,-0.30351361632347107,-0.30393311381340027,-0.20259597897529602,-0.20254318416118622,-0.2020348757505417,0.3034077286720276,-0.30228036642074585,-0.3058509826660156,-0.19780433177947998,-0.2016318291425705,-0.20492669939994812,0.017986217513680458,0.1210848018527031,0.01798621006309986,0.12361758202314377,1.0237855911254883
404,404,80,4,80,41,train_balanced_1000080,1000080,balanced,downtime_dominant,0.5,0.3,0.2,group_anchor_4,196,196,0,0.0,196,0,0.0,0,0.0,1.783517537083786,1.846017537083786,-0.0625,1.783517537083786,1.8460175370837864,-4.440892098500626e-16,quality,-747.9000000000001,-568.6589701109597,-1.876666666666667,1.0,1.0,-0.30796492583242746,0.0,0.0,-0.0625,65,220.9,True,False,completed,1.0,1.0,747.9000000000001,747.9000000000001,568.6589701109597,1.876666666666667,0.30796492583242746,0.30796492583242746,0.19130099820000002,0.16674073985,0.75,0,0.0,0,0,0,0.0,2,48,0,0,1897,189.70000000000002,0,0,0,0.0,0,0.0,0,0,24,0.0,0,{},0.0,9,1.0,56,9,97,18,16,105,89,16,0,105,0,89,0,16,0,0,0,105,7,9,0,16,0,105,0,0,89,0,16,76,4,1.381578947368421,0,10,2407,14.419444500000282,11.86665670000275,0.14005740000038713,0.18262480000248615,20.739771699999892,parallel_episode_batch,pending,-0.000980170946078081,0.00014427706298049184,0.3250604175815457,-0.004158636303863635,4.2882412159135706e-05,0.0,1.0002908016505994,0.11222453170308941,0.0,0.40284520387649536,1.4436297416687012,0.25221139192581177,0.005877355579286814,0.01438426785171032,1.437752604484558,0.25144460797309875,0.9967472553253174,5e-05,-0.30351361632347107,-0.30393311381340027,-0.20259597897529602,-0.20254318416118622,-0.2020348757505417,0.3034077286720276,-0.30228036642074585,-0.3058509826660156,-0.19780433177947998,-0.2016318291425705,-0.20492669939994812,0.017986217513680458,0.1210848018527031,0.01798621006309986,0.12361758202314377,1.0237855911254883
405,405,81,0,81,41,train_balanced_1000081,1000081,balanced,fixed_cost_dominant,1.0,0.0,0.0,group_anchor_0,260,260,0,0.0,260,0,0.0,0,0.0,1.7201588778442543,1.7826588778442543,-0.0625,1.7201588778442543,1.782658877844255,-6.661338147750939e-16,quality,-922.6999999999999,-501.44279782881995,-9.131388888888885,1.0000000000000002,1.0,-0.4346822443114901,0.0,0.0,-0.0625,79,209.4,True,False,completed,1.0,1.0,922.6999999999999,922.6999999999999,501.44279782881995,9.131388888888885,0.34841839205584624,0.4346822443114901,0.1745,0.14325000000000002,0.75,0,0.0,0,0,0,0.0,2,77,0,0,1730,173.0,0,0,0,0.0,0,0.0,0,0,34,0.0,0,{},0.0,14,1.0,65,14,125,28,28,142,114,28,0,142,0,114,0,28,0,0,0,142,14,14,0,28,0,142,0,0,114,0,28,99,3,1.4343434343434343,0,10,2407,14.419444500000282,11.86665670000275,0.13211569999975836,0.21268409999493088,20.739771699999892,parallel_episode_batch,pending,-0.000980170946078081,0.00014427706298049184,0.3250604175815457,-0.004158636303863635,4.2882412159135706e-05,0.0,1.0002908016505994,0.11222453170308941,0.0,0.40284520387649536,1.4436297416687012,0.25221139192581177,0.005877355579286814,0.01438426785171032,1.437752604484558,0.25144460797309875,0.9967472553253174,5e-05,-0.30351361632347107,-0.30393311381340027,-0.20259597897529602,-0.20254318416118622,-0.2020348757505417,0.3034077286720276,-0.30228036642074585,-0.3058509826660156,-0.19780433177947998,-0.2016318291425705,-0.20492669939994812,0.017986217513680458,0.1210848018527031,0.01798621006309986,0.12361758202314377,1.0237855911254883
406,406,81,1,81,41,train_balanced_1000081,1000081,balanced,fixed_cost_dominant,0.0,1.0,0.0,group_anchor_1,261,261,0,0.0,261,0,0.0,0,0.0,1.7643160204358,1.8268160204358,-0.0625,1.7643160204358,1.8268160204357997,2.220446049250313e-16,quality,-939.9000000000001,-529.9127604982904,-2.0858333333333325,1.0000000000000002,1.0,-0.34636795912840057,0.0,0.0,-0.0625,79,204.9,True,False,completed,1.0,1.0,939.9000000000001,939.9000000000001,529.9127604982904,2.0858333333333325,0.33153266932729636,0.34636795912840057,0.24150000000000005,0.16982081606666669,0.75,0,0.0,0,0,0,0.0,1,80,0,0,1693,169.3,0,0,0,0.0,0,0.0,0,0,35,0.0,0,{},0.0,15,0.8666666666666667,64,15,123,30,29,141,109,32,3,138,0,109,3,29,3,3,0,138,14,17,0,28,0,138,0,0,109,3,29,93,10,1.5161290322580645,0,10,2407,14.419444500000282,11.86665670000275,0.18246180000005552,0.2382888999959505,20.739771699999892,parallel_episode_batch,pending,-0.000980170946078081,0.00014427706298049184,0.3250604175815457,-0.004158636303863635,4.2882412159135706e-05,0.0,1.0002908016505994,0.11222453170308941,0.0,0.40284520387649536,1.4436297416687012,0.25221139192581177,0.005877355579286814,0.01438426785171032,1.437752604484558,0.25144460797309875,0.9967472553253174,5e-05,-0.30351361632347107,-0.30393311381340027,-0.20259597897529602,-0.20254318416118622,-0.2020348757505417,0.3034077286720276,-0.30228036642074585,-0.3058509826660156,-0.19780433177947998,-0.2016318291425705,-0.20492669939994812,0.017986217513680458,0.1210848018527031,0.01798621006309986,0.12361758202314377,1.0237855911254883
407,407,81,2,81,41,train_balanced_1000081,1000081,balanced,fixed_cost_dominant,0.0,0.0,1.0,group_anchor_2,278,278,0,0.0,278,0,0.0,0,0.0,1.9223275899220509,1.9848275899220509,-0.0625,1.9223275899220509,1.9848275899220504,4.440892098500626e-16,quality,-965.1,-649.4889220693699,-1.5647222222222223,1.0000000000000002,1.0,-0.030344820155899,0.0,0.0,-0.0625,79,213.70000000000002,True,False,completed,1.0,1.0,965.1,965.1,649.4889220693699,1.5647222222222223,0.3470709891355853,0.030344820155899007,0.20220000000000002,0.16473333333333334,0.75,0,0.0,0,0,0,0.0,1,97,0,0,1733,173.3,0,0,0,0.0,0,0.0,0,0,43,0.0,0,{},0.0,18,0.9444444444444444,61,18,129,36,34,154,119,35,1,153,0,119,1,34,1,1,0,153,17,18,0,34,0,153,0,0,119,1,34,99,5,1.5555555555555556,0,10,2407,14.419444500000282,11.86665670000275,0.14514839999992546,0.2299515000026986,20.739771699999892,parallel_episode_batch,pending,-0.000980170946078081,0.00014427706298049184,0.3250604175815457,-0.004158636303863635,4.2882412159135706e-05,0.0,1.0002908016505994,0.11222453170308941,0.0,0.40284520387649536,1.4436297416687012,0.25221139192581177,0.005877355579286814,0.01438426785171032,1.437752604484558,0.25144460797309875,0.9967472553253174,5e-05,-0.30351361632347107,-0.30393311381340027,-0.20259597897529602,-0.20254318416118622,-0.2020348757505417,0.3034077286720276,-0.30228036642074585,-0.3058509826660156,-0.19780433177947998,-0.2016318291425705,-0.20492669939994812,0.017986217513680458,0.1210848018527031,0.01798621006309986,0.12361758202314377,1.0237855911254883
408,408,81,3,81,41,train_balanced_1000081,1000081,balanced,fixed_cost_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,257,257,0,0.0,257,0,0.0,0,0.0,1.7880486250353462,1.8505486250353462,-0.0625,1.7880486250353462,1.8505486250353456,6.661338147750939e-16,quality,-932.4,-546.53574988532,-5.932222222222227,1.0000000000000002,1.0,-0.29890274992930904,0.0,0.0,-0.0625,79,207.5,True,False,completed,1.0,1.0,932.4,932.4,546.53574988532,5.932222222222226,0.3458571439387302,0.29890274992930904,0.2383,0.18341106696666665,0.75,0,0.0,0,0,0,0.0,2,85,0,0,1813,181.3,0,0,0,0.0,0,0.0,0,0,40,0.0,0,{},0.0,15,1.0,64,15,122,30,26,137,111,26,0,137,0,111,0,26,0,0,0,137,13,14,1,26,0,137,0,0,111,0,26,96,4,1.4270833333333333,0,10,2407,14.419444500000282,11.86665670000275,0.16272179999987202,0.22784350000210907,20.739771699999892,parallel_episode_batch,pending,-0.000980170946078081,0.00014427706298049184,0.3250604175815457,-0.004158636303863635,4.2882412159135706e-05,0.0,1.0002908016505994,0.11222453170308941,0.0,0.40284520387649536,1.4436297416687012,0.25221139192581177,0.005877355579286814,0.01438426785171032,1.437752604484558,0.25144460797309875,0.9967472553253174,5e-05,-0.30351361632347107,-0.30393311381340027,-0.20259597897529602,-0.20254318416118622,-0.2020348757505417,0.3034077286720276,-0.30228036642074585,-0.3058509826660156,-0.19780433177947998,-0.2016318291425705,-0.20492669939994812,0.017986217513680458,0.1210848018527031,0.01798621006309986,0.12361758202314377,1.0237855911254883
409,409,81,4,81,41,train_balanced_1000081,1000081,balanced,fixed_cost_dominant,0.5,0.3,0.2,group_anchor_4,285,285,0,0.0,285,0,0.0,0,0.0,1.761848438634889,1.824348438634889,-0.0625,1.761848438634889,1.8243484386348892,-2.220446049250313e-16,quality,-972.3,-672.8464191836002,-1.7713888888888871,1.0000000000000002,1.0,-0.35130312273022174,0.0,0.0,-0.0625,79,211.9,True,False,completed,1.0,1.0,972.3,972.3,672.8464191836002,1.7713888888888871,0.35130312273022174,0.35130312273022174,0.3225,0.1887,0.75,0,0.0,0,0,0,0.0,2,107,0,0,1686,168.60000000000002,0,0,0,0.0,0,0.0,0,0,40,0.0,0,{},0.0,19,0.8947368421052632,60,19,131,38,37,157,120,37,0,157,0,120,0,37,0,0,0,157,18,19,0,37,0,157,0,0,120,0,37,106,6,1.4811320754716981,0,10,2407,14.419444500000282,11.86665670000275,0.1734676999999465,0.221962900001472,20.739771699999892,parallel_episode_batch,pending,-0.000980170946078081,0.00014427706298049184,0.3250604175815457,-0.004158636303863635,4.2882412159135706e-05,0.0,1.0002908016505994,0.11222453170308941,0.0,0.40284520387649536,1.4436297416687012,0.25221139192581177,0.005877355579286814,0.01438426785171032,1.437752604484558,0.25144460797309875,0.9967472553253174,5e-05,-0.30351361632347107,-0.30393311381340027,-0.20259597897529602,-0.20254318416118622,-0.2020348757505417,0.3034077286720276,-0.30228036642074585,-0.3058509826660156,-0.19780433177947998,-0.2016318291425705,-0.20492669939994812,0.017986217513680458,0.1210848018527031,0.01798621006309986,0.12361758202314377,1.0237855911254883
410,410,82,0,82,42,train_easy_1000082,1000082,easy,downtime_dominant,1.0,0.0,0.0,group_anchor_0,129,129,0,0.0,129,0,0.0,0,0.0,1.808557513914657,1.871057513914657,-0.0625,1.808557513914657,1.8710575139146568,2.220446049250313e-16,quality,-417.0,-291.38907740613007,-6.432222222222223,1.0,1.0,-0.25788497217068646,0.0,0.0,-0.0625,40,181.0,True,False,completed,1.0,1.0,417.0,417.0,291.38907740613007,6.432222222222223,0.2194307715508235,0.25788497217068646,0.1308,0.10757867406666667,0.75,0,0.0,0,0,0,0.0,2,40,0,0,1603,160.3,0,0,0,0.0,0,0.0,0,0,14,0.0,0,{},0.0,7,1.0,33,7,62,14,13,72,59,13,0,72,0,59,0,13,0,0,0,72,6,7,0,13,0,72,0,0,59,0,13,48,4,1.5,0,10,1310,7.399713900000279,5.886675700000069,0.22314280000000508,0.13386489999857076,8.461629499999617,parallel_episode_batch,pending,0.0055349830848475294,0.00017429299380940697,0.4055212785800298,0.0015669168593982856,5.3557771466438724e-06,0.0,1.0001085485730852,0.09813537998568445,0.0,0.19411057233810425,1.4809848070144653,0.30989906191825867,-0.009057542309165001,0.016413336619734764,1.4900423288345337,0.303056538105011,0.9971948862075806,5e-05,-0.3032514154911041,-0.3038100600242615,-0.20260006189346313,-0.20245853066444397,-0.20197317004203796,0.30321216583251953,-0.3021122217178345,-0.3057449162006378,-0.19780421257019043,-0.2015199214220047,-0.20500272512435913,0.017986217513680458,0.12108569592237473,0.01798621006309986,0.12360464036464691,1.0240485668182373
411,411,82,1,82,42,train_easy_1000082,1000082,easy,downtime_dominant,0.0,1.0,0.0,group_anchor_1,129,129,0,0.0,129,0,0.0,0,0.0,1.8232441987309815,1.8857441987309815,-0.0625,1.8232441987309815,1.8857441987309813,2.220446049250313e-16,quality,-401.60000000000014,-296.19577337753003,-4.49138888888889,1.0,1.0,-0.22851160253803732,0.0,0.0,-0.0625,40,181.4,True,False,completed,1.0,1.0,401.60000000000014,401.60000000000014,296.19577337753003,4.49138888888889,0.21041287182276588,0.22851160253803732,0.20490000000000003,0.11134534073333335,0.75,0,0.0,0,0,0,0.0,2,40,0,0,1631,163.10000000000002,0,0,0,0.0,0,0.0,0,0,14,0.0,0,{},0.0,7,1.0,33,7,63,14,12,72,60,12,0,72,0,60,0,12,0,0,0,72,6,6,0,12,0,72,0,0,60,0,12,48,4,1.5,0,10,1310,7.399713900000279,5.886675700000069,0.23193670000000566,0.13307180000083463,8.461629499999617,parallel_episode_batch,pending,0.0055349830848475294,0.00017429299380940697,0.4055212785800298,0.0015669168593982856,5.3557771466438724e-06,0.0,1.0001085485730852,0.09813537998568445,0.0,0.19411057233810425,1.4809848070144653,0.30989906191825867,-0.009057542309165001,0.016413336619734764,1.4900423288345337,0.303056538105011,0.9971948862075806,5e-05,-0.3032514154911041,-0.3038100600242615,-0.20260006189346313,-0.20245853066444397,-0.20197317004203796,0.30321216583251953,-0.3021122217178345,-0.3057449162006378,-0.19780421257019043,-0.2015199214220047,-0.20500272512435913,0.017986217513680458,0.12108569592237473,0.01798621006309986,0.12360464036464691,1.0240485668182373
412,412,82,2,82,42,train_easy_1000082,1000082,easy,downtime_dominant,0.0,0.0,1.0,group_anchor_2,132,132,0,0.0,132,0,0.0,0,0.0,1.9004153379281965,1.9629153379281965,-0.0625,1.9004153379281965,1.9629153379281967,-2.220446049250313e-16,quality,-404.3000000000002,-291.2684073439201,-4.005555555555556,1.0,1.0,-0.07416932414360664,0.0,0.0,-0.0625,40,179.8,True,False,completed,1.0,1.0,404.3000000000002,404.3000000000002,291.2684073439201,4.005555555555556,0.20850927740694736,0.07416932414360664,0.12600000000000003,0.10536666666666668,0.75,0,0.0,0,0,0,0.0,2,39,0,0,1593,159.3,0,0,0,0.0,0,0.0,0,0,13,0.0,0,{},0.0,7,1.0,33,7,65,14,13,77,64,13,0,77,0,64,0,13,0,0,0,77,6,7,0,13,0,77,0,0,64,0,13,53,4,1.4528301886792452,0,10,1310,7.399713900000279,5.886675700000069,0.19203799999968396,0.103258499997537,8.461629499999617,parallel_episode_batch,pending,0.0055349830848475294,0.00017429299380940697,0.4055212785800298,0.0015669168593982856,5.3557771466438724e-06,0.0,1.0001085485730852,0.09813537998568445,0.0,0.19411057233810425,1.4809848070144653,0.30989906191825867,-0.009057542309165001,0.016413336619734764,1.4900423288345337,0.303056538105011,0.9971948862075806,5e-05,-0.3032514154911041,-0.3038100600242615,-0.20260006189346313,-0.20245853066444397,-0.20197317004203796,0.30321216583251953,-0.3021122217178345,-0.3057449162006378,-0.19780421257019043,-0.2015199214220047,-0.20500272512435913,0.017986217513680458,0.12108569592237473,0.01798621006309986,0.12360464036464691,1.0240485668182373
413,413,82,3,82,42,train_easy_1000082,1000082,easy,downtime_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,133,133,0,0.0,133,0,0.0,0,0.0,1.8479288508651137,1.9104288508651137,-0.0625,1.8479288508651137,1.9104288508651137,0.0,quality,-405.10000000000014,-291.9386255313401,-3.1391666666666667,1.0,1.0,-0.17914229826977246,0.0,0.0,-0.0625,40,181.4,True,False,completed,1.0,1.0,405.10000000000014,405.10000000000014,291.9386255313401,3.1391666666666667,0.20579722997238134,0.17914229826977246,0.12600000000000003,0.10253333333333335,0.75,0,0.0,0,0,0,0.0,2,41,0,0,1560,156.0,0,0,0,0.0,0,0.0,0,0,15,0.0,0,{},0.0,7,1.0,33,7,65,14,14,77,63,14,0,77,0,63,0,14,0,0,0,77,7,7,0,14,0,77,0,0,63,0,14,52,4,1.4807692307692308,0,10,1310,7.399713900000279,5.886675700000069,0.20271099999990838,0.1124497000005249,8.461629499999617,parallel_episode_batch,pending,0.0055349830848475294,0.00017429299380940697,0.4055212785800298,0.0015669168593982856,5.3557771466438724e-06,0.0,1.0001085485730852,0.09813537998568445,0.0,0.19411057233810425,1.4809848070144653,0.30989906191825867,-0.009057542309165001,0.016413336619734764,1.4900423288345337,0.303056538105011,0.9971948862075806,5e-05,-0.3032514154911041,-0.3038100600242615,-0.20260006189346313,-0.20245853066444397,-0.20197317004203796,0.30321216583251953,-0.3021122217178345,-0.3057449162006378,-0.19780421257019043,-0.2015199214220047,-0.20500272512435913,0.017986217513680458,0.12108569592237473,0.01798621006309986,0.12360464036464691,1.0240485668182373
414,414,82,4,82,42,train_easy_1000082,1000082,easy,downtime_dominant,0.5,0.3,0.2,group_anchor_4,129,129,0,0.0,129,0,0.0,0,0.0,1.82807712639572,1.89057712639572,-0.0625,1.82807712639572,1.8905771263957203,-2.220446049250313e-16,quality,-414.2,-295.1856585262499,-6.234722222222224,1.0,1.0,-0.21884574720855962,0.0,0.0,-0.0625,40,174.20000000000002,True,False,completed,1.0,1.0,414.2,414.2,295.1856585262499,6.234722222222224,0.21884574720855962,0.21884574720855962,0.11550000000000002,0.09440557288333334,0.75,0,0.0,0,0,0,0.0,2,41,0,0,1536,153.60000000000002,0,0,0,0.0,0,0.0,0,0,13,0.0,0,{},0.0,7,1.0,33,7,63,14,12,70,58,12,0,70,0,58,0,12,0,0,0,70,6,6,0,12,0,70,0,0,58,0,12,48,3,1.4583333333333333,0,10,1310,7.399713900000279,5.886675700000069,0.2270949999997356,0.1440641000008327,8.461629499999617,parallel_episode_batch,pending,0.0055349830848475294,0.00017429299380940697,0.4055212785800298,0.0015669168593982856,5.3557771466438724e-06,0.0,1.0001085485730852,0.09813537998568445,0.0,0.19411057233810425,1.4809848070144653,0.30989906191825867,-0.009057542309165001,0.016413336619734764,1.4900423288345337,0.303056538105011,0.9971948862075806,5e-05,-0.3032514154911041,-0.3038100600242615,-0.20260006189346313,-0.20245853066444397,-0.20197317004203796,0.30321216583251953,-0.3021122217178345,-0.3057449162006378,-0.19780421257019043,-0.2015199214220047,-0.20500272512435913,0.017986217513680458,0.12108569592237473,0.01798621006309986,0.12360464036464691,1.0240485668182373
415,415,83,0,83,42,train_easy_1000083,1000083,easy,balanced_cost,1.0,0.0,0.0,group_anchor_0,139,139,0,0.0,139,0,0.0,0,0.0,1.8025301149844866,1.8650301149844866,-0.0625,1.8025301149844866,1.8650301149844863,2.220446049250313e-16,quality,-443.6999999999999,-223.58009033048995,-12.538055555555559,0.9999999999999998,1.0,-0.26993977003102754,0.0,0.0,-0.0625,46,177.4,True,False,completed,1.0,1.0,443.6999999999999,443.6999999999999,223.58009033048995,12.538055555555559,0.22988509570246385,0.26993977003102754,0.18150000000000002,0.11235977209999999,0.75,0,0.0,0,0,0,0.0,2,34,0,0,1525,152.5,0,0,0,0.0,0,0.0,0,0,11,0.0,0,{},0.0,6,0.8333333333333334,40,6,69,12,12,77,65,12,0,77,0,65,0,12,0,0,0,77,6,6,0,12,0,77,0,0,65,0,12,55,3,1.4,0,10,1310,7.399713900000279,5.886675700000069,0.12050790000012057,0.13302700000076584,8.461629499999617,parallel_episode_batch,pending,0.0055349830848475294,0.00017429299380940697,0.4055212785800298,0.0015669168593982856,5.3557771466438724e-06,0.0,1.0001085485730852,0.09813537998568445,0.0,0.19411057233810425,1.4809848070144653,0.30989906191825867,-0.009057542309165001,0.016413336619734764,1.4900423288345337,0.303056538105011,0.9971948862075806,5e-05,-0.3032514154911041,-0.3038100600242615,-0.20260006189346313,-0.20245853066444397,-0.20197317004203796,0.30321216583251953,-0.3021122217178345,-0.3057449162006378,-0.19780421257019043,-0.2015199214220047,-0.20500272512435913,0.017986217513680458,0.12108569592237473,0.01798621006309986,0.12360464036464691,1.0240485668182373
