episode,trajectory_index,base_instance_index,preference_slot,preference_group_id,update_id,instance_id,instance_seed,pressure_type,cost_profile,w_flow,w_cost,w_variance,preference_source,steps,policy_steps,forced_actions,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,unattributed_forced_reward,reward,reward_base,reward_shaping,reward_training,expected_reward,reward_identity_error,reward_phase,reward_flow,reward_cost,reward_variance,reward_completion_progress,reward_completion_bonus,reward_quality,reward_truncation,reward_unfinished,reward_feasibility_shaping,completed_operations,time,terminated,truncated,terminal_reason,completed_order_ratio,completed_operation_ratio,total_flow_time,flow_time_objective,reconfiguration_cost,worker_load_variance,quality_score,preference_quality_score,maximum_worker_fatigue,mean_peak_worker_fatigue,safe_fatigue_limit,fatigue_masked_action_count,fatigue_masked_action_ratio,worker_competition_event_count,worker_matching_deficit_event_count,resource_admission_masked_action_count,resource_admission_masked_action_ratio,minimum_worker_alternatives,matching_preserving_worker_action_count,candidate_recovery_advance_count,production_defer_recovery_improvement_count,production_defer_wait_ticks,production_defer_wait_time,conditional_worker_wait_opportunity_count,conditional_worker_wait_selected_count,conditional_worker_wait_total_ticks,conditional_worker_wait_total_time,conditional_worker_wait_pair_gain_sum,conditional_worker_wait_fatigue_improvement_sum,conditional_worker_wait_duration_improvement_ticks_sum,conditional_worker_wait_max_consecutive_observed,reconfiguration_reuse_count,qualification_scarcity_regret,qualification_scarcity_decision_count,conditional_worker_wait_reason_counts,machine_waiting_for_worker_time,completed_reconfigurations,worker_switch_ratio,direct_process_action_count,commit_reconfig_action_count,defer_production_action_count,worker_assign_action_count,advance_event_action_count,forced_action_state_count,forced_production_count,forced_worker_count,forced_pair_count,forced_advance_count,forced_production_pair_count,forced_production_advance_count,forced_worker_pair_count,forced_worker_advance_count,forced_pair_advance_blocked_non_delay_count,forced_worker_pair_non_delay_count,forced_pair_advance_physically_unavailable_count,forced_advance_pair_physically_unavailable_count,forced_wait_dis_count,forced_wait_ins_count,forced_mixed_wait_stage_count,forced_phase_handoff_count,forced_recovery_advance_count,forced_future_event_advance_count,forced_direct_process_count,forced_commit_reconfig_count,forced_defer_production_count,forced_worker_assign_count,forced_advance_event_count,forced_action_chain_count,longest_forced_action_chain,mean_forced_action_chain_length,schedule_violation_count,parallel_envs,batch_transition_count,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,loss_scope,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual,policy_head_preference_action_scale
900,900,180,0,180,91,train_machine_bottleneck_1000180,1000180,machine_bottleneck,labor_dominant,1.0,0.0,0.0,group_anchor_0,285,285,0,0.0,285,0,0.0,0,0.0,1.6885250188268763,1.7510250188268763,-0.0625,1.6885250188268763,1.7510250188268763,0.0,quality,-1190.2000000000003,-887.25386894858,-9.14805555555556,1.0,1.0,-0.4979499623462472,0.0,0.0,-0.0625,72,185.5,True,False,completed,1.0,1.0,1190.2000000000003,1190.2000000000003,887.25386894858,9.14805555555556,0.4209465899127346,0.4979499623462472,0.5388000000000001,0.40032575780000007,0.75,0,0.0,0,0,0,0.0,1,120,0,1,1300,130.0,0,0,0,0.0,0,0.0,0,0,45,0.0,0,{},0.0,22,0.9545454545454546,50,22,127,44,42,164,121,43,1,163,0,121,1,42,1,1,0,163,22,23,2,42,0,163,0,0,121,1,42,107,4,1.5327102803738317,0,10,2198,12.705677099999775,10.39998449999348,0.16527829999995447,0.1791723999867827,16.97107009999945,parallel_episode_batch,pending,0.0009384474983172757,8.877422177257748e-05,0.32752490703548703,-0.0022924148278044803,7.665518277073195e-06,0.0,0.9999913547720228,0.0847833622779165,0.0,0.18503311276435852,1.559241771697998,0.26664215326309204,-0.0019073212752118707,0.010811823420226574,1.561149001121521,0.26428458094596863,0.9983558654785156,2.5e-05,-0.3038081228733063,-0.30530646443367004,-0.20367872714996338,-0.20351071655750275,-0.20294365286827087,0.3043116331100464,-0.30399101972579956,-0.30798086524009705,-0.19657686352729797,-0.202997088432312,-0.20831173658370972,0.017986217513680458,0.1217462345957756,0.01798621006309986,0.12404955178499222,1.0371196269989014
901,901,180,1,180,91,train_machine_bottleneck_1000180,1000180,machine_bottleneck,labor_dominant,0.0,1.0,0.0,group_anchor_1,290,290,0,0.0,290,0,0.0,0,0.0,1.7044803107465047,1.7669803107465047,-0.06249999999999997,1.7044803107465047,1.7669803107465043,4.440892098500626e-16,quality,-1182.4,-872.7972808254995,-8.592222222222219,1.0,1.0,-0.4660393785069915,0.0,0.0,-0.06249999999999997,72,174.8,True,False,completed,1.0,1.0,1182.4,1182.4,872.7972808254995,8.592222222222219,0.41729381969536616,0.4660393785069915,0.5394000000000002,0.36685662498333343,0.75,0,0.0,0,0,0,0.0,1,118,0,2,1310,131.0,0,0,0,0.0,0,0.0,0,0,45,0.0,0,{},0.0,22,1.0,50,22,131,44,43,166,122,44,1,165,0,122,1,43,1,1,0,165,22,22,1,42,0,165,0,0,122,1,43,108,6,1.537037037037037,0,10,2198,12.705677099999775,10.39998449999348,0.15652779999982158,0.17233860000487766,16.97107009999945,parallel_episode_batch,pending,0.0009384474983172757,8.877422177257748e-05,0.32752490703548703,-0.0022924148278044803,7.665518277073195e-06,0.0,0.9999913547720228,0.0847833622779165,0.0,0.18503311276435852,1.559241771697998,0.26664215326309204,-0.0019073212752118707,0.010811823420226574,1.561149001121521,0.26428458094596863,0.9983558654785156,2.5e-05,-0.3038081228733063,-0.30530646443367004,-0.20367872714996338,-0.20351071655750275,-0.20294365286827087,0.3043116331100464,-0.30399101972579956,-0.30798086524009705,-0.19657686352729797,-0.202997088432312,-0.20831173658370972,0.017986217513680458,0.1217462345957756,0.01798621006309986,0.12404955178499222,1.0371196269989014
902,902,180,2,180,91,train_machine_bottleneck_1000180,1000180,machine_bottleneck,labor_dominant,0.0,0.0,1.0,group_anchor_2,301,301,0,0.0,301,0,0.0,0,0.0,1.9242601246105924,1.9867601246105924,-0.0625,1.9242601246105924,1.986760124610592,4.440892098500626e-16,quality,-1207.7999999999997,-986.810622185931,-1.3599999999999974,1.0,1.0,-0.026479750778816154,0.0,0.0,-0.0625,72,178.8,True,False,completed,1.0,1.0,1207.7999999999997,1207.7999999999997,986.810622185931,1.3599999999999974,0.40511004795470584,0.02647975077881615,0.480370196,0.43078689358333344,0.75,0,0.0,0,0,0,0.0,1,126,0,1,1206,120.60000000000001,0,0,0,0.0,0,0.0,0,0,37,0.0,0,{},0.0,24,1.0,48,24,134,48,47,178,127,51,4,174,0,127,4,47,4,4,0,174,28,23,1,46,0,174,0,0,127,4,47,113,5,1.575221238938053,0,10,2198,12.705677099999775,10.39998449999348,0.16193310000016936,0.17528789999869332,16.97107009999945,parallel_episode_batch,pending,0.0009384474983172757,8.877422177257748e-05,0.32752490703548703,-0.0022924148278044803,7.665518277073195e-06,0.0,0.9999913547720228,0.0847833622779165,0.0,0.18503311276435852,1.559241771697998,0.26664215326309204,-0.0019073212752118707,0.010811823420226574,1.561149001121521,0.26428458094596863,0.9983558654785156,2.5e-05,-0.3038081228733063,-0.30530646443367004,-0.20367872714996338,-0.20351071655750275,-0.20294365286827087,0.3043116331100464,-0.30399101972579956,-0.30798086524009705,-0.19657686352729797,-0.202997088432312,-0.20831173658370972,0.017986217513680458,0.1217462345957756,0.01798621006309986,0.12404955178499222,1.0371196269989014
903,903,180,3,180,91,train_machine_bottleneck_1000180,1000180,machine_bottleneck,labor_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,279,279,0,0.0,279,0,0.0,0,0.0,1.7680502001513783,1.8305502001513783,-0.0625,1.7680502001513783,1.8305502001513785,-2.220446049250313e-16,quality,-1180.8,-830.50363522338,-3.592222222222222,1.0,1.0,-0.33889959969724304,0.0,0.0,-0.0625,72,178.9,True,False,completed,1.0,1.0,1180.8,1180.8,830.50363522338,3.592222222222222,0.39750030834350436,0.33889959969724304,0.5111,0.36497068345,0.75,0,0.0,0,0,0,0.0,1,109,0,0,1280,128.0,0,0,0,0.0,0,0.0,0,0,46,0.0,0,{},0.0,21,0.9047619047619048,51,21,125,42,40,163,121,42,2,161,0,121,2,40,2,2,0,161,21,22,1,40,0,161,0,0,121,2,40,104,7,1.5673076923076923,0,10,2198,12.705677099999775,10.39998449999348,0.16120930000033695,0.16891810000743135,16.97107009999945,parallel_episode_batch,pending,0.0009384474983172757,8.877422177257748e-05,0.32752490703548703,-0.0022924148278044803,7.665518277073195e-06,0.0,0.9999913547720228,0.0847833622779165,0.0,0.18503311276435852,1.559241771697998,0.26664215326309204,-0.0019073212752118707,0.010811823420226574,1.561149001121521,0.26428458094596863,0.9983558654785156,2.5e-05,-0.3038081228733063,-0.30530646443367004,-0.20367872714996338,-0.20351071655750275,-0.20294365286827087,0.3043116331100464,-0.30399101972579956,-0.30798086524009705,-0.19657686352729797,-0.202997088432312,-0.20831173658370972,0.017986217513680458,0.1217462345957756,0.01798621006309986,0.12404955178499222,1.0371196269989014
904,904,180,4,180,91,train_machine_bottleneck_1000180,1000180,machine_bottleneck,labor_dominant,0.5,0.3,0.2,group_anchor_4,298,298,0,0.0,298,0,0.0,0,0.0,1.730905318038309,1.793405318038309,-0.0625,1.730905318038309,1.7934053180383092,-2.220446049250313e-16,quality,-1165.7,-958.6807990010701,-5.548888888888895,1.0,1.0,-0.4131893639233818,0.0,0.0,-0.0625,72,177.0,True,False,completed,1.0,1.0,1165.7,1165.7,958.6807990010701,5.5488888888888965,0.4131893639233818,0.4131893639233818,0.3772,0.32911832431666665,0.75,0,0.0,0,0,0,0.0,1,132,0,2,1164,116.4,0,0,0,0.0,0,0.0,0,0,43,0.0,0,{},0.0,24,0.9583333333333334,48,24,131,48,47,169,120,49,2,167,0,120,2,47,2,2,0,167,25,23,0,46,0,167,0,0,120,2,47,110,6,1.5363636363636364,0,10,2198,12.705677099999775,10.39998449999348,0.15163189999930182,0.21121719999518973,16.97107009999945,parallel_episode_batch,pending,0.0009384474983172757,8.877422177257748e-05,0.32752490703548703,-0.0022924148278044803,7.665518277073195e-06,0.0,0.9999913547720228,0.0847833622779165,0.0,0.18503311276435852,1.559241771697998,0.26664215326309204,-0.0019073212752118707,0.010811823420226574,1.561149001121521,0.26428458094596863,0.9983558654785156,2.5e-05,-0.3038081228733063,-0.30530646443367004,-0.20367872714996338,-0.20351071655750275,-0.20294365286827087,0.3043116331100464,-0.30399101972579956,-0.30798086524009705,-0.19657686352729797,-0.202997088432312,-0.20831173658370972,0.017986217513680458,0.1217462345957756,0.01798621006309986,0.12404955178499222,1.0371196269989014
905,905,181,0,181,91,train_easy_1000181,1000181,easy,labor_dominant,1.0,0.0,0.0,group_anchor_0,146,146,0,0.0,146,0,0.0,0,0.0,1.799731345085728,1.862231345085728,-0.0625,1.799731345085728,1.8622313450857282,-2.220446049250313e-16,quality,-456.4,-253.55769707187005,-10.282222222222224,1.0,1.0,-0.2755373098285438,0.0,0.0,-0.0625,44,172.60000000000002,True,False,completed,1.0,1.0,456.4,456.4,253.55769707187005,10.282222222222224,0.23256340786526314,0.2755373098285438,0.18880000000000002,0.11053756006666667,0.75,0,0.0,0,0,0,0.0,2,44,0,0,1508,150.8,0,0,0,0.0,0,0.0,0,0,17,0.0,0,{},0.0,8,1.0,36,8,70,16,16,81,65,16,0,81,0,65,0,16,0,0,0,81,8,8,0,16,0,81,0,0,65,0,16,56,4,1.4464285714285714,0,10,2198,12.705677099999775,10.39998449999348,0.10735409999961121,0.14169290000245383,16.97107009999945,parallel_episode_batch,pending,0.0009384474983172757,8.877422177257748e-05,0.32752490703548703,-0.0022924148278044803,7.665518277073195e-06,0.0,0.9999913547720228,0.0847833622779165,0.0,0.18503311276435852,1.559241771697998,0.26664215326309204,-0.0019073212752118707,0.010811823420226574,1.561149001121521,0.26428458094596863,0.9983558654785156,2.5e-05,-0.3038081228733063,-0.30530646443367004,-0.20367872714996338,-0.20351071655750275,-0.20294365286827087,0.3043116331100464,-0.30399101972579956,-0.30798086524009705,-0.19657686352729797,-0.202997088432312,-0.20831173658370972,0.017986217513680458,0.1217462345957756,0.01798621006309986,0.12404955178499222,1.0371196269989014
906,906,181,1,181,91,train_easy_1000181,1000181,easy,labor_dominant,0.0,1.0,0.0,group_anchor_1,147,147,0,0.0,147,0,0.0,0,0.0,1.8373574423561427,1.8998574423561427,-0.0625,1.8373574423561427,1.899857442356143,-2.220446049250313e-16,quality,-469.59999999999997,-250.44565146461,-11.46888888888889,1.0,1.0,-0.20028511528771398,0.0,0.0,-0.0625,44,174.60000000000002,True,False,completed,1.0,1.0,469.59999999999997,469.59999999999997,250.44565146461,11.46888888888889,0.23803409819631713,0.20028511528771398,0.16670000000000001,0.11024992561666669,0.75,0,0.0,0,0,0,0.0,2,45,0,0,1457,145.70000000000002,0,0,0,0.0,0,0.0,0,0,14,0.0,0,{},0.0,8,1.0,36,8,71,16,16,82,66,16,0,82,0,66,0,16,0,0,0,82,8,8,0,16,0,82,0,0,66,0,16,57,4,1.4385964912280702,0,10,2198,12.705677099999775,10.39998449999348,0.10018410000066069,0.13706809999621328,16.97107009999945,parallel_episode_batch,pending,0.0009384474983172757,8.877422177257748e-05,0.32752490703548703,-0.0022924148278044803,7.665518277073195e-06,0.0,0.9999913547720228,0.0847833622779165,0.0,0.18503311276435852,1.559241771697998,0.26664215326309204,-0.0019073212752118707,0.010811823420226574,1.561149001121521,0.26428458094596863,0.9983558654785156,2.5e-05,-0.3038081228733063,-0.30530646443367004,-0.20367872714996338,-0.20351071655750275,-0.20294365286827087,0.3043116331100464,-0.30399101972579956,-0.30798086524009705,-0.19657686352729797,-0.202997088432312,-0.20831173658370972,0.017986217513680458,0.1217462345957756,0.01798621006309986,0.12404955178499222,1.0371196269989014
907,907,181,2,181,91,train_easy_1000181,1000181,easy,labor_dominant,0.0,0.0,1.0,group_anchor_2,157,157,0,0.0,157,0,0.0,0,0.0,1.9176101052508039,1.9801101052508039,-0.0625,1.9176101052508039,1.980110105250804,-2.220446049250313e-16,quality,-463.80000000000024,-321.53814312468995,-2.0713888888888885,1.0,1.0,-0.03977978949839162,0.0,0.0,-0.0625,44,174.5,True,False,completed,1.0,1.0,463.80000000000024,463.80000000000024,321.53814312468995,2.0713888888888885,0.22032748733445282,0.03977978949839162,0.12600000000000003,0.10773756006666668,0.75,0,0.0,0,0,0,0.0,3,60,0,0,1385,138.5,0,0,0,0.0,0,0.0,0,0,14,0.0,0,{},0.0,10,1.0,34,10,73,20,20,89,69,20,0,89,0,69,0,20,0,0,0,89,10,9,0,19,0,89,0,0,69,0,20,62,4,1.435483870967742,0,10,2198,12.705677099999775,10.39998449999348,0.1027405999993789,0.14388380000218604,16.97107009999945,parallel_episode_batch,pending,0.0009384474983172757,8.877422177257748e-05,0.32752490703548703,-0.0022924148278044803,7.665518277073195e-06,0.0,0.9999913547720228,0.0847833622779165,0.0,0.18503311276435852,1.559241771697998,0.26664215326309204,-0.0019073212752118707,0.010811823420226574,1.561149001121521,0.26428458094596863,0.9983558654785156,2.5e-05,-0.3038081228733063,-0.30530646443367004,-0.20367872714996338,-0.20351071655750275,-0.20294365286827087,0.3043116331100464,-0.30399101972579956,-0.30798086524009705,-0.19657686352729797,-0.202997088432312,-0.20831173658370972,0.017986217513680458,0.1217462345957756,0.01798621006309986,0.12404955178499222,1.0371196269989014
908,908,181,3,181,91,train_easy_1000181,1000181,easy,labor_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,144,144,0,0.0,144,0,0.0,0,0.0,1.8117164251722577,1.8742164251722577,-0.0625,1.8117164251722577,1.874216425172258,-2.220446049250313e-16,quality,-488.20000000000005,-263.7122322535501,-17.280000000000005,1.0,1.0,-0.2515671496554842,0.0,0.0,-0.0625,44,177.0,True,False,completed,1.0,1.0,488.20000000000005,488.20000000000005,263.7122322535501,17.280000000000005,0.25856347402106417,0.2515671496554842,0.193,0.10962081901666669,0.75,0,0.0,0,0,0,0.0,2,46,0,0,1543,154.3,0,0,0,0.0,0,0.0,0,0,15,0.0,0,{},0.0,8,0.875,36,8,70,16,14,73,59,14,0,73,0,59,0,14,0,0,0,73,7,7,0,14,0,73,0,0,59,0,14,52,4,1.4038461538461537,0,10,2198,12.705677099999775,10.39998449999348,0.1031702000000223,0.21115669999835518,16.97107009999945,parallel_episode_batch,pending,0.0009384474983172757,8.877422177257748e-05,0.32752490703548703,-0.0022924148278044803,7.665518277073195e-06,0.0,0.9999913547720228,0.0847833622779165,0.0,0.18503311276435852,1.559241771697998,0.26664215326309204,-0.0019073212752118707,0.010811823420226574,1.561149001121521,0.26428458094596863,0.9983558654785156,2.5e-05,-0.3038081228733063,-0.30530646443367004,-0.20367872714996338,-0.20351071655750275,-0.20294365286827087,0.3043116331100464,-0.30399101972579956,-0.30798086524009705,-0.19657686352729797,-0.202997088432312,-0.20831173658370972,0.017986217513680458,0.1217462345957756,0.01798621006309986,0.12404955178499222,1.0371196269989014
909,909,181,4,181,91,train_easy_1000181,1000181,easy,labor_dominant,0.5,0.3,0.2,group_anchor_4,151,151,0,0.0,151,0,0.0,0,0.0,1.8234861306553007,1.8859861306553007,-0.0625,1.8234861306553007,1.885986130655301,-2.220446049250313e-16,quality,-470.49999999999994,-287.29718884937,-5.632222222222222,1.0,1.0,-0.22802773868939824,0.0,0.0,-0.0625,44,174.5,True,False,completed,1.0,1.0,470.49999999999994,470.49999999999994,287.29718884937,5.6322222222222225,0.22802773868939824,0.22802773868939824,0.12840000000000001,0.1039708934,0.75,0,0.0,0,0,0,0.0,2,51,0,0,1470,147.0,0,0,0,0.0,0,0.0,0,0,16,0.0,0,{},0.0,9,1.0,35,9,72,18,17,83,66,17,0,83,0,66,0,17,0,0,0,83,9,8,0,17,0,83,0,0,66,0,17,58,5,1.4310344827586208,0,10,2198,12.705677099999775,10.39998449999348,0.09130689999983588,0.14229930000783497,16.97107009999945,parallel_episode_batch,pending,0.0009384474983172757,8.877422177257748e-05,0.32752490703548703,-0.0022924148278044803,7.665518277073195e-06,0.0,0.9999913547720228,0.0847833622779165,0.0,0.18503311276435852,1.559241771697998,0.26664215326309204,-0.0019073212752118707,0.010811823420226574,1.561149001121521,0.26428458094596863,0.9983558654785156,2.5e-05,-0.3038081228733063,-0.30530646443367004,-0.20367872714996338,-0.20351071655750275,-0.20294365286827087,0.3043116331100464,-0.30399101972579956,-0.30798086524009705,-0.19657686352729797,-0.202997088432312,-0.20831173658370972,0.017986217513680458,0.1217462345957756,0.01798621006309986,0.12404955178499222,1.0371196269989014
910,910,182,0,182,92,train_worker_bottleneck_1000182,1000182,worker_bottleneck,balanced_cost,1.0,0.0,0.0,group_anchor_0,273,273,0,0.0,273,0,0.0,0,0.0,1.6618997307203234,1.7243997307203234,-0.0625,1.6618997307203234,1.7243997307203232,2.220446049250313e-16,quality,-1473.8000000000004,-951.0277047749402,-12.224722222222224,1.0,1.0,-0.5512005385593538,0.0,0.0,-0.0625,74,138.20000000000002,True,False,completed,1.0,1.0,1473.8000000000004,1473.8000000000004,951.0277047749402,12.224722222222221,0.461127325265199,0.5512005385593538,0.7136765089,0.6210602604333334,0.75,7,0.07865168539325842,1,1,3,0.02,0,82,1,0,1054,105.4,0,0,0,0.0,0,0.0,0,0,53,0.0,0,{},0.2,20,0.95,54,20,121,40,38,156,109,47,9,147,0,109,9,38,9,9,0,147,23,24,1,36,6,147,0,0,109,9,38,91,11,1.7142857142857142,0,10,3403,21.993481200000133,17.057130699987283,1.1759490000004007,0.20722209999166807,29.44554650000009,parallel_episode_batch,pending,-0.003701251431333798,0.00011174257155356895,0.28540785472702096,-0.006499458503202294,3.6862462835600766e-06,0.0,1.0000224946825593,0.0768443229953172,0.0,0.40118148922920227,1.603083610534668,0.2785447835922241,-0.0012210416607558727,0.010862791910767555,1.604304552078247,0.2767764627933502,0.9984791278839111,2.5e-05,-0.3039424419403076,-0.3052765429019928,-0.20373360812664032,-0.2034895122051239,-0.20288702845573425,0.3043798804283142,-0.3039993643760681,-0.3081413209438324,-0.19652748107910156,-0.20300661027431488,-0.20848798751831055,0.017986217513680458,0.12179413437843323,0.01798621006309986,0.1240275427699089,1.0372661352157593
911,911,182,1,182,92,train_worker_bottleneck_1000182,1000182,worker_bottleneck,balanced_cost,0.0,1.0,0.0,group_anchor_1,290,290,0,0.0,290,0,0.0,0,0.0,1.6780897064419467,1.7405897064419467,-0.0625,1.6780897064419467,1.7405897064419467,0.0,quality,-1485.0999999999995,-1078.2269008697097,-12.172222222222231,1.0,1.0,-0.5188205871161068,0.0,0.0,-0.0625,74,154.10000000000002,True,False,completed,1.0,1.0,1485.0999999999995,1485.0999999999995,1078.2269008697097,12.172222222222231,0.4713472763604802,0.5188205871161068,0.7214765088999999,0.6287602604333332,0.75,4,0.038461538461538464,1,1,1,0.007518796992481203,0,99,1,0,1163,116.30000000000001,0,0,0,0.0,0,0.0,0,0,50,0.0,0,{},1.5,23,1.0,51,23,128,46,42,179,125,54,12,167,0,125,12,42,12,12,0,167,26,30,1,42,6,167,0,0,125,12,42,96,11,1.8645833333333333,0,10,3403,21.993481200000133,17.057130699987283,1.18569590000061,0.1960319000081654,29.44554650000009,parallel_episode_batch,pending,-0.003701251431333798,0.00011174257155356895,0.28540785472702096,-0.006499458503202294,3.6862462835600766e-06,0.0,1.0000224946825593,0.0768443229953172,0.0,0.40118148922920227,1.603083610534668,0.2785447835922241,-0.0012210416607558727,0.010862791910767555,1.604304552078247,0.2767764627933502,0.9984791278839111,2.5e-05,-0.3039424419403076,-0.3052765429019928,-0.20373360812664032,-0.2034895122051239,-0.20288702845573425,0.3043798804283142,-0.3039993643760681,-0.3081413209438324,-0.19652748107910156,-0.20300661027431488,-0.20848798751831055,0.017986217513680458,0.12179413437843323,0.01798621006309986,0.1240275427699089,1.0372661352157593
912,912,182,2,182,92,train_worker_bottleneck_1000182,1000182,worker_bottleneck,balanced_cost,0.0,0.0,1.0,group_anchor_2,309,309,0,0.0,309,0,0.0,0,0.0,1.9084576138147569,1.9709576138147569,-0.0625,1.9084576138147569,1.9709576138147566,2.220446049250313e-16,quality,-1578.3999999999999,-1191.50203685566,-3.0833333333333357,1.0,1.0,-0.0580847723704867,0.0,0.0,-0.0625,74,157.20000000000002,True,False,completed,1.0,1.0,1578.3999999999999,1578.3999999999999,1191.50203685566,3.0833333333333357,0.45877291551443117,0.0580847723704867,0.7495765088999999,0.6788602604333333,0.75,10,0.08849557522123894,0,0,27,0.14516129032258066,1,103,2,0,994,99.4,0,0,0,0.0,0,0.0,0,0,48,0.0,0,{},0.0,25,0.92,49,25,138,50,47,194,133,61,14,180,0,133,14,47,14,14,0,180,31,31,1,47,11,180,0,0,133,14,47,98,7,1.9795918367346939,0,10,3403,21.993481200000133,17.057130699987283,1.1518229000002975,0.20395420000477316,29.44554650000009,parallel_episode_batch,pending,-0.003701251431333798,0.00011174257155356895,0.28540785472702096,-0.006499458503202294,3.6862462835600766e-06,0.0,1.0000224946825593,0.0768443229953172,0.0,0.40118148922920227,1.603083610534668,0.2785447835922241,-0.0012210416607558727,0.010862791910767555,1.604304552078247,0.2767764627933502,0.9984791278839111,2.5e-05,-0.3039424419403076,-0.3052765429019928,-0.20373360812664032,-0.2034895122051239,-0.20288702845573425,0.3043798804283142,-0.3039993643760681,-0.3081413209438324,-0.19652748107910156,-0.20300661027431488,-0.20848798751831055,0.017986217513680458,0.12179413437843323,0.01798621006309986,0.1240275427699089,1.0372661352157593
913,913,182,3,182,92,train_worker_bottleneck_1000182,1000182,worker_bottleneck,balanced_cost,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,279,279,0,0.0,279,0,0.0,0,0.0,1.7458262132474918,1.8083262132474918,-0.0625,1.7458262132474918,1.8083262132474918,0.0,quality,-1478.1000000000004,-999.2492914914499,-5.451388888888894,1.0,1.0,-0.38334757350501664,0.0,0.0,-0.0625,74,139.8,True,False,completed,1.0,1.0,1478.1000000000004,1478.1000000000004,999.2492914914499,5.451388888888894,0.44556611077920294,0.38334757350501664,0.6676514393999999,0.6079935937666666,0.75,2,0.020618556701030927,1,1,1,0.008264462809917356,0,95,1,0,1122,112.2,0,0,0,0.0,0,0.0,0,0,52,0.0,0,{},0.9,21,0.8571428571428571,53,21,125,42,38,164,119,45,7,157,0,119,7,38,7,7,0,157,22,24,1,37,3,157,0,0,119,7,38,99,9,1.6565656565656566,0,10,3403,21.993481200000133,17.057130699987283,1.178216500000417,0.1811478999989049,29.44554650000009,parallel_episode_batch,pending,-0.003701251431333798,0.00011174257155356895,0.28540785472702096,-0.006499458503202294,3.6862462835600766e-06,0.0,1.0000224946825593,0.0768443229953172,0.0,0.40118148922920227,1.603083610534668,0.2785447835922241,-0.0012210416607558727,0.010862791910767555,1.604304552078247,0.2767764627933502,0.9984791278839111,2.5e-05,-0.3039424419403076,-0.3052765429019928,-0.20373360812664032,-0.2034895122051239,-0.20288702845573425,0.3043798804283142,-0.3039993643760681,-0.3081413209438324,-0.19652748107910156,-0.20300661027431488,-0.20848798751831055,0.017986217513680458,0.12179413437843323,0.01798621006309986,0.1240275427699089,1.0372661352157593
914,914,182,4,182,92,train_worker_bottleneck_1000182,1000182,worker_bottleneck,balanced_cost,0.5,0.3,0.2,group_anchor_4,276,276,0,0.0,276,0,0.0,0,0.0,1.712719380837406,1.775219380837406,-0.0625,1.712719380837406,1.7752193808374055,4.440892098500626e-16,quality,-1543.7,-967.05357012835,-5.789999999999999,1.0,1.0,-0.4495612383251889,0.0,0.0,-0.0625,74,153.1,True,False,completed,1.0,1.0,1543.7,1543.7,967.05357012835,5.789999999999998,0.4495612383251889,0.4495612383251889,0.6570765089000001,0.5750769270999999,0.75,4,0.042105263157894736,1,1,0,0.0,0,91,0,0,1146,114.60000000000001,0,0,0,0.0,0,0.0,0,0,52,0.0,0,{},0.6000000000000001,20,0.9,54,20,122,40,40,162,114,48,8,154,0,114,8,40,8,8,0,154,26,22,0,39,4,154,0,0,114,8,40,93,10,1.7419354838709677,0,10,3403,21.993481200000133,17.057130699987283,1.1883827000001475,0.2144977000052677,29.44554650000009,parallel_episode_batch,pending,-0.003701251431333798,0.00011174257155356895,0.28540785472702096,-0.006499458503202294,3.6862462835600766e-06,0.0,1.0000224946825593,0.0768443229953172,0.0,0.40118148922920227,1.603083610534668,0.2785447835922241,-0.0012210416607558727,0.010862791910767555,1.604304552078247,0.2767764627933502,0.9984791278839111,2.5e-05,-0.3039424419403076,-0.3052765429019928,-0.20373360812664032,-0.2034895122051239,-0.20288702845573425,0.3043798804283142,-0.3039993643760681,-0.3081413209438324,-0.19652748107910156,-0.20300661027431488,-0.20848798751831055,0.017986217513680458,0.12179413437843323,0.01798621006309986,0.1240275427699089,1.0372661352157593
