episode,update_id,instance_id,instance_seed,pressure_type,cost_profile,steps,policy_steps,forced_actions,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,unattributed_forced_reward,reward,reward_base,reward_shaping,reward_training,expected_reward,reward_identity_error,reward_phase,reward_flow,reward_cost,reward_variance,reward_completion_progress,reward_completion_bonus,reward_quality,reward_truncation,reward_unfinished,reward_feasibility_shaping,completed_operations,time,terminated,truncated,terminal_reason,completed_order_ratio,completed_operation_ratio,total_flow_time,flow_time_objective,reconfiguration_cost,worker_load_variance,quality_score,maximum_worker_fatigue,mean_peak_worker_fatigue,safe_fatigue_limit,fatigue_masked_action_count,fatigue_masked_action_ratio,worker_competition_event_count,worker_matching_deficit_event_count,resource_admission_masked_action_count,resource_admission_masked_action_ratio,minimum_worker_alternatives,matching_preserving_worker_action_count,candidate_recovery_advance_count,production_defer_recovery_improvement_count,production_defer_wait_ticks,production_defer_wait_time,conditional_worker_wait_opportunity_count,conditional_worker_wait_selected_count,conditional_worker_wait_total_ticks,conditional_worker_wait_total_time,conditional_worker_wait_pair_gain_sum,conditional_worker_wait_fatigue_improvement_sum,conditional_worker_wait_duration_improvement_ticks_sum,conditional_worker_wait_max_consecutive_observed,reconfiguration_reuse_count,qualification_scarcity_regret,qualification_scarcity_decision_count,conditional_worker_wait_reason_counts,machine_waiting_for_worker_time,completed_reconfigurations,worker_switch_ratio,direct_process_action_count,commit_reconfig_action_count,defer_production_action_count,worker_assign_action_count,advance_event_action_count,forced_action_state_count,forced_production_count,forced_worker_count,forced_pair_count,forced_advance_count,forced_production_pair_count,forced_production_advance_count,forced_worker_pair_count,forced_worker_advance_count,forced_pair_advance_blocked_non_delay_count,forced_worker_pair_non_delay_count,forced_pair_advance_physically_unavailable_count,forced_advance_pair_physically_unavailable_count,forced_wait_dis_count,forced_wait_ins_count,forced_mixed_wait_stage_count,forced_phase_handoff_count,forced_recovery_advance_count,forced_future_event_advance_count,forced_direct_process_count,forced_commit_reconfig_count,forced_defer_production_count,forced_worker_assign_count,forced_advance_event_count,forced_action_chain_count,longest_forced_action_chain,mean_forced_action_chain_length,schedule_violation_count,parallel_envs,batch_transition_count,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,loss_scope,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_total_reconfiguration_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_production_future_configuration_reuse_value_norm,policy_head_weight_production_configuration_opportunity_cost_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_fatigue_headroom_ratio,policy_head_weight_worker_total_incremental_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_weight_worker_qualification_opportunity_cost_norm,policy_head_weight_worker_recovery_eta_norm,policy_head_weight_worker_remaining_service_capacity_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual
62,7,train_machine_bottleneck_1000062,1000062,machine_bottleneck,balanced_cost,269,269,0,0.0,269,0,0.0,0,0.0,1.7263247310715824,1.7888247310715824,-0.0625,1.7263247310715824,1.7888247310715826,-2.220446049250313e-16,quality,-1389.8,-710.4029651701701,-8.62555555555556,1.0,1.0,-0.42235053785683485,0.0,0.0,-0.0625,79,187.4,True,False,completed,1.0,1.0,1389.8,1389.8,710.4029651701701,8.62555555555556,0.42235053785683485,0.3492,0.23365000000000002,0.75,0,0.0,0,0,0,0.0,1,83,0,3,1424,142.4,0,0,0,0.0,0,0.0,0,0,34,1.6110531017184258,32,{},0.0,16,0.9375,63,16,127,32,31,147,112,35,4,143,0,112,4,31,4,4,0,143,16,19,0,31,0,143,0,0,112,4,31,97,8,1.5154639175257731,0,10,2520,15.787307799997507,9.683643999829656,0.40359480000915937,0.21694169988040812,28.259412400017027,parallel_episode_batch,not_promoted,-0.001855437725316733,0.002014985617279308,0.4375382963567972,-0.005223328713327646,0.0009365395351778715,0.012825520848855377,1.0006279408931733,0.321206777356565,0.15,1.120682716369629,0.9874941110610962,0.276161253452301,0.10104254633188248,0.07212632149457932,0.8864515423774719,0.2949333190917969,0.9317877888679504,0.0001,-0.30000030994415283,-0.30349457263946533,-0.3035903871059418,0.3021826446056366,0.19860810041427612,-0.20330706238746643,-0.2989080250263214,0.2990204095840454,-0.24980075657367706,-0.19969482719898224,-0.20030570030212402,-0.15019011497497559,0.14953011274337769,0.018083659932017326,0.017923135310411453,0.01798621006309986,0.01798621006309986
63,7,train_balanced_1000063,1000063,balanced,downtime_dominant,232,232,0,0.0,232,0,0.0,0,0.0,1.7377672353321683,1.8002672353321683,-0.0625,1.7377672353321683,1.8002672353321678,4.440892098500626e-16,quality,-837.7999999999998,-772.6735248146105,-23.06555555555556,1.0,1.0,-0.39946552933566415,0.0,0.0,-0.0625,66,230.10000000000002,True,False,completed,1.0,1.0,837.7999999999998,837.7999999999998,772.6735248146105,23.06555555555556,0.39946552933566415,0.1945,0.1538618768166667,0.75,0,0.0,0,0,0,0.0,2,79,0,0,1751,175.10000000000002,0,0,0,0.0,0,0.0,0,0,32,2.3125213608145714,28,{},0.0,14,1.0,52,14,110,28,28,122,94,28,0,122,0,94,0,28,0,0,0,122,14,14,0,28,0,122,0,0,94,0,28,83,4,1.4698795180722892,0,10,2520,15.787307799997507,9.683643999829656,0.29451109998626634,0.20965290011372417,28.259412400017027,parallel_episode_batch,not_promoted,-0.001855437725316733,0.002014985617279308,0.4375382963567972,-0.005223328713327646,0.0009365395351778715,0.012825520848855377,1.0006279408931733,0.321206777356565,0.15,1.120682716369629,0.9874941110610962,0.276161253452301,0.10104254633188248,0.07212632149457932,0.8864515423774719,0.2949333190917969,0.9317877888679504,0.0001,-0.30000030994415283,-0.30349457263946533,-0.3035903871059418,0.3021826446056366,0.19860810041427612,-0.20330706238746643,-0.2989080250263214,0.2990204095840454,-0.24980075657367706,-0.19969482719898224,-0.20030570030212402,-0.15019011497497559,0.14953011274337769,0.018083659932017326,0.017923135310411453,0.01798621006309986,0.01798621006309986
64,7,train_balanced_1000064,1000064,balanced,downtime_dominant,179,179,0,0.0,179,0,0.0,0,0.0,1.775799351897283,1.838299351897283,-0.0625,1.775799351897283,1.8382993518972828,2.220446049250313e-16,quality,-690.6000000000001,-539.7442073832804,-10.826666666666666,0.9999999999999997,1.0,-0.32340129620543434,0.0,0.0,-0.0625,55,225.20000000000002,True,False,completed,1.0,1.0,690.6000000000001,690.6000000000001,539.7442073832804,10.826666666666666,0.32340129620543434,0.1494,0.13636014255,0.75,0,0.0,0,0,0,0.0,2,58,0,0,1810,181.0,0,0,0,0.0,0,0.0,0,0,24,1.2832481116056442,20,{},0.0,10,1.0,45,10,86,20,18,90,72,18,0,90,0,72,0,18,0,0,0,90,10,10,2,18,0,90,0,0,72,0,18,64,3,1.40625,0,10,2520,15.787307799997507,9.683643999829656,0.22111800001584925,0.1491536998655647,28.259412400017027,parallel_episode_batch,not_promoted,-0.001855437725316733,0.002014985617279308,0.4375382963567972,-0.005223328713327646,0.0009365395351778715,0.012825520848855377,1.0006279408931733,0.321206777356565,0.15,1.120682716369629,0.9874941110610962,0.276161253452301,0.10104254633188248,0.07212632149457932,0.8864515423774719,0.2949333190917969,0.9317877888679504,0.0001,-0.30000030994415283,-0.30349457263946533,-0.3035903871059418,0.3021826446056366,0.19860810041427612,-0.20330706238746643,-0.2989080250263214,0.2990204095840454,-0.24980075657367706,-0.19969482719898224,-0.20030570030212402,-0.15019011497497559,0.14953011274337769,0.018083659932017326,0.017923135310411453,0.01798621006309986,0.01798621006309986
65,7,train_balanced_1000065,1000065,balanced,fixed_cost_dominant,260,260,0,0.0,260,0,0.0,0,0.0,1.729632892882802,1.792132892882802,-0.0625,1.729632892882802,1.7921328928828022,-2.220446049250313e-16,quality,-908.2,-662.4084878801901,-33.89138888888889,1.0000000000000002,1.0,-0.4157342142343956,0.0,0.0,-0.0625,75,213.0,True,False,completed,1.0,1.0,908.2,908.2,662.4084878801901,33.89138888888889,0.4157342142343956,0.3307678393000001,0.22827797321666668,0.75,0,0.0,0,0,0,0.0,1,86,0,0,1655,165.5,0,0,0,0.0,0,0.0,0,0,53,2.241439126431942,32,{},0.0,16,0.9375,59,16,123,32,30,138,106,32,2,136,0,106,2,30,2,2,0,136,15,17,1,29,0,136,0,0,106,2,30,95,8,1.4526315789473685,0,10,2520,15.787307799997507,9.683643999829656,0.362916399986716,0.21158070003730245,28.259412400017027,parallel_episode_batch,not_promoted,-0.001855437725316733,0.002014985617279308,0.4375382963567972,-0.005223328713327646,0.0009365395351778715,0.012825520848855377,1.0006279408931733,0.321206777356565,0.15,1.120682716369629,0.9874941110610962,0.276161253452301,0.10104254633188248,0.07212632149457932,0.8864515423774719,0.2949333190917969,0.9317877888679504,0.0001,-0.30000030994415283,-0.30349457263946533,-0.3035903871059418,0.3021826446056366,0.19860810041427612,-0.20330706238746643,-0.2989080250263214,0.2990204095840454,-0.24980075657367706,-0.19969482719898224,-0.20030570030212402,-0.15019011497497559,0.14953011274337769,0.018083659932017326,0.017923135310411453,0.01798621006309986,0.01798621006309986
66,7,train_reconfiguration_bottleneck_1000066,1000066,reconfiguration_bottleneck,fixed_cost_dominant,548,548,0,0.0,548,0,0.0,0,0.0,1.705142023386921,1.767642023386921,-0.0625,1.705142023386921,1.7676420233869208,2.220446049250313e-16,quality,-1438.3999999999962,-1487.2451993007207,-3.402222222222227,1.0,1.0,-0.4647159532261586,0.0,0.0,-0.0625,76,218.4,True,False,completed,1.0,1.0,1438.3999999999962,1438.3999999999962,1487.2451993007207,3.4022222222222216,0.4647159532261586,0.7499895138000002,0.7181137082499988,0.75,611,0.7326139088729017,128,128,404,0.793713163064833,0,92,5,1,1264,126.4,0,0,0,0.0,0,0.0,0,0,49,1.2531956508755684,50,{},52.400000000000006,25,0.96,51,25,251,50,171,420,231,189,18,402,0,231,18,171,18,18,0,402,31,285,4,166,272,402,0,0,231,18,171,97,136,4.329896907216495,0,10,2520,15.787307799997507,9.683643999829656,1.2173962999950163,0.4917015006649308,28.259412400017027,parallel_episode_batch,not_promoted,-0.001855437725316733,0.002014985617279308,0.4375382963567972,-0.005223328713327646,0.0009365395351778715,0.012825520848855377,1.0006279408931733,0.321206777356565,0.15,1.120682716369629,0.9874941110610962,0.276161253452301,0.10104254633188248,0.07212632149457932,0.8864515423774719,0.2949333190917969,0.9317877888679504,0.0001,-0.30000030994415283,-0.30349457263946533,-0.3035903871059418,0.3021826446056366,0.19860810041427612,-0.20330706238746643,-0.2989080250263214,0.2990204095840454,-0.24980075657367706,-0.19969482719898224,-0.20030570030212402,-0.15019011497497559,0.14953011274337769,0.018083659932017326,0.017923135310411453,0.01798621006309986,0.01798621006309986
67,7,train_easy_1000067,1000067,easy,downtime_dominant,155,155,0,0.0,155,0,0.0,0,0.0,1.816315287441153,1.878815287441153,-0.0625,1.816315287441153,1.878815287441153,0.0,quality,-473.8000000000002,-428.87746682379,-2.8513888888888888,0.9999999999999998,1.0,-0.24236942511769421,0.0,0.0,-0.0625,45,176.0,True,False,completed,1.0,1.0,473.8000000000002,473.8000000000002,428.87746682379,2.851388888888889,0.24236942511769421,0.16830000000000003,0.1298166666666667,0.75,0,0.0,0,0,0,0.0,2,52,0,0,1479,147.9,0,0,0,0.0,0,0.0,0,0,13,1.0810833871364594,18,{},0.0,9,1.0,36,9,75,18,17,80,63,17,0,80,0,63,0,17,0,0,0,80,7,9,0,16,0,80,0,0,63,0,17,51,4,1.5686274509803921,0,10,2520,15.787307799997507,9.683643999829656,0.1954783999826759,0.13520130023243837,28.259412400017027,parallel_episode_batch,not_promoted,-0.001855437725316733,0.002014985617279308,0.4375382963567972,-0.005223328713327646,0.0009365395351778715,0.012825520848855377,1.0006279408931733,0.321206777356565,0.15,1.120682716369629,0.9874941110610962,0.276161253452301,0.10104254633188248,0.07212632149457932,0.8864515423774719,0.2949333190917969,0.9317877888679504,0.0001,-0.30000030994415283,-0.30349457263946533,-0.3035903871059418,0.3021826446056366,0.19860810041427612,-0.20330706238746643,-0.2989080250263214,0.2990204095840454,-0.24980075657367706,-0.19969482719898224,-0.20030570030212402,-0.15019011497497559,0.14953011274337769,0.018083659932017326,0.017923135310411453,0.01798621006309986,0.01798621006309986
68,7,train_balanced_1000068,1000068,balanced,balanced_cost,190,190,0,0.0,190,0,0.0,0,0.0,1.7969451057425414,1.8594451057425414,-0.0625,1.7969451057425414,1.8594451057425412,2.220446049250313e-16,quality,-606.8999999999997,-477.15215430372996,-4.425833333333333,0.9999999999999997,1.0,-0.2811097885149178,0.0,0.0,-0.0625,53,184.20000000000002,True,False,completed,1.0,1.0,606.8999999999997,606.8999999999997,477.15215430372996,4.425833333333333,0.2811097885149178,0.18179999999999996,0.14402491995,0.75,0,0.0,0,0,0,0.0,2,68,0,0,1574,157.4,0,0,0,0.0,0,0.0,0,0,31,1.6013234108686447,24,{},0.0,12,1.0,41,12,90,24,23,105,82,23,0,105,0,82,0,23,0,0,0,105,12,12,1,23,0,105,0,0,82,0,23,72,4,1.4583333333333333,0,10,2520,15.787307799997507,9.683643999829656,0.2364159999997355,0.20077279992983676,28.259412400017027,parallel_episode_batch,not_promoted,-0.001855437725316733,0.002014985617279308,0.4375382963567972,-0.005223328713327646,0.0009365395351778715,0.012825520848855377,1.0006279408931733,0.321206777356565,0.15,1.120682716369629,0.9874941110610962,0.276161253452301,0.10104254633188248,0.07212632149457932,0.8864515423774719,0.2949333190917969,0.9317877888679504,0.0001,-0.30000030994415283,-0.30349457263946533,-0.3035903871059418,0.3021826446056366,0.19860810041427612,-0.20330706238746643,-0.2989080250263214,0.2990204095840454,-0.24980075657367706,-0.19969482719898224,-0.20030570030212402,-0.15019011497497559,0.14953011274337769,0.018083659932017326,0.017923135310411453,0.01798621006309986,0.01798621006309986
69,7,train_balanced_1000069,1000069,balanced,downtime_dominant,226,226,0,0.0,226,0,0.0,0,0.0,1.7466283786357548,1.8091283786357548,-0.0625,1.7466283786357548,1.8091283786357553,-4.440892098500626e-16,quality,-852.8000000000002,-693.0922271299999,-17.212222222222227,1.0000000000000002,1.0,-0.38174324272848936,0.0,0.0,-0.0625,68,211.8,True,False,completed,1.0,1.0,852.8000000000002,852.8000000000002,693.0922271299999,17.212222222222227,0.38174324272848936,0.3164,0.20496666666666666,0.75,0,0.0,0,0,2,0.020833333333333332,1,68,0,1,1794,179.4,0,0,0,0.0,0,0.0,0,0,34,1.703926146030426,26,{},0.0,13,0.8461538461538461,55,13,108,26,24,122,95,27,3,119,0,95,3,24,3,3,0,119,12,15,1,23,0,119,0,0,95,3,24,80,10,1.525,0,10,2520,15.787307799997507,9.683643999829656,0.2528236000216566,0.18543950031744316,28.259412400017027,parallel_episode_batch,not_promoted,-0.001855437725316733,0.002014985617279308,0.4375382963567972,-0.005223328713327646,0.0009365395351778715,0.012825520848855377,1.0006279408931733,0.321206777356565,0.15,1.120682716369629,0.9874941110610962,0.276161253452301,0.10104254633188248,0.07212632149457932,0.8864515423774719,0.2949333190917969,0.9317877888679504,0.0001,-0.30000030994415283,-0.30349457263946533,-0.3035903871059418,0.3021826446056366,0.19860810041427612,-0.20330706238746643,-0.2989080250263214,0.2990204095840454,-0.24980075657367706,-0.19969482719898224,-0.20030570030212402,-0.15019011497497559,0.14953011274337769,0.018083659932017326,0.017923135310411453,0.01798621006309986,0.01798621006309986
70,8,train_worker_bottleneck_1000070,1000070,worker_bottleneck,balanced_cost,269,269,0,0.0,269,0,0.0,0,0.0,1.7187764388940128,1.7812764388940128,-0.0625,1.7187764388940128,1.7812764388940125,2.220446049250313e-16,quality,-1303.7,-901.283865344349,-10.562222222222236,0.9999999999999999,1.0,-0.43744712221197474,0.0,0.0,-0.0625,70,154.10000000000002,True,False,completed,1.0,1.0,1303.7,1303.7,901.283865344349,10.562222222222236,0.43744712221197474,0.6641418313000002,0.48041215061666676,0.75,0,0.0,0,0,12,0.0784313725490196,1,96,1,0,1132,113.2,0,0,0,0.0,0,0.0,0,0,44,1.5467217713594437,42,{},0.0,21,0.8571428571428571,49,21,118,42,39,145,96,49,10,135,0,96,10,39,10,10,0,135,26,23,1,38,3,135,0,0,96,10,39,87,8,1.6666666666666667,0,10,2016,18.274833600007696,7.111753400036832,8.409593999997014,0.24405430012848228,18.952408400014974,parallel_episode_batch,not_promoted,0.0010109687282238156,0.002178661361540435,0.47784085245803,-0.0026781089181895368,0.0017841559820226394,0.02197265625,0.9978582561016083,0.3519550551427528,0.203125,1.2200230360031128,1.1712501049041748,0.22770023345947266,0.09617932885885239,0.07481981813907623,1.075070858001709,0.23238922655582428,0.8920291662216187,0.0001,-0.2999756634235382,-0.30379945039749146,-0.30385860800743103,0.3021790087223053,0.19854845106601715,-0.20363304018974304,-0.2991296052932739,0.2994501292705536,-0.25003498792648315,-0.19932810962200165,-0.20053166151046753,-0.1504015177488327,0.14975622296333313,0.018080422654747963,0.01793554425239563,0.01798621006309986,0.01798621006309986
71,8,train_balanced_1000071,1000071,balanced,balanced_cost,191,191,0,0.0,191,0,0.0,0,0.0,1.7938693481662331,1.8563693481662331,-0.0625,1.7938693481662331,1.8563693481662336,-4.440892098500626e-16,quality,-659.6999999999999,-458.8997148093801,-4.20888888888889,0.9999999999999999,1.0,-0.2872613036675331,0.0,0.0,-0.0625,56,194.0,True,False,completed,1.0,1.0,659.6999999999999,659.6999999999999,458.8997148093801,4.20888888888889,0.2872613036675331,0.18567028240000003,0.14111883073333334,0.75,0,0.0,0,0,0,0.0,2,65,0,0,1559,155.9,0,0,0,0.0,0,0.0,0,0,17,1.8537640273571014,22,{},0.0,11,1.0,45,11,91,22,22,102,80,22,0,102,0,80,0,22,0,0,0,102,10,10,0,20,0,102,0,0,80,0,22,69,5,1.4782608695652173,0,10,2016,18.274833600007696,7.111753400036832,0.19217480000224896,0.21387120010331273,18.952408400014974,parallel_episode_batch,not_promoted,0.0010109687282238156,0.002178661361540435,0.47784085245803,-0.0026781089181895368,0.0017841559820226394,0.02197265625,0.9978582561016083,0.3519550551427528,0.203125,1.2200230360031128,1.1712501049041748,0.22770023345947266,0.09617932885885239,0.07481981813907623,1.075070858001709,0.23238922655582428,0.8920291662216187,0.0001,-0.2999756634235382,-0.30379945039749146,-0.30385860800743103,0.3021790087223053,0.19854845106601715,-0.20363304018974304,-0.2991296052932739,0.2994501292705536,-0.25003498792648315,-0.19932810962200165,-0.20053166151046753,-0.1504015177488327,0.14975622296333313,0.018080422654747963,0.01793554425239563,0.01798621006309986,0.01798621006309986
72,8,train_balanced_1000072,1000072,balanced,balanced_cost,151,151,0,0.0,151,0,0.0,0,0.0,1.8075454851249586,1.8700454851249586,-0.0625,1.8075454851249586,1.870045485124959,-4.440892098500626e-16,quality,-498.3,-430.1281843817201,-6.4891666666666685,1.0,1.0,-0.259909029750082,0.0,0.0,-0.0625,40,211.60000000000002,True,False,completed,1.0,1.0,498.3,498.3,430.1281843817201,6.4891666666666685,0.259909029750082,0.1955,0.15093333333333336,0.75,0,0.0,0,0,0,0.0,2,54,0,1,1761,176.10000000000002,0,0,0,0.0,0,0.0,0,0,8,1.4549914449453354,20,{},0.0,10,0.9,30,10,71,20,20,87,67,20,0,87,0,67,0,20,0,0,0,87,10,10,0,20,0,87,0,0,67,0,20,59,4,1.4745762711864407,0,10,2016,18.274833600007696,7.111753400036832,0.15712190000340343,0.15729180007474497,18.952408400014974,parallel_episode_batch,not_promoted,0.0010109687282238156,0.002178661361540435,0.47784085245803,-0.0026781089181895368,0.0017841559820226394,0.02197265625,0.9978582561016083,0.3519550551427528,0.203125,1.2200230360031128,1.1712501049041748,0.22770023345947266,0.09617932885885239,0.07481981813907623,1.075070858001709,0.23238922655582428,0.8920291662216187,0.0001,-0.2999756634235382,-0.30379945039749146,-0.30385860800743103,0.3021790087223053,0.19854845106601715,-0.20363304018974304,-0.2991296052932739,0.2994501292705536,-0.25003498792648315,-0.19932810962200165,-0.20053166151046753,-0.1504015177488327,0.14975622296333313,0.018080422654747963,0.01793554425239563,0.01798621006309986,0.01798621006309986
73,8,train_easy_1000073,1000073,easy,fixed_cost_dominant,188,188,0,0.0,188,0,0.0,0,0.0,1.8043622008018247,1.8668622008018247,-0.0625,1.8043622008018247,1.8668622008018243,4.440892098500626e-16,quality,-553.0999999999999,-483.3869894311801,-2.844722222222222,0.9999999999999997,1.0,-0.2662755983963513,0.0,0.0,-0.0625,49,177.0,True,False,completed,1.0,1.0,553.0999999999999,553.0999999999999,483.3869894311801,2.8447222222222224,0.2662755983963513,0.2165,0.1556166666666667,0.75,0,0.0,0,0,0,0.0,2,74,0,0,1363,136.3,0,0,0,0.0,0,0.0,0,0,19,1.8179768398404121,26,{},0.0,13,1.0,36,13,87,26,26,89,63,26,0,89,0,63,0,26,0,0,0,89,11,12,0,23,0,89,0,0,63,0,26,58,5,1.5344827586206897,0,10,2016,18.274833600007696,7.111753400036832,0.2259718999848701,0.16705930000171065,18.952408400014974,parallel_episode_batch,not_promoted,0.0010109687282238156,0.002178661361540435,0.47784085245803,-0.0026781089181895368,0.0017841559820226394,0.02197265625,0.9978582561016083,0.3519550551427528,0.203125,1.2200230360031128,1.1712501049041748,0.22770023345947266,0.09617932885885239,0.07481981813907623,1.075070858001709,0.23238922655582428,0.8920291662216187,0.0001,-0.2999756634235382,-0.30379945039749146,-0.30385860800743103,0.3021790087223053,0.19854845106601715,-0.20363304018974304,-0.2991296052932739,0.2994501292705536,-0.25003498792648315,-0.19932810962200165,-0.20053166151046753,-0.1504015177488327,0.14975622296333313,0.018080422654747963,0.01793554425239563,0.01798621006309986,0.01798621006309986
74,8,train_balanced_1000074,1000074,balanced,fixed_cost_dominant,261,261,0,0.0,261,0,0.0,0,0.0,1.754898111685443,1.817398111685443,-0.0625,1.754898111685443,1.8173981116854427,2.220446049250313e-16,quality,-858.6999999999997,-748.30839519631,-8.222222222222221,1.0,1.0,-0.36520377662911435,0.0,0.0,-0.0625,66,227.3,True,False,completed,1.0,1.0,858.6999999999997,858.6999999999997,748.30839519631,8.222222222222221,0.36520377662911435,0.2955,0.23126666666666665,0.75,0,0.0,0,0,0,0.0,1,103,0,2,1784,178.4,0,0,0,0.0,0,0.0,0,0,33,2.1131565645337105,38,{},0.0,19,0.9473684210526315,47,19,121,38,36,142,105,37,1,141,0,105,1,36,1,1,0,141,18,20,2,35,0,141,0,0,105,1,36,93,4,1.5268817204301075,0,10,2016,18.274833600007696,7.111753400036832,0.3266097000159789,0.18874309997772798,18.952408400014974,parallel_episode_batch,not_promoted,0.0010109687282238156,0.002178661361540435,0.47784085245803,-0.0026781089181895368,0.0017841559820226394,0.02197265625,0.9978582561016083,0.3519550551427528,0.203125,1.2200230360031128,1.1712501049041748,0.22770023345947266,0.09617932885885239,0.07481981813907623,1.075070858001709,0.23238922655582428,0.8920291662216187,0.0001,-0.2999756634235382,-0.30379945039749146,-0.30385860800743103,0.3021790087223053,0.19854845106601715,-0.20363304018974304,-0.2991296052932739,0.2994501292705536,-0.25003498792648315,-0.19932810962200165,-0.20053166151046753,-0.1504015177488327,0.14975622296333313,0.018080422654747963,0.01793554425239563,0.01798621006309986,0.01798621006309986
75,8,train_balanced_1000075,1000075,balanced,balanced_cost,168,168,0,0.0,168,0,0.0,0,0.0,1.804285463824466,1.866785463824466,-0.06250000000000003,1.804285463824466,1.866785463824466,0.0,quality,-574.9000000000003,-456.8601985740501,-2.7422222222222246,1.0,1.0,-0.2664290723510679,0.0,0.0,-0.06250000000000003,45,201.5,True,False,completed,1.0,1.0,574.9000000000003,574.9000000000003,456.8601985740501,2.7422222222222246,0.2664290723510679,0.26106942899999996,0.1735121201833333,0.75,0,0.0,0,0,0,0.0,2,62,0,1,1564,156.4,0,0,0,0.0,0,0.0,0,0,21,1.4693665206432343,22,{},0.0,11,1.0,34,11,79,22,22,96,74,22,0,96,0,74,0,22,0,0,0,96,11,11,0,22,0,96,0,0,74,0,22,64,4,1.5,0,10,2016,18.274833600007696,7.111753400036832,0.20630059999530204,0.1424302000377793,18.952408400014974,parallel_episode_batch,not_promoted,0.0010109687282238156,0.002178661361540435,0.47784085245803,-0.0026781089181895368,0.0017841559820226394,0.02197265625,0.9978582561016083,0.3519550551427528,0.203125,1.2200230360031128,1.1712501049041748,0.22770023345947266,0.09617932885885239,0.07481981813907623,1.075070858001709,0.23238922655582428,0.8920291662216187,0.0001,-0.2999756634235382,-0.30379945039749146,-0.30385860800743103,0.3021790087223053,0.19854845106601715,-0.20363304018974304,-0.2991296052932739,0.2994501292705536,-0.25003498792648315,-0.19932810962200165,-0.20053166151046753,-0.1504015177488327,0.14975622296333313,0.018080422654747963,0.01793554425239563,0.01798621006309986,0.01798621006309986
76,8,train_balanced_1000076,1000076,balanced,fixed_cost_dominant,161,161,0,0.0,161,0,0.0,0,0.0,1.8016437470931317,1.8641437470931317,-0.06249999999999997,1.8016437470931317,1.8641437470931315,2.220446049250313e-16,quality,-535.9999999999999,-420.42118510299,-8.322500000000003,1.0,1.0,-0.2717125058137369,0.0,0.0,-0.06249999999999997,45,204.20000000000002,True,False,completed,1.0,1.0,535.9999999999999,535.9999999999999,420.42118510299,8.322500000000003,0.2717125058137369,0.17470000000000005,0.15904548980000002,0.75,0,0.0,0,0,0,0.0,3,60,0,0,1632,163.20000000000002,0,0,0,0.0,0,0.0,0,0,16,1.282891370356083,20,{},0.0,10,1.0,35,10,76,20,20,91,71,20,0,91,0,71,0,20,0,0,0,91,10,10,0,20,0,91,0,0,71,0,20,63,3,1.4444444444444444,0,10,2016,18.274833600007696,7.111753400036832,0.15541859998484142,0.14596420002635568,18.952408400014974,parallel_episode_batch,not_promoted,0.0010109687282238156,0.002178661361540435,0.47784085245803,-0.0026781089181895368,0.0017841559820226394,0.02197265625,0.9978582561016083,0.3519550551427528,0.203125,1.2200230360031128,1.1712501049041748,0.22770023345947266,0.09617932885885239,0.07481981813907623,1.075070858001709,0.23238922655582428,0.8920291662216187,0.0001,-0.2999756634235382,-0.30379945039749146,-0.30385860800743103,0.3021790087223053,0.19854845106601715,-0.20363304018974304,-0.2991296052932739,0.2994501292705536,-0.25003498792648315,-0.19932810962200165,-0.20053166151046753,-0.1504015177488327,0.14975622296333313,0.018080422654747963,0.01793554425239563,0.01798621006309986,0.01798621006309986
