episode,update_id,instance_id,instance_seed,pressure_type,cost_profile,steps,policy_steps,forced_actions,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,unattributed_forced_reward,reward,reward_base,reward_shaping,reward_training,expected_reward,reward_identity_error,reward_phase,reward_flow,reward_cost,reward_variance,reward_completion_progress,reward_completion_bonus,reward_quality,reward_truncation,reward_unfinished,reward_feasibility_shaping,completed_operations,time,terminated,truncated,terminal_reason,completed_order_ratio,completed_operation_ratio,total_flow_time,flow_time_objective,reconfiguration_cost,worker_load_variance,quality_score,maximum_worker_fatigue,mean_peak_worker_fatigue,safe_fatigue_limit,fatigue_masked_action_count,fatigue_masked_action_ratio,worker_competition_event_count,worker_matching_deficit_event_count,resource_admission_masked_action_count,resource_admission_masked_action_ratio,minimum_worker_alternatives,matching_preserving_worker_action_count,candidate_recovery_advance_count,production_defer_recovery_improvement_count,production_defer_wait_ticks,production_defer_wait_time,conditional_worker_wait_opportunity_count,conditional_worker_wait_selected_count,conditional_worker_wait_total_ticks,conditional_worker_wait_total_time,conditional_worker_wait_pair_gain_sum,conditional_worker_wait_fatigue_improvement_sum,conditional_worker_wait_duration_improvement_ticks_sum,conditional_worker_wait_max_consecutive_observed,reconfiguration_reuse_count,qualification_scarcity_regret,qualification_scarcity_decision_count,conditional_worker_wait_reason_counts,machine_waiting_for_worker_time,completed_reconfigurations,worker_switch_ratio,direct_process_action_count,commit_reconfig_action_count,defer_production_action_count,worker_assign_action_count,advance_event_action_count,forced_action_state_count,forced_production_count,forced_worker_count,forced_pair_count,forced_advance_count,forced_production_pair_count,forced_production_advance_count,forced_worker_pair_count,forced_worker_advance_count,forced_pair_advance_blocked_non_delay_count,forced_worker_pair_non_delay_count,forced_pair_advance_physically_unavailable_count,forced_advance_pair_physically_unavailable_count,forced_wait_dis_count,forced_wait_ins_count,forced_mixed_wait_stage_count,forced_phase_handoff_count,forced_recovery_advance_count,forced_future_event_advance_count,forced_direct_process_count,forced_commit_reconfig_count,forced_defer_production_count,forced_worker_assign_count,forced_advance_event_count,forced_action_chain_count,longest_forced_action_chain,mean_forced_action_chain_length,schedule_violation_count,parallel_envs,batch_transition_count,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,loss_scope,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_total_reconfiguration_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_production_future_configuration_reuse_value_norm,policy_head_weight_production_configuration_opportunity_cost_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_fatigue_headroom_ratio,policy_head_weight_worker_total_incremental_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_weight_worker_qualification_opportunity_cost_norm,policy_head_weight_worker_recovery_eta_norm,policy_head_weight_worker_remaining_service_capacity_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual
884,89,train_balanced_1000884,1000884,balanced,balanced_cost,205,205,0,0.0,205,0,0.0,0,0.0,1.7874444797246083,1.8499444797246083,-0.0625,1.7874444797246083,1.849944479724608,2.220446049250313e-16,quality,-672.6,-592.5960246323,-2.3266666666666667,0.9999999999999997,1.0,-0.3001110405507839,0.0,0.0,-0.0625,58,200.60000000000002,True,False,completed,1.0,1.0,672.6,672.6,592.5960246323,2.3266666666666667,0.3001110405507839,0.3042,0.1735102502166667,0.75,0,0.0,0,0,0,0.0,2,72,0,0,1635,163.5,0,0,0,0.0,0,0.0,0,0,24,1.4726442992687225,26,{},0.0,13,1.0,45,13,96,26,25,119,94,25,0,119,0,94,0,25,0,0,0,119,13,13,1,25,0,119,0,0,94,0,25,83,4,1.4337349397590362,0,10,2279,14.684797500027344,8.702308500010986,0.2045014000032097,0.15667089982889593,23.672510299977148,parallel_episode_batch,not_promoted,0.0003313805080122418,5.9006006874066465e-05,0.3019553097999758,-0.002658669595904131,2.221833560156483e-05,0.0,1.0000974759459496,0.07473250853622125,0.0,0.4040186405181885,1.492841124534607,0.24635449051856995,0.002358376979827881,0.008063520304858685,1.4904826879501343,0.24721568822860718,0.9989286661148071,2.5e-05,-0.3045957088470459,-0.32086360454559326,-0.32034504413604736,0.3167932629585266,0.19773805141448975,-0.21634863317012787,-0.3066166043281555,0.30999618768692017,-0.24904125928878784,-0.21212151646614075,-0.20529869198799133,-0.15459966659545898,0.1553296446800232,0.018145034089684486,0.01868577115237713,0.01798621006309986,0.01798621006309986
885,89,train_easy_1000885,1000885,easy,labor_dominant,174,174,0,0.0,174,0,0.0,0,0.0,1.8114314599369443,1.8739314599369443,-0.0625,1.8114314599369443,1.8739314599369445,-2.220446049250313e-16,quality,-525.3000000000001,-319.5314965441899,-7.889166666666667,0.9999999999999997,1.0,-0.25213708012611097,0.0,0.0,-0.0625,50,180.70000000000002,True,False,completed,1.0,1.0,525.3000000000001,525.3000000000001,319.5314965441899,7.889166666666667,0.25213708012611097,0.1824,0.11713428963333333,0.75,0,0.0,0,0,0,0.0,2,59,0,0,1452,145.20000000000002,0,0,0,0.0,0,0.0,0,0,23,1.6417770758271217,20,{},0.0,10,1.0,40,10,84,20,20,103,83,20,0,103,0,83,0,20,0,0,0,103,10,10,0,20,0,103,0,0,83,0,20,70,4,1.4714285714285715,0,10,2279,14.684797500027344,8.702308500010986,0.4575026000093203,0.12391960015520453,23.672510299977148,parallel_episode_batch,not_promoted,0.0003313805080122418,5.9006006874066465e-05,0.3019553097999758,-0.002658669595904131,2.221833560156483e-05,0.0,1.0000974759459496,0.07473250853622125,0.0,0.4040186405181885,1.492841124534607,0.24635449051856995,0.002358376979827881,0.008063520304858685,1.4904826879501343,0.24721568822860718,0.9989286661148071,2.5e-05,-0.3045957088470459,-0.32086360454559326,-0.32034504413604736,0.3167932629585266,0.19773805141448975,-0.21634863317012787,-0.3066166043281555,0.30999618768692017,-0.24904125928878784,-0.21212151646614075,-0.20529869198799133,-0.15459966659545898,0.1553296446800232,0.018145034089684486,0.01868577115237713,0.01798621006309986,0.01798621006309986
886,89,train_worker_bottleneck_1000886,1000886,worker_bottleneck,fixed_cost_dominant,249,249,0,0.0,249,0,0.0,0,0.0,1.7326390516104322,1.7951390516104322,-0.0625,1.7326390516104322,1.7951390516104322,0.0,quality,-1191.9999999999998,-682.7581125040901,-12.04888888888889,1.0,1.0,-0.4097218967791357,0.0,0.0,-0.0625,72,133.3,True,False,completed,1.0,1.0,1191.9999999999998,1191.9999999999998,682.7581125040901,12.04888888888889,0.4097218967791357,0.5383077025000002,0.41658465520000004,0.75,0,0.0,0,0,0,0.0,1,78,0,0,1002,100.2,0,0,0,0.0,0,0.0,0,0,52,1.8395415470004082,32,{},0.0,16,0.8125,56,16,114,32,31,146,111,35,4,142,0,111,4,31,4,4,0,142,16,18,0,30,0,142,0,0,111,4,31,90,11,1.6222222222222222,0,10,2279,14.684797500027344,8.702308500010986,0.5281505000020843,0.16178560018306598,23.672510299977148,parallel_episode_batch,not_promoted,0.0003313805080122418,5.9006006874066465e-05,0.3019553097999758,-0.002658669595904131,2.221833560156483e-05,0.0,1.0000974759459496,0.07473250853622125,0.0,0.4040186405181885,1.492841124534607,0.24635449051856995,0.002358376979827881,0.008063520304858685,1.4904826879501343,0.24721568822860718,0.9989286661148071,2.5e-05,-0.3045957088470459,-0.32086360454559326,-0.32034504413604736,0.3167932629585266,0.19773805141448975,-0.21634863317012787,-0.3066166043281555,0.30999618768692017,-0.24904125928878784,-0.21212151646614075,-0.20529869198799133,-0.15459966659545898,0.1553296446800232,0.018145034089684486,0.01868577115237713,0.01798621006309986,0.01798621006309986
887,89,train_balanced_1000887,1000887,balanced,labor_dominant,185,185,0,0.0,185,0,0.0,0,0.0,1.7731053734314597,1.8356053734314597,-0.0625,1.7731053734314597,1.83560537343146,-2.220446049250313e-16,quality,-625.0000000000003,-413.11181032019,-26.836666666666662,0.9999999999999997,1.0,-0.32878925313708035,0.0,0.0,-0.0625,53,169.0,True,False,completed,1.0,1.0,625.0000000000003,625.0000000000003,413.11181032019,26.836666666666662,0.32878925313708035,0.28650000000000003,0.16665053808333333,0.75,0,0.0,0,0,0,0.0,2,65,0,0,1285,128.5,0,0,0,0.0,0,0.0,0,0,19,1.7625009566545486,22,{},0.0,11,0.9090909090909091,42,11,88,22,22,110,88,22,0,110,0,88,0,22,0,0,0,110,11,11,0,22,0,110,0,0,88,0,22,76,5,1.4473684210526316,0,10,2279,14.684797500027344,8.702308500010986,0.19269330002134666,0.12487409985624254,23.672510299977148,parallel_episode_batch,not_promoted,0.0003313805080122418,5.9006006874066465e-05,0.3019553097999758,-0.002658669595904131,2.221833560156483e-05,0.0,1.0000974759459496,0.07473250853622125,0.0,0.4040186405181885,1.492841124534607,0.24635449051856995,0.002358376979827881,0.008063520304858685,1.4904826879501343,0.24721568822860718,0.9989286661148071,2.5e-05,-0.3045957088470459,-0.32086360454559326,-0.32034504413604736,0.3167932629585266,0.19773805141448975,-0.21634863317012787,-0.3066166043281555,0.30999618768692017,-0.24904125928878784,-0.21212151646614075,-0.20529869198799133,-0.15459966659545898,0.1553296446800232,0.018145034089684486,0.01868577115237713,0.01798621006309986,0.01798621006309986
888,89,train_balanced_1000888,1000888,balanced,fixed_cost_dominant,239,239,0,0.0,239,0,0.0,0,0.0,1.7564226728780015,1.8189226728780015,-0.0625,1.7564226728780015,1.8189226728780017,-2.220446049250313e-16,quality,-807.1,-662.0966462283602,-13.126666666666662,1.0,1.0,-0.3621546542439968,0.0,0.0,-0.0625,64,209.10000000000002,True,False,completed,1.0,1.0,807.1,807.1,662.0966462283602,13.126666666666665,0.3621546542439968,0.2976,0.17258333333333334,0.75,0,0.0,0,0,0,0.0,2,97,0,0,1511,151.1,0,0,0,0.0,0,0.0,0,0,32,2.331887297332287,34,{},0.0,17,1.0,47,17,108,34,33,137,104,33,0,137,0,104,0,33,0,0,0,137,16,17,0,33,0,137,0,0,104,0,33,92,4,1.4891304347826086,0,10,2279,14.684797500027344,8.702308500010986,0.35135849998914637,0.1736909997125622,23.672510299977148,parallel_episode_batch,not_promoted,0.0003313805080122418,5.9006006874066465e-05,0.3019553097999758,-0.002658669595904131,2.221833560156483e-05,0.0,1.0000974759459496,0.07473250853622125,0.0,0.4040186405181885,1.492841124534607,0.24635449051856995,0.002358376979827881,0.008063520304858685,1.4904826879501343,0.24721568822860718,0.9989286661148071,2.5e-05,-0.3045957088470459,-0.32086360454559326,-0.32034504413604736,0.3167932629585266,0.19773805141448975,-0.21634863317012787,-0.3066166043281555,0.30999618768692017,-0.24904125928878784,-0.21212151646614075,-0.20529869198799133,-0.15459966659545898,0.1553296446800232,0.018145034089684486,0.01868577115237713,0.01798621006309986,0.01798621006309986
889,89,train_easy_1000889,1000889,easy,labor_dominant,159,159,0,0.0,159,0,0.0,0,0.0,1.8243197957367348,1.8868197957367348,-0.0625,1.8243197957367348,1.886819795736735,-2.220446049250313e-16,quality,-456.2999999999999,-329.59477901749,-3.8347222222222235,1.0,1.0,-0.22636040852652994,0.0,0.0,-0.0625,43,171.9,True,False,completed,1.0,1.0,456.2999999999999,456.2999999999999,329.59477901749,3.8347222222222235,0.22636040852652994,0.14,0.11566666666666668,0.75,0,0.0,0,0,0,0.0,2,55,0,1,1404,140.4,0,0,0,0.0,0,0.0,0,0,16,1.0054778903722763,20,{},0.0,10,1.0,33,10,76,20,20,93,73,20,0,93,0,73,0,20,0,0,0,93,10,10,0,20,0,93,0,0,73,0,20,62,5,1.5,0,10,2279,14.684797500027344,8.702308500010986,0.2094929999730084,0.12329939976916648,23.672510299977148,parallel_episode_batch,not_promoted,0.0003313805080122418,5.9006006874066465e-05,0.3019553097999758,-0.002658669595904131,2.221833560156483e-05,0.0,1.0000974759459496,0.07473250853622125,0.0,0.4040186405181885,1.492841124534607,0.24635449051856995,0.002358376979827881,0.008063520304858685,1.4904826879501343,0.24721568822860718,0.9989286661148071,2.5e-05,-0.3045957088470459,-0.32086360454559326,-0.32034504413604736,0.3167932629585266,0.19773805141448975,-0.21634863317012787,-0.3066166043281555,0.30999618768692017,-0.24904125928878784,-0.21212151646614075,-0.20529869198799133,-0.15459966659545898,0.1553296446800232,0.018145034089684486,0.01868577115237713,0.01798621006309986,0.01798621006309986
890,90,train_balanced_1000890,1000890,balanced,labor_dominant,263,263,0,0.0,263,0,0.0,0,0.0,1.7529125102609728,1.8154125102609728,-0.0625,1.7529125102609728,1.8154125102609733,-4.440892098500626e-16,quality,-863.4999999999998,-640.84663254539,-13.603333333333325,1.0000000000000002,1.0,-0.36917497947805356,0.0,0.0,-0.0625,69,208.3,True,False,completed,1.0,1.0,863.4999999999998,863.4999999999998,640.84663254539,13.603333333333325,0.36917497947805356,0.189,0.15918333333333334,0.75,0,0.0,0,0,0,0.0,2,98,0,0,1490,149.0,0,0,0,0.0,0,0.0,0,0,36,1.884160041809082,36,{},0.0,18,1.0,51,18,122,36,36,158,122,36,0,158,0,122,0,36,0,0,0,158,18,18,0,36,0,158,0,0,122,0,36,104,4,1.5192307692307692,0,10,2241,12.592674999992596,8.04653770031291,0.43409409999730997,0.2062089000537526,21.39735970000038,parallel_episode_batch,not_promoted,-0.028568868525326252,5.9076408961189486e-05,0.30725229779879254,-0.03161185329372529,4.669687122158292e-05,0.0006510416666666666,0.9997458333770434,0.07987676134022574,0.0,0.42991024255752563,1.5291446447372437,0.273172527551651,0.00021462432050611824,0.00807166751474142,1.5289300680160522,0.2726879417896271,0.9991269111633301,2.5e-05,-0.30463501811027527,-0.3211042881011963,-0.32060325145721436,0.31693968176841736,0.19767087697982788,-0.21649163961410522,-0.3067164719104767,0.31007319688796997,-0.24908536672592163,-0.21222107112407684,-0.2053602635860443,-0.1546681821346283,0.15537096560001373,0.01814883202314377,0.018697107210755348,0.01798621006309986,0.01798621006309986
891,90,train_fatigue_bottleneck_1000891,1000891,fatigue_bottleneck,balanced_cost,296,296,0,0.0,296,0,0.0,0,0.0,1.6858062048442752,1.7483062048442752,-0.0625,1.6858062048442752,1.7483062048442752,0.0,quality,-1570.8999999999999,-1087.2816653768798,-23.34138888888889,1.0000000000000002,1.0,-0.5033875903114493,0.0,0.0,-0.0625,82,161.70000000000002,True,False,completed,1.0,1.0,1570.8999999999999,1570.8999999999999,1087.2816653768798,23.34138888888889,0.5033875903114493,0.6902356715999995,0.5908670262333332,0.75,5,0.05319148936170213,0,0,0,0.0,1,89,0,0,1199,119.9,0,0,0,0.0,0,0.0,0,0,39,1.4019258469343185,40,{},0.0,20,0.85,62,20,135,40,39,178,133,45,6,172,0,133,6,39,6,6,0,172,21,24,0,39,5,172,0,0,133,6,39,109,14,1.6330275229357798,0,10,2241,12.592674999992596,8.04653770031291,0.4936255000066012,0.24442169969552197,21.39735970000038,parallel_episode_batch,not_promoted,-0.028568868525326252,5.9076408961189486e-05,0.30725229779879254,-0.03161185329372529,4.669687122158292e-05,0.0006510416666666666,0.9997458333770434,0.07987676134022574,0.0,0.42991024255752563,1.5291446447372437,0.273172527551651,0.00021462432050611824,0.00807166751474142,1.5289300680160522,0.2726879417896271,0.9991269111633301,2.5e-05,-0.30463501811027527,-0.3211042881011963,-0.32060325145721436,0.31693968176841736,0.19767087697982788,-0.21649163961410522,-0.3067164719104767,0.31007319688796997,-0.24908536672592163,-0.21222107112407684,-0.2053602635860443,-0.1546681821346283,0.15537096560001373,0.01814883202314377,0.018697107210755348,0.01798621006309986,0.01798621006309986
892,90,train_fatigue_bottleneck_1000892,1000892,fatigue_bottleneck,downtime_dominant,379,379,0,0.0,379,0,0.0,0,0.0,1.70152588311568,1.76402588311568,-0.0625,1.70152588311568,1.76402588311568,0.0,quality,-1411.1999999999987,-1594.5141300578887,-4.751388888888892,0.9999999999999999,1.0,-0.47194823376864,0.0,0.0,-0.0625,66,147.6,True,False,completed,1.0,1.0,1411.1999999999987,1411.1999999999987,1594.5141300578887,4.751388888888893,0.47194823376864,0.7499187767999993,0.7383270989999987,0.75,263,0.6430317848410758,53,53,502,0.8610634648370498,0,82,3,0,867,86.7,0,0,0,0.0,0,0.0,0,0,42,1.3937190920114517,46,{},15.200000000000001,23,1.0,43,23,172,46,95,278,166,112,17,261,0,166,17,95,17,17,0,261,32,132,1,93,136,261,0,0,166,17,95,83,66,3.3493975903614457,0,10,2241,12.592674999992596,8.04653770031291,1.0136681000003591,0.34322420007083565,21.39735970000038,parallel_episode_batch,not_promoted,-0.028568868525326252,5.9076408961189486e-05,0.30725229779879254,-0.03161185329372529,4.669687122158292e-05,0.0006510416666666666,0.9997458333770434,0.07987676134022574,0.0,0.42991024255752563,1.5291446447372437,0.273172527551651,0.00021462432050611824,0.00807166751474142,1.5289300680160522,0.2726879417896271,0.9991269111633301,2.5e-05,-0.30463501811027527,-0.3211042881011963,-0.32060325145721436,0.31693968176841736,0.19767087697982788,-0.21649163961410522,-0.3067164719104767,0.31007319688796997,-0.24908536672592163,-0.21222107112407684,-0.2053602635860443,-0.1546681821346283,0.15537096560001373,0.01814883202314377,0.018697107210755348,0.01798621006309986,0.01798621006309986
893,90,train_balanced_1000893,1000893,balanced,balanced_cost,204,204,0,0.0,204,0,0.0,0,0.0,1.7848521787781246,1.8473521787781246,-0.0625,1.7848521787781246,1.8473521787781246,0.0,quality,-616.2,-722.9328221097401,-2.570000000000002,1.0,1.0,-0.30529564244375057,0.0,0.0,-0.0625,49,208.8,True,False,completed,1.0,1.0,616.2,616.2,722.9328221097401,2.5700000000000007,0.30529564244375057,0.32430000000000003,0.20435,0.75,0,0.0,0,0,0,0.0,2,88,0,0,1563,156.3,0,0,0,0.0,0,0.0,0,0,25,1.6626985594630241,32,{},0.0,16,1.0,33,16,91,32,32,123,91,32,0,123,0,91,0,32,0,0,0,123,16,16,0,32,0,123,0,0,91,0,32,81,5,1.5185185185185186,0,10,2241,12.592674999992596,8.04653770031291,0.29617280000820756,0.16217639989918098,21.39735970000038,parallel_episode_batch,not_promoted,-0.028568868525326252,5.9076408961189486e-05,0.30725229779879254,-0.03161185329372529,4.669687122158292e-05,0.0006510416666666666,0.9997458333770434,0.07987676134022574,0.0,0.42991024255752563,1.5291446447372437,0.273172527551651,0.00021462432050611824,0.00807166751474142,1.5289300680160522,0.2726879417896271,0.9991269111633301,2.5e-05,-0.30463501811027527,-0.3211042881011963,-0.32060325145721436,0.31693968176841736,0.19767087697982788,-0.21649163961410522,-0.3067164719104767,0.31007319688796997,-0.24908536672592163,-0.21222107112407684,-0.2053602635860443,-0.1546681821346283,0.15537096560001373,0.01814883202314377,0.018697107210755348,0.01798621006309986,0.01798621006309986
894,90,train_balanced_1000894,1000894,balanced,downtime_dominant,188,188,0,0.0,188,0,0.0,0,0.0,1.7675608093881126,1.8300608093881126,-0.0625,1.7675608093881126,1.830060809388112,4.440892098500626e-16,quality,-675.8000000000002,-520.9169430469299,-19.925833333333337,0.9999999999999997,1.0,-0.33987838122377556,0.0,0.0,-0.0625,57,217.3,True,False,completed,1.0,1.0,675.8000000000002,675.8000000000002,520.9169430469299,19.925833333333337,0.33987838122377556,0.15400000000000003,0.13438498558333334,0.75,0,0.0,0,0,0,0.0,3,60,0,0,1802,180.20000000000002,0,0,0,0.0,0,0.0,0,0,19,1.7664677649736404,20,{},0.0,10,1.0,47,10,91,20,20,111,91,20,0,111,0,91,0,20,0,0,0,111,10,10,0,20,0,111,0,0,91,0,20,78,4,1.4230769230769231,0,10,2241,12.592674999992596,8.04653770031291,0.23192579997703433,0.15101870024227537,21.39735970000038,parallel_episode_batch,not_promoted,-0.028568868525326252,5.9076408961189486e-05,0.30725229779879254,-0.03161185329372529,4.669687122158292e-05,0.0006510416666666666,0.9997458333770434,0.07987676134022574,0.0,0.42991024255752563,1.5291446447372437,0.273172527551651,0.00021462432050611824,0.00807166751474142,1.5289300680160522,0.2726879417896271,0.9991269111633301,2.5e-05,-0.30463501811027527,-0.3211042881011963,-0.32060325145721436,0.31693968176841736,0.19767087697982788,-0.21649163961410522,-0.3067164719104767,0.31007319688796997,-0.24908536672592163,-0.21222107112407684,-0.2053602635860443,-0.1546681821346283,0.15537096560001373,0.01814883202314377,0.018697107210755348,0.01798621006309986,0.01798621006309986
895,90,train_balanced_1000895,1000895,balanced,labor_dominant,162,162,0,0.0,162,0,0.0,0,0.0,1.8089876605796904,1.8714876605796904,-0.0625,1.8089876605796904,1.8714876605796902,2.220446049250313e-16,quality,-610.8,-260.40385507518005,-7.600000000000001,0.9999999999999998,1.0,-0.25702467884061947,0.0,0.0,-0.0625,54,198.20000000000002,True,False,completed,1.0,1.0,610.8,610.8,260.40385507518005,7.600000000000001,0.25702467884061947,0.22060000000000005,0.13778333333333334,0.75,0,0.0,0,0,0,0.0,1,35,0,0,1825,182.5,0,0,0,0.0,0,0.0,0,0,17,0.9465509131550789,14,{},0.0,7,1.0,47,7,80,14,14,95,80,15,1,94,0,80,1,14,1,1,0,94,8,7,0,14,0,94,0,0,80,1,14,67,4,1.4179104477611941,0,10,2241,12.592674999992596,8.04653770031291,0.1634464999951888,0.1314328998560086,21.39735970000038,parallel_episode_batch,not_promoted,-0.028568868525326252,5.9076408961189486e-05,0.30725229779879254,-0.03161185329372529,4.669687122158292e-05,0.0006510416666666666,0.9997458333770434,0.07987676134022574,0.0,0.42991024255752563,1.5291446447372437,0.273172527551651,0.00021462432050611824,0.00807166751474142,1.5289300680160522,0.2726879417896271,0.9991269111633301,2.5e-05,-0.30463501811027527,-0.3211042881011963,-0.32060325145721436,0.31693968176841736,0.19767087697982788,-0.21649163961410522,-0.3067164719104767,0.31007319688796997,-0.24908536672592163,-0.21222107112407684,-0.2053602635860443,-0.1546681821346283,0.15537096560001373,0.01814883202314377,0.018697107210755348,0.01798621006309986,0.01798621006309986
896,90,train_easy_1000896,1000896,easy,balanced_cost,144,144,0,0.0,144,0,0.0,0,0.0,1.809595446432326,1.872095446432326,-0.0625,1.809595446432326,1.8720954464323263,-2.220446049250313e-16,quality,-439.5,-338.07246597533003,-14.925555555555556,1.0,1.0,-0.25580910713534755,0.0,0.0,-0.0625,42,183.10000000000002,True,False,completed,1.0,1.0,439.5,439.5,338.07246597533003,14.925555555555556,0.25580910713534755,0.14350000000000004,0.12207902906666669,0.75,0,0.0,0,0,0,0.0,3,48,0,0,1527,152.70000000000002,0,0,0,0.0,0,0.0,0,0,14,1.1754289865493774,16,{},0.0,8,1.0,34,8,70,16,16,86,70,16,0,86,0,70,0,16,0,0,0,86,8,8,0,16,0,86,0,0,70,0,16,59,4,1.4576271186440677,0,10,2241,12.592674999992596,8.04653770031291,0.14114130000234582,0.10102800003369339,21.39735970000038,parallel_episode_batch,not_promoted,-0.028568868525326252,5.9076408961189486e-05,0.30725229779879254,-0.03161185329372529,4.669687122158292e-05,0.0006510416666666666,0.9997458333770434,0.07987676134022574,0.0,0.42991024255752563,1.5291446447372437,0.273172527551651,0.00021462432050611824,0.00807166751474142,1.5289300680160522,0.2726879417896271,0.9991269111633301,2.5e-05,-0.30463501811027527,-0.3211042881011963,-0.32060325145721436,0.31693968176841736,0.19767087697982788,-0.21649163961410522,-0.3067164719104767,0.31007319688796997,-0.24908536672592163,-0.21222107112407684,-0.2053602635860443,-0.1546681821346283,0.15537096560001373,0.01814883202314377,0.018697107210755348,0.01798621006309986,0.01798621006309986
897,90,train_balanced_1000897,1000897,balanced,balanced_cost,222,222,0,0.0,222,0,0.0,0,0.0,1.7695895472245042,1.8320895472245042,-0.06250000000000003,1.7695895472245042,1.8320895472245042,0.0,quality,-745.0000000000005,-740.9957507667701,-4.531388888888893,0.9999999999999999,1.0,-0.33582090555099164,0.0,0.0,-0.06250000000000003,59,212.5,True,False,completed,1.0,1.0,745.0000000000005,745.0000000000005,740.9957507667701,4.531388888888892,0.33582090555099164,0.3701,0.29885,0.75,0,0.0,0,0,0,0.0,1,84,0,0,1744,174.4,0,0,0,0.0,0,0.0,0,0,36,1.8718117326498032,32,{},0.0,16,0.9375,43,16,101,32,30,133,101,32,2,131,0,101,2,30,2,2,0,131,15,17,0,30,0,131,0,0,101,2,30,82,7,1.6219512195121952,0,10,2241,12.592674999992596,8.04653770031291,0.2970476000045892,0.1413707000319846,21.39735970000038,parallel_episode_batch,not_promoted,-0.028568868525326252,5.9076408961189486e-05,0.30725229779879254,-0.03161185329372529,4.669687122158292e-05,0.0006510416666666666,0.9997458333770434,0.07987676134022574,0.0,0.42991024255752563,1.5291446447372437,0.273172527551651,0.00021462432050611824,0.00807166751474142,1.5289300680160522,0.2726879417896271,0.9991269111633301,2.5e-05,-0.30463501811027527,-0.3211042881011963,-0.32060325145721436,0.31693968176841736,0.19767087697982788,-0.21649163961410522,-0.3067164719104767,0.31007319688796997,-0.24908536672592163,-0.21222107112407684,-0.2053602635860443,-0.1546681821346283,0.15537096560001373,0.01814883202314377,0.018697107210755348,0.01798621006309986,0.01798621006309986
898,90,train_balanced_1000898,1000898,balanced,balanced_cost,210,210,0,0.0,210,0,0.0,0,0.0,1.769077696413278,1.831577696413278,-0.0625,1.769077696413278,1.831577696413278,0.0,quality,-748.6999999999996,-477.2520048964503,-15.712500000000004,1.0,1.0,-0.3368446071734439,0.0,0.0,-0.0625,65,199.3,True,False,completed,1.0,1.0,748.6999999999996,748.6999999999996,477.2520048964503,15.712500000000004,0.3368446071734439,0.19020000000000004,0.14809048948333334,0.75,0,0.0,0,0,0,0.0,2,64,0,0,1634,163.4,0,0,0,0.0,0,0.0,0,0,29,1.1118218675255775,22,{},0.0,11,0.9090909090909091,54,11,101,22,22,119,97,22,0,119,0,97,0,22,0,0,0,119,11,11,0,22,0,119,0,0,97,0,22,84,4,1.4166666666666667,0,10,2241,12.592674999992596,8.04653770031291,0.25767459999769926,0.15886859991587698,21.39735970000038,parallel_episode_batch,not_promoted,-0.028568868525326252,5.9076408961189486e-05,0.30725229779879254,-0.03161185329372529,4.669687122158292e-05,0.0006510416666666666,0.9997458333770434,0.07987676134022574,0.0,0.42991024255752563,1.5291446447372437,0.273172527551651,0.00021462432050611824,0.00807166751474142,1.5289300680160522,0.2726879417896271,0.9991269111633301,2.5e-05,-0.30463501811027527,-0.3211042881011963,-0.32060325145721436,0.31693968176841736,0.19767087697982788,-0.21649163961410522,-0.3067164719104767,0.31007319688796997,-0.24908536672592163,-0.21222107112407684,-0.2053602635860443,-0.1546681821346283,0.15537096560001373,0.01814883202314377,0.018697107210755348,0.01798621006309986,0.01798621006309986
