sampling_seed,instance_id,seed,pressure_type,cost_profile,ood_factor,terminated,truncated,termination_reason,decisions,makespan,completed_orders,unfinished_orders,feasibility_proxy_return,total_flow_time,flow_time_objective,reconfiguration_cost,worker_load_variance,quality_score,heuristic_quality_score,inference_time_seconds,solve_time_seconds,inference_time_per_decision_ms,heuristic_completed,heuristic_makespan,heuristic_flow_time,heuristic_reconfiguration_cost,heuristic_worker_load_variance,relative_heuristic_gap_percent,makespan_heuristic_gap_percent,reconfiguration_cost_heuristic_gap_percent,worker_load_variance_heuristic_gap_percent,maximum_worker_fatigue,mean_peak_worker_fatigue,safe_fatigue_limit,fatigue_masked_action_count,fatigue_masked_action_ratio,worker_competition_event_count,worker_matching_deficit_event_count,resource_admission_masked_action_count,resource_admission_masked_action_ratio,minimum_worker_alternatives,matching_preserving_worker_action_count,candidate_recovery_advance_count,machine_waiting_for_worker_time,completed_reconfigurations,worker_switch_ratio,schedule_violation_count,total_effective_load,max_module_load,ready_configuration_gap_ratio,heuristic_reconfiguration_ratio,mean_wave_overlap_ratio
100013,test_balanced_3000000,3000000,balanced,balanced_cost,,True,False,completed,273,202.10000000000002,14,0,2.0,701.6999999999999,701.6999999999999,664.3876142505402,18.51138888888889,0.35828521371985833,0.26827048743043946,1.5252572514683904,33.04894380000769,5.587022899151614,True,198.7,622.1,405.364739249,2.9180555556,12.795370519209115,1.7111222949169775,63.89871883810603,534.3741075581628,0.24050000000000005,0.1840666666666667,0.75,0,0.0,0,0,0,0.0,2,87,0,0.0,15,1.0,0,0.2820833333,0.15825,0.1509433962,0.1698113208,0.1738825215
100013,test_machine_bottleneck_3000001,3000001,machine_bottleneck,downtime_dominant,,True,False,completed,366,189.20000000000002,18,0,2.0,1386.2,1386.2,908.4064623571703,1.4022222222222236,0.416256046887406,0.4059658070727755,2.1189140325624,41.92446989999735,5.789382602629509,True,196.0,1280.0,950.3677026909,0.4333333333,8.296875000000004,-3.4693877551020322,-4.415263714762128,223.5897436146354,0.3057,0.21708333333333338,0.75,0,0.0,0,0,0,0.0,2,85,0,0.0,16,1.0,0,0.4420833333,0.4335,0.4,0.2125,0.617876481
100013,test_reconfiguration_bottleneck_3000002,3000002,reconfiguration_bottleneck,downtime_dominant,,True,False,completed,425,222.0,18,0,2.0,1461.5000000000002,1461.5000000000002,1874.368741882779,4.278888888888889,0.48595878346421795,0.5340999254431404,2.690611271131825,45.56807760000811,6.330850049721941,True,237.7,1404.1,2667.3459497884,15.0655555556,4.088027918239464,-6.604964240639457,-29.729072375052354,-71.59820045734465,0.7496999999999998,0.7311649609166665,0.75,27,0.2109375,3,3,81,0.3403361344537815,0,101,4,1.4000000000000001,26,0.9230769230769231,0,0.4119791667,0.2345833333,0.5061728395,0.3456790123,0.5754903502
100013,test_worker_bottleneck_3000003,3000003,worker_bottleneck,balanced_cost,,True,False,completed,418,158.10000000000002,18,0,2.0,1756.7000000000005,1756.7000000000005,1114.8210850443397,5.238888888888885,0.4741832055205815,0.43811949064540695,2.598846637801464,45.24533180000435,6.217336454070488,True,143.2,1684.0,865.3065498386,1.8122222222,4.31710213776725,10.405027932960918,28.835391948931868,189.08645003420074,0.5609710802000001,0.4687614326333334,0.75,0,0.0,0,0,1,0.004405286343612335,1,131,0,0.0,26,1.0,0,0.4077604167,0.32925,0.6875,0.25,0.828712154
100013,test_fatigue_bottleneck_3000004,3000004,fatigue_bottleneck,fixed_cost_dominant,,True,False,completed,358,144.6,17,0,2.0,1553.7000000000005,1553.7000000000005,815.3611361262699,3.264722222222222,0.42911344482989683,0.44890068133267075,2.0551794700623693,41.35603520000586,5.74072477671053,True,152.3,1511.0,943.4031066642,7.0091666667,2.825943084050331,-5.055810899540392,-13.572349893003482,-53.42210597255932,0.6469884044000002,0.5686969168666668,0.75,2,0.022222222222222223,0,0,9,0.034482758620689655,1,88,1,0.0,19,0.9473684210526315,0,0.39515625,0.312,0.6216216216,0.2837837838,0.8243399715
100013,test_high_arrival_pressure_3000005,3000005,high_arrival_pressure,balanced_cost,,True,False,completed,346,140.4,17,0,2.0,1304.8,1304.8,699.5847801881599,4.278055555555553,0.3997096970427037,0.36544152672904395,1.9667514015774092,40.38136330000998,5.684252605715056,True,127.5,1227.9,509.5383381236,2.9955555556,6.2627249776040275,10.117647058823533,37.297770912472515,42.813427297584276,0.2572000000000001,0.22730000000000003,0.75,0,0.0,0,0,0,0.0,1,89,0,0.0,17,0.9411764705882353,0,0.3719791667,0.231,0.3648648649,0.1621621622,0.7880060221
100013,test_easy_3000006,3000006,easy,downtime_dominant,,True,False,completed,238,174.8,14,0,2.0,546.9,546.9,515.37412751975,2.6280555555555565,0.2685507988378923,0.23960889928363768,1.3177137749938985,29.055915799996,5.536612499974364,True,180.3,504.0,376.5752128695,2.5358333333,8.511904761904757,-3.050471436494731,36.85821846653248,3.636761968719116,0.14,0.1304166666666667,0.75,0,0.0,0,0,0,0.0,2,54,0,0.0,10,1.0,0,0.2271354167,0.1334166667,0.1538461538,0.1538461538,0.0
100013,test_balanced_3000007,3000007,balanced,balanced_cost,,True,False,completed,257,207.20000000000002,13,0,2.0,660.7,660.7,548.0127002202202,4.978888888888893,0.30185585342279586,0.29156025310139516,1.428789974995662,31.251784300009604,5.559494066130981,True,205.4,630.2,530.2365106987,4.1833333333,4.8397334179625515,0.8763388510224008,3.352501980313686,19.017264277176846,0.27190000000000003,0.16236589075,0.75,0,0.0,0,0,0,0.0,2,71,0,0.0,13,1.0,0,0.2720833333,0.14975,0.2549019608,0.2549019608,0.3340720222
100013,test_machine_bottleneck_3000008,3000008,machine_bottleneck,downtime_dominant,,True,False,completed,342,185.8,16,0,2.0,1122.9000000000008,1122.9000000000008,949.3244103559005,1.3433333333333322,0.3930354562069332,0.41492668934814253,1.9415755291405863,40.028452900005504,5.6771214302356325,True,174.9,1106.5,1186.6305783169,3.2647222222,1.4821509263443988,6.232132647226989,-19.99831896272143,-58.85305879321949,0.24880000000000008,0.21212091146666667,0.75,0,0.0,0,0,0,0.0,1,97,0,0.0,18,1.0,0,0.3916666667,0.3551666667,0.4428571429,0.3142857143,0.6717606793
100013,test_reconfiguration_bottleneck_3000009,3000009,reconfiguration_bottleneck,labor_dominant,,True,False,completed,485,196.70000000000002,18,0,2.0,1434.6000000000008,1434.6000000000008,1375.91279418964,9.128055555555546,0.47686973113281816,0.41870938535435376,4.189591421107803,47.67040570000245,8.638332827026398,True,184.9,1255.4,1150.4869020918,0.6513888889,14.274334873347197,6.381828015143327,19.59395554073442,1301.3219615965645,0.7499999999999991,0.714316666666666,0.75,88,0.3176895306859206,27,27,5,0.03289473684210526,0,125,0,11.3,29,0.896551724137931,0,0.4091145833,0.2419166667,0.6329113924,0.3164556962,0.6412666888
100013,test_worker_bottleneck_3000010,3000010,worker_bottleneck,balanced_cost,,True,False,completed,412,155.60000000000002,17,0,2.0,1531.8999999999999,1531.8999999999999,1295.6741609392593,16.462222222222227,0.4992306528593071,0.426753864029975,2.5338293277932027,44.91440540000622,6.150071183964084,True,131.6,1411.0,885.5354371528,4.2466666667,8.56839121190644,18.237082066869323,46.31533720492876,287.6504447902592,0.7010690232000001,0.6314532770500001,0.75,3,0.023622047244094488,4,4,17,0.08585858585858586,0,124,2,3.2,28,0.9285714285714286,0,0.37140625,0.285,0.6351351351,0.2702702703,0.863569781
100013,test_fatigue_bottleneck_3000011,3000011,fatigue_bottleneck,downtime_dominant,,True,False,completed,415,167.20000000000002,16,0,2.0,1438.6000000000004,1438.6000000000004,1600.1126702107788,7.232222222222212,0.4825003231373314,0.46022548533123575,2.564549187796067,45.08861679999973,6.179636597098957,True,155.6,1359.4,1588.2646503272,2.7880555556,5.826099749889677,7.455012853470452,0.7459726488994185,159.40021918486522,0.7498310578999994,0.6918271010499999,0.75,93,0.42081447963800905,18,18,28,0.1497326203208556,0,108,1,5.2,25,0.88,0,0.37296875,0.3129166667,0.6478873239,0.3521126761,0.837026842
100013,test_high_arrival_pressure_3000012,3000012,high_arrival_pressure,labor_dominant,,True,False,completed,354,152.6,18,0,2.0,1557.6999999999998,1557.6999999999998,674.5319712871998,3.336666666666669,0.41578456616198606,0.4203647910697706,2.0237145033951225,41.03966270000092,5.716707636709385,True,147.5,1417.8,664.788838714,8.7433333333,9.867400197489058,3.457627118644064,1.4655980975925174,-61.83759054503175,0.24680000000000002,0.22896844230000002,0.75,0,0.0,0,0,0,0.0,1,92,0,0.0,17,1.0,0,0.4078645833,0.2234166667,0.4743589744,0.2179487179,0.8389194958
100013,test_balanced_3000013,3000013,balanced,labor_dominant,,True,False,completed,326,217.10000000000002,16,0,2.0,811.8999999999997,811.8999999999997,669.7435513463201,1.7091666666666654,0.328716824475366,0.2916216724475102,1.8418973577141127,38.487348399998154,5.649991894828566,True,212.2,743.9,479.9341331664,0.7591666667,9.141013577093664,2.3091423185674054,39.54905581056277,125.13721184521884,0.25,0.1804333333333333,0.75,0,0.0,0,0,1,0.008264462809917356,1,96,0,0.0,18,1.0,0,0.3177604167,0.1965833333,0.203125,0.203125,0.2758291141
100013,test_machine_bottleneck_3000014,3000014,machine_bottleneck,fixed_cost_dominant,,True,False,completed,349,193.9,16,0,2.0,1140.4000000000003,1140.4000000000003,755.3224723615308,3.9680555555555572,0.3874300007139322,0.3657795379720409,1.9859505833951245,40.61606290000782,5.690402817751073,True,174.7,979.0,806.1868284032,1.8755555556,16.486210418794723,10.990269032627372,-6.3092516833120875,111.56694312294874,0.3127,0.25494105171666664,0.75,0,0.0,0,0,0,0.0,1,104,0,0.0,20,1.0,0,0.3988020833,0.3510833333,0.3768115942,0.3188405797,0.541603475
100013,test_reconfiguration_bottleneck_3000015,3000015,reconfiguration_bottleneck,balanced_cost,,True,False,completed,438,195.70000000000002,18,0,2.0,1373.7999999999997,1373.7999999999997,1519.3143557295211,2.458888888888889,0.4571761717951245,0.4772857016919196,2.9136916211306065,46.095020900000236,6.652263975184034,True,192.9,1263.1,1459.4857049089,13.6366666667,8.764151690285791,1.4515292897874605,4.099296801564462,-81.96854884710673,0.7498000000000001,0.7207229525166668,0.75,26,0.17687074829931973,6,6,22,0.13095238095238096,0,121,2,4.6000000000000005,27,1.0,0,0.4205208333,0.2645,0.5125,0.325,0.5635713635
100013,test_balanced_3000016,3000016,balanced,labor_dominant,,True,False,completed,238,197.9,15,0,2.0,638.4,638.4,337.4388463292099,1.0466666666666657,0.2534207442218871,0.22137183204544184,1.3177137749938985,29.055928100002347,5.536612499974364,True,204.4,589.5,222.5222508066,0.5191666667,8.295165394402032,-3.1800391389432483,51.64274363847191,101.60513642365278,0.23701410830000003,0.16649922150000002,0.75,0,0.0,0,0,0,0.0,2,53,0,0.0,9,1.0,0,0.2790625,0.1825,0.1153846154,0.1153846154,0.3424017059
100013,test_balanced_3000017,3000017,balanced,balanced_cost,,True,False,completed,385,195.10000000000002,18,0,2.0,1030.6000000000004,1030.6000000000004,867.6088964415702,3.5555555555555576,0.38365888168616635,0.35748572867507683,2.2826986611342424,43.21547650000139,5.929087431517512,True,188.2,909.3,874.7748669754,0.4947222222,13.339931815682437,3.666312433581315,-0.8191788315325785,618.6973610654107,0.29710000000000014,0.1975166666666667,0.75,0,0.0,0,0,0,0.0,1,110,0,0.0,21,0.9523809523809523,0,0.38875,0.2271666667,0.2933333333,0.28,0.3670759957
100013,test_balanced_3000018,3000018,balanced,labor_dominant,,True,False,completed,306,204.60000000000002,16,0,2.0,748.4999999999999,748.4999999999999,476.9875230379997,2.415833333333335,0.2981726393531222,0.28616238467408317,1.7186279577164512,36.45477180001035,5.616431234367488,True,199.6,714.0,476.1479916875,0.7288888889,4.831932773109227,2.5050100200400944,0.1763173141872071,231.44054877543556,0.1915,0.15365000000000004,0.75,0,0.0,1,1,0,0.0,0,72,0,0.9,14,0.9285714285714286,0,0.3177083333,0.1680833333,0.234375,0.21875,0.3526886143
100013,test_balanced_3000019,3000019,balanced,downtime_dominant,,True,False,completed,345,219.5,18,0,2.0,977.3999999999997,977.3999999999997,792.6046734473799,1.1555555555555554,0.3616055615923819,0.3673188659480026,1.9604135599102908,40.29625680000754,5.68235814466751,True,224.2,911.6,833.7142729268,4.0733333333,7.218078104431738,-2.096342551293483,-4.930897888445954,-71.63120567352672,0.25450000000000006,0.20243953560000005,0.75,0,0.0,0,0,0,0.0,1,73,0,0.0,15,1.0,0,0.40375,0.207,0.2133333333,0.2133333333,0.2394692812
