update_id,episode_start,episode_end,episode_count,parallel_envs,transition_count,environment_step_count,forced_action_count,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,transitions_per_second,reward_phase,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_flow_processing_time_norm,policy_head_weight_production_flow_reconfiguration_time_norm,policy_head_weight_production_flow_predicted_finish_time_norm,policy_head_weight_production_flow_horizon_slack_norm,policy_head_weight_sum_production_flow,policy_head_weight_entropy_production_flow,policy_head_effective_feature_count_production_flow,policy_head_weight_production_cost_fixed_reconfiguration_cost_norm,policy_head_weight_production_cost_estimated_labor_cost_norm,policy_head_weight_production_cost_estimated_downtime_cost_norm,policy_head_weight_sum_production_cost,policy_head_weight_entropy_production_cost,policy_head_effective_feature_count_production_cost,policy_head_weight_production_variance_estimated_worker_load_variance_delta_norm,policy_head_weight_sum_production_variance,policy_head_weight_entropy_production_variance,policy_head_effective_feature_count_production_variance,policy_head_weight_worker_flow_stage_duration_norm,policy_head_weight_sum_worker_flow,policy_head_weight_entropy_worker_flow,policy_head_effective_feature_count_worker_flow,policy_head_weight_worker_cost_fixed_cost_norm,policy_head_weight_worker_cost_incremental_labor_cost_norm,policy_head_weight_worker_cost_incremental_downtime_cost_norm,policy_head_weight_sum_worker_cost,policy_head_weight_entropy_worker_cost,policy_head_effective_feature_count_worker_cost,policy_head_weight_worker_variance_incremental_load_variance_norm,policy_head_weight_sum_worker_variance,policy_head_weight_entropy_worker_variance,policy_head_effective_feature_count_worker_variance,policy_head_weight_production_wait_flow_estimated_flow_objective_delta_if_wait,policy_head_weight_sum_production_wait_flow,policy_head_weight_entropy_production_wait_flow,policy_head_effective_feature_count_production_wait_flow,policy_head_weight_production_wait_cost_estimated_cost_objective_delta_if_wait,policy_head_weight_sum_production_wait_cost,policy_head_weight_entropy_production_wait_cost,policy_head_effective_feature_count_production_wait_cost,policy_head_weight_production_wait_variance_estimated_load_variance_delta_if_wait,policy_head_weight_sum_production_wait_variance,policy_head_weight_entropy_production_wait_variance,policy_head_effective_feature_count_production_wait_variance,policy_head_weight_worker_wait_flow_estimated_flow_objective_delta_if_wait,policy_head_weight_sum_worker_wait_flow,policy_head_weight_entropy_worker_wait_flow,policy_head_effective_feature_count_worker_wait_flow,policy_head_weight_worker_wait_cost_estimated_cost_objective_delta_if_wait,policy_head_weight_sum_worker_wait_cost,policy_head_weight_entropy_worker_wait_cost,policy_head_effective_feature_count_worker_wait_cost,policy_head_weight_worker_wait_variance_estimated_load_variance_delta_if_wait,policy_head_weight_sum_worker_wait_variance,policy_head_weight_entropy_worker_wait_variance,policy_head_effective_feature_count_worker_wait_variance,policy_head_gate_production_residual,policy_head_gate_worker_residual
11,200,219,20,20,3944,3944,0,0.0,3944,0,0.0,0,64.83744190004654,48.08971159835346,0.202802998945117,20.315015298081562,118.26140820002183,21.540277275605497,feasibility,not_applicable,0.00011316371420698781,0.0012201275415962651,0.5071668319644467,-0.004348440182154938,0.002193563726670559,0.01610383065417409,0.9997735225385235,0.2998970576952542,0.0967741935483871,1.0153263807296753,1.3379076719284058,0.2794814109802246,0.07495931535959244,0.07834318280220032,1.2629483938217163,0.2804291844367981,0.9214227795600891,0.0001,0.2482111006975174,0.2503623962402344,0.2495759129524231,0.25185057520866394,0.9999999850988388,1.3862804848634833,3.99994449535947,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5117043256759644,0.5029325485229492
12,220,239,20,20,4239,4239,0,0.0,4239,0,0.0,0,74.13273380021565,54.74436470074579,0.14627889962866902,22.724612108897418,132.26148759992793,20.53836571219552,feasibility,not_applicable,-0.0008264085931230837,0.0012284119538754335,0.5252386545067402,-0.005464589037348641,0.002034547929426155,0.018540111940298507,0.9993523043483051,0.28998968744678283,0.06716417910447761,0.6756534576416016,1.3697179555892944,0.3031724989414215,0.06448215246200562,0.0793168768286705,1.305235743522644,0.311556339263916,0.9315534234046936,0.0001,0.2479962855577469,0.2502724528312683,0.2495104968547821,0.2522207200527191,0.9999999552965164,1.386275830502722,3.999925878218089,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5123957395553589,0.5030279159545898
13,240,259,20,20,3755,3755,0,0.0,3755,0,0.0,0,63.748942400095984,48.01495869993232,0.17441879981197417,18.532223706366494,112.58481710008346,21.29484456432847,feasibility,not_applicable,-0.00021947246297436245,0.0005715808289034797,0.5025688149666382,-0.004959370015520539,0.0010323136910733025,0.009857237907284397,0.9998997752949342,0.2585598175429692,0.059322033898305086,1.073445200920105,1.4428932666778564,0.25501716136932373,0.043621815741062164,0.055354464799165726,1.3992714881896973,0.23981772363185883,0.9528841972351074,0.0001,0.2479802370071411,0.2503550052642822,0.24953576922416687,0.2521289885044098,1.0,1.3862764573876516,3.9999283857121273,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5131443738937378,0.5029694437980652
14,260,279,20,20,4323,4323,0,0.0,4323,0,0.0,0,76.91830669995397,57.25321519980207,0.18831640016287565,23.575646596495062,135.0714310000185,20.39249657508568,feasibility,not_applicable,-0.0006506807677557363,0.003791071369906764,0.5150889758678043,-0.0039060341968091532,0.003194140226696618,0.02064075630486888,0.9991539975299555,0.21063219388837323,0.03676470588235294,0.7275217771530151,1.4483691453933716,0.3083428144454956,0.0332162044942379,0.0961809828877449,1.4151530265808105,0.2897639572620392,0.9027004837989807,0.0001,0.24797368049621582,0.2503725290298462,0.24961908161640167,0.25203463435173035,0.999999925494194,1.3862772732531747,3.9999316491171233,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5136202573776245,0.5029394626617432
15,280,299,20,20,4544,4544,0,0.0,4544,0,0.0,0,76.07237930013798,56.29641829850152,0.16731749987229705,24.46267269155942,143.07308370014653,20.73508590042816,feasibility,not_applicable,-0.0009943755855127958,0.005482735373014191,0.5517524948842089,-0.003770532817776564,0.0011401578134686593,0.011883802816901408,1.0002252543476267,0.23016386305992032,0.04225352112676056,1.5431110858917236,1.4728127717971802,0.3041689395904541,0.02812524512410164,0.09490174055099487,1.4446874856948853,0.2832694947719574,0.9026538729667664,0.0001,0.2479618787765503,0.2503349781036377,0.24982669949531555,0.2518764138221741,0.9999999701976776,1.3862787103560141,3.999937397434384,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5138736963272095,0.5031534433364868
16,300,319,20,20,4683,4683,0,0.0,4683,0,0.0,0,80.26894020009786,59.152352599427104,0.1747763000894338,25.770404897863045,148.20084710000083,20.497239724081354,feasibility,not_applicable,-0.002664782257901656,0.0007827367160250622,0.5465239544172544,-0.007738653277802105,0.0023794103503491527,0.017083845227151305,1.0007302628175632,0.19621631196020423,0.02027027027027027,0.9488142728805542,1.5126456022262573,0.2858235538005829,0.03486919403076172,0.06049980968236923,1.4777765274047852,0.2864169180393219,0.9551964998245239,0.0001,0.2477586418390274,0.25007060170173645,0.24960321187973022,0.2525675296783447,0.9999999850988388,1.386270813300086,3.9999058098297726,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5139216184616089,0.5033835768699646
17,320,339,20,20,4369,4369,0,0.0,4369,0,0.0,0,73.66933159995824,54.6946470993571,0.1732991999015212,23.832199099939317,132.0904110998381,21.233502446464346,feasibility,not_applicable,0.00020132626852263576,0.00040143183223731086,0.5432620707197465,-0.005030578155866891,0.0019257347334844424,0.018229166666666668,1.0017175328904304,0.2304094139000644,0.028985507246376812,0.670778751373291,1.5238183736801147,0.29530519247055054,0.02187913842499256,0.04047750309109688,1.5019391775131226,0.2922366261482239,0.98121178150177,0.0001,0.24802406132221222,0.25035175681114197,0.24965177476406097,0.2519724667072296,1.0000000596046448,1.3862783039733586,3.999935771929533,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5141733288764954,0.5037286877632141
18,340,359,20,20,4603,4603,0,0.0,4603,0,0.0,0,79.91984870005399,60.31811449979432,0.16404260019771755,24.320416511967778,142.03657729993574,20.738304733741806,feasibility,not_applicable,-0.0008331682119104597,0.0003574999564079917,0.5117287095636129,-0.0057717059567544814,0.0008817929232868159,0.00631179378574921,0.9991918959551387,0.19211013002010682,0.020833333333333332,0.6138556599617004,1.5004220008850098,0.30254441499710083,0.011270304210484028,0.03294077143073082,1.4891515970230103,0.2993100881576538,0.9881453514099121,0.0001,0.2480802834033966,0.2504359483718872,0.24985407292842865,0.2516297399997711,1.0000000447034836,1.3862812657479835,3.9999476188553476,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5143799781799316,0.503682553768158
19,360,379,20,20,4913,4913,0,0.0,4913,0,0.0,0,84.0077539999038,63.313198500312865,0.18113160016946495,27.252693397691473,154.11067110020667,20.632590686480736,feasibility,not_applicable,-0.001745065940277917,0.00022774466560804285,0.5445695056930765,-0.007076887811485726,0.0016593339551745176,0.0177473992883385,1.0013854913897329,0.21657718543882493,0.01948051948051948,0.8864653706550598,1.533899188041687,0.283769428730011,0.013561557047069073,0.028058821335434914,1.520337700843811,0.2787552773952484,0.9902229309082031,0.0001,0.24831797182559967,0.2507792115211487,0.24997931718826294,0.2509235143661499,1.0000000149011612,1.386285778107355,3.999965668097193,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.514732301235199,0.5045030117034912
20,380,399,20,20,4353,4353,0,0.0,4353,0,0.0,0,75.68621199997142,56.29445230262354,0.2101894998922944,23.62191109638661,133.83383320015855,20.776055082663277,feasibility,not_applicable,-0.0010671562150768611,0.0001916362893941856,0.5586775662242502,-0.006558113815802811,0.0019362273835239635,0.015398550724637682,0.9996181959691255,0.17402131431668566,0.007246376811594203,0.5914814472198486,1.5450167655944824,0.2981995940208435,0.007468495983630419,0.021054476499557495,1.537548303604126,0.2945207953453064,0.9950149059295654,0.0001,0.2481154501438141,0.2506141662597656,0.2498859465122223,0.2513844072818756,0.9999999701976776,1.3862826227206901,3.999953046678777,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5149911642074585,0.5042873024940491
21,400,419,20,20,4034,4034,0,0.0,4034,0,0.0,0,67.88462620018981,50.674478301545605,0.1817873006220907,20.785148509778082,122.58313849987462,21.179436879266508,feasibility,not_applicable,0.008349288145836908,0.00016478435168210126,0.5922677351627499,0.002509004196326714,0.001614019658518373,0.0142822265625,1.002832475118339,0.23595655692042783,0.0234375,7.807143688201904,1.5193185806274414,0.29893913865089417,0.006670094095170498,0.016967060044407845,1.5126484632492065,0.2960221469402313,0.9967786073684692,0.0001,0.24801954627037048,0.2505590319633484,0.24971354007720947,0.25170788168907166,1.0,1.3862798866996389,3.9999421027380087,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5152230858802795,0.5043293833732605
22,420,439,20,20,4154,4154,0,0.0,4154,0,0.0,0,69.95596439996734,52.1192790993955,0.17526009981520474,22.532480294816196,130.4152400000021,20.73152183937581,feasibility,not_applicable,-0.00010987919253798631,0.00011154306325457023,0.5660373336993731,-0.005714480646957572,0.0019336152579993583,0.01821120690840941,1.000948403431819,0.19586617035361437,0.0,0.47992709279060364,1.5005067586898804,0.2923927307128906,0.005050004459917545,0.0113481180742383,1.4954566955566406,0.2921160161495209,0.9984936714172363,0.0001,0.2478105127811432,0.25034427642822266,0.2497294843196869,0.25211572647094727,1.0,1.3862754344961683,3.9999242942215405,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5155355334281921,0.50457763671875
23,440,459,20,20,4203,4203,0,0.0,4203,0,0.0,0,70.58577349991538,53.300959502579644,0.17691739951260388,21.342946100514382,126.89284810004756,21.28331647217042,feasibility,not_applicable,0.0001563242156848763,0.005214702439182226,0.5798209332155458,-0.0030345341973853383,0.0009385444052785522,0.009466944149497784,0.9999962083318017,0.1933005637291706,0.045454545454545456,1.3397043943405151,1.5450369119644165,0.333466112613678,-0.002375285141170025,0.07956752181053162,1.5474122762680054,0.30976229906082153,0.9430664777755737,0.0001,0.24775336682796478,0.25034788250923157,0.24956242740154266,0.25233638286590576,1.0000000596046448,1.3862727504344097,3.999913558192113,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5155045986175537,0.5044832825660706
24,460,479,20,20,4981,4981,0,0.0,4981,0,0.0,0,86.41210149996914,64.75316379778087,0.15762260043993592,27.791749006835744,154.23680339986458,20.698203476443254,feasibility,not_applicable,-0.000759831414772914,0.0003357248520515919,0.5444908558558195,-0.0060368778978068475,0.00117350067012012,0.013183357528386971,1.0002180995085301,0.16481446044949385,0.0,0.33534538745880127,1.6049697399139404,0.3198935389518738,0.0012897462584078312,0.024169009178876877,1.60368013381958,0.3188011050224304,0.9942917227745056,0.0001,0.2477177381515503,0.25041136145591736,0.24930785596370697,0.25256308913230896,1.0000000447034836,1.3862695376620149,3.999900707400895,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5157880187034607,0.5043998956680298
25,480,499,20,20,4520,4520,0,0.0,4520,0,0.0,0,75.712492500199,56.92517989920452,0.22197569976560771,23.257736303145066,139.72951520001516,20.980123831233247,feasibility,not_applicable,-0.0010084234125597377,0.00021996238681079466,0.5288634650724034,-0.006187076841048161,0.003423810590543902,0.031051936624965196,0.9994793492303767,0.20019977539777756,0.007042253521126761,0.5101121068000793,1.5841434001922607,0.32222074270248413,0.00019736855756491423,0.017868055030703545,1.5839459896087646,0.3228524625301361,0.9969249963760376,0.0001,0.24763473868370056,0.250453382730484,0.24907121062278748,0.25284072756767273,1.0000000596046448,1.3862649427842295,3.9998823283882157,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5159320831298828,0.505034327507019
26,500,519,20,20,4076,4076,0,0.0,4076,0,0.0,0,66.42434799997136,49.05224960134365,0.1632924999576062,21.256406898843125,126.01115320017561,21.18112289353856,feasibility,not_applicable,-0.0005050638283137232,0.00014261177039998074,0.5518552584107965,-0.005952310040811426,0.002109120861859992,0.021706321043893695,0.9985437053255737,0.2488272424088791,0.0546875,0.9159713983535767,1.5911586284637451,0.30982714891433716,2.1659909180016257e-05,0.013085911981761456,1.5911368131637573,0.30950304865837097,0.9982160925865173,0.0001,0.24748876690864563,0.2503630518913269,0.24878515303134918,0.2533630132675171,0.9999999850988388,1.3862559613851642,3.999846404010136,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5160562992095947,0.5051676034927368
27,520,539,20,20,3942,3942,0,0.0,3942,0,0.0,0,66.46444840007462,49.8736519983504,0.18141890037804842,20.53102740459144,120.3134300999809,21.105283086288125,feasibility,not_applicable,-0.0016806697803399256,0.00012578812243924813,0.5101819543107864,-0.006719595114249856,0.0019347438618781106,0.020506154475433212,0.9989359633576486,0.22264333255589008,0.024193548387096774,0.5369933247566223,1.563466191291809,0.3256342113018036,-0.002177248476073146,0.011948974803090096,1.5656434297561646,0.3260147273540497,0.9986535310745239,0.0001,0.24750550091266632,0.2503698468208313,0.2487548142671585,0.25336983799934387,1.0,1.386255884641151,3.9998460970458822,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5160582065582275,0.5054040551185608
28,540,559,20,20,4782,4782,0,0.0,4782,0,0.0,0,79.46027409983799,60.07495999732055,0.19528820016421378,25.453756200149655,150.6995687999297,20.776865067997605,feasibility,not_applicable,-0.0004949582119782766,0.003973625397920841,0.4783837507168452,-0.0032919823937118055,0.0009834694028055917,0.01108242753893137,1.000276213089625,0.18689100253085295,0.03333333333333333,1.2210246324539185,1.565427303314209,0.34210196137428284,-0.007459304761141539,0.07234654575586319,1.5728867053985596,0.3240644931793213,0.955277681350708,0.0001,0.24753247201442719,0.25039929151535034,0.24890826642513275,0.2531599998474121,1.0000000298023224,1.3862595614604105,3.999860803784084,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5161240696907043,0.5052833557128906
29,560,579,20,20,4553,4553,0,0.0,4553,0,0.0,0,75.17167500010692,55.566884801955894,0.18266239971853793,25.29742090590298,136.76736639998853,21.482592211054275,feasibility,not_applicable,-0.004487975073667864,0.00023497894684017714,0.5133317624115281,-0.009503803519894265,0.003318459028378129,0.029839409722222224,0.9990307353436947,0.2632365014093618,0.04861111111111111,2.1394715309143066,1.6019315719604492,0.3244521915912628,-0.00019637824152596295,0.01973550207912922,1.6021279096603394,0.3228112459182739,0.9963000416755676,0.0001,0.24751855432987213,0.2503303587436676,0.24886512756347656,0.2532859146595001,0.9999999552965164,1.386257689324431,3.9998533155077696,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.5156288146972656,0.5055258274078369
30,580,599,20,20,4302,4302,0,0.0,4302,0,0.0,0,74.63364289980382,55.77428439701907,0.21342140017077327,24.09952980140224,131.3227456000168,20.88791724954794,feasibility,not_applicable,0.0009944892269285286,0.0001371750673463205,0.5455429113524801,-0.004392352523556089,0.0030421319345751885,0.02970719540162998,1.0005363072542584,0.23575834354714437,0.029411764705882353,0.8385626673698425,1.6003451347351074,0.31473371386528015,-0.0009066574857570231,0.0143327247351408,1.6012517213821411,0.313700795173645,0.9979261755943298,0.0001,0.2475166767835617,0.2503398358821869,0.24879798293113708,0.25334545969963074,0.9999999552965164,1.3862565587988933,3.9998487935740057,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0000000298023224,1.0986122916069845,3.0000000088166243,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,-0.0,1.0,0.51530522108078,0.5055336952209473
