update_id,episode_start,episode_end,episode_count,parallel_envs,transition_count,environment_step_count,forced_action_count,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,transitions_per_second,reward_phase,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual,policy_head_preference_action_scale,policy_head_preference_action_scale_production,policy_head_preference_action_scale_worker
1,0,9,10,10,2133,2133,0,0.0,2133,0,0.0,0,17.561403500003507,9.063300500041805,1.7154905000134022,7.373729699938849,18.360802099996363,59.378313897296096,feasibility,not_applicable,0.002182855928207145,0.035775536191923654,0.9177271145231584,0.010893352952895357,1.0436294634446848e-05,0.0,1.0000073822105633,0.5711690733099685,0.45588235294117646,2.5571136474609375,-0.1981038749217987,0.25634998083114624,0.1763039380311966,0.2743694484233856,-0.3744077682495117,0.051272761076688766,-0.14552605152130127,0.0001,-0.2998790144920349,-0.29991036653518677,-0.19996698200702667,-0.19997082650661469,-0.1999790072441101,0.2997673749923706,-0.300327867269516,-0.30033108592033386,-0.19987079501152039,-0.2001873254776001,-0.20048627257347107,0.01798621006309986,0.1191914826631546,0.01798621006309986,0.11940937489271164,0.0,1.499595284461975,1.0010966062545776
2,10,19,10,10,1505,1505,0,0.0,1505,0,0.0,0,12.312921099997766,6.035346999997273,1.553182999989076,5.958411799867463,10.877992599998834,64.89610627114794,feasibility,feasibility_best,0.0012064466330533226,0.04906771762762219,0.8667505408326784,0.017072799790184945,4.087152016533461e-05,0.0,0.9999835217992464,0.5435553506637613,0.4791666666666667,1.579342007637024,0.0162959061563015,0.3369395434856415,0.14489160478115082,0.25252366065979004,-0.12859569489955902,0.1762872338294983,0.43830543756484985,0.0001,-0.29978078603744507,-0.30024877190589905,-0.2002733200788498,-0.2002061903476715,-0.20018349587917328,0.2997186481952667,-0.3003096878528595,-0.3002159297466278,-0.1999439001083374,-0.200166255235672,-0.20036208629608154,0.01798621006309986,0.11912176758050919,0.01798621006309986,0.11936426162719727,0.0,1.5001461505889893,1.000191330909729
3,20,29,10,10,1829,1829,0,0.0,1829,0,0.0,0,11.9571838999982,7.4530888000444975,0.9052445999986958,4.3315619997665635,14.045891899993876,70.33783288054552,feasibility,not_applicable,-0.0011956719681620598,0.035595188784445154,0.8182792663574219,0.008419129965377265,0.00025856555193654615,0.0,0.9999745251803562,0.7149520192680687,0.5689655172413793,2.0923526287078857,0.09276802837848663,0.3191487789154053,0.14965777099132538,0.2038322240114212,-0.05688972771167755,0.20879477262496948,0.5920946598052979,0.0001,-0.29960501194000244,-0.30026865005493164,-0.2003648430109024,-0.20021593570709229,-0.2001899778842926,0.2995724678039551,-0.2998966574668884,-0.2995459735393524,-0.19995740056037903,-0.1998937577009201,-0.20036348700523376,0.01798621006309986,0.11913543194532394,0.01798621006309986,0.11939209699630737,0.0,1.500430703163147,1.0001492500305176
4,30,39,10,10,2035,2035,0,0.0,2035,0,0.0,0,11.972159100005229,8.30421810009284,1.3791294999973616,3.7589278000596096,15.952789199996914,72.87390394201174,feasibility,not_applicable,-0.0010849660320673138,0.018538673499278957,0.6791310249827802,0.0013930601344327442,3.113265285037414e-05,0.0,1.0002175020053983,0.5551525009796023,0.453125,2.2611138820648193,0.17314469814300537,0.3201008439064026,0.19656601548194885,0.16004730761051178,-0.023421311751008034,0.21736280620098114,0.7500097155570984,0.0001,-0.29939380288124084,-0.30012696981430054,-0.20042522251605988,-0.2001255750656128,-0.20018228888511658,0.29948338866233826,-0.29993751645088196,-0.2994687557220459,-0.20016086101531982,-0.19989998638629913,-0.2004009336233139,0.01798621006309986,0.11909651756286621,0.01798621006309986,0.11927931755781174,0.0,1.5003647804260254,1.0003794431686401
5,40,49,10,10,2182,2182,0,0.0,2182,0,0.0,0,12.133928399998695,9.01690349994169,2.3327931000094395,3.4092802002705866,17.33487499999319,74.04440453122032,feasibility,not_applicable,0.003681248679224934,0.014782706999851923,0.7193046391010285,0.003879555833659002,0.0003176792213967669,0.0,1.0004558520657676,0.6044450006314687,0.4714285714285714,2.2483158111572266,0.37182730436325073,0.36849626898765564,0.173208549618721,0.13966254889965057,0.19861873984336853,0.29308652877807617,0.8563539385795593,0.0001,-0.29909420013427734,-0.2998984158039093,-0.20026077330112457,-0.19997042417526245,-0.2001088559627533,0.29919004440307617,-0.30017849802970886,-0.2996821105480194,-0.20046202838420868,-0.1999417096376419,-0.20021480321884155,0.01798621006309986,0.11909294873476028,0.01798621006309986,0.1193259134888649,0.0,1.4996850490570068,0.9996132850646973
6,50,59,10,10,1771,1771,0,0.0,1771,0,0.0,0,10.385561999995844,7.15490409998165,1.3484195000128238,3.077006399988022,13.413613700002315,74.41434200597699,feasibility,phase_transition,-0.0006030463347477573,0.01591301151035753,0.7112213713782174,0.000241246132645756,0.0004587901694321772,0.0,0.9999840919460569,0.5400885072137628,0.35714285714285715,2.2498281002044678,0.5416499376296997,0.292765349149704,0.18579046428203583,0.1310422718524933,0.3558594286441803,0.2609502971172333,0.7996526956558228,0.0001,-0.29960042238235474,-0.3000768721103668,-0.20036764442920685,-0.20009325444698334,-0.2001776248216629,0.29955440759658813,-0.30031341314315796,-0.29974573850631714,-0.20055386424064636,-0.20002466440200806,-0.20032836496829987,0.01798621006309986,0.11920266598463058,0.01798621006309986,0.11948203295469284,0.0,1.5003186464309692,0.9997878074645996
7,60,69,10,10,1835,1835,0,0.0,1835,0,0.0,0,9.456256800003757,7.385993800038705,1.4106147000056808,2.1495611998834647,12.967915100001846,81.83133844062003,quality,pending,-0.0008534308009106537,0.014941894471372381,0.5377107406484669,0.001240410087309007,2.9765762881315195e-07,0.0,0.9999946581906286,0.4833810718023571,0.3448275862068966,1.718865156173706,0.6889536380767822,0.26354146003723145,0.1571875959634781,0.13096819818019867,0.5317659974098206,0.2604573369026184,0.7530359029769897,0.0001,-0.2996353805065155,-0.3000178337097168,-0.20035630464553833,-0.20006823539733887,-0.20010459423065186,0.29949498176574707,-0.30067574977874756,-0.300165593624115,-0.20069074630737305,-0.2002868503332138,-0.2006589025259018,0.01798621006309986,0.11926497519016266,0.01798621006309986,0.11967167258262634,0.0,1.5004035234451294,1.0007593631744385
8,70,79,10,10,1837,1837,0,0.0,1837,0,0.0,0,9.589012399999774,7.329497199993057,1.2901047000050312,2.3125190998980543,12.392808999997214,83.56905310859507,quality,pending,0.0029610010377805807,0.005105228193409355,0.5000224951012381,0.0005133900357859915,3.678215381929978e-07,0.0,0.9999980494893831,0.40132010140424146,0.25862068965517243,1.9393731355667114,0.8448525071144104,0.2419385313987732,0.15507404506206512,0.06969422847032547,0.6897784471511841,0.26934418082237244,0.9170180559158325,0.0001,-0.2996855676174164,-0.30058690905570984,-0.20095562934875488,-0.20049749314785004,-0.20051701366901398,0.29992565512657166,-0.30094850063323975,-0.30049389600753784,-0.2004525512456894,-0.20047590136528015,-0.20102040469646454,0.01798621006309986,0.1191151887178421,0.01798621006309986,0.11970870941877365,0.0,1.5009689331054688,1.0015608072280884
9,80,89,10,10,1835,1835,0,0.0,1835,0,0.0,0,9.638729300000705,7.4612825999065535,1.282597799996438,2.2837728999875253,13.182259000001068,80.40843700006882,quality,pending,-0.0013647407999840275,0.003828423212137844,0.5852649073148596,-0.005303177581136596,3.5086248137053314e-06,0.0,1.0000392537692497,0.3546261824667454,0.2413793103448276,1.5584594011306763,0.9419476985931396,0.1850070208311081,0.13729701936244965,0.06459632515907288,0.8046504855155945,0.2022586166858673,0.8780900239944458,0.0001,-0.29927560687065125,-0.3010184168815613,-0.20116230845451355,-0.20078882575035095,-0.20083951950073242,0.29986804723739624,-0.30120721459388733,-0.30062994360923767,-0.20025117695331573,-0.20068027079105377,-0.20139971375465393,0.01798621006309986,0.11962331831455231,0.01798621006309986,0.11983520537614822,0.0,1.5014010667800903,1.0017712116241455
10,90,99,10,10,1791,1791,0,0.0,1791,0,0.0,0,9.29416919999494,7.282307000023138,1.3783845999932964,2.115939200099092,12.89787150000484,80.70461045973198,quality,pending,-9.356382569032056e-06,0.013957189907419629,0.5381869833384242,0.0015873694459774665,3.853140888005717e-06,0.0,1.0000119571174895,0.3388971902563104,0.16071428571428573,1.0614392757415771,1.048743724822998,0.2663606107234955,0.09456589818000793,0.14956556260585785,0.954177737236023,0.23507316410541534,0.6847004890441895,0.0001,-0.29893121123313904,-0.300967276096344,-0.20113088190555573,-0.20074893534183502,-0.2008114606142044,0.299545556306839,-0.30131521821022034,-0.3007194995880127,-0.2001943737268448,-0.20078487694263458,-0.20151963829994202,0.01798621006309986,0.12007210403680801,0.01798621006309986,0.11977409571409225,0.0,1.5011368989944458,1.001880168914795
