update_id,episode_start,episode_end,episode_count,parallel_envs,transition_count,environment_step_count,forced_action_count,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,transitions_per_second,reward_phase,preference_stage,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,counterfactual_loss,counterfactual_eligible_count,counterfactual_high_flow_commit_flip_count,counterfactual_high_flow_commit_flip_rate,counterfactual_state_scale_mean,counterfactual_state_scale_max,counterfactual_low_flow_identity_violation_count,counterfactual_monotonicity_violation_count,counterfactual_flow_cost_flip_count,counterfactual_flow_variance_flip_count,counterfactual_coefficient_mean,canonical_teacher_kl,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual,policy_head_centered_production_pair_scale,policy_head_centered_worker_variance_scale,policy_head_centered_stage_index,counterfactual_constraint_status
11,100,109,10,10,2081,2081,0,0.0,2081,0,0.0,0,11.007122700015316,7.956798099883599,2.9975386000296567,2.8892384003847837,32.65016540000215,47.66672623440317,quality,gate,pending,0.0011004285576442878,0.00023506387482153843,0.5499614251382423,-0.004281654396574154,3.46811890839297e-06,0.0,1.000047373049187,0.07227098020358068,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047224939433914245,0.0,0.1752428412437439,1.4796746969223022,0.27913275361061096,0.0032263118773698807,0.014981520362198353,1.4764484167099,0.28250420093536377,0.9971193671226501,0.0001,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
12,110,119,10,10,2353,2353,0,0.0,2353,0,0.0,0,12.059886000002734,9.118285199743696,2.8436350999982096,3.2676496996718924,37.44945010001538,47.526389674191954,quality,gate,pending,0.0005962437119435619,0.00013641962957351367,0.5619457472820539,-0.004955003906444118,3.9968996687192076e-05,0.0,1.0000375195129498,0.06638185033020941,0.0,0.0,64.0,0.2972972972972973,0.0046452702702702705,0.0,0.0,0.0,0.0,0.0,0.2972972972972973,0.06521700680054524,0.0,0.15016326308250427,1.5395748615264893,0.265847384929657,8.105574670480564e-05,0.01168521773070097,1.5394937992095947,0.2669715881347656,0.9980679750442505,0.0001,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
13,120,129,10,10,2208,2208,0,0.0,2208,0,0.0,0,11.12544559998787,8.569513899943558,2.332098299957579,3.048817699251231,35.15570140001364,47.70841137536907,quality,gate,pending,-0.0004947155181850705,0.00018750480085145683,0.5328384642090116,-0.005729347986302206,8.093186521104404e-06,0.0,1.000072659764971,0.05840019575054092,0.0,0.0,64.0,1.0,0.015625,0.0,0.0,0.0,0.0,0.0,1.0,0.084119863063097,0.0,0.20895546674728394,1.498610019683838,0.27517223358154297,0.001397889107465744,0.013651343993842602,1.4972120523452759,0.27895835041999817,0.9975388050079346,0.0001,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
14,130,139,10,10,2113,2113,0,0.0,2113,0,0.0,0,11.278827400004957,8.01931849992252,3.0298404000059236,2.818038199766306,33.267665899998974,47.43358777468155,quality,gate,pending,0.004509203204446856,0.0002006582871057189,0.4897625551504247,-0.00028809205875458084,3.6860240952056996e-06,0.0,0.9999785502167309,0.052826904910890496,0.0,0.0,64.0,1.0,0.015625,0.0,0.0,0.0,0.0,0.0,1.0,0.0914257753859548,0.0,0.1914636194705963,1.4740790128707886,0.272180438041687,0.0008387145935557783,0.01409590058028698,1.4732402563095093,0.2760399281978607,0.997317910194397,0.0001,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
15,140,149,10,10,2003,2003,0,0.0,2003,0,0.0,0,10.11800809999113,7.769963800092228,2.1247325999720488,2.7245347985008266,31.592801599996164,48.02112484526068,quality,gate,pending,-0.0026971151019097306,0.00020745402719057893,0.5304599027149379,-0.007897986673924606,1.6798891735447796e-06,0.0,1.0000202944502234,0.08694683240901213,0.0,0.0,64.0,1.0,0.015625,0.0,0.0,0.0,0.0,0.0,1.0,0.09941893524955958,0.0,0.2543380856513977,1.4857518672943115,0.26731592416763306,0.0012106264475733042,0.014372546225786209,1.4845411777496338,0.2728770673274994,0.9971091747283936,0.0001,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
16,150,159,10,10,2270,2270,0,0.0,2270,0,0.0,0,12.485052000003634,8.894706999824848,3.3906457999837585,3.281673599878559,36.611813900002744,46.23513045869808,quality,gate,pending,0.0012260658808776902,0.00017338655440350217,0.5588849840892686,-0.004276090466494982,1.0973772554557905e-05,0.0,1.0001005936000082,0.058494677185080945,0.0,0.0,64.0,0.9305555555555556,0.014539930555555556,0.0,0.0,0.0,0.0,0.0,0.9305555555555556,0.09452246864222819,0.0,0.19542722404003143,1.5067732334136963,0.26988092064857483,0.0026639006100594997,0.012915830127894878,1.5041093826293945,0.27171793580055237,0.9977096319198608,0.0001,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
17,160,169,10,10,2086,2086,0,0.0,2086,0,0.0,0,10.955437399999937,7.920834699849365,2.698591399966972,2.8403076995455194,32.48343650001334,48.021502693681995,quality,gate,pending,-0.0012145473650007536,0.00021441591844918685,0.5150775724288189,-0.0062581154616606054,1.916480718908574e-05,0.0,0.9999540511405829,0.059447308162678826,0.0,0.0,64.0,0.5303030303030303,0.008285984848484848,0.0,0.0,0.0,0.0,0.0,0.5303030303030303,0.08689778512625983,0.0,0.17392109334468842,1.4799941778182983,0.2712826430797577,0.001052411855198443,0.014608941972255707,1.4789416790008545,0.27617543935775757,0.9971000552177429,0.0001,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
18,170,179,10,10,1901,1901,0,0.0,1901,0,0.0,0,10.739422499987995,7.2830926995084155,2.5500946000393014,2.798808499763254,29.18312450000667,47.61720237940365,quality,gate,pending,0.0002900867722928524,0.00023737935213527332,0.5599039743343989,-0.005190263393645486,2.4190680293637948e-05,0.0,1.0001040091117224,0.09943852295012524,0.0,0.0,64.0,1.0,0.015625,0.0,0.0,0.0,0.0,0.0,1.0,0.11001752925415834,0.0,0.34531429409980774,1.5114718675613403,0.28259462118148804,0.0024112367536872625,0.015203597955405712,1.5090608596801758,0.28391122817993164,0.9971055388450623,0.0001,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
19,180,189,10,10,1781,1781,0,0.0,1781,0,0.0,0,8.98768740001833,6.793176399893127,1.926806499977829,2.428793599072378,27.134558800025843,49.30479655492249,quality,gate,pending,-0.00011139845342508384,0.00017167031910503283,0.5496467330626079,-0.005522030646846231,2.8752463297873225e-06,0.0,0.999957049531596,0.07573775947093964,0.0,0.0,64.0,1.0,0.015625,0.0,0.0,0.0,0.0,0.0,1.0,0.11244906791086708,0.0,0.1555061787366867,1.4750666618347168,0.2632029056549072,0.0023228637874126434,0.012893407605588436,1.4727438688278198,0.26513439416885376,0.9976003170013428,0.0001,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
20,190,199,10,10,1758,1758,0,0.0,1758,0,0.0,0,8.736897199996747,6.684816899942234,1.9732526000589132,2.4224125006003305,27.130007900006603,49.01454405107944,quality,gate,pending,0.0017523447583828653,0.000205918317598324,0.5567916445434093,-0.00371261262002268,5.435273387937352e-06,0.0,0.9999934849994523,0.07018589597594525,0.0,0.0,64.0,1.0,0.015625,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.11244085790323359,0.0,0.192422017455101,1.4461543560028076,0.2754304111003876,0.0007689562044106424,0.014371011406183243,1.445385456085205,0.28062641620635986,0.9972776174545288,0.0001,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
21,200,209,10,10,1822,1822,0,0.0,1822,0,0.0,0,9.364211000007344,6.98916409976664,2.081693999993149,2.5141992002609186,27.976477499993052,48.793958365282435,quality,gate,pending,0.0002535880896551856,0.0002087435798251857,0.5312223280298298,-0.004954263078177284,2.8981498464167216e-05,0.0,0.9997163486891779,0.06695178693866935,0.0,0.0,64.0,1.0,0.015625,0.0,0.0,0.0,0.0,0.9655172413793104,1.0,0.13086378895517053,0.0,0.2061987966299057,1.4625338315963745,0.2878560423851013,0.0036354996263980865,0.01399074587970972,1.4588981866836548,0.28804609179496765,0.9976377487182617,0.0001,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
22,210,219,10,10,1865,1865,0,0.0,1865,0,0.0,0,10.0272488000046,7.111207000038121,2.538852700032294,2.600767400144832,28.58341599997948,48.30271661110505,quality,gate,pending,-0.011456402041949332,0.00015345406803438284,0.5531213293472926,-0.016910888898807267,1.2759756541906124e-05,0.0,0.9999999463558197,0.0875080064094315,0.0,0.0,64.0,1.8666666666666667,0.029166666666666667,0.0,0.0,0.0,0.0,1.0,1.8666666666666667,0.16016872425874074,0.0,0.35656243562698364,1.50456964969635,0.2888104021549225,0.0004347409412730485,0.012299791909754276,1.5041351318359375,0.2868749797344208,0.9981862902641296,5e-05,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
23,220,229,10,10,2304,2304,0,0.0,2304,0,0.0,0,12.090545499988366,8.901783599780174,2.9155686000012793,3.3418036007788032,36.6811669000017,47.240498367255796,quality,gate,pending,-0.00012591447577708296,0.00014577435205056745,0.5543710328638554,-0.005596737542267268,8.434057235717773e-06,0.0,0.999954385889901,0.07972620444424036,0.0,0.0,64.0,3.9722222222222223,0.062065972222222224,0.0,0.0,0.0,0.0,1.0,3.9722222222222223,0.17197030410170555,0.0,0.22613108158111572,1.5153254270553589,0.2694595456123352,-0.00023561902344226837,0.012071404606103897,1.5155609846115112,0.27059733867645264,0.9979931116104126,5e-05,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
24,230,239,10,10,1910,1910,0,0.0,1910,0,0.0,0,10.238901300006546,7.3604196998931,2.4367982000112534,2.4734175007324666,29.837304899992887,47.65920183333189,quality,gate,pending,0.0004617496393620968,0.00017883441226634506,0.5796285624305407,-0.00524511830881238,2.932918463708726e-06,0.0,1.0000808318456014,0.05306983757764101,0.0,0.0,64.0,4.0,0.0625,0.0,0.0,0.0,0.0,1.0,4.0,0.18381136109431584,0.0,0.17266201972961426,1.5153075456619263,0.2729455828666687,0.002200897317379713,0.013194040395319462,1.5131064653396606,0.2758607268333435,0.9976633191108704,5e-05,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
25,240,249,10,10,1675,1675,0,0.0,1675,0,0.0,0,8.109146500006318,6.135103199980222,1.8642361999955028,2.2567283003008924,25.345867500000168,50.06723356922449,quality,gate,pending,-0.0060680862343697635,0.0001438351430772821,0.5525095465558546,-0.011521264056985578,1.741000153656471e-06,0.0,0.9999556342760721,0.08345323005967119,0.0,0.0,64.0,4.0,0.0625,0.0,0.0,0.0,0.0,1.0,4.0,0.18404240685480613,0.0,0.257049560546875,1.4435408115386963,0.2730415463447571,-8.795937173999846e-05,0.012024089694023132,1.4436289072036743,0.27466925978660583,0.9980607032775879,5e-05,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
26,250,259,10,10,2133,2133,0,0.0,2133,0,0.0,0,11.732686999981524,8.314727999852039,3.5068695000372827,2.8781962002976798,33.642135800007964,47.0084480418179,quality,gate,not_promoted,0.0011441478889216395,0.00018540432746008532,0.5188630289014649,-0.003951779470833785,2.8575014559518262e-06,0.0,0.9999948056305156,0.05124527762424858,0.0,0.0,64.0,4.382352941176471,0.06847426470588236,0.0,0.0,0.0,0.0,1.0,4.382352941176471,0.18743977849097812,0.0,0.28825584053993225,1.4958064556121826,0.2688789665699005,0.0010997130302712321,0.013627530075609684,1.4947065114974976,0.27321210503578186,0.9974312782287598,5e-05,-0.3020574450492859,-0.32005712389945984,-0.21326029300689697,-0.21406029164791107,-0.21360446512699127,0.3149941861629486,-0.32070186734199524,-0.32415035367012024,-0.1943478286266327,-0.21488246321678162,-0.2251509726047516,0.01835443265736103,0.13085128366947174,0.01798621006309986,0.12828756868839264,0.0,0.0,0.0,constraint_satisfied
