episode,trajectory_index,base_instance_index,preference_slot,preference_group_id,update_id,instance_id,instance_seed,pressure_type,cost_profile,w_flow,w_cost,w_variance,preference_source,steps,policy_steps,forced_actions,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,unattributed_forced_reward,reward,reward_base,reward_shaping,reward_training,expected_reward,reward_identity_error,reward_phase,reward_flow,reward_cost,reward_variance,reward_completion_progress,reward_completion_bonus,reward_quality,reward_truncation,reward_unfinished,reward_feasibility_shaping,completed_operations,time,terminated,truncated,terminal_reason,completed_order_ratio,completed_operation_ratio,total_flow_time,flow_time_objective,reconfiguration_cost,worker_load_variance,quality_score,preference_quality_score,maximum_worker_fatigue,mean_peak_worker_fatigue,safe_fatigue_limit,fatigue_masked_action_count,fatigue_masked_action_ratio,worker_competition_event_count,worker_matching_deficit_event_count,resource_admission_masked_action_count,resource_admission_masked_action_ratio,minimum_worker_alternatives,matching_preserving_worker_action_count,candidate_recovery_advance_count,production_defer_recovery_improvement_count,production_defer_wait_ticks,production_defer_wait_time,conditional_worker_wait_opportunity_count,conditional_worker_wait_selected_count,conditional_worker_wait_total_ticks,conditional_worker_wait_total_time,conditional_worker_wait_pair_gain_sum,conditional_worker_wait_fatigue_improvement_sum,conditional_worker_wait_duration_improvement_ticks_sum,conditional_worker_wait_max_consecutive_observed,reconfiguration_reuse_count,qualification_scarcity_regret,qualification_scarcity_decision_count,conditional_worker_wait_reason_counts,machine_waiting_for_worker_time,completed_reconfigurations,worker_switch_ratio,direct_process_action_count,commit_reconfig_action_count,defer_production_action_count,worker_assign_action_count,advance_event_action_count,forced_action_state_count,forced_production_count,forced_worker_count,forced_pair_count,forced_advance_count,forced_production_pair_count,forced_production_advance_count,forced_worker_pair_count,forced_worker_advance_count,forced_pair_advance_blocked_non_delay_count,forced_worker_pair_non_delay_count,forced_pair_advance_physically_unavailable_count,forced_advance_pair_physically_unavailable_count,forced_wait_dis_count,forced_wait_ins_count,forced_mixed_wait_stage_count,forced_phase_handoff_count,forced_recovery_advance_count,forced_future_event_advance_count,forced_direct_process_count,forced_commit_reconfig_count,forced_defer_production_count,forced_worker_assign_count,forced_advance_event_count,forced_action_chain_count,longest_forced_action_chain,mean_forced_action_chain_length,schedule_violation_count,parallel_envs,batch_transition_count,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,loss_scope,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,counterfactual_loss,counterfactual_eligible_count,counterfactual_high_flow_commit_flip_count,counterfactual_high_flow_commit_flip_rate,counterfactual_state_scale_mean,counterfactual_state_scale_max,counterfactual_low_flow_identity_violation_count,counterfactual_monotonicity_violation_count,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual,policy_head_preference_action_scale,policy_head_preference_action_scale_production,policy_head_preference_action_scale_worker
276,276,55,1,55,28,train_balanced_1000055,1000055,balanced,downtime_dominant,0.0,1.0,0.0,group_anchor_1,193,193,0,0.0,193,0,0.0,0,0.0,1.7347206648889852,1.7972206648889852,-0.06250000000000003,1.7347206648889852,1.797220664888985,2.220446049250313e-16,quality,-654.2000000000002,-682.2518050242401,-7.104722222222225,0.9999999999999998,1.0,-0.40555867022202974,0.0,0.0,-0.06250000000000003,51,204.5,True,False,completed,1.0,1.0,654.2000000000002,654.2000000000002,682.2518050242401,7.104722222222224,0.32296104660494956,0.40555867022202974,0.22799999999999998,0.1641529845833333,0.75,0,0.0,0,0,0,0.0,2,73,0,2,1654,165.4,0,0,0,0.0,0,0.0,0,0,27,0.0,0,{},0.0,13,1.0,38,13,91,26,25,101,76,25,0,101,0,76,0,25,0,0,0,101,12,12,0,24,0,101,0,0,76,0,25,69,4,1.463768115942029,0,10,2409,13.332154100004118,10.585520599968731,0.15261389999068342,0.24565209992579184,20.78129679999256,parallel_episode_batch,pending,-0.0019470677637544117,0.000508585909540814,0.39856238271060745,-0.005678398553036938,1.4119649353903552e-05,0.0,1.0000848825040616,0.07329546522937323,0.0,0.0,0.0,0.0,0.0,2.4267298140023885,2.5863849206974634,0.0,0.0,0.16195328533649445,1.5618700981140137,0.2691212296485901,0.0015231329016387463,0.02537190541625023,1.560347080230713,0.2651747465133667,0.9911118745803833,5e-05,-0.2989313006401062,-0.3043387234210968,-0.2033402919769287,-0.20295824110507965,-0.2027786672115326,0.30029529333114624,-0.30163344740867615,-0.3025255799293518,-0.20017606019973755,-0.20047283172607422,-0.201929971575737,0.01798626407980919,0.12141512334346771,0.01798621006309986,0.12032952159643173,1.0063145160675049,1.0063145160675049,1.0063145160675049
277,277,55,2,55,28,train_balanced_1000055,1000055,balanced,downtime_dominant,0.0,0.0,1.0,group_anchor_2,188,188,0,0.0,188,0,0.0,0,0.0,1.916070668935446,1.978570668935446,-0.06250000000000003,1.916070668935446,1.978570668935446,0.0,quality,-691.9,-647.81468188596,-2.2388888888888876,0.9999999999999998,1.0,-0.04285866212910772,0.0,0.0,-0.06250000000000003,51,230.5,True,False,completed,1.0,1.0,691.9,691.9,647.81468188596,2.2388888888888885,0.30937092688343193,0.04285866212910772,0.20131790749999995,0.15330298458333333,0.75,0,0.0,0,0,0,0.0,2,68,0,3,1894,189.4,0,0,0,0.0,0,0.0,0,0,24,0.0,0,{},0.0,12,1.0,39,12,90,24,23,93,70,23,0,93,0,70,0,23,0,0,0,93,11,11,0,22,0,93,0,0,70,0,23,63,4,1.4761904761904763,0,10,2409,13.332154100004118,10.585520599968731,0.140754799998831,0.2917311000346672,20.78129679999256,parallel_episode_batch,pending,-0.0019470677637544117,0.000508585909540814,0.39856238271060745,-0.005678398553036938,1.4119649353903552e-05,0.0,1.0000848825040616,0.07329546522937323,0.0,0.0,0.0,0.0,0.0,2.4267298140023885,2.5863849206974634,0.0,0.0,0.16195328533649445,1.5618700981140137,0.2691212296485901,0.0015231329016387463,0.02537190541625023,1.560347080230713,0.2651747465133667,0.9911118745803833,5e-05,-0.2989313006401062,-0.3043387234210968,-0.2033402919769287,-0.20295824110507965,-0.2027786672115326,0.30029529333114624,-0.30163344740867615,-0.3025255799293518,-0.20017606019973755,-0.20047283172607422,-0.201929971575737,0.01798626407980919,0.12141512334346771,0.01798621006309986,0.12032952159643173,1.0063145160675049,1.0063145160675049,1.0063145160675049
278,278,55,3,55,28,train_balanced_1000055,1000055,balanced,downtime_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,195,195,0,0.0,195,0,0.0,0,0.0,1.7828716321649885,1.8453716321649885,-0.0625,1.7828716321649885,1.8453716321649887,-2.220446049250313e-16,quality,-700.6000000000001,-755.4965758818997,-7.39138888888889,0.9999999999999998,1.0,-0.30925673567002276,0.0,0.0,-0.0625,51,228.3,True,False,completed,1.0,1.0,700.6000000000001,700.6000000000001,755.4965758818997,7.39138888888889,0.33917623301968275,0.30925673567002276,0.30260000000000004,0.2079449012333333,0.75,0,0.0,0,0,0,0.0,1,74,0,1,1815,181.5,0,0,0,0.0,0,0.0,0,0,26,0.0,0,{},0.0,14,0.9285714285714286,37,14,90,28,26,102,74,28,2,100,0,74,2,26,2,2,0,100,14,16,2,26,0,99,0,0,74,2,26,62,8,1.6451612903225807,0,10,2409,13.332154100004118,10.585520599968731,0.11533310000959318,0.2767580999061465,20.78129679999256,parallel_episode_batch,pending,-0.0019470677637544117,0.000508585909540814,0.39856238271060745,-0.005678398553036938,1.4119649353903552e-05,0.0,1.0000848825040616,0.07329546522937323,0.0,0.0,0.0,0.0,0.0,2.4267298140023885,2.5863849206974634,0.0,0.0,0.16195328533649445,1.5618700981140137,0.2691212296485901,0.0015231329016387463,0.02537190541625023,1.560347080230713,0.2651747465133667,0.9911118745803833,5e-05,-0.2989313006401062,-0.3043387234210968,-0.2033402919769287,-0.20295824110507965,-0.2027786672115326,0.30029529333114624,-0.30163344740867615,-0.3025255799293518,-0.20017606019973755,-0.20047283172607422,-0.201929971575737,0.01798626407980919,0.12141512334346771,0.01798621006309986,0.12032952159643173,1.0063145160675049,1.0063145160675049,1.0063145160675049
279,279,55,4,55,28,train_balanced_1000055,1000055,balanced,downtime_dominant,0.5,0.3,0.2,group_anchor_4,190,190,0,0.0,190,0,0.0,0,0.0,1.7700499214134058,1.8325499214134058,-0.0625,1.7700499214134058,1.8325499214134058,0.0,quality,-657.5,-696.0290013413397,-10.53222222222222,0.9999999999999999,1.0,-0.33490015717318866,0.0,0.0,-0.0625,51,205.9,True,False,completed,1.0,1.0,657.5,657.5,696.0290013413397,10.532222222222224,0.33490015717318866,0.33490015717318866,0.2515,0.21576965125000003,0.75,0,0.0,0,0,0,0.0,2,70,0,1,1690,169.0,0,0,0,0.0,0,0.0,0,0,24,0.0,0,{},0.0,13,1.0,38,13,87,26,26,102,76,26,0,102,0,76,0,26,0,0,0,102,13,13,0,26,0,102,0,0,76,0,26,66,4,1.5454545454545454,0,10,2409,13.332154100004118,10.585520599968731,0.14655180000409018,0.19344489986542612,20.78129679999256,parallel_episode_batch,pending,-0.0019470677637544117,0.000508585909540814,0.39856238271060745,-0.005678398553036938,1.4119649353903552e-05,0.0,1.0000848825040616,0.07329546522937323,0.0,0.0,0.0,0.0,0.0,2.4267298140023885,2.5863849206974634,0.0,0.0,0.16195328533649445,1.5618700981140137,0.2691212296485901,0.0015231329016387463,0.02537190541625023,1.560347080230713,0.2651747465133667,0.9911118745803833,5e-05,-0.2989313006401062,-0.3043387234210968,-0.2033402919769287,-0.20295824110507965,-0.2027786672115326,0.30029529333114624,-0.30163344740867615,-0.3025255799293518,-0.20017606019973755,-0.20047283172607422,-0.201929971575737,0.01798626407980919,0.12141512334346771,0.01798621006309986,0.12032952159643173,1.0063145160675049,1.0063145160675049,1.0063145160675049
280,280,56,0,56,29,train_easy_1000056,1000056,easy,labor_dominant,1.0,0.0,0.0,group_anchor_0,196,196,0,0.0,196,0,0.0,0,0.0,1.7864792357354737,1.8489792357354737,-0.0625,1.7864792357354737,1.8489792357354737,0.0,quality,-519.3,-445.10126799702005,-7.678888888888888,0.9999999999999997,1.0,-0.3020415285290525,0.0,0.0,-0.0625,50,161.60000000000002,True,False,completed,1.0,1.0,519.3,519.3,445.10126799702005,7.678888888888888,0.27004919756076906,0.3020415285290525,0.20290000000000002,0.1408549918666667,0.75,0,0.0,0,0,0,0.0,1,75,0,0,1239,123.9,0,0,0,0.0,0,0.0,0,0,21,0.0,0,{},0.0,14,1.0,36,14,90,28,28,117,88,29,1,116,0,88,1,28,1,1,0,116,14,14,0,27,0,116,0,0,88,1,28,76,6,1.5394736842105263,0,10,1678,9.028319699995336,7.000421199991251,0.19621270000061486,0.11912450009549502,12.37663060000341,parallel_episode_batch,pending,0.006729172163263515,0.0007714676216386983,0.47836841146151227,0.002331221829754887,4.312893710578936e-06,0.0,0.9999847721170496,0.10215946221379218,0.0,0.0,0.0,0.0,0.0,2.4166301753785877,2.5927437323111073,0.0,0.0,0.2217710018157959,1.5543406009674072,0.3032887876033783,-0.011863861232995987,0.03261401504278183,1.56620454788208,0.2961214780807495,0.9884363412857056,5e-05,-0.29890915751457214,-0.30442723631858826,-0.20348292589187622,-0.20302516222000122,-0.20283769071102142,0.30034804344177246,-0.30181097984313965,-0.30253565311431885,-0.20026129484176636,-0.2005821019411087,-0.20199598371982574,0.01798626407980919,0.1214737817645073,0.01798621006309986,0.1203203797340393,1.0065231323242188,1.0065231323242188,1.0065231323242188
281,281,56,1,56,29,train_easy_1000056,1000056,easy,labor_dominant,0.0,1.0,0.0,group_anchor_1,192,192,0,0.0,192,0,0.0,0,0.0,1.7771197641588339,1.8396197641588339,-0.0625,1.7771197641588339,1.8396197641588337,2.220446049250313e-16,quality,-732.7000000000005,-472.23469528752014,-9.425555555555562,0.9999999999999997,1.0,-0.3207604716823326,0.0,0.0,-0.0625,50,177.10000000000002,True,False,completed,1.0,1.0,732.7000000000005,732.7000000000005,472.23469528752014,9.425555555555562,0.31750384541221593,0.3207604716823326,0.34900000000000003,0.20198333333333332,0.75,0,0.0,3,3,0,0.0,0,69,0,2,1533,153.3,0,0,0,0.0,0,0.0,0,0,18,0.0,0,{},1.7000000000000002,14,0.9285714285714286,36,14,91,28,23,83,57,26,3,80,0,57,3,23,3,3,0,80,9,18,0,21,0,80,0,0,57,3,23,45,10,1.8444444444444446,0,10,1678,9.028319699995336,7.000421199991251,0.2039264000050025,0.2617420000169659,12.37663060000341,parallel_episode_batch,pending,0.006729172163263515,0.0007714676216386983,0.47836841146151227,0.002331221829754887,4.312893710578936e-06,0.0,0.9999847721170496,0.10215946221379218,0.0,0.0,0.0,0.0,0.0,2.4166301753785877,2.5927437323111073,0.0,0.0,0.2217710018157959,1.5543406009674072,0.3032887876033783,-0.011863861232995987,0.03261401504278183,1.56620454788208,0.2961214780807495,0.9884363412857056,5e-05,-0.29890915751457214,-0.30442723631858826,-0.20348292589187622,-0.20302516222000122,-0.20283769071102142,0.30034804344177246,-0.30181097984313965,-0.30253565311431885,-0.20026129484176636,-0.2005821019411087,-0.20199598371982574,0.01798626407980919,0.1214737817645073,0.01798621006309986,0.1203203797340393,1.0065231323242188,1.0065231323242188,1.0065231323242188
282,282,56,2,56,29,train_easy_1000056,1000056,easy,labor_dominant,0.0,0.0,1.0,group_anchor_2,197,197,0,0.0,197,0,0.0,0,0.0,1.9316688080648343,1.9941688080648343,-0.0625,1.9316688080648343,1.994168808064835,-6.661338147750939e-16,quality,-563.8000000000002,-446.97708409556003,-0.5900000000000006,0.9999999999999997,1.0,-0.011662383870330117,0.0,0.0,-0.0625,50,171.8,True,False,completed,1.0,1.0,563.8000000000002,563.8000000000002,446.97708409556003,0.5900000000000006,0.25482906933196087,0.011662383870330117,0.1756,0.14025,0.75,0,0.0,0,0,0,0.0,2,78,0,0,1332,133.20000000000002,0,0,0,0.0,0,0.0,0,0,19,0.0,0,{},0.0,14,1.0,36,14,92,28,27,105,78,27,0,105,0,78,0,27,0,0,0,105,13,14,0,27,0,105,0,0,78,0,27,69,7,1.5217391304347827,0,10,1678,9.028319699995336,7.000421199991251,0.2016491000103997,0.13432430011744145,12.37663060000341,parallel_episode_batch,pending,0.006729172163263515,0.0007714676216386983,0.47836841146151227,0.002331221829754887,4.312893710578936e-06,0.0,0.9999847721170496,0.10215946221379218,0.0,0.0,0.0,0.0,0.0,2.4166301753785877,2.5927437323111073,0.0,0.0,0.2217710018157959,1.5543406009674072,0.3032887876033783,-0.011863861232995987,0.03261401504278183,1.56620454788208,0.2961214780807495,0.9884363412857056,5e-05,-0.29890915751457214,-0.30442723631858826,-0.20348292589187622,-0.20302516222000122,-0.20283769071102142,0.30034804344177246,-0.30181097984313965,-0.30253565311431885,-0.20026129484176636,-0.2005821019411087,-0.20199598371982574,0.01798626407980919,0.1214737817645073,0.01798621006309986,0.1203203797340393,1.0065231323242188,1.0065231323242188,1.0065231323242188
283,283,56,3,56,29,train_easy_1000056,1000056,easy,labor_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,178,178,0,0.0,178,0,0.0,0,0.0,1.827865816618728,1.890365816618728,-0.0625,1.827865816618728,1.8903658166187278,2.220446049250313e-16,quality,-527.8000000000002,-348.07219742087005,-5.195555555555555,0.9999999999999997,1.0,-0.2192683667625442,0.0,0.0,-0.0625,50,163.9,True,False,completed,1.0,1.0,527.8000000000002,527.8000000000002,348.07219742087005,5.195555555555555,0.2490235680182843,0.2192683667625442,0.22510000000000005,0.1285666666666667,0.75,0,0.0,0,0,0,0.0,1,61,0,0,1331,133.1,0,0,0,0.0,0,0.0,0,0,20,0.0,0,{},0.0,11,1.0,39,11,84,22,22,98,75,23,1,97,0,75,1,22,1,1,0,97,12,10,0,21,0,97,0,0,75,1,22,65,6,1.5076923076923077,0,10,1678,9.028319699995336,7.000421199991251,0.17669589999422897,0.14784870005678385,12.37663060000341,parallel_episode_batch,pending,0.006729172163263515,0.0007714676216386983,0.47836841146151227,0.002331221829754887,4.312893710578936e-06,0.0,0.9999847721170496,0.10215946221379218,0.0,0.0,0.0,0.0,0.0,2.4166301753785877,2.5927437323111073,0.0,0.0,0.2217710018157959,1.5543406009674072,0.3032887876033783,-0.011863861232995987,0.03261401504278183,1.56620454788208,0.2961214780807495,0.9884363412857056,5e-05,-0.29890915751457214,-0.30442723631858826,-0.20348292589187622,-0.20302516222000122,-0.20283769071102142,0.30034804344177246,-0.30181097984313965,-0.30253565311431885,-0.20026129484176636,-0.2005821019411087,-0.20199598371982574,0.01798626407980919,0.1214737817645073,0.01798621006309986,0.1203203797340393,1.0065231323242188,1.0065231323242188,1.0065231323242188
284,284,56,4,56,29,train_easy_1000056,1000056,easy,labor_dominant,0.5,0.3,0.2,group_anchor_4,172,172,0,0.0,172,0,0.0,0,0.0,1.813760034852711,1.876260034852711,-0.0625,1.813760034852711,1.8762600348527112,-2.220446049250313e-16,quality,-511.69999999999993,-323.9151539879902,-7.015555555555558,0.9999999999999997,1.0,-0.2474799302945774,0.0,0.0,-0.0625,50,168.9,True,False,completed,1.0,1.0,511.69999999999993,511.69999999999993,323.9151539879902,7.015555555555558,0.2474799302945774,0.2474799302945774,0.17850000000000002,0.12495,0.75,0,0.0,0,0,0,0.0,2,59,0,0,1459,145.9,0,0,0,0.0,0,0.0,0,0,22,0.0,0,{},0.0,10,0.8,40,10,82,20,20,100,80,20,0,100,0,80,0,20,0,0,0,100,10,10,0,20,0,100,0,0,80,0,20,70,4,1.4285714285714286,0,10,1678,9.028319699995336,7.000421199991251,0.20082529999490362,0.14603840006748214,12.37663060000341,parallel_episode_batch,pending,0.006729172163263515,0.0007714676216386983,0.47836841146151227,0.002331221829754887,4.312893710578936e-06,0.0,0.9999847721170496,0.10215946221379218,0.0,0.0,0.0,0.0,0.0,2.4166301753785877,2.5927437323111073,0.0,0.0,0.2217710018157959,1.5543406009674072,0.3032887876033783,-0.011863861232995987,0.03261401504278183,1.56620454788208,0.2961214780807495,0.9884363412857056,5e-05,-0.29890915751457214,-0.30442723631858826,-0.20348292589187622,-0.20302516222000122,-0.20283769071102142,0.30034804344177246,-0.30181097984313965,-0.30253565311431885,-0.20026129484176636,-0.2005821019411087,-0.20199598371982574,0.01798626407980919,0.1214737817645073,0.01798621006309986,0.1203203797340393,1.0065231323242188,1.0065231323242188,1.0065231323242188
285,285,57,0,57,29,train_easy_1000057,1000057,easy,balanced_cost,1.0,0.0,0.0,group_anchor_0,142,142,0,0.0,142,0,0.0,0,0.0,1.8038003663003659,1.8663003663003659,-0.0625,1.8038003663003659,1.8663003663003663,-4.440892098500626e-16,quality,-438.0,-265.0973603868099,-5.271388888888891,0.9999999999999998,1.0,-0.2673992673992674,0.0,0.0,-0.0625,44,168.10000000000002,True,False,completed,1.0,1.0,438.0,438.0,265.0973603868099,5.271388888888891,0.21563830101025505,0.2673992673992674,0.14850000000000002,0.11283333333333335,0.75,0,0.0,0,0,0,0.0,2,41,0,0,1489,148.9,0,0,0,0.0,0,0.0,0,0,11,0.0,0,{},0.0,7,0.8571428571428571,37,7,71,14,13,83,70,13,0,83,0,70,0,13,0,0,0,83,7,7,1,13,0,83,0,0,70,0,13,58,6,1.4310344827586208,0,10,1678,9.028319699995336,7.000421199991251,0.10590019999654032,0.13425039996218402,12.37663060000341,parallel_episode_batch,pending,0.006729172163263515,0.0007714676216386983,0.47836841146151227,0.002331221829754887,4.312893710578936e-06,0.0,0.9999847721170496,0.10215946221379218,0.0,0.0,0.0,0.0,0.0,2.4166301753785877,2.5927437323111073,0.0,0.0,0.2217710018157959,1.5543406009674072,0.3032887876033783,-0.011863861232995987,0.03261401504278183,1.56620454788208,0.2961214780807495,0.9884363412857056,5e-05,-0.29890915751457214,-0.30442723631858826,-0.20348292589187622,-0.20302516222000122,-0.20283769071102142,0.30034804344177246,-0.30181097984313965,-0.30253565311431885,-0.20026129484176636,-0.2005821019411087,-0.20199598371982574,0.01798626407980919,0.1214737817645073,0.01798621006309986,0.1203203797340393,1.0065231323242188,1.0065231323242188,1.0065231323242188
286,286,57,1,57,29,train_easy_1000057,1000057,easy,balanced_cost,0.0,1.0,0.0,group_anchor_1,147,147,0,0.0,147,0,0.0,0,0.0,1.8193192851256166,1.8818192851256166,-0.0625,1.8193192851256166,1.8818192851256168,-2.220446049250313e-16,quality,-763.4999999999997,-309.52002551547986,-3.1047222222222217,0.9999999999999998,1.0,-0.2363614297487664,0.0,0.0,-0.0625,44,178.9,True,False,completed,1.0,1.0,763.4999999999997,763.4999999999997,309.52002551547986,3.104722222222222,0.2770244819179377,0.2363614297487664,0.14,0.12580000000000002,0.75,0,0.0,0,0,0,0.0,2,46,0,0,1534,153.4,0,0,0,0.0,0,0.0,0,0,15,0.0,0,{},0.0,8,1.0,36,8,72,16,15,62,47,15,0,62,0,47,0,15,0,0,0,62,6,8,0,14,0,62,0,0,47,0,15,37,8,1.6756756756756757,0,10,1678,9.028319699995336,7.000421199991251,0.09533959999680519,0.2637636999570532,12.37663060000341,parallel_episode_batch,pending,0.006729172163263515,0.0007714676216386983,0.47836841146151227,0.002331221829754887,4.312893710578936e-06,0.0,0.9999847721170496,0.10215946221379218,0.0,0.0,0.0,0.0,0.0,2.4166301753785877,2.5927437323111073,0.0,0.0,0.2217710018157959,1.5543406009674072,0.3032887876033783,-0.011863861232995987,0.03261401504278183,1.56620454788208,0.2961214780807495,0.9884363412857056,5e-05,-0.29890915751457214,-0.30442723631858826,-0.20348292589187622,-0.20302516222000122,-0.20283769071102142,0.30034804344177246,-0.30181097984313965,-0.30253565311431885,-0.20026129484176636,-0.2005821019411087,-0.20199598371982574,0.01798626407980919,0.1214737817645073,0.01798621006309986,0.1203203797340393,1.0065231323242188,1.0065231323242188,1.0065231323242188
287,287,57,2,57,29,train_easy_1000057,1000057,easy,balanced_cost,0.0,0.0,1.0,group_anchor_2,169,169,0,0.0,169,0,0.0,0,0.0,1.9203611130485165,1.9828611130485165,-0.0625,1.9203611130485165,1.9828611130485168,-2.220446049250313e-16,quality,-504.0,-474.01202446601,-1.7747222222222205,0.9999999999999998,1.0,-0.034277773902966345,0.0,0.0,-0.0625,44,178.4,True,False,completed,1.0,1.0,504.0,504.0,474.01202446601,1.7747222222222205,0.25121672356369545,0.034277773902966345,0.1686,0.13658333333333333,0.75,0,0.0,0,0,0,0.0,2,72,0,0,1411,141.1,0,0,0,0.0,0,0.0,0,0,16,0.0,0,{},0.0,12,1.0,32,12,80,24,21,86,65,21,0,86,0,65,0,21,0,0,0,86,11,12,2,21,0,86,0,0,65,0,21,56,7,1.5357142857142858,0,10,1678,9.028319699995336,7.000421199991251,0.10577449999982491,0.24339310011419002,12.37663060000341,parallel_episode_batch,pending,0.006729172163263515,0.0007714676216386983,0.47836841146151227,0.002331221829754887,4.312893710578936e-06,0.0,0.9999847721170496,0.10215946221379218,0.0,0.0,0.0,0.0,0.0,2.4166301753785877,2.5927437323111073,0.0,0.0,0.2217710018157959,1.5543406009674072,0.3032887876033783,-0.011863861232995987,0.03261401504278183,1.56620454788208,0.2961214780807495,0.9884363412857056,5e-05,-0.29890915751457214,-0.30442723631858826,-0.20348292589187622,-0.20302516222000122,-0.20283769071102142,0.30034804344177246,-0.30181097984313965,-0.30253565311431885,-0.20026129484176636,-0.2005821019411087,-0.20199598371982574,0.01798626407980919,0.1214737817645073,0.01798621006309986,0.1203203797340393,1.0065231323242188,1.0065231323242188,1.0065231323242188
288,288,57,3,57,29,train_easy_1000057,1000057,easy,balanced_cost,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,142,142,0,0.0,142,0,0.0,0,0.0,1.8488344575957196,1.9113344575957196,-0.0625,1.8488344575957196,1.9113344575957198,-2.220446049250313e-16,quality,-492.6000000000001,-267.9202759052,-1.5280555555555557,0.9999999999999998,1.0,-0.1773310848085603,0.0,0.0,-0.0625,44,173.0,True,False,completed,1.0,1.0,492.6000000000001,492.6000000000001,267.9202759052,1.5280555555555557,0.2148388034810557,0.1773310848085603,0.14,0.11375000000000002,0.75,0,0.0,0,0,0,0.0,2,40,0,0,1473,147.3,0,0,0,0.0,0,0.0,0,0,12,0.0,0,{},0.0,7,1.0,37,7,70,14,14,68,54,14,0,68,0,54,0,14,0,0,0,68,7,7,0,14,0,68,0,0,54,0,14,48,5,1.4166666666666667,0,10,1678,9.028319699995336,7.000421199991251,0.10103189999063034,0.2582077999977628,12.37663060000341,parallel_episode_batch,pending,0.006729172163263515,0.0007714676216386983,0.47836841146151227,0.002331221829754887,4.312893710578936e-06,0.0,0.9999847721170496,0.10215946221379218,0.0,0.0,0.0,0.0,0.0,2.4166301753785877,2.5927437323111073,0.0,0.0,0.2217710018157959,1.5543406009674072,0.3032887876033783,-0.011863861232995987,0.03261401504278183,1.56620454788208,0.2961214780807495,0.9884363412857056,5e-05,-0.29890915751457214,-0.30442723631858826,-0.20348292589187622,-0.20302516222000122,-0.20283769071102142,0.30034804344177246,-0.30181097984313965,-0.30253565311431885,-0.20026129484176636,-0.2005821019411087,-0.20199598371982574,0.01798626407980919,0.1214737817645073,0.01798621006309986,0.1203203797340393,1.0065231323242188,1.0065231323242188,1.0065231323242188
289,289,57,4,57,29,train_easy_1000057,1000057,easy,balanced_cost,0.5,0.3,0.2,group_anchor_4,143,143,0,0.0,143,0,0.0,0,0.0,1.828310107927562,1.890810107927562,-0.0625,1.828310107927562,1.8908101079275623,-2.220446049250313e-16,quality,-479.49999999999994,-264.86162557288,-3.4213888888888886,0.9999999999999998,1.0,-0.21837978414487555,0.0,0.0,-0.0625,44,173.0,True,False,completed,1.0,1.0,479.49999999999994,479.49999999999994,264.86162557288,3.4213888888888886,0.21837978414487555,0.21837978414487555,0.12950000000000003,0.1076590993,0.75,0,0.0,0,0,0,0.0,2,38,0,1,1528,152.8,0,0,0,0.0,0,0.0,0,0,18,0.0,0,{},0.0,7,1.0,37,7,71,14,14,75,61,14,0,75,0,61,0,14,0,0,0,75,7,7,0,14,0,75,0,0,61,0,14,53,6,1.4150943396226414,0,10,1678,9.028319699995336,7.000421199991251,0.08391879999544472,0.13714430005347822,12.37663060000341,parallel_episode_batch,pending,0.006729172163263515,0.0007714676216386983,0.47836841146151227,0.002331221829754887,4.312893710578936e-06,0.0,0.9999847721170496,0.10215946221379218,0.0,0.0,0.0,0.0,0.0,2.4166301753785877,2.5927437323111073,0.0,0.0,0.2217710018157959,1.5543406009674072,0.3032887876033783,-0.011863861232995987,0.03261401504278183,1.56620454788208,0.2961214780807495,0.9884363412857056,5e-05,-0.29890915751457214,-0.30442723631858826,-0.20348292589187622,-0.20302516222000122,-0.20283769071102142,0.30034804344177246,-0.30181097984313965,-0.30253565311431885,-0.20026129484176636,-0.2005821019411087,-0.20199598371982574,0.01798626407980919,0.1214737817645073,0.01798621006309986,0.1203203797340393,1.0065231323242188,1.0065231323242188,1.0065231323242188
