episode,trajectory_index,base_instance_index,preference_slot,preference_group_id,update_id,instance_id,instance_seed,pressure_type,cost_profile,w_flow,w_cost,w_variance,preference_source,steps,policy_steps,forced_actions,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,unattributed_forced_reward,reward,reward_base,reward_shaping,reward_training,expected_reward,reward_identity_error,reward_phase,reward_flow,reward_cost,reward_variance,reward_completion_progress,reward_completion_bonus,reward_quality,reward_truncation,reward_unfinished,reward_feasibility_shaping,completed_operations,time,terminated,truncated,terminal_reason,completed_order_ratio,completed_operation_ratio,total_flow_time,flow_time_objective,reconfiguration_cost,worker_load_variance,quality_score,preference_quality_score,maximum_worker_fatigue,mean_peak_worker_fatigue,safe_fatigue_limit,fatigue_masked_action_count,fatigue_masked_action_ratio,worker_competition_event_count,worker_matching_deficit_event_count,resource_admission_masked_action_count,resource_admission_masked_action_ratio,minimum_worker_alternatives,matching_preserving_worker_action_count,candidate_recovery_advance_count,production_defer_recovery_improvement_count,production_defer_wait_ticks,production_defer_wait_time,conditional_worker_wait_opportunity_count,conditional_worker_wait_selected_count,conditional_worker_wait_total_ticks,conditional_worker_wait_total_time,conditional_worker_wait_pair_gain_sum,conditional_worker_wait_fatigue_improvement_sum,conditional_worker_wait_duration_improvement_ticks_sum,conditional_worker_wait_max_consecutive_observed,reconfiguration_reuse_count,qualification_scarcity_regret,qualification_scarcity_decision_count,conditional_worker_wait_reason_counts,machine_waiting_for_worker_time,completed_reconfigurations,worker_switch_ratio,direct_process_action_count,commit_reconfig_action_count,defer_production_action_count,worker_assign_action_count,advance_event_action_count,forced_action_state_count,forced_production_count,forced_worker_count,forced_pair_count,forced_advance_count,forced_production_pair_count,forced_production_advance_count,forced_worker_pair_count,forced_worker_advance_count,forced_pair_advance_blocked_non_delay_count,forced_worker_pair_non_delay_count,forced_pair_advance_physically_unavailable_count,forced_advance_pair_physically_unavailable_count,forced_wait_dis_count,forced_wait_ins_count,forced_mixed_wait_stage_count,forced_phase_handoff_count,forced_recovery_advance_count,forced_future_event_advance_count,forced_direct_process_count,forced_commit_reconfig_count,forced_defer_production_count,forced_worker_assign_count,forced_advance_event_count,forced_action_chain_count,longest_forced_action_chain,mean_forced_action_chain_length,schedule_violation_count,parallel_envs,batch_transition_count,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,loss_scope,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,counterfactual_loss,counterfactual_eligible_count,counterfactual_high_flow_commit_flip_count,counterfactual_high_flow_commit_flip_rate,counterfactual_state_scale_mean,counterfactual_state_scale_max,counterfactual_low_flow_identity_violation_count,counterfactual_monotonicity_violation_count,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual,policy_head_preference_action_scale,policy_head_preference_action_scale_production,policy_head_preference_action_scale_worker
57,57,11,2,11,6,train_balanced_1000011,1000011,balanced,labor_dominant,0.0,0.0,1.0,group_anchor_2,228,228,0,0.0,228,0,0.0,0,0.0,1.9374999999999998,1.9999999999999998,-0.0625,1.9374999999999998,2.0,-2.220446049250313e-16,feasibility,-859.6999999999997,-490.72751117961013,-2.7266666666666683,1.0000000000000002,1.0,-0.05171323808319639,0.0,0.0,-0.0625,67,210.5,True,False,completed,1.0,1.0,859.6999999999997,859.6999999999997,490.72751117961013,2.7266666666666683,0.31779406673774685,0.05171323808319639,0.26569999999999994,0.19166517723333334,0.75,0,0.0,0,0,0,0.0,2,75,0,2,1837,183.70000000000002,0,0,0,0.0,0,0.0,0,0,22,0.0,0,{},0.0,13,1.0,54,13,112,26,23,104,81,23,0,104,0,81,0,23,0,0,0,104,11,13,2,22,0,104,0,0,81,0,23,70,3,1.4857142857142858,0,10,1801,10.310563599996385,7.7409759999573,0.14947039999242406,0.2655134002416162,14.616536100002122,parallel_episode_batch,phase_transition,0.006858521992147997,0.006004039742100727,0.6839220965730732,0.0030213204324887745,0.00014943817439353583,0.0,0.9997849834376368,0.5407395718683456,0.39655172413793105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.967860460281372,0.8601933717727661,0.20729981362819672,0.163727268576622,0.07961883395910263,0.6964660882949829,0.23536375164985657,0.8524857759475708,0.0001,-0.29957953095436096,-0.30146387219429016,-0.20111456513404846,-0.20105691254138947,-0.2010505348443985,0.3004165589809418,-0.30000901222229004,-0.2984941005706787,-0.20072519779205322,-0.19972604513168335,-0.19936570525169373,0.01798621006309986,0.11958125978708267,0.01798621006309986,0.12064416706562042,1.0005831718444824,1.0005831718444824,1.0005831718444824
58,58,11,3,11,6,train_balanced_1000011,1000011,balanced,labor_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,200,200,0,0.0,200,0,0.0,0,0.0,1.9375000000000009,2.000000000000001,-0.0625,1.9375000000000009,2.0,8.881784197001252e-16,feasibility,-921.3999999999999,-294.19197034026,-8.488888888888885,1.0000000000000002,1.0,-0.26892989926478894,0.0,0.0,-0.0625,67,237.4,True,False,completed,1.0,1.0,921.3999999999999,921.3999999999999,294.19197034026,8.488888888888885,0.314390394720877,0.26892989926478894,0.19740000000000002,0.15089825075,0.75,0,0.0,0,0,4,0.023121387283236993,1,43,0,1,2126,212.60000000000002,0,0,0,0.0,0,0.0,0,0,23,0.0,0,{},0.0,8,1.0,59,8,102,16,15,84,68,16,1,83,0,68,1,15,1,1,0,83,7,9,0,15,0,83,0,0,68,1,15,56,5,1.5,0,10,1801,10.310563599996385,7.7409759999573,0.12725789999240078,0.28228310009581037,14.616536100002122,parallel_episode_batch,phase_transition,0.006858521992147997,0.006004039742100727,0.6839220965730732,0.0030213204324887745,0.00014943817439353583,0.0,0.9997849834376368,0.5407395718683456,0.39655172413793105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.967860460281372,0.8601933717727661,0.20729981362819672,0.163727268576622,0.07961883395910263,0.6964660882949829,0.23536375164985657,0.8524857759475708,0.0001,-0.29957953095436096,-0.30146387219429016,-0.20111456513404846,-0.20105691254138947,-0.2010505348443985,0.3004165589809418,-0.30000901222229004,-0.2984941005706787,-0.20072519779205322,-0.19972604513168335,-0.19936570525169373,0.01798621006309986,0.11958125978708267,0.01798621006309986,0.12064416706562042,1.0005831718444824,1.0005831718444824,1.0005831718444824
59,59,11,4,11,6,train_balanced_1000011,1000011,balanced,labor_dominant,0.5,0.3,0.2,group_anchor_4,214,214,0,0.0,214,0,0.0,0,0.0,1.9375000000000002,2.0,-0.0625,1.9375000000000002,2.0,0.0,feasibility,-870.5000000000003,-391.33871955726,-9.464722222222226,1.0000000000000002,1.0,-0.32642831703730024,0.0,0.0,-0.0625,67,217.20000000000002,True,False,completed,1.0,1.0,870.5000000000003,870.5000000000003,391.33871955726,9.464722222222226,0.32642831703730024,0.32642831703730024,0.37360000000000004,0.2344166666666667,0.75,0,0.0,0,0,0,0.0,1,59,0,0,1833,183.3,0,0,0,0.0,0,0.0,0,0,21,0.0,0,{},0.0,11,1.0,56,11,105,22,20,87,66,21,1,86,0,66,1,20,1,1,0,86,10,11,1,19,0,86,0,0,66,1,20,58,4,1.5,0,10,1801,10.310563599996385,7.7409759999573,0.12965849999454804,0.26051729991741013,14.616536100002122,parallel_episode_batch,phase_transition,0.006858521992147997,0.006004039742100727,0.6839220965730732,0.0030213204324887745,0.00014943817439353583,0.0,0.9997849834376368,0.5407395718683456,0.39655172413793105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.967860460281372,0.8601933717727661,0.20729981362819672,0.163727268576622,0.07961883395910263,0.6964660882949829,0.23536375164985657,0.8524857759475708,0.0001,-0.29957953095436096,-0.30146387219429016,-0.20111456513404846,-0.20105691254138947,-0.2010505348443985,0.3004165589809418,-0.30000901222229004,-0.2984941005706787,-0.20072519779205322,-0.19972604513168335,-0.19936570525169373,0.01798621006309986,0.11958125978708267,0.01798621006309986,0.12064416706562042,1.0005831718444824,1.0005831718444824,1.0005831718444824
60,60,12,0,12,7,train_balanced_1000012,1000012,balanced,balanced_cost,1.0,0.0,0.0,group_anchor_0,170,170,0,0.0,170,0,0.0,0,0.0,1.7678782831341882,1.8303782831341882,-0.0625,1.7678782831341882,1.8303782831341886,-4.440892098500626e-16,quality,-616.1,-336.21678229828996,-3.624722222222222,0.9999999999999998,1.0,-0.33924343373162275,0.0,0.0,-0.0625,55,204.20000000000002,True,False,completed,1.0,1.0,616.1,616.1,336.21678229828996,3.6247222222222226,0.25862609642005174,0.33924343373162275,0.18050000000000002,0.13563057221666666,0.75,0,0.0,0,0,0,0.0,3,48,0,0,1774,177.4,0,0,0,0.0,0,0.0,0,0,25,0.0,0,{},0.0,8,0.875,47,8,83,16,16,95,79,16,0,95,0,79,0,16,0,0,0,95,8,8,0,16,0,95,0,0,79,0,16,69,3,1.3768115942028984,0,10,1804,9.861118300003,7.733426800055895,0.14865209998970386,0.13678129999607336,15.179309399987687,parallel_episode_batch,pending,0.014800541391917344,0.019624933399709648,0.5780230041207939,0.018832778285161174,7.403263121683142e-06,0.0,0.9998999011927637,0.40085636528915375,0.3620689655172414,0.0,0.0,0.0,0.0,2.0276629513707656,2.033860514903891,0.0,0.0,1.1671727895736694,1.0306217670440674,0.21078826487064362,0.10841955989599228,0.1620412915945053,0.9222022294998169,0.20113642513751984,0.4090394377708435,0.0001,-0.2996992766857147,-0.301782488822937,-0.20129497349262238,-0.2012835294008255,-0.20127049088478088,0.30057838559150696,-0.30014047026634216,-0.2983826696872711,-0.20068785548210144,-0.19979402422904968,-0.1995474398136139,0.01798621006309986,0.11969384551048279,0.01798621006309986,0.12086742371320724,1.0011149644851685,1.0011149644851685,1.0011149644851685
61,61,12,1,12,7,train_balanced_1000012,1000012,balanced,balanced_cost,0.0,1.0,0.0,group_anchor_1,176,176,0,0.0,176,0,0.0,0,0.0,1.8005837505377753,1.8630837505377753,-0.0625,1.8005837505377753,1.8630837505377753,0.0,quality,-756.7,-377.0927485998302,-5.395555555555556,0.9999999999999998,1.0,-0.2738324989244495,0.0,0.0,-0.0625,55,222.4,True,False,completed,1.0,1.0,756.7,756.7,377.0927485998302,5.395555555555556,0.2949911239016927,0.2738324989244495,0.24480000000000005,0.15058040046666668,0.75,0,0.0,0,0,0,0.0,2,51,0,0,1946,194.60000000000002,0,0,0,0.0,0,0.0,0,0,31,0.0,0,{},0.0,9,1.0,46,9,85,18,18,83,65,18,0,83,0,65,0,18,0,0,0,83,9,8,0,17,0,83,0,0,65,0,18,58,4,1.4310344827586208,0,10,1804,9.861118300003,7.733426800055895,0.1384438999957638,0.31840169987117406,15.179309399987687,parallel_episode_batch,pending,0.014800541391917344,0.019624933399709648,0.5780230041207939,0.018832778285161174,7.403263121683142e-06,0.0,0.9998999011927637,0.40085636528915375,0.3620689655172414,0.0,0.0,0.0,0.0,2.0276629513707656,2.033860514903891,0.0,0.0,1.1671727895736694,1.0306217670440674,0.21078826487064362,0.10841955989599228,0.1620412915945053,0.9222022294998169,0.20113642513751984,0.4090394377708435,0.0001,-0.2996992766857147,-0.301782488822937,-0.20129497349262238,-0.2012835294008255,-0.20127049088478088,0.30057838559150696,-0.30014047026634216,-0.2983826696872711,-0.20068785548210144,-0.19979402422904968,-0.1995474398136139,0.01798621006309986,0.11969384551048279,0.01798621006309986,0.12086742371320724,1.0011149644851685,1.0011149644851685,1.0011149644851685
62,62,12,2,12,7,train_balanced_1000012,1000012,balanced,balanced_cost,0.0,0.0,1.0,group_anchor_2,192,192,0,0.0,192,0,0.0,0,0.0,1.9161622984299873,1.9786622984299873,-0.0625,1.9161622984299873,1.9786622984299878,-4.440892098500626e-16,quality,-848.9000000000004,-552.2610508680799,-2.228888888888891,0.9999999999999998,1.0,-0.0426754031400247,0.0,0.0,-0.0625,55,213.4,True,False,completed,1.0,1.0,848.9000000000004,848.9000000000004,552.2610508680799,2.22888888888889,0.3224285590107156,0.0426754031400247,0.278,0.19681666666666672,0.75,0,0.0,0,0,0,0.0,2,64,0,1,1792,179.20000000000002,0,0,0,0.0,0,0.0,0,0,26,0.0,0,{},0.0,12,1.0,43,12,91,24,22,85,63,22,0,85,0,63,0,22,0,0,0,85,8,8,0,16,0,85,0,0,63,0,22,60,4,1.4166666666666667,0,10,1804,9.861118300003,7.733426800055895,0.13870650000171736,0.2576480999850901,15.179309399987687,parallel_episode_batch,pending,0.014800541391917344,0.019624933399709648,0.5780230041207939,0.018832778285161174,7.403263121683142e-06,0.0,0.9998999011927637,0.40085636528915375,0.3620689655172414,0.0,0.0,0.0,0.0,2.0276629513707656,2.033860514903891,0.0,0.0,1.1671727895736694,1.0306217670440674,0.21078826487064362,0.10841955989599228,0.1620412915945053,0.9222022294998169,0.20113642513751984,0.4090394377708435,0.0001,-0.2996992766857147,-0.301782488822937,-0.20129497349262238,-0.2012835294008255,-0.20127049088478088,0.30057838559150696,-0.30014047026634216,-0.2983826696872711,-0.20068785548210144,-0.19979402422904968,-0.1995474398136139,0.01798621006309986,0.11969384551048279,0.01798621006309986,0.12086742371320724,1.0011149644851685,1.0011149644851685,1.0011149644851685
63,63,12,3,12,7,train_balanced_1000012,1000012,balanced,balanced_cost,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,207,207,0,0.0,207,0,0.0,0,0.0,1.7658247563921547,1.8283247563921547,-0.0625,1.7658247563921547,1.8283247563921547,0.0,quality,-726.0,-611.8995492427401,-18.82222222222223,0.9999999999999998,1.0,-0.34335048721569056,0.0,0.0,-0.0625,55,217.9,True,False,completed,1.0,1.0,726.0,726.0,611.8995492427401,18.82222222222223,0.35705579912852103,0.34335048721569056,0.2844,0.1899637338,0.75,0,0.0,0,0,0,0.0,2,77,0,2,1705,170.5,0,0,0,0.0,0,0.0,0,0,34,0.0,0,{},0.0,14,1.0,41,14,97,28,27,100,73,27,0,100,0,73,0,27,0,0,0,100,13,13,0,26,0,100,0,0,73,0,27,69,3,1.4492753623188406,0,10,1804,9.861118300003,7.733426800055895,0.14877569999953266,0.22668549994705245,15.179309399987687,parallel_episode_batch,pending,0.014800541391917344,0.019624933399709648,0.5780230041207939,0.018832778285161174,7.403263121683142e-06,0.0,0.9998999011927637,0.40085636528915375,0.3620689655172414,0.0,0.0,0.0,0.0,2.0276629513707656,2.033860514903891,0.0,0.0,1.1671727895736694,1.0306217670440674,0.21078826487064362,0.10841955989599228,0.1620412915945053,0.9222022294998169,0.20113642513751984,0.4090394377708435,0.0001,-0.2996992766857147,-0.301782488822937,-0.20129497349262238,-0.2012835294008255,-0.20127049088478088,0.30057838559150696,-0.30014047026634216,-0.2983826696872711,-0.20068785548210144,-0.19979402422904968,-0.1995474398136139,0.01798621006309986,0.11969384551048279,0.01798621006309986,0.12086742371320724,1.0011149644851685,1.0011149644851685,1.0011149644851685
64,64,12,4,12,7,train_balanced_1000012,1000012,balanced,balanced_cost,0.5,0.3,0.2,group_anchor_4,164,164,0,0.0,164,0,0.0,0,0.0,1.7938531271891354,1.8563531271891354,-0.0625,1.7938531271891354,1.8563531271891356,-2.220446049250313e-16,quality,-659.2000000000002,-289.67179025677,-13.544722222222225,0.9999999999999998,1.0,-0.28729374562172894,0.0,0.0,-0.0625,55,211.60000000000002,True,False,completed,1.0,1.0,659.2000000000002,659.2000000000002,289.67179025677,13.544722222222225,0.28729374562172894,0.28729374562172894,0.16100000000000003,0.1270137338,0.75,0,0.0,0,0,0,0.0,3,42,0,0,1812,181.20000000000002,0,0,0,0.0,0,0.0,0,0,18,0.0,0,{},0.0,7,1.0,48,7,81,14,14,81,67,14,0,81,0,67,0,14,0,0,0,81,7,6,0,13,0,81,0,0,67,0,14,58,3,1.396551724137931,0,10,1804,9.861118300003,7.733426800055895,0.1348431999940658,0.23756549987592734,15.179309399987687,parallel_episode_batch,pending,0.014800541391917344,0.019624933399709648,0.5780230041207939,0.018832778285161174,7.403263121683142e-06,0.0,0.9998999011927637,0.40085636528915375,0.3620689655172414,0.0,0.0,0.0,0.0,2.0276629513707656,2.033860514903891,0.0,0.0,1.1671727895736694,1.0306217670440674,0.21078826487064362,0.10841955989599228,0.1620412915945053,0.9222022294998169,0.20113642513751984,0.4090394377708435,0.0001,-0.2996992766857147,-0.301782488822937,-0.20129497349262238,-0.2012835294008255,-0.20127049088478088,0.30057838559150696,-0.30014047026634216,-0.2983826696872711,-0.20068785548210144,-0.19979402422904968,-0.1995474398136139,0.01798621006309986,0.11969384551048279,0.01798621006309986,0.12086742371320724,1.0011149644851685,1.0011149644851685,1.0011149644851685
65,65,13,0,13,7,train_balanced_1000013,1000013,balanced,downtime_dominant,1.0,0.0,0.0,group_anchor_0,174,174,0,0.0,174,0,0.0,0,0.0,1.7561573901959733,1.8186573901959733,-0.0625,1.7561573901959733,1.8186573901959742,-8.881784197001252e-16,quality,-682.9000000000002,-388.27510297224006,-9.91666666666667,0.9999999999999999,1.0,-0.3626852196080515,0.0,0.0,-0.0625,59,214.10000000000002,True,False,completed,1.0,1.0,682.9000000000002,682.9000000000002,388.27510297224006,9.91666666666667,0.29834864151779183,0.3626852196080515,0.14,0.12881484995,0.75,0,0.0,0,0,0,0.0,3,48,0,0,1891,189.10000000000002,0,0,0,0.0,0,0.0,0,0,17,0.0,0,{},0.0,8,1.0,51,8,84,16,15,94,79,15,0,94,0,79,0,15,0,0,0,94,8,8,1,15,0,94,0,0,79,0,15,69,3,1.3623188405797102,0,10,1804,9.861118300003,7.733426800055895,0.12920919999305625,0.16872320001129992,15.179309399987687,parallel_episode_batch,pending,0.014800541391917344,0.019624933399709648,0.5780230041207939,0.018832778285161174,7.403263121683142e-06,0.0,0.9998999011927637,0.40085636528915375,0.3620689655172414,0.0,0.0,0.0,0.0,2.0276629513707656,2.033860514903891,0.0,0.0,1.1671727895736694,1.0306217670440674,0.21078826487064362,0.10841955989599228,0.1620412915945053,0.9222022294998169,0.20113642513751984,0.4090394377708435,0.0001,-0.2996992766857147,-0.301782488822937,-0.20129497349262238,-0.2012835294008255,-0.20127049088478088,0.30057838559150696,-0.30014047026634216,-0.2983826696872711,-0.20068785548210144,-0.19979402422904968,-0.1995474398136139,0.01798621006309986,0.11969384551048279,0.01798621006309986,0.12086742371320724,1.0011149644851685,1.0011149644851685,1.0011149644851685
66,66,13,1,13,7,train_balanced_1000013,1000013,balanced,downtime_dominant,0.0,1.0,0.0,group_anchor_1,174,174,0,0.0,174,0,0.0,0,0.0,1.8065417088130102,1.8690417088130102,-0.0625,1.8065417088130102,1.8690417088130105,-2.220446049250313e-16,quality,-861.3999999999997,-354.86040753552,-7.784722222222222,0.9999999999999999,1.0,-0.2619165823739792,0.0,0.0,-0.0625,59,238.20000000000002,True,False,completed,1.0,1.0,861.3999999999997,861.3999999999997,354.86040753552,7.784722222222222,0.3144545264341891,0.2619165823739792,0.245,0.14841800380000003,0.75,0,0.0,0,0,5,0.029411764705882353,1,35,0,1,2163,216.3,0,0,0,0.0,0,0.0,0,0,22,0.0,0,{},0.0,7,0.8571428571428571,52,7,88,14,13,72,57,15,3,69,1,56,2,13,2,2,1,69,6,9,0,13,0,69,1,0,56,2,13,47,8,1.5319148936170213,0,10,1804,9.861118300003,7.733426800055895,0.12387679998937529,0.27029929995478597,15.179309399987687,parallel_episode_batch,pending,0.014800541391917344,0.019624933399709648,0.5780230041207939,0.018832778285161174,7.403263121683142e-06,0.0,0.9998999011927637,0.40085636528915375,0.3620689655172414,0.0,0.0,0.0,0.0,2.0276629513707656,2.033860514903891,0.0,0.0,1.1671727895736694,1.0306217670440674,0.21078826487064362,0.10841955989599228,0.1620412915945053,0.9222022294998169,0.20113642513751984,0.4090394377708435,0.0001,-0.2996992766857147,-0.301782488822937,-0.20129497349262238,-0.2012835294008255,-0.20127049088478088,0.30057838559150696,-0.30014047026634216,-0.2983826696872711,-0.20068785548210144,-0.19979402422904968,-0.1995474398136139,0.01798621006309986,0.11969384551048279,0.01798621006309986,0.12086742371320724,1.0011149644851685,1.0011149644851685,1.0011149644851685
67,67,13,2,13,7,train_balanced_1000013,1000013,balanced,downtime_dominant,0.0,0.0,1.0,group_anchor_2,194,194,0,0.0,194,0,0.0,0,0.0,1.9020688800792862,1.9645688800792862,-0.0625,1.9020688800792862,1.9645688800792864,-2.220446049250313e-16,quality,-955.6000000000001,-566.7975453060798,-3.813333333333335,0.9999999999999999,1.0,-0.07086223984142717,0.0,0.0,-0.0625,59,239.8,True,False,completed,1.0,1.0,955.6000000000001,955.6000000000001,566.7975453060798,3.8133333333333344,0.3443543054699901,0.07086223984142717,0.21800000000000003,0.16889999999999997,0.75,0,0.0,0,0,1,0.004784688995215311,1,61,1,0,2134,213.4,0,0,0,0.0,0,0.0,0,0,16,0.0,0,{},0.0,11,1.0,48,11,94,22,19,72,51,21,2,70,0,51,2,19,2,2,0,70,9,9,1,15,0,68,0,0,51,2,19,44,4,1.6363636363636365,0,10,1804,9.861118300003,7.733426800055895,0.11430999998992775,0.3294609001459321,15.179309399987687,parallel_episode_batch,pending,0.014800541391917344,0.019624933399709648,0.5780230041207939,0.018832778285161174,7.403263121683142e-06,0.0,0.9998999011927637,0.40085636528915375,0.3620689655172414,0.0,0.0,0.0,0.0,2.0276629513707656,2.033860514903891,0.0,0.0,1.1671727895736694,1.0306217670440674,0.21078826487064362,0.10841955989599228,0.1620412915945053,0.9222022294998169,0.20113642513751984,0.4090394377708435,0.0001,-0.2996992766857147,-0.301782488822937,-0.20129497349262238,-0.2012835294008255,-0.20127049088478088,0.30057838559150696,-0.30014047026634216,-0.2983826696872711,-0.20068785548210144,-0.19979402422904968,-0.1995474398136139,0.01798621006309986,0.11969384551048279,0.01798621006309986,0.12086742371320724,1.0011149644851685,1.0011149644851685,1.0011149644851685
68,68,13,3,13,7,train_balanced_1000013,1000013,balanced,downtime_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,187,187,0,0.0,187,0,0.0,0,0.0,1.8068470163620622,1.8693470163620622,-0.0625,1.8068470163620622,1.8693470163620627,-4.440892098500626e-16,quality,-740.5,-448.07278671414986,-5.120000000000002,0.9999999999999999,1.0,-0.2613059672758746,0.0,0.0,-0.0625,59,215.10000000000002,True,False,completed,1.0,1.0,740.5,740.5,448.07278671414986,5.120000000000001,0.3022070821094673,0.2613059672758746,0.14,0.12621666666666667,0.75,0,0.0,0,0,0,0.0,2,52,0,1,1767,176.70000000000002,0,0,0,0.0,0,0.0,0,0,18,0.0,0,{},0.0,9,1.0,50,9,92,18,18,86,68,18,0,86,0,68,0,18,0,0,0,86,8,9,0,17,0,86,0,0,68,0,18,60,3,1.4333333333333333,0,10,1804,9.861118300003,7.733426800055895,0.12728220000281,0.22734679987479467,15.179309399987687,parallel_episode_batch,pending,0.014800541391917344,0.019624933399709648,0.5780230041207939,0.018832778285161174,7.403263121683142e-06,0.0,0.9998999011927637,0.40085636528915375,0.3620689655172414,0.0,0.0,0.0,0.0,2.0276629513707656,2.033860514903891,0.0,0.0,1.1671727895736694,1.0306217670440674,0.21078826487064362,0.10841955989599228,0.1620412915945053,0.9222022294998169,0.20113642513751984,0.4090394377708435,0.0001,-0.2996992766857147,-0.301782488822937,-0.20129497349262238,-0.2012835294008255,-0.20127049088478088,0.30057838559150696,-0.30014047026634216,-0.2983826696872711,-0.20068785548210144,-0.19979402422904968,-0.1995474398136139,0.01798621006309986,0.11969384551048279,0.01798621006309986,0.12086742371320724,1.0011149644851685,1.0011149644851685,1.0011149644851685
69,69,13,4,13,7,train_balanced_1000013,1000013,balanced,downtime_dominant,0.5,0.3,0.2,group_anchor_4,166,166,0,0.0,166,0,0.0,0,0.0,0.14725171196237086,0.20975171196237086,-0.0625,0.14725171196237086,0.20975171196237108,-2.220446049250313e-16,quality,-1011.4,-344.64956136877987,-2.153333333333334,0.9333333333333332,0.0,-0.31382990940859123,-1.0,-0.06666666666666667,-0.0625,57,240.0,False,True,horizon,0.9333333333333333,0.9661016949152542,,1011.4,344.64956136877987,2.153333333333334,0.31382990940859123,0.31382990940859123,0.1578,0.1348278401,0.75,0,0.0,0,0,0,0.0,2,40,0,0,2013,201.3,0,0,0,0.0,0,0.0,0,0,20,0.0,0,{},0.0,7,1.0,51,7,81,14,13,74,61,13,0,74,0,61,0,13,0,0,0,74,6,6,0,12,0,74,0,0,61,0,13,55,3,1.3454545454545455,0,10,1804,9.861118300003,7.733426800055895,0.12929679999069776,0.20991870004218072,15.179309399987687,parallel_episode_batch,pending,0.014800541391917344,0.019624933399709648,0.5780230041207939,0.018832778285161174,7.403263121683142e-06,0.0,0.9998999011927637,0.40085636528915375,0.3620689655172414,0.0,0.0,0.0,0.0,2.0276629513707656,2.033860514903891,0.0,0.0,1.1671727895736694,1.0306217670440674,0.21078826487064362,0.10841955989599228,0.1620412915945053,0.9222022294998169,0.20113642513751984,0.4090394377708435,0.0001,-0.2996992766857147,-0.301782488822937,-0.20129497349262238,-0.2012835294008255,-0.20127049088478088,0.30057838559150696,-0.30014047026634216,-0.2983826696872711,-0.20068785548210144,-0.19979402422904968,-0.1995474398136139,0.01798621006309986,0.11969384551048279,0.01798621006309986,0.12086742371320724,1.0011149644851685,1.0011149644851685,1.0011149644851685
70,70,14,0,14,8,train_balanced_1000014,1000014,balanced,fixed_cost_dominant,1.0,0.0,0.0,group_anchor_0,174,174,0,0.0,174,0,0.0,0,0.0,1.7717618384401113,1.8342618384401113,-0.0625,1.7717618384401113,1.8342618384401115,-2.220446049250313e-16,quality,-594.9999999999999,-442.1992647674199,-9.11,1.0,1.0,-0.3314763231197771,0.0,0.0,-0.0625,48,201.20000000000002,True,False,completed,1.0,1.0,594.9999999999999,594.9999999999999,442.1992647674199,9.11,0.2885464113543427,0.3314763231197771,0.234,0.15716570288333337,0.75,0,0.0,0,0,0,0.0,2,60,0,0,1675,167.5,0,0,0,0.0,0,0.0,0,0,14,0.0,0,{},0.0,11,1.0,37,11,82,22,22,98,76,22,0,98,0,76,0,22,0,0,0,98,11,11,0,22,0,98,0,0,76,0,22,66,6,1.4848484848484849,0,10,1877,9.922307200002251,7.9688414999400266,0.11827110000012908,0.14497570012463257,14.971181599990814,parallel_episode_batch,pending,-0.003082985896617174,0.003273363665599997,0.4937999735275904,-0.006384303133624296,5.345977288584436e-06,0.0,1.0000011175870895,0.3114427308862408,0.18333333333333332,0.0,0.0,0.0,0.0,2.0688518047332765,2.0833937406539915,0.0,0.0,1.4827836751937866,1.0712214708328247,0.14265963435173035,0.11094793677330017,0.06489603221416473,0.9602735638618469,0.17503295838832855,0.7930649518966675,0.0001,-0.2995961904525757,-0.3022449016571045,-0.20165657997131348,-0.201621413230896,-0.20152100920677185,0.30087918043136597,-0.3003348410129547,-0.29899680614471436,-0.2008059173822403,-0.19992460310459137,-0.19984076917171478,0.01798621006309986,0.11960270255804062,0.01798621006309986,0.12103845924139023,1.0021940469741821,1.0021940469741821,1.0021940469741821
