episode,instance_id,reward,expected_reward,reward_identity_error,terminated,truncated,task_succeeded,task_failed,terminal_reason,completed_order_ratio,completed_operation_ratio,initial_progress,operation_progress,initial_preference_quality_score,preference_quality_score,flow_time_objective,reconfiguration_cost,worker_load_variance,preference_key,step_count,policy_step_count,forced_action_count,forced_action_ratio,reward_flow,reward_cost,reward_variance,reward_operation_progress,reward_quality,reward_feasibility_shaping
81,train_balanced_1000080,0.5830337187834032,0.5830337187834029,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.41696628121659707,858.2,1036.1038566608397,133.7858333333333,d17fb47064bdfcb2,279,279,0,0.0,-858.2,-1036.1038566608397,-133.7858333333333,1.0,-0.41696628121659707,0.0
82,train_balanced_1000081,0.6023793986245669,0.6023793986245669,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.39762060137543304,792.1000000000003,490.87558685522,24.37222222222222,d17fb47064bdfcb2,217,217,0,0.0,-792.1000000000003,-490.87558685522,-24.37222222222222,1.0,-0.39762060137543304,0.0
83,train_easy_1000082,0.7106478739784439,0.7106478739784436,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.2893521260215563,488.60000000000014,487.78180944918023,25.344722222222227,d17fb47064bdfcb2,177,177,0,0.0,-488.60000000000014,-487.78180944918023,-25.344722222222227,1.0,-0.2893521260215563,0.0
84,train_easy_1000083,0.7153075822603719,0.7153075822603719,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.28469241773962806,477.6000000000001,579.9787875726997,38.21555555555556,d17fb47064bdfcb2,170,170,0,0.0,-477.6000000000001,-579.9787875726997,-38.21555555555556,1.0,-0.28469241773962806,0.0
85,train_balanced_1000084,0.5861378400820596,0.5861378400820594,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.41386215991794056,847.2999999999995,669.7871725660405,21.493333333333343,d17fb47064bdfcb2,254,254,0,0.0,-847.2999999999995,-669.7871725660405,-21.493333333333343,1.0,-0.41386215991794056,0.0
86,train_balanced_1000085,0.6223098065653685,0.6223098065653685,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.37769019343463145,728.3,805.4690305715399,121.14999999999999,d17fb47064bdfcb2,249,249,0,0.0,-728.3,-805.4690305715399,-121.14999999999999,1.0,-0.37769019343463145,0.0
87,train_high_arrival_pressure_1000086,0.3879853858837984,0.3879853858837984,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.6120146141162016,1892.900000000001,1185.7366199668,37.96888888888889,d17fb47064bdfcb2,378,378,0,0.0,-1892.900000000001,-1185.7366199668,-37.96888888888889,1.0,-0.6120146141162016,0.0
88,train_balanced_1000087,0.5644137152532807,0.5644137152532807,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.43558628474671934,926.0999999999999,1241.2679611961203,40.07583333333337,d17fb47064bdfcb2,300,300,0,0.0,-926.0999999999999,-1241.2679611961203,-40.07583333333337,1.0,-0.43558628474671934,0.0
89,train_easy_1000088,0.6710658763001901,0.6710658763001902,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.32893412369980984,588.1999999999999,548.5788507974002,93.4780555555556,d17fb47064bdfcb2,198,198,0,0.0,-588.1999999999999,-548.5788507974002,-93.4780555555556,1.0,-0.32893412369980984,0.0
90,train_fatigue_bottleneck_1000089,0.39091767925204424,0.39091767925204424,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.6090823207479558,1869.6999999999994,1438.5603474755708,6.138055555555557,d17fb47064bdfcb2,347,347,0,0.0,-1869.6999999999994,-1438.5603474755708,-6.138055555555557,1.0,-0.6090823207479558,0.0
91,train_balanced_1000090,0.5818746060224025,0.5818746060224023,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4181253939775977,862.2999999999996,1023.1005298869,112.90583333333335,d17fb47064bdfcb2,275,275,0,0.0,-862.2999999999996,-1023.1005298869,-112.90583333333335,1.0,-0.4181253939775977,0.0
92,train_balanced_1000091,0.577228341911588,0.5772283419115878,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.42277165808841216,878.9000000000003,869.6395414662401,43.9913888888889,d17fb47064bdfcb2,272,272,0,0.0,-878.9000000000003,-869.6395414662401,-43.9913888888889,1.0,-0.42277165808841216,0.0
93,train_easy_1000092,0.6988120195667367,0.6988120195667364,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3011879804332635,517.2000000000002,539.5528192789301,57.72222222222225,d17fb47064bdfcb2,197,197,0,0.0,-517.2000000000002,-539.5528192789301,-57.72222222222225,1.0,-0.3011879804332635,0.0
94,train_balanced_1000093,0.6244796003330557,0.6244796003330558,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.37552039966694417,721.5999999999999,1049.8371407361308,136.45555555555558,d17fb47064bdfcb2,256,256,0,0.0,-721.5999999999999,-1049.8371407361308,-136.45555555555558,1.0,-0.37552039966694417,0.0
95,train_balanced_1000094,0.5894778208969886,0.5894778208969886,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4105221791030113,835.7000000000004,752.9847478070399,85.62000000000005,d17fb47064bdfcb2,244,244,0,0.0,-835.7000000000004,-752.9847478070399,-85.62000000000005,1.0,-0.4105221791030113,0.0
96,train_balanced_1000095,0.6571381632988338,0.6571381632988337,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3428618367011663,626.0999999999999,442.68172827613995,19.319166666666664,d17fb47064bdfcb2,170,170,0,0.0,-626.0999999999999,-442.68172827613995,-19.319166666666664,1.0,-0.3428618367011663,0.0
97,train_easy_1000096,0.6994229760447629,0.699422976044763,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.30057702395523694,515.7,652.9274892184101,22.69916666666666,d17fb47064bdfcb2,182,182,0,0.0,-515.7,-652.9274892184101,-22.69916666666666,1.0,-0.30057702395523694,0.0
98,train_balanced_1000097,0.5567670393912681,0.5567670393912681,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.44323296060873185,955.2999999999997,1192.9802478001498,83.62333333333335,d17fb47064bdfcb2,308,308,0,0.0,-955.2999999999997,-1192.9802478001498,-83.62333333333335,1.0,-0.44323296060873185,0.0
99,train_balanced_1000098,0.6010217369528197,0.6010217369528197,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.39897826304718026,796.6000000000001,945.1236606227898,28.751388888888897,d17fb47064bdfcb2,264,264,0,0.0,-796.6000000000001,-945.1236606227898,-28.751388888888904,1.0,-0.39897826304718026,0.0
100,train_easy_1000099,0.695934582149278,0.695934582149278,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.304065417850722,524.2999999999998,728.7119750285,19.238055555555547,d17fb47064bdfcb2,199,199,0,0.0,-524.2999999999998,-728.7119750285,-19.238055555555547,1.0,-0.304065417850722,0.0
101,train_balanced_1000100,0.6303183107469267,0.630318310746927,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.36968168925307293,703.8000000000003,873.5777651468399,82.70916666666669,d17fb47064bdfcb2,210,210,0,0.0,-703.8000000000003,-873.5777651468399,-82.70916666666669,1.0,-0.36968168925307293,0.0
102,train_balanced_1000101,0.6073796629042871,0.6073796629042871,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.39262033709571287,775.6999999999998,1130.35889790076,71.78555555555558,d17fb47064bdfcb2,252,252,0,0.0,-775.6999999999998,-1130.35889790076,-71.78555555555558,1.0,-0.39262033709571287,0.0
103,train_worker_bottleneck_1000102,0.41382164287192214,0.41382164287192214,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5861783571280779,1699.8000000000009,1218.1964806443707,12.629166666666663,d17fb47064bdfcb2,346,346,0,0.0,-1699.8000000000009,-1218.1964806443707,-12.629166666666661,1.0,-0.5861783571280779,0.0
104,train_machine_bottleneck_1000103,0.5126671508523091,0.5126671508523091,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.48733284914769087,1140.7000000000005,881.2366754581898,37.632222222222204,d17fb47064bdfcb2,288,288,0,0.0,-1140.7000000000005,-881.2366754581898,-37.632222222222204,1.0,-0.48733284914769087,0.0
105,train_balanced_1000104,0.6265664160401001,0.6265664160401001,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.37343358395989984,715.2000000000003,929.7771430475802,89.9447222222222,d17fb47064bdfcb2,212,212,0,0.0,-715.2000000000003,-929.7771430475802,-89.9447222222222,1.0,-0.37343358395989984,0.0
106,train_balanced_1000105,0.608426709932566,0.608426709932566,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.39157329006743397,772.3000000000001,763.8042857438702,5.763333333333333,d17fb47064bdfcb2,213,213,0,0.0,-772.3000000000001,-763.8042857438702,-5.763333333333333,1.0,-0.39157329006743397,0.0
107,train_balanced_1000106,0.5682087220038826,0.5682087220038827,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.43179127799611733,911.9000000000004,813.1345476861301,58.89555555555558,d17fb47064bdfcb2,247,247,0,0.0,-911.9000000000004,-813.1345476861301,-58.89555555555558,1.0,-0.43179127799611733,0.0
108,train_balanced_1000107,0.6378907080586858,0.637890708058686,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.362109291941314,681.1999999999999,570.6944715138503,44.77805555555557,d17fb47064bdfcb2,199,199,0,0.0,-681.1999999999999,-570.6944715138503,-44.77805555555557,1.0,-0.362109291941314,0.0
109,train_balanced_1000108,0.5808325266214909,0.5808325266214909,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4191674733785091,866.0,598.6497923877498,86.90666666666665,d17fb47064bdfcb2,231,231,0,0.0,-866.0,-598.6497923877498,-86.90666666666665,1.0,-0.4191674733785091,0.0
110,train_balanced_1000109,0.5732575359480246,0.5732575359480248,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4267424640519753,893.3,617.48709389454,45.105555555555554,d17fb47064bdfcb2,233,233,0,0.0,-893.3,-617.48709389454,-45.105555555555554,1.0,-0.4267424640519753,0.0
111,train_fatigue_bottleneck_1000110,0.3875092840765978,0.3875092840765978,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.6124907159234022,1896.7000000000003,1415.5594365108284,3.7355555555555604,d17fb47064bdfcb2,354,354,0,0.0,-1896.7000000000003,-1415.5594365108284,-3.7355555555555586,1.0,-0.6124907159234022,0.0
112,train_machine_bottleneck_1000111,0.49902274712022276,0.49902274712022276,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5009772528797772,1204.7000000000007,1336.6250012365508,115.5533333333333,d17fb47064bdfcb2,307,307,0,0.0,-1204.7000000000007,-1336.6250012365508,-115.5533333333333,1.0,-0.5009772528797772,0.0
113,train_easy_1000112,0.689893066574681,0.689893066574681,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.31010693342531903,539.4,518.5717671695801,65.98805555555555,d17fb47064bdfcb2,169,169,0,0.0,-539.4,-518.5717671695801,-65.98805555555555,1.0,-0.31010693342531903,0.0
114,train_reconfiguration_bottleneck_1000113,0.5078720162519046,0.5078720162519046,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4921279837480954,1162.7999999999997,1347.8564942780013,58.972222222222236,d17fb47064bdfcb2,329,329,0,0.0,-1162.7999999999997,-1347.8564942780013,-58.97222222222224,1.0,-0.4921279837480954,0.0
115,train_easy_1000114,0.7082570973263291,0.7082570973263296,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.2917429026736705,494.29999999999984,482.1436304330699,33.45666666666666,d17fb47064bdfcb2,171,171,0,0.0,-494.29999999999984,-482.1436304330699,-33.45666666666666,1.0,-0.2917429026736705,0.0
116,train_balanced_1000115,0.57906673744149,0.5790667374414902,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4209332625585099,872.3000000000002,829.7449078392707,36.798055555555536,d17fb47064bdfcb2,283,283,0,0.0,-872.3000000000002,-829.7449078392707,-36.798055555555536,1.0,-0.4209332625585099,0.0
117,train_high_arrival_pressure_1000116,0.41399296211964387,0.41399296211964387,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5860070378803561,1698.6000000000004,812.2090226598198,80.94805555555551,d17fb47064bdfcb2,306,306,0,0.0,-1698.6000000000004,-812.2090226598198,-80.94805555555551,1.0,-0.5860070378803561,0.0
118,train_balanced_1000117,0.6225357958082587,0.6225357958082589,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.37746420419174104,727.6,903.2512399576796,55.98138888888891,d17fb47064bdfcb2,238,238,0,0.0,-727.6,-903.2512399576796,-55.98138888888891,1.0,-0.37746420419174104,0.0
119,train_high_arrival_pressure_1000118,0.4564473183720047,0.4564473183720047,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5435526816279953,1428.9999999999993,1623.15406174701,41.64666666666668,d17fb47064bdfcb2,342,342,0,0.0,-1428.9999999999993,-1623.15406174701,-41.64666666666668,1.0,-0.5435526816279953,0.0
120,train_worker_bottleneck_1000119,0.41279669762641913,0.41279669762641913,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5872033023735809,1706.9999999999995,1444.0469828568089,60.578888888888905,d17fb47064bdfcb2,321,321,0,0.0,-1706.9999999999995,-1444.0469828568089,-60.578888888888905,1.0,-0.5872033023735809,0.0
121,train_machine_bottleneck_1000120,0.5250721974271463,0.5250721974271462,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4749278025728538,1085.3999999999999,897.0254148949098,21.768888888888906,d17fb47064bdfcb2,271,271,0,0.0,-1085.3999999999999,-897.0254148949098,-21.76888888888891,1.0,-0.4749278025728538,0.0
122,train_balanced_1000121,0.6358289620092195,0.6358289620092195,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3641710379907805,687.3,483.8604276957897,68.37805555555558,d17fb47064bdfcb2,190,190,0,0.0,-687.3,-483.8604276957897,-68.37805555555558,1.0,-0.3641710379907805,0.0
123,train_fatigue_bottleneck_1000122,-0.0117647058823529,-0.0117647058823529,0.0,False,True,False,True,unrecoverable_deadlock,0.9411764705882353,0.9866666666666667,0.0,0.9882352941176471,0.0,1.0,2236.9,2408.361966282134,12.644722222222207,d17fb47064bdfcb2,421,421,0,0.0,-2236.9,-2408.361966282134,-12.644722222222207,0.9882352941176471,-1.0,0.0
124,train_balanced_1000123,0.5568445475638051,0.5568445475638051,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4431554524361949,955.0000000000002,1119.8589565140499,41.15555555555554,d17fb47064bdfcb2,294,294,0,0.0,-955.0000000000002,-1119.8589565140499,-41.15555555555554,1.0,-0.4431554524361949,0.0
125,train_machine_bottleneck_1000124,0.4459805998439067,0.4459805998439067,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5540194001560933,1490.7,850.9820737629304,66.97666666666667,d17fb47064bdfcb2,308,308,0,0.0,-1490.7,-850.9820737629304,-66.97666666666667,1.0,-0.5540194001560933,0.0
126,train_high_arrival_pressure_1000125,0.4360623569170391,0.4360623569170391,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5639376430829609,1551.9000000000005,1013.3582156008005,68.02222222222225,d17fb47064bdfcb2,292,292,0,0.0,-1551.9000000000005,-1013.3582156008005,-68.02222222222225,1.0,-0.5639376430829609,0.0
127,train_balanced_1000126,0.598175564528189,0.5981755645281891,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4018244354718109,806.0999999999998,631.906151447,50.79666666666668,d17fb47064bdfcb2,230,230,0,0.0,-806.0999999999998,-631.906151447,-50.79666666666668,1.0,-0.4018244354718109,0.0
128,train_balanced_1000127,0.6044122091266242,0.6044122091266244,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.39558779087337564,785.4000000000002,788.16727728558,40.713333333333345,d17fb47064bdfcb2,224,224,0,0.0,-785.4000000000002,-788.16727728558,-40.713333333333345,1.0,-0.39558779087337564,0.0
129,train_balanced_1000128,0.6201870897720813,0.6201870897720814,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3798129102279187,734.8999999999999,557.8435659314202,56.79583333333334,d17fb47064bdfcb2,217,217,0,0.0,-734.8999999999999,-557.8435659314202,-56.79583333333334,1.0,-0.3798129102279187,0.0
130,train_balanced_1000129,0.5789549862498189,0.578954986249819,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.421045013750181,872.7000000000003,858.3249601657601,24.3688888888889,d17fb47064bdfcb2,238,238,0,0.0,-872.7000000000003,-858.3249601657601,-24.3688888888889,1.0,-0.421045013750181,0.0
131,train_balanced_1000130,0.6000000000000001,0.6,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4,800.0,605.8312306202802,76.35222222222221,d17fb47064bdfcb2,219,219,0,0.0,-800.0,-605.8312306202802,-76.35222222222221,1.0,-0.4,0.0
132,train_balanced_1000131,0.6240898689411274,0.6240898689411276,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.37591013105887233,722.7999999999997,742.4371318967503,39.03888888888891,d17fb47064bdfcb2,240,240,0,0.0,-722.7999999999997,-742.4371318967503,-39.03888888888891,1.0,-0.37591013105887233,0.0
133,train_easy_1000132,0.693280952105841,0.693280952105841,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3067190478941591,530.9,430.4854867269699,20.609166666666667,d17fb47064bdfcb2,174,174,0,0.0,-530.9,-430.4854867269699,-20.609166666666667,1.0,-0.3067190478941591,0.0
134,train_balanced_1000133,0.5788991268271504,0.5788991268271504,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.42110087317284955,872.8999999999996,715.14581967889,22.05805555555555,d17fb47064bdfcb2,240,240,0,0.0,-872.8999999999996,-715.14581967889,-22.05805555555555,1.0,-0.42110087317284955,0.0
135,train_worker_bottleneck_1000134,0.4727387330601954,0.4727387330601954,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5272612669398046,1338.3999999999996,1336.3148448802806,11.46888888888889,d17fb47064bdfcb2,304,304,0,0.0,-1338.3999999999996,-1336.3148448802806,-11.468888888888893,1.0,-0.5272612669398046,0.0
136,train_balanced_1000135,0.5670541536716757,0.5670541536716756,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4329458463283244,916.2000000000002,785.437598324681,88.60472222222222,d17fb47064bdfcb2,257,257,0,0.0,-916.2000000000002,-785.437598324681,-88.60472222222222,1.0,-0.4329458463283244,0.0
137,train_fatigue_bottleneck_1000136,0.35500857937400165,0.35500857937400165,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.6449914206259983,2180.2,3133.4656540335814,12.002499999999989,d17fb47064bdfcb2,410,410,0,0.0,-2180.2,-3133.4656540335814,-12.002499999999989,1.0,-0.6449914206259983,0.0
138,train_balanced_1000137,0.5595709955700627,0.559570995570063,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4404290044299371,944.5000000000003,890.7530077526701,40.85138888888891,d17fb47064bdfcb2,274,274,0,0.0,-944.5000000000003,-890.7530077526701,-40.85138888888891,1.0,-0.4404290044299371,0.0
139,train_easy_1000138,0.6973905968501188,0.6973905968501192,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.30260940314988083,520.7,787.1036498027495,25.469166666666677,d17fb47064bdfcb2,200,200,0,0.0,-520.7,-787.1036498027495,-25.469166666666677,1.0,-0.30260940314988083,0.0
140,train_easy_1000139,0.6949672786239648,0.6949672786239648,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3050327213760352,526.7,393.90877075576986,19.004722222222224,d17fb47064bdfcb2,174,174,0,0.0,-526.7,-393.90877075576986,-19.004722222222227,1.0,-0.3050327213760352,0.0
141,train_balanced_1000140,0.6632765863365024,0.6632765863365023,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3367234136634977,609.1999999999999,392.87099333144994,28.336666666666662,d17fb47064bdfcb2,177,177,0,0.0,-609.1999999999999,-392.87099333144994,-28.336666666666662,1.0,-0.3367234136634977,0.0
142,train_high_arrival_pressure_1000141,0.47634169577643704,0.47634169577643704,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.523658304223563,1319.2000000000005,1000.7702192748601,69.90250000000005,d17fb47064bdfcb2,258,258,0,0.0,-1319.2000000000005,-1000.7702192748601,-69.90250000000005,1.0,-0.523658304223563,0.0
143,train_easy_1000142,0.7178321469163129,0.7178321469163128,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.2821678530836872,471.69999999999993,236.23083976682017,38.095555555555556,d17fb47064bdfcb2,153,153,0,0.0,-471.69999999999993,-236.23083976682017,-38.095555555555556,1.0,-0.2821678530836872,0.0
144,train_balanced_1000143,0.6071645415907709,0.607164541590771,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.39283545840922895,776.4000000000002,521.43025042355,10.42888888888889,d17fb47064bdfcb2,211,211,0,0.0,-776.4000000000002,-521.43025042355,-10.42888888888889,1.0,-0.39283545840922895,0.0
145,train_machine_bottleneck_1000144,0.4870129870129871,0.4870129870129871,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5129870129870129,1263.9999999999998,818.6938153185,188.5825,d17fb47064bdfcb2,282,282,0,0.0,-1263.9999999999998,-818.6938153185,-188.5825,1.0,-0.5129870129870129,0.0
146,train_fatigue_bottleneck_1000145,0.43618916069935665,0.43618916069935665,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5638108393006434,1551.1000000000008,1866.6928812277731,11.138055555555546,d17fb47064bdfcb2,337,337,0,0.0,-1551.1000000000008,-1866.6928812277731,-11.138055555555544,1.0,-0.5638108393006434,0.0
147,train_balanced_1000146,0.6644886206323717,0.6644886206323717,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.33551137936762826,605.9,354.0479048485698,9.978888888888887,d17fb47064bdfcb2,160,160,0,0.0,-605.9,-354.0479048485698,-9.978888888888887,1.0,-0.33551137936762826,0.0
148,train_balanced_1000147,0.6109979633401221,0.6109979633401224,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3890020366598777,763.9999999999998,625.1713373008598,81.84249999999999,d17fb47064bdfcb2,217,217,0,0.0,-763.9999999999998,-625.1713373008598,-81.84249999999999,1.0,-0.3890020366598777,0.0
149,train_easy_1000148,0.7168458781362007,0.7168458781362008,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.28315412186379924,474.0,446.02530135870967,58.918055555555554,d17fb47064bdfcb2,157,157,0,0.0,-474.0,-446.02530135870967,-58.918055555555554,1.0,-0.28315412186379924,0.0
150,train_easy_1000149,0.7289958082741025,0.7289958082741024,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.2710041917258976,446.10000000000014,336.8771071109701,28.50916666666667,d17fb47064bdfcb2,146,146,0,0.0,-446.10000000000014,-336.8771071109701,-28.50916666666667,1.0,-0.2710041917258976,0.0
151,train_machine_bottleneck_1000150,0.5200208008320334,0.5200208008320333,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.47997919916796666,1107.6,747.8705838234304,46.9988888888889,d17fb47064bdfcb2,262,262,0,0.0,-1107.6,-747.8705838234304,-46.9988888888889,1.0,-0.47997919916796666,0.0
152,train_balanced_1000151,0.5440943096803446,0.5440943096803446,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4559056903196554,1005.5,836.2442696317497,108.34888888888885,d17fb47064bdfcb2,279,279,0,0.0,-1005.5,-836.2442696317497,-108.34888888888885,1.0,-0.4559056903196554,0.0
153,train_balanced_1000152,0.6007810153199158,0.6007810153199158,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.39921898468008415,797.4000000000001,755.3002064412901,42.79888888888889,d17fb47064bdfcb2,241,241,0,0.0,-797.4000000000001,-755.3002064412901,-42.79888888888889,1.0,-0.39921898468008415,0.0
154,train_easy_1000153,0.7089265670230991,0.7089265670230993,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.29107343297690075,492.70000000000005,450.05912653546017,35.285833333333336,d17fb47064bdfcb2,168,168,0,0.0,-492.70000000000005,-450.05912653546017,-35.285833333333336,1.0,-0.29107343297690075,0.0
155,train_reconfiguration_bottleneck_1000154,0.4515182300485383,0.4515182300485383,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5484817699514617,1457.7000000000003,2295.8535468183,9.548055555555555,d17fb47064bdfcb2,410,410,0,0.0,-1457.7000000000003,-2295.8535468183,-9.548055555555555,1.0,-0.5484817699514617,0.0
156,train_fatigue_bottleneck_1000155,0.4011767852366942,0.4011767852366942,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5988232147633058,1791.2000000000007,1928.6804964129299,46.03805555555555,d17fb47064bdfcb2,398,398,0,0.0,-1791.2000000000007,-1928.6804964129299,-46.03805555555556,1.0,-0.5988232147633058,0.0
157,train_reconfiguration_bottleneck_1000156,0.4642705149533797,0.4642705149533797,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5357294850466203,1384.6999999999996,1638.6948326313004,8.859166666666653,d17fb47064bdfcb2,390,390,0,0.0,-1384.6999999999996,-1638.6948326313004,-8.859166666666653,1.0,-0.5357294850466203,0.0
158,train_balanced_1000157,0.6290626965820926,0.6290626965820927,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.37093730341790737,707.6000000000003,483.0021241612498,36.46583333333336,d17fb47064bdfcb2,200,200,0,0.0,-707.6000000000003,-483.0021241612498,-36.46583333333336,1.0,-0.37093730341790737,0.0
159,train_fatigue_bottleneck_1000158,0.41587246577716175,0.41587246577716175,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5841275342228383,1685.499999999999,1868.89148978392,3.60916666666667,d17fb47064bdfcb2,385,385,0,0.0,-1685.499999999999,-1868.89148978392,-3.609166666666667,1.0,-0.5841275342228383,0.0
160,train_easy_1000159,0.7029876977152902,0.70298769771529,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.29701230228471004,507.00000000000006,372.17972312630985,13.011388888888888,d17fb47064bdfcb2,161,161,0,0.0,-507.00000000000006,-372.17972312630985,-13.011388888888888,1.0,-0.29701230228471004,0.0
161,train_reconfiguration_bottleneck_1000160,-0.015625,-0.015625,0.0,False,True,False,True,unrecoverable_deadlock,0.9375,0.9857142857142858,0.0,0.984375,0.0,1.0,1675.6999999999998,2311.886254627269,11.858055555555529,d17fb47064bdfcb2,404,404,0,0.0,-1675.6999999999998,-2311.886254627269,-11.858055555555529,0.984375,-1.0,0.0
162,train_machine_bottleneck_1000161,0.50733522174777,0.50733522174777,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.49266477825223004,1165.2999999999997,815.0963698054404,168.6488888888889,d17fb47064bdfcb2,276,276,0,0.0,-1165.2999999999997,-815.0963698054404,-168.6488888888889,1.0,-0.49266477825223004,0.0
