instance_id,seed,pressure_type,cost_profile,ood_factor,terminated,truncated,task_succeeded,task_failed,termination_reason,decisions,makespan,completed_orders,unfinished_orders,initial_progress,operation_progress,initial_preference_quality_score,single_stage_proxy_return,total_flow_time,flow_time_objective,reconfiguration_cost,worker_load_variance,preference,preference_key,preference_quality_score,preference_flow,preference_cost,preference_variance,forced_action_state_count,forced_production_count,forced_worker_count,forced_pair_count,forced_wait_count,forced_production_pair_count,forced_production_wait_count,forced_worker_pair_count,forced_worker_wait_count,forced_pair_wait_physically_unavailable_count,forced_wait_pair_physically_unavailable_count,forced_wait_dis_count,forced_wait_ins_count,forced_mixed_wait_stage_count,forced_phase_handoff_count,forced_recovery_wait_count,forced_future_event_wait_count,forced_direct_process_count,forced_commit_reconfig_count,forced_worker_assign_count,forced_action_chain_count,longest_forced_action_chain,mean_forced_action_chain_length,quality_score,heuristic_quality_score,reward_quality_score,heuristic_reward_quality_score,quality_metric_version,quality_metric_sha256,decode_mode,result_role,action_trace_sha256,sampling_seed,sampling_repeat,derived_sampling_seed,sampling_evaluation_key,sampling_rng_version,inference_time_seconds,solve_time_seconds,inference_time_per_decision_ms,heuristic_completed,heuristic_makespan,heuristic_flow_time,heuristic_reconfiguration_cost,heuristic_worker_load_variance,relative_heuristic_gap_percent,makespan_heuristic_gap_percent,reconfiguration_cost_heuristic_gap_percent,worker_load_variance_heuristic_gap_percent,maximum_worker_fatigue,mean_peak_worker_fatigue,safe_fatigue_limit,fatigue_masked_action_count,fatigue_masked_action_ratio,worker_competition_event_count,worker_matching_deficit_event_count,minimum_worker_alternatives,wait_total_ticks,wait_total_time,production_wait_ticks,production_wait_time,worker_wait_ticks,worker_wait_time,wait_min_estimated_deadline_slack_ticks,ranker_top_decision_count,ranker_top_selected_count,ranker_top_selection_rate,context_override_count,context_override_rate,production_pair_plus_wait_state_count,production_decision_state_count,production_pair_plus_wait_ratio,worker_pair_plus_wait_state_count,worker_decision_state_count,worker_pair_plus_wait_ratio,mean_commit_set_logit,reconfiguration_reuse_count,qualification_scarcity_regret,qualification_scarcity_decision_count,wait_reason_counts,wait_mask_reason_counts,direct_process_action_count,commit_reconfig_action_count,worker_assign_action_count,wait_action_count,production_wait_action_count,worker_wait_action_count,machine_waiting_for_worker_time,completed_reconfigurations,worker_switch_ratio,schedule_violation_count,total_effective_load,max_module_load,ready_configuration_gap_ratio,heuristic_reconfiguration_ratio,mean_wave_overlap_ratio
test_worker_bottleneck_3000010,3000010,worker_bottleneck,balanced_cost,,False,True,False,True,unrecoverable_deadlock,187,240.0,14,1,0.0,0.9866666666666667,0.0,-0.013333333333333308,,2024.5000000000007,273.05928440554004,12.32333333333333,"{'flow': 1.0, 'cost': 0.0, 'variance': 0.0}",d17fb47064bdfcb2,1.0,1.0,0.0,0.0,49,37,12,0,98,0,37,0,12,0,49,5,5,0,10,0,49,0,0,0,36,3,1.3611111111111112,0.41781827894855095,0.4443308923981406,1.0,0.5245830196901865,canonical_bounded_quality_v1,cd7a75eec571f2801dad1b7bcac15263d02db4a27e1a43d5c6febd3e057f88de,greedy,greedy_diagnostic,3978504437012ade5da215188e602f69b0885c5943df6fde664ae447b2950969,,0,,,,13.885325242965036,249.64594189997297,74.25307616558842,True,160.0,1324.1,1329.6502472196,2.8580555556,52.89630692545886,50.0,-79.46382629743967,331.17892894654585,0.43824443879999997,0.26097821455000003,0.75,0,0.0,0,0,1,2326,232.60000000000002,2186,218.60000000000002,140,14.0,-1,138,74,0.5362318840579711,6,0.043478260869565216,157,163,0.9631901840490797,23,24,0.9583333333333334,0,39,0,0,"{""external_event:DIS_COMPLETE"": 5, ""external_event:DIS_COMPLETE+INS_COMPLETE"": 1, ""external_event:INS_COMPLETE"": 5, ""external_event:ORDER_RELEASE"": 15, ""external_event:PROCESS_COMPLETE"": 67, ""reconfiguration_duration_improved"": 2, ""worker_phase_handoff"": 12}","{""external_event:DIS_COMPLETE"": 20, ""external_event:DIS_COMPLETE+INS_COMPLETE"": 2, ""external_event:INS_COMPLETE"": 18, ""external_event:ORDER_RELEASE"": 53, ""external_event:PROCESS_COMPLETE"": 226, ""no_state_progress"": 15, ""reconfiguration_duration_improved"": 16, ""worker_phase_handoff"": 24}",62,6,12,107,95,12,0.0,6,0.6666666666666666,0,0.35859375,0.3049166667,0.6029411765,0.3970588235,0.8529598961
test_fatigue_bottleneck_3000011,3000011,fatigue_bottleneck,balanced_cost,,True,False,True,False,completed,195,232.4,16,0,0.0,1.0,0.0,0.4143503332067263,1696.0999999999997,1696.0999999999997,287.22564654148005,9.549166666666666,"{'flow': 1.0, 'cost': 0.0, 'variance': 0.0}",d17fb47064bdfcb2,0.5856496667932737,1.0,0.0,0.0,62,52,10,0,124,0,52,0,10,0,62,5,4,1,8,0,62,0,0,0,46,4,1.3478260869565217,0.3918369995472224,0.45114635017864435,0.5856496667932737,0.5336727159678234,canonical_bounded_quality_v1,cd7a75eec571f2801dad1b7bcac15263d02db4a27e1a43d5c6febd3e057f88de,greedy,greedy_diagnostic,3f52c91caa32ae86696ca2fbe7a8dea8d1d528491275b2fd5c0d99083ca132e3,,0,,,,14.673910509684296,252.78077000007033,75.25082312658613,True,158.4,1373.3,956.8397972415,11.5833333333,23.505424888953595,46.717171717171716,-69.98184572072245,-17.561151078899464,0.4339536058,0.31968258374999997,0.75,0,0.0,0,0,1,2324,232.4,2170,217.0,154,15.4,76,133,85,0.6390977443609023,1,0.007518796992481203,168,173,0.9710982658959537,21,22,0.9545454545454546,0,42,0,0,"{""external_event:DIS_COMPLETE"": 4, ""external_event:DIS_COMPLETE+ORDER_RELEASE"": 1, ""external_event:INS_COMPLETE"": 6, ""external_event:ORDER_RELEASE"": 14, ""external_event:ORDER_RELEASE+PROCESS_COMPLETE"": 1, ""external_event:PROCESS_COMPLETE"": 72, ""reconfiguration_duration_improved"": 1, ""worker_phase_handoff"": 10}","{""external_event:DIS_COMPLETE"": 12, ""external_event:DIS_COMPLETE+ORDER_RELEASE"": 2, ""external_event:INS_COMPLETE"": 20, ""external_event:ORDER_RELEASE"": 57, ""external_event:ORDER_RELEASE+PROCESS_COMPLETE"": 2, ""external_event:PROCESS_COMPLETE"": 252, ""no_state_progress"": 12, ""reconfiguration_duration_improved"": 10, ""worker_phase_handoff"": 22}",68,6,12,109,99,10,0.0,6,1.0,0,0.3811979167,0.3465,0.5540540541,0.2702702703,0.8487002165
test_high_arrival_pressure_3000012,3000012,high_arrival_pressure,balanced_cost,,False,True,False,True,unrecoverable_deadlock,157,240.0,14,2,0.0,0.9375,0.0,-0.0625,,2377.8,0.0,0.0,"{'flow': 1.0, 'cost': 0.0, 'variance': 0.0}",d17fb47064bdfcb2,1.0,1.0,0.0,0.0,19,19,0,0,38,0,19,0,0,0,19,0,0,0,0,0,19,0,0,0,17,2,1.1176470588235294,0.3322991782659735,0.36753352095432884,1.0,0.4883165614872932,canonical_bounded_quality_v1,cd7a75eec571f2801dad1b7bcac15263d02db4a27e1a43d5c6febd3e057f88de,greedy,greedy_diagnostic,5d7acefcddac84de35955624472a1d5c98a26a982b5482dc67acef390a0a2ee8,,0,,,,11.356916855319087,232.8596759000793,72.33705003387954,True,137.8,1145.2,633.1456350308,1.8322222222,107.63185469786937,74.16545718432509,-100.0,-100.0,0.146107978,0.09410976256666666,0.75,0,0.0,0,0,6,2373,237.3,2373,237.3,0,0.0,-254,138,64,0.463768115942029,9,0.06521739130434782,151,157,0.9617834394904459,0,0,0.0,0,0,0,0,"{""external_event:ORDER_RELEASE"": 14, ""external_event:ORDER_RELEASE+PROCESS_COMPLETE"": 1, ""external_event:PROCESS_COMPLETE"": 69, ""reconfiguration_duration_improved"": 1}","{""external_event:ORDER_RELEASE"": 51, ""external_event:ORDER_RELEASE+PROCESS_COMPLETE"": 2, ""external_event:PROCESS_COMPLETE"": 246, ""no_state_progress"": 13, ""reconfiguration_duration_improved"": 2}",72,0,0,85,85,0,0.0,0,,0,0.3730729167,0.2003333333,0.3466666667,0.2,0.8231934249
test_balanced_3000013,3000013,balanced,fixed_cost_dominant,,False,True,False,True,unrecoverable_deadlock,144,240.0,14,4,0.0,0.8629629629629629,0.0,-0.13703703703703707,,2030.1000000000004,102.21035092996004,5.784722222222221,"{'flow': 1.0, 'cost': 0.0, 'variance': 0.0}",d17fb47064bdfcb2,1.0,1.0,0.0,0.0,40,36,4,0,80,0,36,0,4,0,40,2,1,0,3,0,40,0,0,0,35,2,1.1428571428571428,0.36280633587149913,0.2886939465718873,1.0,0.3885661877101804,canonical_bounded_quality_v1,cd7a75eec571f2801dad1b7bcac15263d02db4a27e1a43d5c6febd3e057f88de,greedy,greedy_diagnostic,f7ceeba91598cdcb3bec83b251ec05e2821c1b8d0e4f3c4828b66c19ef36d712,,0,,,,10.317992314259293,220.28905070002656,71.65272440457842,True,214.6,762.6,424.5061390068,1.2847222222,166.20771046420145,11.835973904939424,-75.92252701713632,350.2702702780586,0.15750000000000003,0.10839968491666667,0.75,0,0.0,0,0,3,2379,237.9,2305,230.5,74,7.4,-329,104,62,0.5961538461538461,1,0.009615384615384616,128,135,0.9481481481481482,6,9,0.6666666666666666,0,4,0,0,"{""external_event:DIS_COMPLETE"": 2, ""external_event:INS_COMPLETE"": 2, ""external_event:ORDER_RELEASE"": 18, ""external_event:PROCESS_COMPLETE"": 54, ""worker_phase_handoff"": 5}","{""external_event:DIS_COMPLETE"": 8, ""external_event:INS_COMPLETE"": 6, ""external_event:ORDER_RELEASE"": 63, ""external_event:PROCESS_COMPLETE"": 178, ""no_state_progress"": 21, ""reconfiguration_duration_improved"": 2, ""worker_phase_handoff"": 10}",55,3,5,81,77,4,0.0,2,1.0,0,0.3365104167,0.19925,0.171875,0.15625,0.3224571227
test_machine_bottleneck_3000014,3000014,machine_bottleneck,balanced_cost,,False,True,False,True,unrecoverable_deadlock,213,240.0,13,5,0.0,0.9305555555555556,0.0,-0.06944444444444442,,3526.5000000000005,269.10454854628,19.30222222222222,"{'flow': 1.0, 'cost': 0.0, 'variance': 0.0}",d17fb47064bdfcb2,1.0,1.0,0.0,0.0,67,56,11,0,134,0,56,0,11,0,67,4,4,1,7,0,67,0,0,0,56,3,1.1964285714285714,0.4923735111629468,0.42476313490218337,1.0,0.5510494219761308,canonical_bounded_quality_v1,cd7a75eec571f2801dad1b7bcac15263d02db4a27e1a43d5c6febd3e057f88de,greedy,greedy_diagnostic,ea1ffc3e60f136be7dffc7aa450220ba8528d29b7dcaab4c0f39195c1cc463e7,,0,,,,16.60436280957068,257.0134256000165,77.95475497451024,True,200.7,1472.9,870.9912435087,2.5158333333,139.42562292076857,19.5814648729447,-69.10364477807842,667.2297670411909,0.3328550711,0.19814447135,0.75,0,0.0,0,0,2,2393,239.3,2144,214.4,249,24.900000000000002,-116,146,88,0.6027397260273972,7,0.04794520547945205,181,189,0.9576719576719577,20,24,0.8333333333333334,0,38,0,0,"{""external_event:DIS_COMPLETE"": 5, ""external_event:DIS_COMPLETE+PROCESS_COMPLETE"": 1, ""external_event:INS_COMPLETE"": 6, ""external_event:ORDER_RELEASE"": 17, ""external_event:ORDER_RELEASE+PROCESS_COMPLETE"": 1, ""external_event:PROCESS_COMPLETE"": 76, ""worker_phase_handoff"": 12}","{""external_event:DIS_COMPLETE"": 14, ""external_event:DIS_COMPLETE+PROCESS_COMPLETE"": 2, ""external_event:INS_COMPLETE"": 20, ""external_event:ORDER_RELEASE"": 65, ""external_event:ORDER_RELEASE+PROCESS_COMPLETE"": 4, ""external_event:PROCESS_COMPLETE"": 268, ""no_state_progress"": 25, ""reconfiguration_duration_improved"": 2, ""worker_phase_handoff"": 26}",75,7,13,118,107,11,0.0,6,1.0,0,0.4673958333,0.4215833333,0.380952381,0.2380952381,0.563751215
test_reconfiguration_bottleneck_3000015,3000015,reconfiguration_bottleneck,balanced_cost,,False,True,False,True,unrecoverable_deadlock,150,240.0,7,10,0.0,0.6088235294117648,0.0,-0.39117647058823524,,4684.700000000001,355.75176837611997,46.0188888888889,"{'flow': 1.0, 'cost': 0.0, 'variance': 0.0}",d17fb47064bdfcb2,1.0,1.0,0.0,0.0,26,15,11,0,52,0,15,0,11,0,26,4,3,1,6,0,26,0,0,0,22,3,1.1818181818181819,0.5726150609876596,0.4784825829164579,1.0,0.530295913574448,canonical_bounded_quality_v1,cd7a75eec571f2801dad1b7bcac15263d02db4a27e1a43d5c6febd3e057f88de,greedy,greedy_diagnostic,fc402be55b7c2633682648d94808b3b5833eab92b78bb9bf1326cec3ff078767,,0,,,,10.80157979699705,227.0222313000122,72.01053197998033,True,204.5,1354.8,1582.8788009685,8.6455555556,245.78535577206972,17.359413202933986,-77.52501529754207,432.28376815045755,0.4614437791,0.2581332187666667,0.75,0,0.0,0,0,3,2377,237.70000000000002,2005,200.5,372,37.2,-367,124,62,0.5,4,0.03225806451612903,116,126,0.9206349206349206,20,24,0.8333333333333334,0,23,0,0,"{""external_event:DIS_COMPLETE"": 6, ""external_event:INS_COMPLETE"": 6, ""external_event:ORDER_RELEASE"": 17, ""external_event:PROCESS_COMPLETE"": 46, ""reconfiguration_duration_improved"": 1, ""worker_phase_handoff"": 12}","{""external_event:DIS_COMPLETE"": 14, ""external_event:INS_COMPLETE"": 18, ""external_event:ORDER_RELEASE"": 53, ""external_event:PROCESS_COMPLETE"": 148, ""no_state_progress"": 29, ""reconfiguration_duration_improved"": 12, ""worker_phase_handoff"": 26}",42,7,13,88,77,11,0.0,6,1.0,0,0.3961458333,0.2135,0.5714285714,0.3116883117,0.6608854102
test_balanced_3000016,3000016,balanced,balanced_cost,,False,True,False,True,horizon,128,240.0,11,6,0.0,0.7892156862745099,0.0,-0.2107843137254901,,2909.6000000000004,17.85360775706,1.0888888888888892,"{'flow': 1.0, 'cost': 0.0, 'variance': 0.0}",d17fb47064bdfcb2,1.0,1.0,0.0,0.0,20,19,1,0,40,0,19,0,1,0,20,0,0,0,0,0,20,0,0,0,19,2,1.0526315789473684,0.3635252465016243,0.31212962045734716,1.0,0.38797368286836337,canonical_bounded_quality_v1,cd7a75eec571f2801dad1b7bcac15263d02db4a27e1a43d5c6febd3e057f88de,greedy,greedy_diagnostic,e1e5b019cbeb4e54b215c46d42ecc20ea837c616b660bd522c301bc27d312b49,,0,,,,9.111154138790315,198.39837730000727,71.18089170929933,True,204.3,760.7,508.1779562204,4.6622222222,282.4898120152492,17.47430249632892,-96.4867410050906,-76.64442326013652,0.1169263067,0.09592915861666668,0.75,0,0.0,0,0,3,2400,240.0,2372,237.20000000000002,28,2.8000000000000003,-315,108,53,0.49074074074074076,4,0.037037037037037035,125,126,0.9920634920634921,1,2,0.5,0,0,0,0,"{""external_event:DIS_COMPLETE"": 1, ""external_event:ORDER_RELEASE"": 16, ""external_event:PROCESS_COMPLETE"": 53, ""worker_phase_handoff"": 1}","{""external_event:DIS_COMPLETE"": 2, ""external_event:ORDER_RELEASE"": 59, ""external_event:PROCESS_COMPLETE"": 188, ""no_state_progress"": 4, ""worker_phase_handoff"": 2}",55,1,1,71,70,1,0.0,0,,0,0.335625,0.1955833333,0.1692307692,0.2,0.3542397848
test_balanced_3000017,3000017,balanced,balanced_cost,,False,True,False,True,unrecoverable_deadlock,122,240.0,13,2,0.0,0.9,0.0,-0.09999999999999998,,1356.6999999999998,48.260032518820005,2.6888888888888887,"{'flow': 1.0, 'cost': 0.0, 'variance': 0.0}",d17fb47064bdfcb2,1.0,1.0,0.0,0.0,35,33,2,0,70,0,33,0,2,0,35,2,1,0,3,0,35,0,0,0,28,3,1.25,0.2893406177392853,0.25964866482534765,1.0,0.33654005639409523,canonical_bounded_quality_v1,cd7a75eec571f2801dad1b7bcac15263d02db4a27e1a43d5c6febd3e057f88de,greedy,greedy_diagnostic,3685f547e0b3e375c52306cb6e3475f4f194ad1356179c09edb94f838b307ff8,,0,,,,8.689415175054457,189.00695409998298,71.2247145496267,True,185.5,608.7,369.2889263652,2.7622222222,122.88483653688182,29.380053908355794,-86.93163291035313,-2.6548672558540343,0.1397993035,0.10260782010000001,0.75,0,0.0,0,0,3,2392,239.20000000000002,2340,234.0,52,5.2,-326,87,49,0.5632183908045977,5,0.05747126436781609,108,117,0.9230769230769231,4,5,0.8,0,3,0,0,"{""external_event:DIS_COMPLETE"": 1, ""external_event:INS_COMPLETE"": 1, ""external_event:ORDER_RELEASE"": 14, ""external_event:ORDER_RELEASE+PROCESS_COMPLETE"": 1, ""external_event:PROCESS_COMPLETE"": 48, ""worker_phase_handoff"": 3}","{""external_event:DIS_COMPLETE"": 4, ""external_event:INS_COMPLETE"": 2, ""external_event:ORDER_RELEASE"": 41, ""external_event:ORDER_RELEASE+PROCESS_COMPLETE"": 2, ""external_event:PROCESS_COMPLETE"": 164, ""no_state_progress"": 21, ""reconfiguration_duration_improved"": 4, ""worker_phase_handoff"": 6}",49,2,3,68,66,2,0.0,1,1.0,0,0.2764583333,0.1685,0.1636363636,0.1636363636,0.252772409
test_balanced_3000018,3000018,balanced,balanced_cost,,False,True,False,True,unrecoverable_deadlock,139,240.0,10,8,0.0,0.637962962962963,0.0,-0.36203703703703705,,3946.0,139.46921112753,11.252222222222223,"{'flow': 1.0, 'cost': 0.0, 'variance': 0.0}",d17fb47064bdfcb2,1.0,1.0,0.0,0.0,20,14,6,0,40,0,14,0,6,0,20,2,2,0,4,0,20,0,0,0,16,2,1.25,0.45686472395347927,0.32794755729034164,1.0,0.4149765990639626,canonical_bounded_quality_v1,cd7a75eec571f2801dad1b7bcac15263d02db4a27e1a43d5c6febd3e057f88de,greedy,greedy_diagnostic,45ef6fea76e718b9c34f491eb3cb378fa7e98b2df1e7703ddf847695c039594b,,0,,,,9.943645683499573,214.58166210004129,71.53701930575232,True,204.5,851.2,628.0777704873,1.21,363.58082706766913,17.359413202933986,-77.79427681076477,829.9357208448117,0.17925153880000003,0.11924917623333332,0.75,0,0.0,0,0,3,2388,238.8,2223,222.3,165,16.5,-406,119,57,0.4789915966386555,4,0.03361344537815126,117,126,0.9285714285714286,10,13,0.7692307692307693,0,17,0,0,"{""external_event:DIS_COMPLETE"": 3, ""external_event:INS_COMPLETE"": 3, ""external_event:ORDER_RELEASE"": 17, ""external_event:ORDER_RELEASE+PROCESS_COMPLETE"": 1, ""external_event:PROCESS_COMPLETE"": 48, ""worker_phase_handoff"": 7}","{""external_event:DIS_COMPLETE"": 8, ""external_event:INS_COMPLETE"": 8, ""external_event:ORDER_RELEASE"": 51, ""external_event:ORDER_RELEASE+PROCESS_COMPLETE"": 2, ""external_event:PROCESS_COMPLETE"": 164, ""no_state_progress"": 25, ""reconfiguration_duration_improved"": 6, ""worker_phase_handoff"": 14}",49,4,7,79,73,6,0.0,3,1.0,0,0.371875,0.2068333333,0.2133333333,0.1866666667,0.3464692564
test_balanced_3000019,3000019,balanced,balanced_cost,,False,True,False,True,unrecoverable_deadlock,139,240.0,10,5,0.0,0.8622222222222221,0.0,-0.1377777777777779,,2975.0,66.61351198874,4.053333333333334,"{'flow': 1.0, 'cost': 0.0, 'variance': 0.0}",d17fb47064bdfcb2,1.0,1.0,0.0,0.0,8,5,3,0,16,0,5,0,3,0,8,1,0,0,1,0,8,0,0,0,8,1,1.0,0.3900209423580936,0.29380085799581857,1.0,0.3792033109156751,canonical_bounded_quality_v1,cd7a75eec571f2801dad1b7bcac15263d02db4a27e1a43d5c6febd3e057f88de,greedy,greedy_diagnostic,7fb839d2e810b503ac257059a9ecf0f067a617f398ea39e88733f7114fe5c833,,0,,,,9.943645683499573,214.59112530003767,71.53701930575232,True,213.0,733.0,490.9765337754,1.39,305.86630286493863,12.67605633802817,-86.43244485097678,191.6067146282974,0.14,0.11649410436666667,0.75,0,0.0,0,0,3,2392,239.20000000000002,2336,233.60000000000002,56,5.6000000000000005,-239,131,51,0.3893129770992366,11,0.08396946564885496,129,132,0.9772727272727273,5,7,0.7142857142857143,0,8,0,0,"{""external_event:DIS_COMPLETE"": 2, ""external_event:INS_COMPLETE"": 1, ""external_event:ORDER_RELEASE"": 15, ""external_event:PROCESS_COMPLETE"": 55, ""worker_phase_handoff"": 4}","{""external_event:DIS_COMPLETE"": 4, ""external_event:INS_COMPLETE"": 2, ""external_event:ORDER_RELEASE"": 57, ""external_event:PROCESS_COMPLETE"": 192, ""no_state_progress"": 11, ""reconfiguration_duration_improved"": 4, ""worker_phase_handoff"": 8}",56,2,4,77,74,3,0.0,1,1.0,0,0.3199479167,0.1694444444,0.2222222222,0.1904761905,0.2420470815
