update_id,episode_start,episode_end,episode_count,parallel_envs,transition_count,environment_step_count,forced_action_count,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,transitions_per_second,reward_phase,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual
1,0,9,10,10,2060,2060,0,0.0,2060,0,0.0,0,8.017970899993088,3.7199793998734094,3.6806278000585735,1.6101808003149927,19.931458300037775,73.70454635251461,feasibility,feasibility_best,0.007883226230853435,0.0042675198884821975,0.5254181984699133,0.004762804375566317,0.002322283827445724,0.03211805563081394,1.0004006497787707,0.4134666266089136,0.2727272727272727,1.7959856986999512,0.5892413854598999,0.16471271216869354,0.15125375986099243,0.0999663695693016,0.4379875659942627,0.08690422773361206,0.6316560506820679,0.0001,-0.30032026767730713,-0.3001728355884552,-0.20033006370067596,-0.20010703802108765,-0.20006701350212097,0.30013006925582886,-0.2997843623161316,-0.2998078465461731,-0.1999203860759735,-0.1998445838689804,-0.19999153912067413,0.017976434901356697,0.11933334171772003,0.01798621006309986,0.11926454305648804
2,10,19,10,10,1827,1827,0,0.0,1827,0,0.0,0,4.790265600022394,3.1532090004184283,1.177019199996721,1.6935011998284608,12.967819899960887,102.88271221589288,feasibility,feasibility_best,-0.0023113272377643093,0.00441089889098858,0.5886219041100864,-0.005992095363486944,0.0016903237164711002,0.021282327586206896,0.9994775036285664,0.5727769232772547,0.4827586206896552,1.81312894821167,0.7728444337844849,0.1540520340204239,0.15660706162452698,0.052340228110551834,0.616237461566925,0.1361703872680664,0.8845652937889099,0.0001,-0.30051472783088684,-0.30067747831344604,-0.20081251859664917,-0.20046289265155792,-0.2004108428955078,0.30062487721443176,-0.2997688055038452,-0.2997598350048065,-0.19984813034534454,-0.19985750317573547,-0.1998085230588913,0.017977435141801834,0.11963146179914474,0.01798621006309986,0.11926931887865067
3,20,29,10,10,2237,2237,0,0.0,2237,0,0.0,0,10.174096899980213,7.709318499837536,1.442325700132642,1.8258780024480075,26.190230900014285,61.51633029774686,feasibility,phase_transition,-0.00016817591552223477,0.0028789130372128316,0.5590570454086576,-0.004319290078378149,0.0021501920196377406,0.02883855381182262,0.9985124281474522,0.4214689497436796,0.3,1.3864636421203613,0.8853329420089722,0.1798253059387207,0.12074430286884308,0.06113695725798607,0.7645887136459351,0.16368727385997772,0.8844137787818909,0.0001,-0.30010879039764404,-0.3010061979293823,-0.20120050013065338,-0.20069915056228638,-0.20066054165363312,0.30057939887046814,-0.2998709976673126,-0.299486368894577,-0.19986341893672943,-0.20001721382141113,-0.19998982548713684,0.01798286661505699,0.11998344212770462,0.01798621006309986,0.11922220885753632
4,30,39,10,10,2410,2410,0,0.0,2410,0,0.0,0,11.245211799978279,8.686945100838784,1.57207360008033,2.094984799332451,28.289099199988414,60.959706620460146,quality,not_promoted,-0.0002045936784461925,0.0019981633315757407,0.6087323752673048,-0.0052928352471146925,0.0010725998175698088,0.007401315789473684,1.0002580120375282,0.3968757770857529,0.2631578947368421,1.1174315214157104,0.9320294260978699,0.20257779955863953,0.09709568321704865,0.05744624137878418,0.8349338173866272,0.19012951850891113,0.9195845127105713,0.0001,-0.30042538046836853,-0.3019128143787384,-0.20185041427612305,-0.20131848752498627,-0.2013210505247116,0.3012913465499878,-0.29982122778892517,-0.29948148131370544,-0.19984303414821625,-0.2000010907649994,-0.20035341382026672,0.018005801364779472,0.12060671299695969,0.01798621006309986,0.11916874349117279
5,40,49,10,10,2870,2870,0,0.0,2870,0,0.0,0,15.832721800019499,10.995487099862657,1.9673913000151515,2.9555019010440446,34.81115470000077,56.670227445935176,quality,not_promoted,-0.0005856558370093504,0.0014042839272102963,0.5219830344120662,-0.005103343890772926,0.0012011359969619662,0.010101594651738802,0.9997446715831757,0.35089601601163545,0.16666666666666666,0.8667394518852234,1.052730917930603,0.19967599213123322,0.07388325035572052,0.061200812458992004,0.9788477420806885,0.2033069133758545,0.9060573577880859,0.0001,-0.3006943464279175,-0.3028078079223633,-0.20252029597759247,-0.20191331207752228,-0.2019709199666977,0.3022703528404236,-0.2999382019042969,-0.2998034358024597,-0.19999854266643524,-0.20006780326366425,-0.20058593153953552,0.018039287999272346,0.12124256044626236,0.01798621006309986,0.11906889081001282
6,50,59,10,10,2115,2115,0,0.0,2115,0,0.0,0,9.72069340001326,7.2764108998235315,1.588799600081984,1.8949152998975478,22.372863199969288,65.90107872310887,quality,not_promoted,-0.016943035633577144,0.0014108845866490703,0.656585082411766,-0.02280344342237667,0.0013521799233322136,0.012484681518638836,0.9991515497950947,0.444744196775205,0.27941176470588236,3.5742547512054443,1.1526463031768799,0.18517552316188812,0.08373333513736725,0.05296991765499115,1.0689127445220947,0.18653742969036102,0.9181739687919617,0.0001,-0.3006185293197632,-0.3029326796531677,-0.20254221558570862,-0.20195749402046204,-0.20210370421409607,0.30234017968177795,-0.3001985549926758,-0.3004894554615021,-0.20004308223724365,-0.20023058354854584,-0.20102275907993317,0.0180292297154665,0.12132364511489868,0.01798621006309986,0.11912649869918823
7,60,69,10,10,2275,2275,0,0.0,2275,0,0.0,0,10.733214300009422,7.951657599769533,1.9381881999433972,1.8161135005066171,27.415906900016125,59.6344012243846,quality,not_promoted,-0.0002953845929975311,0.0013417112867399636,0.5622022503779994,-0.005246551335504692,0.003740169915545266,0.0576884920657095,1.0011418875720766,0.32718920273085433,0.19444444444444445,1.090073823928833,1.2083486318588257,0.19515903294086456,0.07162723690271378,0.05278243124485016,1.1367213726043701,0.19426006078720093,0.9268521666526794,0.0001,-0.3004424571990967,-0.30311882495880127,-0.2028060108423233,-0.20210109651088715,-0.20225568115711212,0.302221417427063,-0.30022794008255005,-0.30033886432647705,-0.19987311959266663,-0.20024800300598145,-0.20118357241153717,0.01803414151072502,0.1215147152543068,0.01798621006309986,0.11906836181879044
8,70,79,10,10,1971,1971,0,0.0,1971,0,0.0,0,16.58630169997923,6.647012999630533,9.32861570006935,1.6748596008401364,20.556869100022595,53.06493650240284,quality,not_promoted,0.001925314506215434,0.0010182519646121128,0.5529267201500554,-0.003094826915091084,0.0018818194620243663,0.024193548387096774,1.0005006309478515,0.35961154055210853,0.1774193548387097,1.011586308479309,1.3120700120925903,0.18429994583129883,0.05988602340221405,0.05196235701441765,1.2521840333938599,0.1700887382030487,0.9205072522163391,0.0001,-0.30080485343933105,-0.30353841185569763,-0.20311866700649261,-0.2024117261171341,-0.20257234573364258,0.3026001751422882,-0.3000047504901886,-0.3000169098377228,-0.19938233494758606,-0.20009088516235352,-0.20124652981758118,0.018094221130013466,0.12192189693450928,0.01798621006309986,0.11905252933502197
9,80,89,10,10,2013,2013,0,0.0,2013,0,0.0,0,9.439034200040624,7.032468899677042,1.6508494000299834,1.7123891995870508,22.61586039996473,62.798521883134306,quality,not_promoted,0.003075801781960763,0.0009254622386833944,0.5950856991112232,-0.002412323869066313,0.0006651717038721472,0.0078125,1.0009597316384315,0.3568677434232086,0.1875,1.089622974395752,1.3237353563308716,0.2095067799091339,0.05268183350563049,0.05017037317156792,1.2710533142089844,0.2029706984758377,0.9426546096801758,0.0001,-0.300732284784317,-0.3038822114467621,-0.20328974723815918,-0.20265239477157593,-0.20282712578773499,0.30280986428260803,-0.29952457547187805,-0.2998563349246979,-0.1989808976650238,-0.19974054396152496,-0.2014622986316681,0.01806800626218319,0.12218604981899261,0.01798621006309986,0.11898710578680038
10,90,99,10,10,2019,2019,0,0.0,2019,0,0.0,0,8.995453300012741,6.82253159978427,1.3993028998957016,1.6186987006221898,22.614652999967802,63.87197755172505,quality,not_promoted,0.0005880304524907842,0.0006571327062374621,0.5379990637302399,-0.004463393801415805,0.001674041838668927,0.01602957589784637,1.002298236824572,0.31486669438891113,0.109375,0.9445835947990417,1.3556280136108398,0.19947218894958496,0.036633074283599854,0.042612478137016296,1.3189948797225952,0.18283718824386597,0.9543638825416565,0.0001,-0.30016884207725525,-0.30409371852874756,-0.20353344082832336,-0.2028001844882965,-0.20300394296646118,0.3030151426792145,-0.29951798915863037,-0.29976317286491394,-0.19923734664916992,-0.19977453351020813,-0.2016061395406723,0.018140794709324837,0.12229946255683899,0.01798621006309986,0.11927208304405212
