episode,instance_id,reward_version,reward,base_reward,unshaped_training_reward,expected_reward,reward_identity_error,terminated,truncated,task_succeeded,task_failed,terminal_reason,completed_order_ratio,completed_operation_ratio,initial_progress,operation_progress,initial_preference_quality_score,preference_quality_score,actual_preference_quality_score,terminal_failure_penalty_configured,terminal_failure_penalty_applied,flow_time_objective,reconfiguration_cost,worker_load_variance,preference_key,step_count,policy_step_count,forced_action_count,forced_action_ratio,reward_flow,reward_cost,reward_variance,reward_operation_progress,reward_quality,reward_failure,reward_feasibility_shaping
12,train_balanced_1000011,single_stage_progress_quality_failure_v2,-0.4905258571864244,0.5094741428135756,-0.4905258571864244,-0.4905258571864244,0.0,False,True,False,True,horizon,0.9333333333333333,0.9824561403508771,0.0,0.9866666666666667,0.0,1.0,0.4771925238530911,1.0,1.0,1095.3000000000002,867.2450964392899,112.25583333333334,d17fb47064bdfcb2,259,259,0,0.0,-1095.3000000000002,-867.2450964392899,-112.25583333333334,0.9866666666666667,-0.4771925238530911,-1.0,0.0
13,train_balanced_1000012,single_stage_progress_quality_failure_v2,0.5889281507656063,0.5889281507656066,0.5889281507656066,0.5889281507656066,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.41107184923439344,0.41107184923439344,1.0,-0.0,837.6000000000001,987.6094873351502,49.932500000000026,d17fb47064bdfcb2,242,242,0,0.0,-837.6000000000001,-987.6094873351502,-49.932500000000026,1.0,-0.41107184923439344,0.0,0.0
14,train_balanced_1000013,single_stage_progress_quality_failure_v2,0.5799623024503409,0.5799623024503407,0.5799623024503407,0.5799623024503407,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.42003769754965925,0.42003769754965925,1.0,-0.0,869.1000000000003,1049.2465355722397,64.30472222222224,d17fb47064bdfcb2,279,279,0,0.0,-869.1000000000003,-1049.2465355722397,-64.30472222222224,1.0,-0.42003769754965925,0.0,0.0
15,train_balanced_1000014,single_stage_progress_quality_failure_v2,0.613967766692249,0.6139677666922487,0.6139677666922487,0.6139677666922487,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.38603223330775127,0.38603223330775127,1.0,-0.0,754.4999999999999,896.99958073019,79.87583333333332,d17fb47064bdfcb2,244,244,0,0.0,-754.4999999999999,-896.99958073019,-79.87583333333332,1.0,-0.38603223330775127,0.0,0.0
16,train_balanced_1000015,single_stage_progress_quality_failure_v2,-0.5074994623642624,0.4925005376357377,-0.5074994623642624,-0.5074994623642624,0.0,False,True,False,True,horizon,0.9411764705882353,0.984375,0.0,0.9882352941176471,0.0,1.0,0.4957347564819094,1.0,1.0,1179.6999999999998,1162.4834979667799,111.45888888888892,d17fb47064bdfcb2,327,327,0,0.0,-1179.6999999999998,-1162.4834979667799,-111.45888888888892,0.9882352941176471,-0.4957347564819094,-1.0,0.0
17,train_balanced_1000016,single_stage_progress_quality_failure_v2,-0.5021170984845635,0.4978829015154365,-0.5021170984845635,-0.5021170984845635,0.0,False,True,False,True,horizon,0.9285714285714286,0.9655172413793104,0.0,0.9714285714285714,0.0,1.0,0.4735456699131349,1.0,1.0,1079.3999999999996,999.1413936635896,72.40249999999999,d17fb47064bdfcb2,254,254,0,0.0,-1079.3999999999996,-999.1413936635896,-72.40249999999999,0.9714285714285714,-0.4735456699131349,-1.0,0.0
18,train_balanced_1000017,single_stage_progress_quality_failure_v2,0.5316085588977981,0.5316085588977981,0.5316085588977981,0.5316085588977981,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4683914411022018,0.4683914411022018,1.0,-0.0,1057.3000000000004,1400.41227186315,38.83583333333336,d17fb47064bdfcb2,324,324,0,0.0,-1057.3000000000004,-1400.41227186315,-38.83583333333336,1.0,-0.4683914411022018,0.0,0.0
19,train_balanced_1000018,single_stage_progress_quality_failure_v2,0.6090443079734051,0.6090443079734051,0.6090443079734051,0.6090443079734051,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.39095569202659486,0.39095569202659486,1.0,-0.0,770.3000000000001,933.1254923442301,56.191388888888916,d17fb47064bdfcb2,232,232,0,0.0,-770.3000000000001,-933.1254923442301,-56.191388888888916,1.0,-0.39095569202659486,0.0,0.0
20,train_easy_1000019,single_stage_progress_quality_failure_v2,0.6801949892302461,0.6801949892302461,0.6801949892302461,0.6801949892302461,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.31980501076975393,0.31980501076975393,1.0,-0.0,564.1999999999999,1061.8729998180804,51.62805555555556,d17fb47064bdfcb2,196,196,0,0.0,-564.1999999999999,-1061.8729998180804,-51.62805555555556,1.0,-0.31980501076975393,0.0,0.0
21,train_fatigue_bottleneck_1000020,single_stage_progress_quality_failure_v2,-0.78361747469366,0.21638252530633983,-0.7836174746936602,-0.7836174746936602,0.0,False,True,False,True,horizon,0.8823529411764706,0.948051948051948,0.0,0.95,0.0,1.0,0.7336174746936601,1.0,1.0,3304.7999999999997,6319.255666810234,2.5391666666666604,d17fb47064bdfcb2,489,489,0,0.0,-3304.7999999999997,-6319.255666810234,-2.5391666666666595,0.95,-0.7336174746936601,-1.0,0.0
22,train_balanced_1000021,single_stage_progress_quality_failure_v2,0.5372973941076387,0.5372973941076387,0.5372973941076387,0.5372973941076387,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4627026058923613,0.4627026058923613,1.0,-0.0,1033.3999999999996,1277.9237579688308,119.53916666666673,d17fb47064bdfcb2,343,343,0,0.0,-1033.3999999999996,-1277.9237579688308,-119.53916666666673,1.0,-0.4627026058923613,0.0,0.0
23,train_balanced_1000022,single_stage_progress_quality_failure_v2,0.5393500831498046,0.5393500831498045,0.5393500831498045,0.5393500831498045,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4606499168501955,0.4606499168501955,1.0,-0.0,1024.9000000000003,1590.7713641727307,109.51888888888891,d17fb47064bdfcb2,353,353,0,0.0,-1024.9000000000003,-1590.7713641727307,-109.51888888888891,1.0,-0.4606499168501955,0.0,0.0
24,train_balanced_1000023,single_stage_progress_quality_failure_v2,0.631545708120625,0.631545708120625,0.631545708120625,0.631545708120625,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.36845429187937495,0.36845429187937495,1.0,-0.0,700.1000000000005,1014.6526485181915,135.0447222222222,d17fb47064bdfcb2,265,265,0,0.0,-700.1000000000005,-1014.6526485181915,-135.0447222222222,1.0,-0.36845429187937495,0.0,0.0
25,train_balanced_1000024,single_stage_progress_quality_failure_v2,0.5271712867372489,0.5271712867372489,0.5271712867372489,0.5271712867372489,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.47282871326275105,0.47282871326275105,1.0,-0.0,1076.3000000000006,1434.9581718169607,81.08583333333338,d17fb47064bdfcb2,339,339,0,0.0,-1076.3000000000006,-1434.9581718169607,-81.08583333333338,1.0,-0.47282871326275105,0.0,0.0
26,train_balanced_1000025,single_stage_progress_quality_failure_v2,0.5314202205393914,0.5314202205393914,0.5314202205393914,0.5314202205393914,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4685797794606086,0.4685797794606086,1.0,-0.0,1058.1000000000006,1278.5510909644195,109.24888888888889,d17fb47064bdfcb2,354,354,0,0.0,-1058.1000000000006,-1278.5510909644195,-109.24888888888889,1.0,-0.4685797794606086,0.0,0.0
27,train_balanced_1000026,single_stage_progress_quality_failure_v2,-0.5412782932887862,0.4587217067112138,-0.5412782932887862,-0.5412782932887862,0.0,False,True,False,True,horizon,0.9444444444444444,0.9868421052631579,0.0,0.9888888888888889,0.0,1.0,0.5301671821776751,1.0,1.0,1354.1000000000006,1350.4495019664703,166.58555555555554,d17fb47064bdfcb2,336,336,0,0.0,-1354.1000000000006,-1350.4495019664703,-166.58555555555554,0.9888888888888889,-0.5301671821776751,-1.0,0.0
28,train_balanced_1000027,single_stage_progress_quality_failure_v2,0.6411626415900831,0.6411626415900833,0.6411626415900833,0.6411626415900833,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.35883735840991665,0.35883735840991665,1.0,-0.0,671.6,664.77779964577,8.164722222222222,d17fb47064bdfcb2,200,200,0,0.0,-671.6,-664.77779964577,-8.164722222222222,1.0,-0.35883735840991665,0.0,0.0
29,train_easy_1000028,single_stage_progress_quality_failure_v2,0.659848234905972,0.6598482349059718,0.6598482349059718,0.6598482349059718,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3401517650940282,0.3401517650940282,1.0,-0.0,618.5999999999998,710.00237587418,93.18666666666667,d17fb47064bdfcb2,220,220,0,0.0,-618.5999999999998,-710.00237587418,-93.18666666666667,1.0,-0.3401517650940282,0.0,0.0
30,train_easy_1000029,single_stage_progress_quality_failure_v2,0.6813149378300121,0.6813149378300121,0.6813149378300121,0.6813149378300121,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.318685062169988,0.318685062169988,1.0,-0.0,561.3,809.4752920452303,48.6566666666667,d17fb47064bdfcb2,211,211,0,0.0,-561.3,-809.4752920452303,-48.6566666666667,1.0,-0.318685062169988,0.0,0.0
31,train_balanced_1000030,single_stage_progress_quality_failure_v2,0.6143449546920595,0.6143449546920596,0.6143449546920596,0.6143449546920596,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3856550453079404,0.3856550453079404,1.0,-0.0,753.3000000000001,879.1551062572902,19.428055555555563,d17fb47064bdfcb2,242,242,0,0.0,-753.3000000000001,-879.1551062572902,-19.428055555555563,1.0,-0.3856550453079404,0.0,0.0
32,train_high_arrival_pressure_1000031,single_stage_progress_quality_failure_v2,0.42332521959995784,0.42332521959995784,0.42332521959995784,0.42332521959995784,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5766747804000422,0.5766747804000422,1.0,-0.0,1634.6999999999996,1235.3956234154605,37.711388888888884,d17fb47064bdfcb2,356,356,0,0.0,-1634.6999999999996,-1235.3956234154605,-37.711388888888884,1.0,-0.5766747804000422,0.0,0.0
33,train_balanced_1000032,single_stage_progress_quality_failure_v2,0.6107491856677525,0.6107491856677525,0.6107491856677525,0.6107491856677525,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.38925081433224756,0.38925081433224756,1.0,-0.0,764.8,805.4711254958806,58.61916666666668,d17fb47064bdfcb2,240,240,0,0.0,-764.8,-805.4711254958806,-58.61916666666668,1.0,-0.38925081433224756,0.0,0.0
34,train_worker_bottleneck_1000033,single_stage_progress_quality_failure_v2,0.4109026160799891,0.4109026160799891,0.4109026160799891,0.4109026160799891,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5890973839200109,0.5890973839200109,1.0,-0.0,1720.3999999999994,2511.0160032252484,40.43222222222227,d17fb47064bdfcb2,392,392,0,0.0,-1720.3999999999994,-2511.0160032252484,-40.43222222222227,1.0,-0.5890973839200109,0.0,0.0
35,train_balanced_1000034,single_stage_progress_quality_failure_v2,0.6255538758275554,0.6255538758275556,0.6255538758275556,0.6255538758275556,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.37444612417244433,0.37444612417244433,1.0,-0.0,718.3000000000002,954.9536707862795,175.23999999999992,d17fb47064bdfcb2,239,239,0,0.0,-718.3000000000002,-954.9536707862795,-175.23999999999992,1.0,-0.37444612417244433,0.0,0.0
36,train_balanced_1000035,single_stage_progress_quality_failure_v2,0.5369127516778522,0.5369127516778522,0.5369127516778522,0.5369127516778522,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.46308724832214776,0.46308724832214776,1.0,-0.0,1035.0000000000005,1011.6647987554408,17.16805555555557,d17fb47064bdfcb2,333,333,0,0.0,-1035.0000000000005,-1011.6647987554408,-17.16805555555557,1.0,-0.46308724832214776,0.0,0.0
37,train_balanced_1000036,single_stage_progress_quality_failure_v2,-0.5013879408418659,0.4986120591581342,-0.5013879408418658,-0.5013879408418658,0.0,False,True,False,True,horizon,0.9333333333333333,0.9827586206896551,0.0,0.9866666666666667,0.0,1.0,0.48805460750853247,1.0,1.0,1144.0,1187.4110372133598,83.8522222222222,d17fb47064bdfcb2,257,257,0,0.0,-1144.0,-1187.4110372133598,-83.8522222222222,0.9866666666666667,-0.48805460750853247,-1.0,0.0
38,train_easy_1000037,single_stage_progress_quality_failure_v2,0.6871278057718733,0.6871278057718736,0.6871278057718736,0.6871278057718736,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3128721942281264,0.3128721942281264,1.0,-0.0,546.3999999999999,889.1100065117403,43.754722222222235,d17fb47064bdfcb2,205,205,0,0.0,-546.3999999999999,-889.1100065117403,-43.754722222222235,1.0,-0.3128721942281264,0.0,0.0
39,train_machine_bottleneck_1000038,single_stage_progress_quality_failure_v2,0.45597902496485176,0.45597902496485176,0.45597902496485176,0.45597902496485176,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5440209750351482,0.5440209750351482,1.0,-0.0,1431.6999999999996,1281.227569590029,56.086666666666666,d17fb47064bdfcb2,330,330,0,0.0,-1431.6999999999996,-1281.227569590029,-56.086666666666666,1.0,-0.5440209750351482,0.0,0.0
40,train_balanced_1000039,single_stage_progress_quality_failure_v2,0.564838785596611,0.564838785596611,0.564838785596611,0.564838785596611,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.43516121440338895,0.43516121440338895,1.0,-0.0,924.4999999999997,1059.7317764905513,166.46888888888887,d17fb47064bdfcb2,300,300,0,0.0,-924.4999999999997,-1059.7317764905513,-166.46888888888887,1.0,-0.43516121440338895,0.0,0.0
41,train_worker_bottleneck_1000040,single_stage_progress_quality_failure_v2,0.33338889814969164,0.33338889814969164,0.33338889814969164,0.33338889814969164,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.6666111018503084,0.6666111018503084,1.0,-0.0,2399.4000000000005,2657.697442203291,8.504722222222208,d17fb47064bdfcb2,499,499,0,0.0,-2399.4000000000005,-2657.697442203291,-8.50472222222221,1.0,-0.6666111018503084,0.0,0.0
42,train_fatigue_bottleneck_1000041,single_stage_progress_quality_failure_v2,0.3536172093708563,0.3536172093708563,0.3536172093708563,0.3536172093708563,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.6463827906291437,0.6463827906291437,1.0,-0.0,2193.499999999999,2660.578376491416,10.492222222222226,d17fb47064bdfcb2,431,431,0,0.0,-2193.499999999999,-2660.578376491416,-10.492222222222226,1.0,-0.6463827906291437,0.0,0.0
43,train_balanced_1000042,single_stage_progress_quality_failure_v2,0.5817899738194511,0.5817899738194512,0.5817899738194512,0.5817899738194512,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.41821002618054887,0.41821002618054887,1.0,-0.0,862.6000000000003,1023.9751882677705,157.73805555555566,d17fb47064bdfcb2,287,287,0,0.0,-862.6000000000003,-1023.9751882677705,-157.73805555555566,1.0,-0.41821002618054887,0.0,0.0
44,train_balanced_1000043,single_stage_progress_quality_failure_v2,0.6144707870346664,0.6144707870346664,0.6144707870346664,0.6144707870346664,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3855292129653336,0.3855292129653336,1.0,-0.0,752.9000000000001,875.3454203457902,27.28222222222224,d17fb47064bdfcb2,248,248,0,0.0,-752.9000000000001,-875.3454203457902,-27.28222222222224,1.0,-0.3855292129653336,0.0,0.0
45,train_easy_1000044,single_stage_progress_quality_failure_v2,0.7061731301123995,0.7061731301123992,0.7061731301123992,0.7061731301123992,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.29382686988760076,0.29382686988760076,1.0,-0.0,499.29999999999995,736.6098220093603,39.34472222222225,d17fb47064bdfcb2,188,188,0,0.0,-499.29999999999995,-736.6098220093603,-39.34472222222225,1.0,-0.29382686988760076,0.0,0.0
46,train_high_arrival_pressure_1000045,single_stage_progress_quality_failure_v2,-0.6798787640177071,0.3201212359822929,-0.6798787640177071,-0.6798787640177071,0.0,False,True,False,True,horizon,0.9411764705882353,0.987012987012987,0.0,0.9882352941176471,0.0,1.0,0.6681140581353542,1.0,1.0,2415.7,2896.0270629656707,10.446666666666651,d17fb47064bdfcb2,484,484,0,0.0,-2415.7,-2896.0270629656707,-10.446666666666651,0.9882352941176471,-0.6681140581353542,-1.0,0.0
47,train_reconfiguration_bottleneck_1000046,single_stage_progress_quality_failure_v2,-0.894490756894759,0.10550924310524101,-0.894490756894759,-0.894490756894759,0.0,False,True,False,True,horizon,0.5882352941176471,0.8701298701298701,0.0,0.8705882352941176,0.0,1.0,0.7650789921888765,1.0,1.0,3908.1000000000004,4221.943741425493,2.2247222222222223,d17fb47064bdfcb2,424,424,0,0.0,-3908.1000000000004,-4221.943741425493,-2.224722222222221,0.8705882352941176,-0.7650789921888765,-1.0,0.0
48,train_balanced_1000047,single_stage_progress_quality_failure_v2,0.6376873206504412,0.6376873206504411,0.6376873206504411,0.6376873206504411,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3623126793495589,0.3623126793495589,1.0,-0.0,681.8,1053.6418746709908,32.27222222222222,d17fb47064bdfcb2,206,206,0,0.0,-681.8,-1053.6418746709908,-32.27222222222222,1.0,-0.3623126793495589,0.0,0.0
49,train_easy_1000048,single_stage_progress_quality_failure_v2,0.6962980155506555,0.6962980155506555,0.6962980155506555,0.6962980155506555,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.30370198444934443,0.30370198444934443,1.0,-0.0,523.4000000000002,657.5207664544,44.161388888888894,d17fb47064bdfcb2,191,191,0,0.0,-523.4000000000002,-657.5207664544,-44.161388888888894,1.0,-0.30370198444934443,0.0,0.0
50,train_balanced_1000049,single_stage_progress_quality_failure_v2,0.6459600581364053,0.6459600581364052,0.6459600581364052,0.6459600581364052,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3540399418635948,0.3540399418635948,1.0,-0.0,657.7000000000002,632.9371821725102,52.86333333333335,d17fb47064bdfcb2,186,186,0,0.0,-657.7000000000002,-632.9371821725102,-52.86333333333335,1.0,-0.3540399418635948,0.0,0.0
51,train_balanced_1000050,single_stage_progress_quality_failure_v2,0.554964621005411,0.5549646210054109,0.5549646210054109,0.5549646210054109,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.44503537899458917,0.44503537899458917,1.0,-0.0,962.3000000000003,1581.5947583751608,206.48583333333332,d17fb47064bdfcb2,336,336,0,0.0,-962.3000000000003,-1581.5947583751608,-206.48583333333332,1.0,-0.44503537899458917,0.0,0.0
52,train_worker_bottleneck_1000051,single_stage_progress_quality_failure_v2,0.36690515501742815,0.36690515501742815,0.36690515501742815,0.36690515501742815,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.6330948449825718,0.6330948449825718,1.0,-0.0,2070.6,1772.6913408971814,23.044722222222237,d17fb47064bdfcb2,416,416,0,0.0,-2070.6,-1772.6913408971814,-23.04472222222224,1.0,-0.6330948449825718,0.0,0.0
53,train_balanced_1000052,single_stage_progress_quality_failure_v2,0.5405648903103744,0.5405648903103744,0.5405648903103744,0.5405648903103744,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4594351096896256,0.4594351096896256,1.0,-0.0,1019.9,943.7397009186998,107.30888888888887,d17fb47064bdfcb2,281,281,0,0.0,-1019.9,-943.7397009186998,-107.30888888888887,1.0,-0.4594351096896256,0.0,0.0
54,train_machine_bottleneck_1000053,single_stage_progress_quality_failure_v2,0.4264846998613926,0.4264846998613926,0.4264846998613926,0.4264846998613926,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5735153001386074,0.5735153001386074,1.0,-0.0,1613.699999999999,1776.5006003024282,51.131388888888885,d17fb47064bdfcb2,347,347,0,0.0,-1613.699999999999,-1776.5006003024282,-51.131388888888885,1.0,-0.5735153001386074,0.0,0.0
55,train_balanced_1000054,single_stage_progress_quality_failure_v2,0.6110601894286587,0.6110601894286587,0.6110601894286587,0.6110601894286587,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.38893981057134136,0.38893981057134136,1.0,-0.0,763.8000000000002,1098.3498456428708,134.77222222222218,d17fb47064bdfcb2,280,280,0,0.0,-763.8000000000002,-1098.3498456428708,-134.7722222222222,1.0,-0.38893981057134136,0.0,0.0
56,train_balanced_1000055,single_stage_progress_quality_failure_v2,0.5461745027536298,0.5461745027536298,0.5461745027536298,0.5461745027536298,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4538254972463703,0.4538254972463703,1.0,-0.0,997.1000000000003,882.2515151610806,70.03666666666668,d17fb47064bdfcb2,269,269,0,0.0,-997.1000000000003,-882.2515151610806,-70.03666666666668,1.0,-0.4538254972463703,0.0,0.0
57,train_easy_1000056,single_stage_progress_quality_failure_v2,0.686813186813187,0.6868131868131867,0.6868131868131867,0.6868131868131867,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3131868131868133,0.3131868131868133,1.0,-0.0,547.2000000000003,654.6717431618499,134.25222222222223,d17fb47064bdfcb2,210,210,0,0.0,-547.2000000000003,-654.6717431618499,-134.25222222222223,1.0,-0.3131868131868133,0.0,0.0
58,train_easy_1000057,single_stage_progress_quality_failure_v2,0.6584362139917697,0.6584362139917697,0.6584362139917697,0.6584362139917697,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.34156378600823034,0.34156378600823034,1.0,-0.0,622.4999999999998,1224.8269583220801,191.37555555555562,d17fb47064bdfcb2,226,226,0,0.0,-622.4999999999998,-1224.8269583220801,-191.37555555555562,1.0,-0.34156378600823034,0.0,0.0
59,train_balanced_1000058,single_stage_progress_quality_failure_v2,0.6253256904637832,0.6253256904637832,0.6253256904637832,0.6253256904637832,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3746743095362168,0.3746743095362168,1.0,-0.0,719.0,1285.911664895841,78.89666666666663,d17fb47064bdfcb2,237,237,0,0.0,-719.0,-1285.911664895841,-78.89666666666665,1.0,-0.3746743095362168,0.0,0.0
