episode,instance_id,reward_version,reward,base_reward,unshaped_training_reward,expected_reward,reward_identity_error,terminated,truncated,task_succeeded,task_failed,terminal_reason,completed_order_ratio,completed_operation_ratio,initial_progress,operation_progress,initial_preference_quality_score,preference_quality_score,actual_preference_quality_score,terminal_failure_penalty_configured,terminal_failure_penalty_applied,flow_time_objective,reconfiguration_cost,worker_load_variance,preference_key,step_count,policy_step_count,forced_action_count,forced_action_ratio,reward_flow,reward_cost,reward_variance,reward_operation_progress,reward_quality,reward_failure,reward_feasibility_shaping
128,train_balanced_1000127,single_stage_progress_quality_failure_v2,0.590987441516868,0.5909874415168679,0.5909874415168679,0.5909874415168679,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4090125584831321,0.4090125584831321,1.0,-0.0,830.4999999999998,850.2370198161098,101.12666666666668,d17fb47064bdfcb2,226,226,0,0.0,-830.4999999999998,-850.2370198161098,-101.12666666666668,1.0,-0.4090125584831321,0.0,0.0
129,train_balanced_1000128,single_stage_progress_quality_failure_v2,0.6187480664122922,0.6187480664122924,0.6187480664122924,0.6187480664122924,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3812519335877076,0.3812519335877076,1.0,-0.0,739.4000000000003,721.01148457796,37.90888888888889,d17fb47064bdfcb2,254,254,0,0.0,-739.4000000000003,-721.01148457796,-37.90888888888889,1.0,-0.3812519335877076,0.0,0.0
130,train_balanced_1000129,single_stage_progress_quality_failure_v2,0.5750706857717927,0.5750706857717927,0.5750706857717927,0.5750706857717927,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4249293142282073,0.4249293142282073,1.0,-0.0,886.7,1036.6033195314099,35.65222222222222,d17fb47064bdfcb2,259,259,0,0.0,-886.7,-1036.6033195314099,-35.65222222222222,1.0,-0.4249293142282073,0.0,0.0
131,train_balanced_1000130,single_stage_progress_quality_failure_v2,0.6015942246954429,0.601594224695443,0.601594224695443,0.601594224695443,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.398405775304557,0.398405775304557,1.0,-0.0,794.6999999999999,602.81879128636,47.05000000000001,d17fb47064bdfcb2,226,226,0,0.0,-794.6999999999999,-602.81879128636,-47.05000000000001,1.0,-0.398405775304557,0.0,0.0
132,train_balanced_1000131,single_stage_progress_quality_failure_v2,0.6250325537788426,0.6250325537788427,0.6250325537788427,0.6250325537788427,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3749674462211573,0.3749674462211573,1.0,-0.0,719.8999999999997,548.5565964535601,21.62805555555555,d17fb47064bdfcb2,216,216,0,0.0,-719.8999999999997,-548.5565964535601,-21.62805555555555,1.0,-0.3749674462211573,0.0,0.0
133,train_easy_1000132,single_stage_progress_quality_failure_v2,0.7010164738871363,0.7010164738871364,0.7010164738871364,0.7010164738871364,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.2989835261128636,0.2989835261128636,1.0,-0.0,511.79999999999984,439.04195716616994,23.531388888888888,d17fb47064bdfcb2,177,177,0,0.0,-511.79999999999984,-439.04195716616994,-23.531388888888888,1.0,-0.2989835261128636,0.0,0.0
134,train_balanced_1000133,single_stage_progress_quality_failure_v2,0.5730385368416027,0.5730385368416027,0.5730385368416027,0.5730385368416027,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.42696146315839734,0.42696146315839734,1.0,-0.0,894.0999999999997,964.5489151113601,55.6313888888889,d17fb47064bdfcb2,280,280,0,0.0,-894.0999999999997,-964.5489151113601,-55.6313888888889,1.0,-0.42696146315839734,0.0,0.0
135,train_worker_bottleneck_1000134,single_stage_progress_quality_failure_v2,0.47242234557694585,0.47242234557694585,0.47242234557694585,0.47242234557694585,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5275776544230542,0.5275776544230542,1.0,-0.0,1340.1000000000001,1507.1259221998791,22.678888888888896,d17fb47064bdfcb2,326,326,0,0.0,-1340.1000000000001,-1507.125922199879,-22.678888888888892,1.0,-0.5275776544230542,0.0,0.0
136,train_balanced_1000135,single_stage_progress_quality_failure_v2,0.5594405594405594,0.5594405594405594,0.5594405594405594,0.5594405594405594,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.44055944055944063,0.44055944055944063,1.0,-0.0,945.0000000000002,851.3762574621111,103.16805555555561,d17fb47064bdfcb2,269,269,0,0.0,-945.0000000000002,-851.3762574621111,-103.16805555555561,1.0,-0.44055944055944063,0.0,0.0
137,train_fatigue_bottleneck_1000136,single_stage_progress_quality_failure_v2,0.366770584999083,0.366770584999083,0.366770584999083,0.366770584999083,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.633229415000917,0.633229415000917,1.0,-0.0,2071.8000000000006,3023.0969678460515,10.58472222222223,d17fb47064bdfcb2,436,436,0,0.0,-2071.8000000000006,-3023.0969678460515,-10.584722222222226,1.0,-0.633229415000917,0.0,0.0
138,train_balanced_1000137,single_stage_progress_quality_failure_v2,0.5572582892170521,0.5572582892170521,0.5572582892170521,0.5572582892170521,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.44274171078294783,0.44274171078294783,1.0,-0.0,953.3999999999997,958.4481518250103,42.629999999999995,d17fb47064bdfcb2,279,279,0,0.0,-953.3999999999997,-958.4481518250103,-42.629999999999995,1.0,-0.44274171078294783,0.0,0.0
139,train_easy_1000138,single_stage_progress_quality_failure_v2,0.708215297450425,0.708215297450425,0.708215297450425,0.708215297450425,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.29178470254957495,0.29178470254957495,1.0,-0.0,494.39999999999975,717.87780181821,40.48583333333334,d17fb47064bdfcb2,192,192,0,0.0,-494.39999999999975,-717.87780181821,-40.48583333333334,1.0,-0.29178470254957495,0.0,0.0
140,train_easy_1000139,single_stage_progress_quality_failure_v2,0.6697176024109832,0.6697176024109834,0.6697176024109834,0.6697176024109834,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3302823975890166,0.3302823975890166,1.0,-0.0,591.8,666.5724105873804,92.03333333333335,d17fb47064bdfcb2,214,214,0,0.0,-591.8,-666.5724105873804,-92.03333333333335,1.0,-0.3302823975890166,0.0,0.0
141,train_balanced_1000140,single_stage_progress_quality_failure_v2,0.6548073774964533,0.6548073774964531,0.6548073774964531,0.6548073774964531,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3451926225035468,0.3451926225035468,1.0,-0.0,632.5999999999999,458.4805655246401,19.331388888888895,d17fb47064bdfcb2,183,183,0,0.0,-632.5999999999999,-458.4805655246401,-19.331388888888895,1.0,-0.3451926225035468,0.0,0.0
142,train_high_arrival_pressure_1000141,single_stage_progress_quality_failure_v2,0.4808655580044079,0.4808655580044079,0.4808655580044079,0.4808655580044079,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5191344419955921,0.5191344419955921,1.0,-0.0,1295.5000000000002,892.9372822350105,97.23555555555556,d17fb47064bdfcb2,252,252,0,0.0,-1295.5000000000002,-892.9372822350105,-97.23555555555556,1.0,-0.5191344419955921,0.0,0.0
143,train_easy_1000142,single_stage_progress_quality_failure_v2,0.7001575354454752,0.7001575354454752,0.7001575354454752,0.7001575354454752,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.29984246455452473,0.29984246455452473,1.0,-0.0,513.8999999999999,387.5201939230102,34.14249999999999,d17fb47064bdfcb2,177,177,0,0.0,-513.8999999999999,-387.5201939230102,-34.14249999999999,1.0,-0.29984246455452473,0.0,0.0
144,train_balanced_1000143,single_stage_progress_quality_failure_v2,0.6075949367088606,0.6075949367088607,0.6075949367088607,0.6075949367088607,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3924050632911393,0.3924050632911393,1.0,-0.0,775.0000000000001,487.54330496494987,64.2788888888889,d17fb47064bdfcb2,207,207,0,0.0,-775.0000000000001,-487.54330496494987,-64.2788888888889,1.0,-0.3924050632911393,0.0,0.0
145,train_machine_bottleneck_1000144,single_stage_progress_quality_failure_v2,0.4883209896638725,0.4883209896638725,0.4883209896638725,0.4883209896638725,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5116790103361275,0.5116790103361275,1.0,-0.0,1257.3999999999996,739.3325267228195,63.88916666666669,d17fb47064bdfcb2,270,270,0,0.0,-1257.3999999999996,-739.3325267228195,-63.88916666666669,1.0,-0.5116790103361275,0.0,0.0
146,train_fatigue_bottleneck_1000145,single_stage_progress_quality_failure_v2,0.4380041610395299,0.4380041610395299,0.4380041610395299,0.4380041610395299,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5619958389604701,0.5619958389604701,1.0,-0.0,1539.6999999999998,2197.740645678903,7.539166666666669,d17fb47064bdfcb2,352,352,0,0.0,-1539.6999999999998,-2197.740645678903,-7.539166666666669,1.0,-0.5619958389604701,0.0,0.0
147,train_balanced_1000146,single_stage_progress_quality_failure_v2,0.6595218466611705,0.6595218466611708,0.6595218466611708,0.6595218466611708,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3404781533388293,0.3404781533388293,1.0,-0.0,619.5,483.70473918245995,90.93250000000002,d17fb47064bdfcb2,175,175,0,0.0,-619.5,-483.70473918245995,-90.93250000000002,1.0,-0.3404781533388293,0.0,0.0
148,train_balanced_1000147,single_stage_progress_quality_failure_v2,0.6142820578448939,0.6142820578448938,0.6142820578448938,0.6142820578448938,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.38571794215510624,0.38571794215510624,1.0,-0.0,753.5,529.72412921459,24.602500000000003,d17fb47064bdfcb2,200,200,0,0.0,-753.5,-529.72412921459,-24.602500000000003,1.0,-0.38571794215510624,0.0,0.0
149,train_easy_1000148,single_stage_progress_quality_failure_v2,0.7301935012778387,0.7301935012778387,0.7301935012778387,0.7301935012778387,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.26980649872216134,0.26980649872216134,1.0,-0.0,443.3999999999999,383.05292869942,52.82888888888888,d17fb47064bdfcb2,147,147,0,0.0,-443.3999999999999,-383.05292869942,-52.82888888888888,1.0,-0.26980649872216134,0.0,0.0
150,train_easy_1000149,single_stage_progress_quality_failure_v2,0.7356547327121136,0.7356547327121138,0.7356547327121138,0.7356547327121138,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.2643452672878862,0.2643452672878862,1.0,-0.0,431.19999999999993,299.53591138455005,10.314722222222224,d17fb47064bdfcb2,143,143,0,0.0,-431.19999999999993,-299.53591138455005,-10.314722222222224,1.0,-0.2643452672878862,0.0,0.0
151,train_machine_bottleneck_1000150,single_stage_progress_quality_failure_v2,0.4880627974132672,0.4880627974132672,0.4880627974132672,0.4880627974132672,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5119372025867328,0.5119372025867328,1.0,-0.0,1258.7000000000005,862.7625667841095,105.42138888888888,d17fb47064bdfcb2,273,273,0,0.0,-1258.7000000000005,-862.7625667841095,-105.42138888888888,1.0,-0.5119372025867328,0.0,0.0
152,train_balanced_1000151,single_stage_progress_quality_failure_v2,0.5644933672029353,0.5644933672029353,0.5644933672029353,0.5644933672029353,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.43550663279706464,0.43550663279706464,1.0,-0.0,925.8000000000001,669.0813252239901,83.87250000000002,d17fb47064bdfcb2,257,257,0,0.0,-925.8000000000001,-669.0813252239901,-83.87250000000002,1.0,-0.43550663279706464,0.0,0.0
153,train_balanced_1000152,single_stage_progress_quality_failure_v2,0.5873715124816449,0.5873715124816448,0.5873715124816448,0.5873715124816448,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4126284875183552,0.4126284875183552,1.0,-0.0,842.9999999999995,789.49824335014,103.56888888888892,d17fb47064bdfcb2,242,242,0,0.0,-842.9999999999995,-789.49824335014,-103.56888888888892,1.0,-0.4126284875183552,0.0,0.0
154,train_easy_1000153,single_stage_progress_quality_failure_v2,0.7087172218284903,0.7087172218284905,0.7087172218284905,0.7087172218284905,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.29128277817150955,0.29128277817150955,1.0,-0.0,493.19999999999993,483.88559048701,40.93555555555556,d17fb47064bdfcb2,172,172,0,0.0,-493.19999999999993,-483.88559048701,-40.93555555555556,1.0,-0.29128277817150955,0.0,0.0
155,train_reconfiguration_bottleneck_1000154,single_stage_progress_quality_failure_v2,0.46847550263517457,0.46847550263517457,0.46847550263517457,0.46847550263517457,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5315244973648254,0.5315244973648254,1.0,-0.0,1361.5000000000002,1988.02172420228,4.97333333333333,d17fb47064bdfcb2,428,428,0,0.0,-1361.5000000000002,-1988.02172420228,-4.97333333333333,1.0,-0.5315244973648254,0.0,0.0
156,train_fatigue_bottleneck_1000155,single_stage_progress_quality_failure_v2,0.4427390791027155,0.4427390791027155,0.4427390791027155,0.4427390791027155,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5572609208972845,0.5572609208972845,1.0,-0.0,1510.4,1104.7875567064402,3.098888888888889,d17fb47064bdfcb2,317,317,0,0.0,-1510.4,-1104.7875567064402,-3.098888888888887,1.0,-0.5572609208972845,0.0,0.0
157,train_reconfiguration_bottleneck_1000156,single_stage_progress_quality_failure_v2,0.4816568997350885,0.4816568997350885,0.4816568997350885,0.4816568997350885,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5183431002649115,0.5183431002649115,1.0,-0.0,1291.4000000000008,1343.9508707818095,74.85138888888886,d17fb47064bdfcb2,351,351,0,0.0,-1291.4000000000008,-1343.9508707818095,-74.85138888888885,1.0,-0.5183431002649115,0.0,0.0
158,train_balanced_1000157,single_stage_progress_quality_failure_v2,0.620700356902705,0.6207003569027052,0.6207003569027052,0.6207003569027052,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.37929964309729486,0.37929964309729486,1.0,-0.0,733.3000000000002,479.1460020948499,54.0313888888889,d17fb47064bdfcb2,196,196,0,0.0,-733.3000000000002,-479.1460020948499,-54.0313888888889,1.0,-0.37929964309729486,0.0,0.0
159,train_fatigue_bottleneck_1000158,single_stage_progress_quality_failure_v2,0.44858136144443206,0.44858136144443206,0.44858136144443206,0.44858136144443206,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5514186385555679,0.5514186385555679,1.0,-0.0,1475.0999999999995,1127.16086313384,9.84138888888889,d17fb47064bdfcb2,300,300,0,0.0,-1475.0999999999995,-1127.16086313384,-9.841388888888888,1.0,-0.5514186385555679,0.0,0.0
160,train_easy_1000159,single_stage_progress_quality_failure_v2,0.699626865671642,0.6996268656716418,0.6996268656716418,0.6996268656716418,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.30037313432835816,0.30037313432835816,1.0,-0.0,515.2,505.1632558167299,21.536666666666665,d17fb47064bdfcb2,179,179,0,0.0,-515.2,-505.1632558167299,-21.536666666666665,1.0,-0.30037313432835816,0.0,0.0
161,train_reconfiguration_bottleneck_1000160,single_stage_progress_quality_failure_v2,0.478487977989553,0.478487977989553,0.478487977989553,0.478487977989553,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.521512022010447,0.521512022010447,1.0,-0.0,1307.9,2013.5563080675504,6.045555555555555,d17fb47064bdfcb2,387,387,0,0.0,-1307.9,-2013.5563080675504,-6.045555555555555,1.0,-0.521512022010447,0.0,0.0
162,train_machine_bottleneck_1000161,single_stage_progress_quality_failure_v2,0.5026809651474533,0.5026809651474533,0.5026809651474533,0.5026809651474533,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.49731903485254675,0.49731903485254675,1.0,-0.0,1187.1999999999996,729.8954015461501,38.711388888888884,d17fb47064bdfcb2,270,270,0,0.0,-1187.1999999999996,-729.8954015461501,-38.711388888888884,1.0,-0.49731903485254675,0.0,0.0
163,train_reconfiguration_bottleneck_1000162,single_stage_progress_quality_failure_v2,0.49881531363012843,0.49881531363012843,0.49881531363012843,0.49881531363012843,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5011846863698716,0.5011846863698716,1.0,-0.0,1205.7000000000005,1657.9635438211508,44.84333333333334,d17fb47064bdfcb2,324,324,0,0.0,-1205.7000000000005,-1657.9635438211508,-44.84333333333334,1.0,-0.5011846863698716,0.0,0.0
164,train_reconfiguration_bottleneck_1000163,single_stage_progress_quality_failure_v2,0.42137790575180833,0.42137790575180833,0.42137790575180833,0.42137790575180833,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5786220942481917,0.5786220942481917,1.0,-0.0,1647.8000000000002,2236.6230769954013,3.3980555555555587,d17fb47064bdfcb2,397,397,0,0.0,-1647.8000000000002,-2236.6230769954013,-3.3980555555555547,1.0,-0.5786220942481917,0.0,0.0
165,train_balanced_1000164,single_stage_progress_quality_failure_v2,0.6307490144546648,0.6307490144546648,0.6307490144546648,0.6307490144546648,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.36925098554533514,0.36925098554533514,1.0,-0.0,702.5000000000002,707.4005931137601,26.025833333333328,d17fb47064bdfcb2,195,195,0,0.0,-702.5000000000002,-707.4005931137601,-26.025833333333328,1.0,-0.36925098554533514,0.0,0.0
166,train_balanced_1000165,single_stage_progress_quality_failure_v2,0.6241872561768531,0.624187256176853,0.624187256176853,0.624187256176853,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.375812743823147,0.375812743823147,1.0,-0.0,722.5000000000002,510.4342194354699,58.59555555555556,d17fb47064bdfcb2,191,191,0,0.0,-722.5000000000002,-510.4342194354699,-58.59555555555556,1.0,-0.375812743823147,0.0,0.0
167,train_balanced_1000166,single_stage_progress_quality_failure_v2,0.5706676811869889,0.5706676811869887,0.5706676811869887,0.5706676811869887,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.42933231881301126,0.42933231881301126,1.0,-0.0,902.8000000000002,845.3685561767797,116.14472222222226,d17fb47064bdfcb2,256,256,0,0.0,-902.8000000000002,-845.3685561767797,-116.14472222222226,1.0,-0.42933231881301126,0.0,0.0
168,train_balanced_1000167,single_stage_progress_quality_failure_v2,0.5979073243647236,0.5979073243647235,0.5979073243647235,0.5979073243647235,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4020926756352765,0.4020926756352765,1.0,-0.0,807.0000000000001,603.1252962396399,92.12222222222226,d17fb47064bdfcb2,225,225,0,0.0,-807.0000000000001,-603.1252962396399,-92.12222222222226,1.0,-0.4020926756352765,0.0,0.0
169,train_worker_bottleneck_1000168,single_stage_progress_quality_failure_v2,0.4115085216556358,0.4115085216556358,0.4115085216556358,0.4115085216556358,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5884914783443642,0.5884914783443642,1.0,-0.0,1716.1000000000006,1403.8558681600086,25.566666666666666,d17fb47064bdfcb2,351,351,0,0.0,-1716.1000000000006,-1403.8558681600086,-25.566666666666666,1.0,-0.5884914783443642,0.0,0.0
170,train_balanced_1000169,single_stage_progress_quality_failure_v2,0.6357952739217971,0.6357952739217971,0.6357952739217971,0.6357952739217971,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3642047260782028,0.3642047260782028,1.0,-0.0,687.4,448.6280949923897,20.631388888888896,d17fb47064bdfcb2,188,188,0,0.0,-687.4,-448.6280949923897,-20.631388888888896,1.0,-0.3642047260782028,0.0,0.0
171,train_reconfiguration_bottleneck_1000170,single_stage_progress_quality_failure_v2,0.494193229552755,0.494193229552755,0.494193229552755,0.494193229552755,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.505806770447245,0.505806770447245,1.0,-0.0,1228.2000000000003,1830.3273952960105,5.912222222222233,d17fb47064bdfcb2,370,370,0,0.0,-1228.2000000000003,-1830.3273952960105,-5.912222222222233,1.0,-0.505806770447245,0.0,0.0
172,train_balanced_1000171,single_stage_progress_quality_failure_v2,0.64949123186837,0.6494912318683699,0.6494912318683699,0.6494912318683699,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3505087681316301,0.3505087681316301,1.0,-0.0,647.5999999999998,633.67350352265,36.109166666666674,d17fb47064bdfcb2,186,186,0,0.0,-647.5999999999998,-633.67350352265,-36.109166666666674,1.0,-0.3505087681316301,0.0,0.0
173,train_easy_1000172,single_stage_progress_quality_failure_v2,0.6818181818181817,0.6818181818181817,0.6818181818181817,0.6818181818181817,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3181818181818183,0.3181818181818183,1.0,-0.0,560.0000000000002,422.5925923248397,32.132222222222225,d17fb47064bdfcb2,174,174,0,0.0,-560.0000000000002,-422.5925923248397,-32.132222222222225,1.0,-0.3181818181818183,0.0,0.0
174,train_reconfiguration_bottleneck_1000173,single_stage_progress_quality_failure_v2,0.47940553713395373,0.47940553713395373,0.47940553713395373,0.47940553713395373,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5205944628660463,0.5205944628660463,1.0,-0.0,1303.1000000000008,1818.0690239661888,3.1433333333333398,d17fb47064bdfcb2,348,348,0,0.0,-1303.1000000000008,-1818.0690239661888,-3.1433333333333535,1.0,-0.5205944628660463,0.0,0.0
175,train_balanced_1000174,single_stage_progress_quality_failure_v2,0.5591538138949723,0.5591538138949723,0.5591538138949723,0.5591538138949723,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4408461861050276,0.4408461861050276,1.0,-0.0,946.0999999999999,782.6896353603704,183.61805555555557,d17fb47064bdfcb2,263,263,0,0.0,-946.0999999999999,-782.6896353603704,-183.61805555555557,1.0,-0.4408461861050276,0.0,0.0
176,train_balanced_1000175,single_stage_progress_quality_failure_v2,0.6727211570803899,0.6727211570803902,0.6727211570803902,0.6727211570803902,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.32727884291960985,0.32727884291960985,1.0,-0.0,583.8000000000002,311.45941476813,7.956666666666668,d17fb47064bdfcb2,145,145,0,0.0,-583.8000000000002,-311.45941476813,-7.956666666666668,1.0,-0.32727884291960985,0.0,0.0
177,train_reconfiguration_bottleneck_1000176,single_stage_progress_quality_failure_v2,0.4613610149942329,0.4613610149942329,0.4613610149942329,0.4613610149942329,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5386389850057671,0.5386389850057671,1.0,-0.0,1401.0000000000005,1426.1557858275605,27.195833333333336,d17fb47064bdfcb2,351,351,0,0.0,-1401.0000000000005,-1426.1557858275605,-27.195833333333336,1.0,-0.5386389850057671,0.0,0.0
178,train_balanced_1000177,single_stage_progress_quality_failure_v2,0.568747333996872,0.5687473339968718,0.5687473339968718,0.5687473339968718,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.4312526660031281,0.4312526660031281,1.0,-0.0,909.9000000000001,849.8203960988003,150.28916666666666,d17fb47064bdfcb2,238,238,0,0.0,-909.9000000000001,-849.8203960988003,-150.28916666666666,1.0,-0.4312526660031281,0.0,0.0
179,train_fatigue_bottleneck_1000178,single_stage_progress_quality_failure_v2,0.436728900534993,0.436728900534993,0.436728900534993,0.436728900534993,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.563271099465007,0.563271099465007,1.0,-0.0,1547.6999999999991,1073.2171892693798,29.232222222222223,d17fb47064bdfcb2,315,315,0,0.0,-1547.6999999999991,-1073.2171892693798,-29.232222222222223,1.0,-0.563271099465007,0.0,0.0
180,train_balanced_1000179,single_stage_progress_quality_failure_v2,0.6142506142506141,0.6142506142506143,0.6142506142506143,0.6142506142506143,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3857493857493857,0.3857493857493857,1.0,-0.0,753.6,534.1740986631602,45.63888888888889,d17fb47064bdfcb2,212,212,0,0.0,-753.6,-534.1740986631602,-45.63888888888889,1.0,-0.3857493857493857,0.0,0.0
181,train_balanced_1000180,single_stage_progress_quality_failure_v2,0.6442607108343177,0.6442607108343177,0.6442607108343177,0.6442607108343177,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.35573928916568237,0.35573928916568237,1.0,-0.0,662.6,732.1678641031898,39.61805555555556,d17fb47064bdfcb2,198,198,0,0.0,-662.6,-732.1678641031898,-39.61805555555556,1.0,-0.35573928916568237,0.0,0.0
182,train_easy_1000181,single_stage_progress_quality_failure_v2,0.697755552971276,0.6977555529712758,0.6977555529712758,0.6977555529712758,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3022444470287242,0.3022444470287242,1.0,-0.0,519.7999999999998,262.07812720406,11.958055555555555,d17fb47064bdfcb2,150,150,0,0.0,-519.7999999999998,-262.07812720406,-11.958055555555555,1.0,-0.3022444470287242,0.0,0.0
183,train_worker_bottleneck_1000182,single_stage_progress_quality_failure_v2,0.44454323182929534,0.44454323182929534,0.44454323182929534,0.44454323182929534,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5554567681707047,0.5554567681707047,1.0,-0.0,1499.4,1133.2469949197603,54.092222222222254,d17fb47064bdfcb2,303,303,0,0.0,-1499.4,-1133.2469949197603,-54.092222222222254,1.0,-0.5554567681707047,0.0,0.0
184,train_machine_bottleneck_1000183,single_stage_progress_quality_failure_v2,0.45943565986446644,0.45943565986446644,0.45943565986446644,0.45943565986446644,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5405643401355336,0.5405643401355336,1.0,-0.0,1411.9000000000005,811.0970984934501,162.0055555555556,d17fb47064bdfcb2,271,271,0,0.0,-1411.9000000000005,-811.0970984934501,-162.0055555555556,1.0,-0.5405643401355336,0.0,0.0
185,train_easy_1000184,single_stage_progress_quality_failure_v2,0.7223693715386466,0.7223693715386468,0.7223693715386468,0.7223693715386468,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.2776306284613532,0.2776306284613532,1.0,-0.0,461.2000000000001,418.1653159798701,8.393333333333333,d17fb47064bdfcb2,154,154,0,0.0,-461.2000000000001,-418.1653159798701,-8.393333333333333,1.0,-0.2776306284613532,0.0,0.0
186,train_easy_1000185,single_stage_progress_quality_failure_v2,0.7277578992055311,0.727757899205531,0.727757899205531,0.727757899205531,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.272242100794469,0.272242100794469,1.0,-0.0,448.9,308.3163837427801,4.47,d17fb47064bdfcb2,146,146,0,0.0,-448.9,-308.3163837427801,-4.47,1.0,-0.272242100794469,0.0,0.0
187,train_balanced_1000186,single_stage_progress_quality_failure_v2,0.6566706796541533,0.6566706796541533,0.6566706796541533,0.6566706796541533,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.3433293203458467,0.3433293203458467,1.0,-0.0,627.4000000000003,535.9195428433899,84.49138888888889,d17fb47064bdfcb2,191,191,0,0.0,-627.4000000000003,-535.9195428433899,-84.49138888888889,1.0,-0.3433293203458467,0.0,0.0
188,train_reconfiguration_bottleneck_1000187,single_stage_progress_quality_failure_v2,0.4274113121527283,0.4274113121527283,0.4274113121527283,0.4274113121527283,0.0,True,False,True,False,completed,1.0,1.0,0.0,1.0,0.0,0.5725886878472717,0.5725886878472717,1.0,-0.0,1607.6000000000006,1945.7192977015197,11.544722222222225,d17fb47064bdfcb2,379,379,0,0.0,-1607.6000000000006,-1945.7192977015197,-11.544722222222225,1.0,-0.5725886878472717,0.0,0.0
