update_id,episode_start,episode_end,episode_count,parallel_envs,transition_count,environment_step_count,forced_action_count,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,transitions_per_second,reward_phase,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual,policy_head_preference_action_scale
1,0,9,10,10,6825,6825,0,0.0,6825,0,0.0,0,47.39099119999446,29.93607729661744,1.4661709998035803,6.26125070033595,59.71998249995522,63.718961412104186,feasibility,feasibility_best,0.0005980256638080578,0.007058229181528196,0.11688056548134745,0.0029583348727798106,0.0009368887103421648,0.011139089920531923,1.0001881250711244,0.2731410723841079,0.10747663551401869,2.214907169342041,0.19174672663211823,0.13870640099048615,0.04034930095076561,0.13713319599628448,0.1513974517583847,0.032283905893564224,0.022555172443389893,0.0001,-0.30046823620796204,-0.30005136132240295,-0.20015059411525726,-0.20001478493213654,-0.19996172189712524,0.30064669251441956,-0.3000688850879669,-0.29993268847465515,-0.19985340535640717,-0.20008419454097748,-0.1994810849428177,0.017928138375282288,0.11936675012111664,0.01798621006309986,0.11903190612792969,0.999313473701477
2,10,19,10,10,1644,1644,0,0.0,1644,0,0.0,0,9.84259060001932,6.301068198867142,12.472277199849486,1.314085498219356,12.053452800028026,75.08205797566355,feasibility,not_applicable,0.00034443482470053894,0.007036423256907325,0.304829902946949,0.0008143490189328217,0.0006289081454899412,0.008713942307692308,1.0016554525265327,0.59724560379982,0.38461538461538464,2.3914577960968018,0.6120688915252686,0.1951696276664734,0.19371098279953003,0.07248766720294952,0.4183579087257385,0.14220868051052094,0.8620556592941284,0.0001,-0.30053991079330444,-0.3001081943511963,-0.2003638744354248,-0.20006074011325836,-0.19998066127300262,0.301000714302063,-0.2998560667037964,-0.29982343316078186,-0.2000771313905716,-0.19993798434734344,-0.19943402707576752,0.01793239451944828,0.11936775594949722,0.01798621006309986,0.11916285008192062,1.0003268718719482
3,20,29,10,10,1777,1777,0,0.0,1777,0,0.0,0,8.402491099899635,7.015814299928024,0.9108423000434414,1.2608897994505242,13.557407399988733,80.92022829745926,feasibility,not_applicable,5.666445940732956e-05,0.006033429796973776,0.3234828186354467,-0.00016144858922676316,0.0011560050063833063,0.019593886631940092,0.9993683599999973,0.5371895696568701,0.32142857142857145,1.8810522556304932,0.7207662463188171,0.22206975519657135,0.16718001663684845,0.07050469517707825,0.5535862445831299,0.20243382453918457,0.8992007374763489,0.0001,-0.30035609006881714,-0.29982370138168335,-0.20041154325008392,-0.19987523555755615,-0.19977785646915436,0.3009287416934967,-0.2998798191547394,-0.29977717995643616,-0.19993819296360016,-0.19995450973510742,-0.19940125942230225,0.017948374152183533,0.1192598044872284,0.01798621006309986,0.11914726346731186,1.0002793073654175
4,30,39,10,10,1990,1990,0,0.0,1990,0,0.0,0,9.457467600004748,7.857063999748789,1.3043100001523271,1.6266006984515116,16.3760216999799,77.03179299132395,feasibility,not_applicable,-0.011580178903386695,0.004022769835501094,0.26026908168569207,-0.012171485210274113,0.0006756435286661144,0.0087890625,1.0000345464795828,0.37802169763017446,0.203125,1.6982395648956299,0.870509147644043,0.19340220093727112,0.14353469014167786,0.0704854428768158,0.7269744277000427,0.19828538596630096,0.8671761751174927,0.0001,-0.30057308077812195,-0.3002767860889435,-0.20074138045310974,-0.2001836895942688,-0.20010778307914734,0.3014599084854126,-0.2999814450740814,-0.3000020682811737,-0.19978386163711548,-0.2000265270471573,-0.19943036139011383,0.01794268563389778,0.11923104524612427,0.01798621006309986,0.11899907141923904,1.000514030456543
5,40,49,10,10,2199,2199,0,0.0,2199,0,0.0,0,10.901439400040545,8.862739902222529,2.2360944998217747,1.5662400987930596,17.896261799964122,76.36026170032085,feasibility,feasibility_best,-0.0008035170180456979,0.0026684810307675173,0.31814267677920205,-0.0026507028977253606,0.00039111115662048435,0.005133928571428571,1.0001167612416404,0.25404511700783455,0.12857142857142856,1.3232094049453735,0.9891329407691956,0.2223721146583557,0.12168748676776886,0.07632709294557571,0.8674454092979431,0.21296188235282898,0.8821860551834106,0.0001,-0.30034804344177246,-0.3006231486797333,-0.2009023278951645,-0.2004329413175583,-0.20033131539821625,0.30135560035705566,-0.3001764118671417,-0.3004017472267151,-0.19992674887180328,-0.19993974268436432,-0.1992497444152832,0.017947273328900337,0.11938823759555817,0.01798621006309986,0.11910530924797058,1.0005457401275635
6,50,59,10,10,1785,1785,0,0.0,1785,0,0.0,0,8.69599139993079,7.113568999106064,1.2081523998640478,1.4107189008500427,14.174244099995121,78.0490432643679,feasibility,not_applicable,-0.0003355350179065551,0.002691474941717128,0.29638480208814144,-0.0019536450397156712,9.358229560315781e-05,0.0013950892857142857,1.000053268458162,0.3114402159782393,0.17857142857142858,1.286344289779663,1.1040050983428955,0.11722902953624725,0.11676698923110962,0.06846816837787628,0.9872380495071411,0.12963511049747467,0.6588800549507141,0.0001,-0.3001692295074463,-0.3014005124568939,-0.2014995664358139,-0.20097599923610687,-0.20079077780246735,0.30171719193458557,-0.2999994158744812,-0.3003605902194977,-0.1997983455657959,-0.1997818946838379,-0.1992785930633545,0.017961163073778152,0.11920566856861115,0.01798621006309986,0.1194462776184082,0.9999282360076904
7,60,69,10,10,1737,1737,0,0.0,1737,0,0.0,0,8.20893259998411,6.828053600154817,1.2784090001368895,1.4509523010347039,13.824967699940316,78.83306978592246,feasibility,not_applicable,-0.004165563740701016,0.0020914189974843922,0.3000049740076065,-0.006119904499168375,0.00025224885930746107,0.004743303571428571,0.9995226051126208,0.28128520445898175,0.16071428571428573,1.209547996520996,1.220481276512146,0.10752426087856293,0.10347898304462433,0.07375285774469376,1.1170024871826172,0.10209639370441437,0.5295161008834839,0.0001,-0.3003658652305603,-0.3012203872203827,-0.20142662525177002,-0.20085462927818298,-0.2006913423538208,0.30172061920166016,-0.2998424172401428,-0.3003462851047516,-0.19969171285629272,-0.19967307150363922,-0.19945211708545685,0.017972368746995926,0.11907639354467392,0.01798621006309986,0.11951316148042679,0.9996753334999084
8,70,79,10,10,1774,1774,0,0.0,1774,0,0.0,0,8.40135579998605,6.900040799868293,1.125056500080973,1.4186778014991432,13.454374200082384,81.16864547624102,feasibility,not_applicable,-0.0004477885231608525,0.0012607542329143534,0.2580162552850587,-0.002397574147575402,7.81551520308962e-05,0.0011160714285714285,0.9999790521604675,0.21041363051959447,0.05357142857142857,0.9497890472412109,1.2959567308425903,0.13800179958343506,0.08217336237430573,0.06269686669111252,1.2137835025787354,0.12539270520210266,0.7935940623283386,0.0001,-0.3001996576786041,-0.30084946751594543,-0.2010980099439621,-0.20059669017791748,-0.20041143894195557,0.30143827199935913,-0.29969844222068787,-0.30055591464042664,-0.1992725431919098,-0.19970963895320892,-0.19927935302257538,0.01797991245985031,0.11897189170122147,0.01798621006309986,0.11940111219882965,0.9991856813430786
9,80,89,10,10,1833,1833,0,0.0,1833,0,0.0,0,8.820505399955437,7.31590429903008,1.2298063001362607,1.458934596274048,14.815955500002019,77.54968088320275,feasibility,not_applicable,0.000991063738434479,0.0011146456873293259,0.287687199639863,-0.0013284844884263545,0.00012678401191222073,0.002306297292997097,1.0000586304171333,0.1964621101987773,0.034482758620689655,0.7059234976768494,1.3490060567855835,0.18351106345653534,0.06453806161880493,0.05846552178263664,1.2844678163528442,0.1445290744304657,0.8984978795051575,0.0001,-0.30031952261924744,-0.3005574941635132,-0.20086358487606049,-0.20039908587932587,-0.20020537078380585,0.30133289098739624,-0.29991745948791504,-0.3008072078227997,-0.19954808056354523,-0.19989128410816193,-0.1993943750858307,0.01798672415316105,0.11919727176427841,0.01798621006309986,0.11930815875530243,0.9992803931236267
10,90,99,10,10,1785,1785,0,0.0,1785,0,0.0,0,8.599901600042358,7.053847999428399,1.2439530999399722,1.41725779697299,14.309171500033699,77.91672723738762,feasibility,not_applicable,-0.0011009320483676025,0.001030581743179937,0.27825409919023514,-0.0033681828146135168,0.00023644826498119592,0.002545426067497049,1.0017909184098244,0.20450497385380523,0.07142857142857142,0.7055750489234924,1.3670499324798584,0.21083056926727295,0.05335816740989685,0.04534241184592247,1.3136918544769287,0.17933014035224915,0.9537467956542969,0.0001,-0.30043449997901917,-0.30022215843200684,-0.20062164962291718,-0.200174480676651,-0.19996507465839386,0.30109959840774536,-0.3000566363334656,-0.3010672330856323,-0.20002618432044983,-0.1999938189983368,-0.19939398765563965,0.01797998696565628,0.11930809915065765,0.01798621006309986,0.11932525038719177,0.9994667172431946
