update_id,episode_start,episode_end,episode_count,parallel_envs,transition_count,environment_step_count,forced_action_count,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,transitions_per_second,reward_phase,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,counterfactual_loss,counterfactual_eligible_count,counterfactual_high_flow_commit_flip_count,counterfactual_high_flow_commit_flip_rate,counterfactual_state_scale_mean,counterfactual_state_scale_max,counterfactual_low_flow_identity_violation_count,counterfactual_monotonicity_violation_count,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual,policy_head_preference_action_scale,policy_head_preference_action_scale_production,policy_head_preference_action_scale_worker
11,100,109,10,10,2244,2244,0,0.0,2244,0,0.0,0,12.576990099987597,10.08597729995381,1.5552574999746867,2.448173499389668,20.201736200004234,68.45903588390983,quality,pending,-0.01417042422367053,0.001522730138175474,0.5386481850097576,-0.018795541701062273,2.2718100808560848e-05,0.0,1.000006414949894,0.1708172401930723,0.05555555555555555,0.0,0.0,0.0,0.0,2.15412876341078,2.1838464273346796,0.0,0.0,0.782450258731842,1.290216088294983,0.19132617115974426,0.06698832660913467,0.04831433296203613,1.2232277393341064,0.18419340252876282,0.9362319707870483,0.0001,-0.2983052730560303,-0.3035851716995239,-0.20270296931266785,-0.2025696039199829,-0.20257282257080078,0.300875186920166,-0.29978784918785095,-0.2989804148674011,-0.19994117319583893,-0.1996040642261505,-0.199739009141922,0.01798621006309986,0.12050597369670868,0.01798621006309986,0.12075057625770569,1.0035449266433716,1.0035449266433716,1.0035449266433716
12,110,119,10,10,2805,2805,0,0.0,2805,0,0.0,0,15.166690500002005,12.487021300126798,1.453057999999146,2.709911700352677,26.205889399992884,67.79852759436804,quality,pending,0.0003751579841429537,0.001073060491101139,0.42340641807426105,-0.003322375046660785,6.142879566472072e-06,0.0,0.9999999193982645,0.13760222113606604,0.011363636363636364,0.0,0.0,0.0,0.0,2.1321404576301575,2.1543730090964925,0.0,0.0,0.5345638990402222,1.28496253490448,0.179718017578125,0.048614997416734695,0.04569312185049057,1.2363474369049072,0.17581383883953094,0.9353574514389038,0.0001,-0.2982020974159241,-0.3037690222263336,-0.20294871926307678,-0.2026241272687912,-0.2026180475950241,0.3009660243988037,-0.29938095808029175,-0.2986530363559723,-0.1995544731616974,-0.19926781952381134,-0.19993598759174347,0.01798621006309986,0.12032400071620941,0.01798621006309986,0.12097901105880737,1.002656102180481,1.002656102180481,1.002656102180481
13,120,129,10,10,1915,1915,0,0.0,1915,0,0.0,0,10.259010800000397,8.208046600149828,1.0571589000028325,1.877598700200906,16.323722400004044,72.03924388029746,quality,pending,0.0004154273774474859,0.0012047269488296782,0.5130350028475126,-0.004112558912796279,2.7941956233235032e-06,0.0,0.9999958634376526,0.12927530240267515,0.016666666666666666,0.0,0.0,0.0,0.0,2.150125237305959,2.17522337436676,0.0,0.0,0.5905608534812927,1.3832794427871704,0.23917171359062195,0.04490064084529877,0.05715157836675644,1.33837890625,0.21716800332069397,0.9428998827934265,0.0001,-0.29806607961654663,-0.30356141924858093,-0.2029937505722046,-0.20246490836143494,-0.20246349275112152,0.3005816340446472,-0.2992752194404602,-0.29866379499435425,-0.19940072298049927,-0.19920769333839417,-0.2001136690378189,0.01798621006309986,0.1204584613442421,0.01798621006309986,0.12099184840917587,1.002886414527893,1.002886414527893,1.002886414527893
14,130,139,10,10,2076,2076,0,0.0,2076,0,0.0,0,11.064982099996996,8.95404439997219,1.1965266999904998,2.2380474998790305,17.758161799996742,72.02545312902008,quality,pending,0.000920528108536294,0.0008449882906544107,0.512933074073358,-0.0037863092941486025,1.2398286437267167e-05,0.0,1.0000175707267993,0.12860716633837332,0.0,0.0,0.0,0.0,0.0,2.130973230708729,2.143404570492831,0.0,0.0,0.4543590247631073,1.3823860883712769,0.21195149421691895,0.035636987537145615,0.041150014847517014,1.3467490673065186,0.1985318660736084,0.9623064398765564,0.0001,-0.2980981767177582,-0.3035796582698822,-0.20307926833629608,-0.20247933268547058,-0.20262546837329865,0.30054834485054016,-0.29967552423477173,-0.29905202984809875,-0.19958621263504028,-0.19941161572933197,-0.20054985582828522,0.01798621006309986,0.12061123549938202,0.01798621006309986,0.12073759734630585,1.004835844039917,1.004835844039917,1.004835844039917
15,140,149,10,10,1573,1573,0,0.0,1573,0,0.0,0,8.878335700006573,6.8716774999920744,1.0687781999877188,2.0728827997518238,12.483372499991674,73.63643325116337,quality,pending,-0.0018897711299359799,0.0013569232879672198,0.5578518795967102,-0.0067898281570523975,7.167721396399429e-06,0.0,1.0001460242271423,0.13278793174773454,0.0,0.0,0.0,0.0,0.0,2.0913136768341065,2.0945448207855226,0.0,0.0,0.26365926861763,1.4891775846481323,0.25248149037361145,0.018887897953391075,0.0515335351228714,1.470289707183838,0.22756102681159973,0.9583398699760437,0.0001,-0.2982664108276367,-0.3036389946937561,-0.20309525728225708,-0.2025124430656433,-0.20267680287361145,0.3008233606815338,-0.3000345230102539,-0.29936498403549194,-0.1998109519481659,-0.19965419173240662,-0.20037849247455597,0.01798621006309986,0.12047801911830902,0.01798621006309986,0.1207469031214714,1.0051504373550415,1.0051504373550415,1.0051504373550415
16,150,159,10,10,2783,2783,0,0.0,2783,0,0.0,0,15.447021499989205,12.477551400093944,1.5953501000185497,3.1303844999638386,26.079170700002578,67.01794343668598,quality,pending,0.0005766278429126197,0.0006194400861700574,0.5054452073844996,-0.004168104065518657,3.110827791694894e-05,0.0,0.9999472593719309,0.12577124397185716,0.0,0.0,0.0,0.0,0.0,2.1174762059341776,2.1249236356128347,0.0,0.0,0.39847978949546814,1.4711614847183228,0.21084846556186676,0.020398927852511406,0.0288234930485487,1.4507626295089722,0.201944962143898,0.9813124537467957,0.0001,-0.2984764873981476,-0.3036293685436249,-0.20313894748687744,-0.20248915255069733,-0.20264622569084167,0.3010154366493225,-0.2994791567325592,-0.2997535765171051,-0.19940300285816193,-0.19928374886512756,-0.20046502351760864,0.01798621006309986,0.12090359628200531,0.01798621006309986,0.12062862515449524,1.0058043003082275,1.0058043003082275,1.0058043003082275
17,160,169,10,10,2428,2428,0,0.0,2428,0,0.0,0,13.65286400000332,10.701963999847067,1.535817700001644,2.911711499633384,21.34454450001067,69.3765654105226,quality,pending,-0.00022146975817648987,0.008877071492239147,0.5167307990946268,-0.0009502419025490159,1.6414511357628438e-06,0.0,0.9999847310154062,0.27150148501325594,0.10526315789473684,0.0,0.0,0.0,0.0,2.162945295635023,2.183415240363071,0.0,0.0,0.9495105147361755,1.5279244184494019,0.27608534693717957,0.0023007297422736883,0.10884497314691544,1.5256235599517822,0.22209382057189941,0.8445717096328735,0.0001,-0.298715740442276,-0.3038155436515808,-0.20344483852386475,-0.20261123776435852,-0.20264586806297302,0.3015342354774475,-0.29934608936309814,-0.299675315618515,-0.19929273426532745,-0.19912905991077423,-0.2003946453332901,0.01798621006309986,0.12093295156955719,0.01798621006309986,0.12064609676599503,1.0050848722457886,1.0050848722457886,1.0050848722457886
18,170,179,10,10,2560,2560,0,0.0,2560,0,0.0,0,14.739582399997744,11.469243000174174,3.359323899989249,2.796282100636745,23.839533599995775,66.3571451455868,quality,pending,-0.00018119002343155443,0.009201286151073873,0.48189485147595407,-0.0003994953876826912,1.2290567974559963e-05,0.0,0.9998699985444546,0.2898270273581147,0.1375,0.0,0.0,0.0,0.0,2.164410415291786,2.184130382537842,0.0,0.0,0.7678375840187073,1.4079991579055786,0.2848060429096222,0.005511783063411713,0.1031637117266655,1.4024872779846191,0.25645753741264343,0.8687934279441833,0.0001,-0.29875925183296204,-0.3039267063140869,-0.20352430641651154,-0.20268958806991577,-0.20272119343280792,0.30141115188598633,-0.2993595600128174,-0.2997395396232605,-0.19923847913742065,-0.1991361826658249,-0.20044872164726257,0.01798621006309986,0.12084361165761948,0.01798621006309986,0.12067724019289017,1.00462806224823,1.00462806224823,1.00462806224823
19,180,189,10,10,2137,2137,0,0.0,2137,0,0.0,0,11.336932699996396,9.301677099865628,1.2146372999850428,2.139784200277063,18.30132020000019,72.10276554459949,quality,pending,-0.0002583413220503751,0.001218566667589852,0.4795760683277074,-0.004444818163071485,1.1766996856428759e-05,0.0,1.0000813366735684,0.10769833788713988,0.0,0.0,0.0,0.0,0.0,2.176004911170286,2.1980301036554226,0.0,0.0,0.26150667667388916,1.3646317720413208,0.25904765725135803,0.014720260165631771,0.049707844853401184,1.3499116897583008,0.2771972715854645,0.9631794095039368,0.0001,-0.2992246747016907,-0.3041698932647705,-0.2037559151649475,-0.20285160839557648,-0.20286546647548676,0.3017316460609436,-0.2993501126766205,-0.29958251118659973,-0.19945043325424194,-0.19913364946842194,-0.20038849115371704,0.01798621006309986,0.12078668177127838,0.01798621006309986,0.12058962881565094,1.0052729845046997,1.0052729845046997,1.0052729845046997
20,190,199,10,10,2615,2615,0,0.0,2615,0,0.0,0,13.82990169999539,11.406922300186125,1.4566037000186043,2.440958000224782,22.76173719999497,71.46441314495725,quality,pending,6.503332406282425e-05,0.0006614775345774322,0.4678889269508967,-0.004283117297923238,7.386980053902002e-06,0.0,1.0000648076941328,0.09682863010320722,0.0,0.0,0.0,0.0,0.0,2.186913690915922,2.22067370356583,0.0,0.0,0.26192930340766907,1.527032732963562,0.2546366751194,0.013497063890099525,0.03317304700613022,1.5135358572006226,0.24808403849601746,0.9830281734466553,0.0001,-0.2989967465400696,-0.304429292678833,-0.20404323935508728,-0.20302920043468475,-0.20298868417739868,0.30163779854774475,-0.29944151639938354,-0.30057838559150696,-0.19971279799938202,-0.19924722611904144,-0.2011134773492813,0.01798621006309986,0.120628722012043,0.01798621006309986,0.12061218172311783,1.005159616470337,1.005159616470337,1.005159616470337
21,200,209,10,10,3048,3048,0,0.0,3048,0,0.0,0,16.71658049999678,13.861818700112053,1.9820176999783143,3.2862644999986514,29.260626600007527,66.29371795834277,quality,pending,0.00024714610966232914,0.00041418983695014805,0.51132173029085,-0.004658975997396435,8.090838913214308e-06,0.0,1.0000999650607507,0.08790409287515406,0.0,0.0,0.0,0.0,0.0,2.1998156756162643,2.2391541426380477,0.0,0.0,0.18520107865333557,1.5503129959106445,0.21828199923038483,0.015176262706518173,0.022840876132249832,1.5351370573043823,0.216727152466774,0.9890506267547607,0.0001,-0.2983734607696533,-0.30387571454048157,-0.2036956548690796,-0.20264407992362976,-0.2026439756155014,0.3008098602294922,-0.2998078763484955,-0.3010788559913635,-0.19938233494758606,-0.19949746131896973,-0.2014082372188568,0.01798621006309986,0.12056352943181992,0.01798621006309986,0.12072373926639557,1.0047024488449097,1.0047024488449097,1.0047024488449097
22,210,219,10,10,1940,1940,0,0.0,1940,0,0.0,0,10.401821599996765,8.429431200027466,1.2578378999896813,2.3083207997551654,16.568928199994843,71.92977630902215,quality,pending,-0.00045295978235381266,0.014051169297853184,0.532772270421828,0.0012449032416747463,2.0558057786406755e-05,0.0,1.000039562102287,0.38711201333470885,0.27419354838709675,0.0,0.0,0.0,0.0,2.2324886206657655,2.287031977407394,0.0,0.0,1.234191656112671,1.433519721031189,0.3424403667449951,-0.007163411006331444,0.11884195357561111,1.4406832456588745,0.30491310358047485,0.8795602917671204,0.0001,-0.2984618842601776,-0.3035099506378174,-0.2034856379032135,-0.20238696038722992,-0.2023918777704239,0.30053266882896423,-0.30000433325767517,-0.3012606203556061,-0.19953499734401703,-0.19960294663906097,-0.2014136016368866,0.01798621006309986,0.12075380235910416,0.01798621006309986,0.1205962523818016,1.004116415977478,1.004116415977478,1.004116415977478
23,220,229,10,10,2221,2221,0,0.0,2221,0,0.0,0,14.551414600005955,9.81466580007691,1.3675168000045232,3.6095222998555982,20.190946399990935,63.927722125741504,quality,pending,-0.00019285614336175577,0.0009886882097427069,0.5481055877038411,-0.005179567428837929,2.381623628804976e-05,0.0,0.9999358543327876,0.14308365894747632,0.014285714285714285,0.0,0.0,0.0,0.0,2.288544273376465,2.381985936846052,0.0,0.0,0.5418820381164551,1.4688459634780884,0.27403974533081055,0.010902647860348225,0.03752528131008148,1.457943320274353,0.29381537437438965,0.9812491536140442,0.0001,-0.2984505593776703,-0.30369096994400024,-0.20336195826530457,-0.20251300930976868,-0.20255862176418304,0.30078136920928955,-0.300605446100235,-0.3014827370643616,-0.1995391994714737,-0.2000199407339096,-0.20146995782852173,0.01798621006309986,0.12085311114788055,0.01798621006309986,0.12054099887609482,1.0039647817611694,1.0039647817611694,1.0039647817611694
24,230,239,10,10,2987,2987,0,0.0,2987,0,0.0,0,16.895590300002368,13.37661200002185,6.203119900004822,3.013816700404277,28.701029700008803,65.50924169377616,quality,pending,-0.0014325233691550316,0.0003907012784459747,0.48342039832409395,-0.006071376497857273,3.27979181447711e-06,0.0,1.0000532402637157,0.061102667367680275,0.0,0.0,0.0,0.0,0.0,2.346909982092837,2.4756000320962133,0.0,0.0,0.14039455354213715,1.5859978199005127,0.20772355794906616,0.008975205942988396,0.022813282907009125,1.5770225524902344,0.21278229355812073,0.987938404083252,0.0001,-0.2981833517551422,-0.3037513196468353,-0.2033204585313797,-0.2025478631258011,-0.20261506736278534,0.30024877190589905,-0.3009262681007385,-0.3016420900821686,-0.19978661835193634,-0.199919655919075,-0.2013341784477234,0.0179862380027771,0.120912566781044,0.01798621006309986,0.12039752304553986,1.0039385557174683,1.0039385557174683,1.0039385557174683
25,240,249,10,10,2497,2497,0,0.0,2497,0,0.0,0,13.596439400003874,11.057051500014495,1.2729989999934332,2.2420546993089374,21.906846400001086,70.33151844215081,quality,pending,-0.05104737033834681,0.000513224724943484,0.44199546948075297,-0.05521071344264783,4.0435867049382065e-06,0.0,0.9999776177108288,0.09250295779202133,0.0125,0.0,0.0,0.0,0.0,2.372905948758125,2.5228431552648543,0.0,0.0,0.6783583760261536,1.4378297328948975,0.28169143199920654,0.007197565399110317,0.026275841519236565,1.4306321144104004,0.2913151979446411,0.9912990927696228,0.0001,-0.2981947958469391,-0.30369341373443604,-0.20319324731826782,-0.2025303989648819,-0.20252348482608795,0.3000238537788391,-0.30127495527267456,-0.30247920751571655,-0.2000468671321869,-0.20008161664009094,-0.20163096487522125,0.01798626407980919,0.12092677503824234,0.01798621006309986,0.12039705365896225,1.0040923357009888,1.0040923357009888,1.0040923357009888
26,250,259,10,10,2639,2639,0,0.0,2639,0,0.0,0,14.259471900004428,11.767382400052156,1.6159841000044253,2.709758300727117,24.434970799993607,68.20100809980484,quality,not_promoted,0.002832641714208183,0.0005823297534724199,0.5183954104071572,-0.002060147695287707,9.199990040474945e-06,0.0,1.0000409469718026,0.12426065487254943,0.0,0.0,0.0,0.0,0.0,2.4233502717245194,2.5847111088888988,0.0,0.0,0.46560707688331604,1.5029106140136719,0.282074898481369,0.006116010714322329,0.024364355951547623,1.496794581413269,0.2777746021747589,0.9925392866134644,0.0001,-0.29866859316825867,-0.304204523563385,-0.2032235562801361,-0.20287910103797913,-0.20266591012477875,0.30026975274086,-0.30132201313972473,-0.3023940920829773,-0.20015065371990204,-0.200201153755188,-0.20170193910598755,0.01798626407980919,0.12100155651569366,0.01798621006309986,0.12038751691579819,1.0050537586212158,1.0050537586212158,1.0050537586212158
27,260,269,10,10,3096,3096,0,0.0,3096,0,0.0,0,17.507124299998395,14.203546000106144,1.9576154999958817,3.2920535002922406,29.901397499997984,65.30471490043877,quality,pending,-0.0013417342525659775,0.000266708331022231,0.4977792939361261,-0.0061861729981111625,4.419553835425771e-06,0.0,1.0000340816925983,0.05951432209005769,0.0,0.0,0.0,0.0,0.0,2.463231157283394,2.625948961900205,0.0,0.0,0.20679977536201477,1.5693260431289673,0.2223997563123703,0.007510530762374401,0.018455473706126213,1.5618155002593994,0.22020961344242096,0.9931137561798096,5e-05,-0.2987828552722931,-0.30420204997062683,-0.2032022476196289,-0.20288152992725372,-0.20266276597976685,0.3002369999885559,-0.30158957839012146,-0.30252590775489807,-0.20014089345932007,-0.20045071840286255,-0.2019263207912445,0.01798626407980919,0.12110716849565506,0.01798621006309986,0.12035302817821503,1.0057857036590576,1.0057857036590576,1.0057857036590576
