update_id,episode_start,episode_end,episode_count,parallel_envs,transition_count,environment_step_count,forced_action_count,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,transitions_per_second,reward_phase,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual,policy_head_preference_action_scale,policy_head_preference_action_scale_production,policy_head_preference_action_scale_worker
1,0,9,10,10,2133,2133,0,0.0,2133,0,0.0,0,17.62340150000091,9.092782300016552,1.7101757000054931,7.440936399871134,18.46825539999554,59.09953111629546,feasibility,not_applicable,0.002182855928207145,0.035775536191923654,0.9177271145231584,0.010893352952895357,1.0436294634446848e-05,0.0,1.0000073822105633,0.5711690733099685,0.45588235294117646,2.5571136474609375,-0.1981038749217987,0.25634998083114624,0.1763039380311966,0.2743694484233856,-0.3744077682495117,0.051272761076688766,-0.14552605152130127,0.0001,-0.2998790144920349,-0.29991036653518677,-0.19996698200702667,-0.19997082650661469,-0.1999790072441101,0.2997673749923706,-0.300327867269516,-0.30033108592033386,-0.19987079501152039,-0.2001873254776001,-0.20048627257347107,0.01798621006309986,0.1191914826631546,0.01798621006309986,0.11940937489271164,0.0,1.499595284461975,1.0010966062545776
2,10,19,10,10,1505,1505,0,0.0,1505,0,0.0,0,12.32761589999427,6.04869370002416,1.5169887999945786,5.965936300082831,10.866423400002532,64.88736095226878,feasibility,feasibility_best,0.0012064466330533226,0.04906771762762219,0.8667505408326784,0.017072799790184945,4.087152016533461e-05,0.0,0.9999835217992464,0.5435553506637613,0.4791666666666667,1.579342007637024,0.0162959061563015,0.3369395434856415,0.14489160478115082,0.25252366065979004,-0.12859569489955902,0.1762872338294983,0.43830543756484985,0.0001,-0.29978078603744507,-0.30024877190589905,-0.2002733200788498,-0.2002061903476715,-0.20018349587917328,0.2997186481952667,-0.3003096878528595,-0.3002159297466278,-0.1999439001083374,-0.200166255235672,-0.20036208629608154,0.01798621006309986,0.11912176758050919,0.01798621006309986,0.11936426162719727,0.0,1.5001461505889893,1.000191330909729
3,20,29,10,10,1829,1829,0,0.0,1829,0,0.0,0,11.98746449999453,7.448438599967631,0.9391757999983383,4.339722300122958,13.914085999997042,70.61353334815207,feasibility,not_applicable,-0.0011956719681620598,0.035595188784445154,0.8182792663574219,0.008419129965377265,0.00025856555193654615,0.0,0.9999745251803562,0.7149520192680687,0.5689655172413793,2.0923526287078857,0.09276802837848663,0.3191487789154053,0.14965777099132538,0.2038322240114212,-0.05688972771167755,0.20879477262496948,0.5920946598052979,0.0001,-0.29960501194000244,-0.30026865005493164,-0.2003648430109024,-0.20021593570709229,-0.2001899778842926,0.2995724678039551,-0.2998966574668884,-0.2995459735393524,-0.19995740056037903,-0.1998937577009201,-0.20036348700523376,0.01798621006309986,0.11913543194532394,0.01798621006309986,0.11939209699630737,0.0,1.500430703163147,1.0001492500305176
4,30,39,10,10,2035,2035,0,0.0,2035,0,0.0,0,11.957351299999573,8.324449000101595,1.3257730000041192,3.7418341998709366,15.78336660000059,73.35787081415035,feasibility,not_applicable,-0.0010849660320673138,0.018538673499278957,0.6791310249827802,0.0013930601344327442,3.113265285037414e-05,0.0,1.0002175020053983,0.5551525009796023,0.453125,2.2611138820648193,0.17314469814300537,0.3201008439064026,0.19656601548194885,0.16004730761051178,-0.023421311751008034,0.21736280620098114,0.7500097155570984,0.0001,-0.29939380288124084,-0.30012696981430054,-0.20042522251605988,-0.2001255750656128,-0.20018228888511658,0.29948338866233826,-0.29993751645088196,-0.2994687557220459,-0.20016086101531982,-0.19989998638629913,-0.2004009336233139,0.01798621006309986,0.11909651756286621,0.01798621006309986,0.11927931755781174,0.0,1.5003647804260254,1.0003794431686401
5,40,49,10,10,2182,2182,0,0.0,2182,0,0.0,0,12.106524899994838,9.04290719996061,2.3473606999905314,3.3933584001715644,17.21558759999607,74.41482942269853,feasibility,not_applicable,0.003681248679224934,0.014782706999851923,0.7193046391010285,0.003879555833659002,0.0003176792213967669,0.0,1.0004558520657676,0.6044450006314687,0.4714285714285714,2.2483158111572266,0.37182730436325073,0.36849626898765564,0.173208549618721,0.13966254889965057,0.19861873984336853,0.29308652877807617,0.8563539385795593,0.0001,-0.29909420013427734,-0.2998984158039093,-0.20026077330112457,-0.19997042417526245,-0.2001088559627533,0.29919004440307617,-0.30017849802970886,-0.2996821105480194,-0.20046202838420868,-0.1999417096376419,-0.20021480321884155,0.01798621006309986,0.11909294873476028,0.01798621006309986,0.1193259134888649,0.0,1.4996850490570068,0.9996132850646973
6,50,59,10,10,1771,1771,0,0.0,1771,0,0.0,0,10.452370500002871,7.249772100025439,1.253416700012167,3.068886799912434,13.594738899999356,73.64710537724072,feasibility,phase_transition,-0.0006030463347477573,0.01591301151035753,0.7112213713782174,0.000241246132645756,0.0004587901694321772,0.0,0.9999840919460569,0.5400885072137628,0.35714285714285715,2.2498281002044678,0.5416499376296997,0.292765349149704,0.18579046428203583,0.1310422718524933,0.3558594286441803,0.2609502971172333,0.7996526956558228,0.0001,-0.29960042238235474,-0.3000768721103668,-0.20036764442920685,-0.20009325444698334,-0.2001776248216629,0.29955440759658813,-0.30031341314315796,-0.29974573850631714,-0.20055386424064636,-0.20002466440200806,-0.20032836496829987,0.01798621006309986,0.11920266598463058,0.01798621006309986,0.11948203295469284,0.0,1.5003186464309692,0.9997878074645996
7,60,69,10,10,1835,1835,0,0.0,1835,0,0.0,0,9.512283399999433,7.391465599932417,1.2971819999947911,2.200387600096292,13.109348200006934,81.11704904607691,quality,pending,-0.00032375589141557954,0.01459478424733569,0.5596320608566547,0.001377314321118696,2.7382003974574626e-07,0.0,0.9999828821626203,0.3934837985655357,0.1896551724137931,1.8976060152053833,0.691743791103363,0.2640371024608612,0.15688645839691162,0.1320098340511322,0.5348573327064514,0.2626611590385437,0.7500330209732056,0.0001,-0.2996253967285156,-0.3001697361469269,-0.2004583179950714,-0.2001800537109375,-0.20017534494400024,0.299599826335907,-0.30078715085983276,-0.30025675892829895,-0.20072634518146515,-0.2003660649061203,-0.20065926015377045,0.01798621006309986,0.1192343682050705,0.01798621006309986,0.11965158581733704,0.0,1.5003974437713623,1.0010735988616943
8,70,79,10,10,1861,1861,0,0.0,1861,0,0.0,0,9.756011600002239,7.43205340008717,1.1351573999927496,2.4348402000177884,12.793353900000511,82.53003837291,quality,pending,-0.007692416803911329,0.00562523720630755,0.5057207147280375,-0.009937005505586663,5.646776116918772e-07,0.0,0.9999800642331441,0.49084627932558456,0.38333333333333336,1.7275420427322388,0.8286641836166382,0.23956526815891266,0.15306998789310455,0.06200474128127098,0.67559415102005,0.25982311367988586,0.9330112338066101,0.0001,-0.2994975447654724,-0.30124548077583313,-0.201257586479187,-0.2009425014257431,-0.20104846358299255,0.30027806758880615,-0.3004724681377411,-0.2999595105648041,-0.20078755915164948,-0.20015378296375275,-0.20072133839130402,0.01798621006309986,0.11911094188690186,0.01798621006309986,0.11969725787639618,0.0,1.5012843608856201,1.0016605854034424
9,80,89,10,10,1846,1846,0,0.0,1846,0,0.0,0,9.628284900005383,7.477352300047642,1.2561505000194302,2.324301899963757,13.274742900001002,80.60069682138207,quality,pending,-0.0005085130125798028,0.0034512316352479032,0.6061063640076538,-0.00484395955271762,6.824145773828934e-07,0.0,1.000004749873589,0.32857961281491765,0.22413793103448276,1.6240532398223877,0.9118045568466187,0.18391777575016022,0.13905370235443115,0.057753391563892365,0.7727508544921875,0.19960655272006989,0.9013930559158325,0.0001,-0.2991155982017517,-0.3013631999492645,-0.20137150585651398,-0.20102213323116302,-0.2011324167251587,0.3001379370689392,-0.3007759749889374,-0.30011099576950073,-0.2008175104856491,-0.20037241280078888,-0.2008700966835022,0.01798621006309986,0.11934427917003632,0.01798621006309986,0.11977047473192215,0.0,1.5015134811401367,1.0018367767333984
10,90,99,10,10,1807,1807,0,0.0,1807,0,0.0,0,9.459136700003,7.329002400059835,1.3095766000187723,2.2223924998179427,13.047047799998836,80.28904232966954,quality,pending,-0.00590174548841756,0.02308919488107143,0.5756028885471409,-0.00011317563596470603,3.456353232618783e-06,0.0,1.0000081072593558,0.47189808277220563,0.39655172413793105,1.197906732559204,0.9883482456207275,0.2935674488544464,0.07959800213575363,0.18689730763435364,0.9087502956390381,0.23231153190135956,0.5946872234344482,0.0001,-0.29915541410446167,-0.30129584670066833,-0.20129097998142242,-0.2009727656841278,-0.20111602544784546,0.299984872341156,-0.3011315166950226,-0.30044108629226685,-0.2008533775806427,-0.20064356923103333,-0.2008839100599289,0.01798621006309986,0.11986298114061356,0.01798621006309986,0.11982616782188416,0.0,1.5015528202056885,1.0017995834350586
