update_id,episode_start,episode_end,episode_count,parallel_envs,transition_count,environment_step_count,forced_action_count,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,transitions_per_second,reward_phase,preference_stage,e2_7_safety_replay_pass,e2_7_safety_replay_rollback,failure_reason,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,counterfactual_loss,counterfactual_eligible_count,counterfactual_control_evaluated_state_count,counterfactual_high_flow_commit_flip_count,counterfactual_high_flow_commit_flip_rate,counterfactual_state_scale_mean,counterfactual_state_scale_max,counterfactual_low_flow_identity_violation_count,counterfactual_monotonicity_violation_count,counterfactual_flow_cost_flip_count,counterfactual_flow_cost_flip_rate,counterfactual_flow_variance_flip_count,counterfactual_flow_variance_flip_rate,counterfactual_coefficient_mean,counterfactual_gate_loss,production_pair_loss,production_pair_eligible_count,production_pair_control_evaluated_state_count,production_pair_correct_count,production_pair_correct_rate,worker_variance_loss,worker_variance_eligible_count,worker_variance_control_evaluated_state_count,worker_variance_correct_count,worker_variance_correct_rate,canonical_teacher_kl,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual
1,0,19,20,20,3745,3745,0,0.0,3745,0,0.0,0,34.043885200007935,18.60882640001364,0.029730199952609837,18.975019399877056,42.74045530000876,48.77296562831305,feasibility,,,False,,feasibility_best,-0.003588301666333514,0.00996450018690173,0.4712608080294173,-0.003318659779694626,0.003492417824711114,0.031623170284901636,1.000300426604384,0.3590967147532156,0.19491525423728814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2414615154266357,0.24703985452651978,0.2054884284734726,0.20035216212272644,0.18332098424434662,0.046687688678503036,0.04331503435969353,0.20411622524261475,0.0001,-0.3007369637489319,-0.30094853043556213,-0.20110782980918884,-0.20060639083385468,-0.2006407231092453,0.30097126960754395,-0.2999088168144226,-0.29970642924308777,-0.20028531551361084,-0.19993731379508972,-0.19975437223911285,0.017959732562303543,0.11957773566246033,0.01798621006309986,0.1193346306681633
2,20,39,20,20,4394,4394,0,0.0,4394,0,0.0,0,40.46163999999408,20.45313150000584,0.0335042000078829,25.209812599612633,50.314096200003405,48.405005389536264,feasibility,,,False,,feasibility_best,-0.0001874459583474242,0.010003751144656722,0.46408762253712915,0.00017355407412717307,0.002689639295356861,0.03336352660604145,0.9987059054167374,0.44801623174461763,0.3188405797101449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6786023378372192,0.4011661112308502,0.2759026288986206,0.15950360894203186,0.12461601942777634,0.24166248738765717,0.20124603807926178,0.7959972023963928,0.0001,-0.3010861277580261,-0.3016330599784851,-0.20177215337753296,-0.2011098861694336,-0.20105698704719543,0.3016670346260071,-0.300203800201416,-0.29970693588256836,-0.2000003606081009,-0.20014306902885437,-0.19994769990444183,0.017893295735120773,0.12020676583051682,0.01798621006309986,0.11965163797140121
3,40,59,20,20,4445,4445,0,0.0,4445,0,0.0,0,53.4215164000052,22.76729870001145,0.04353899999114219,31.3902024996205,53.08449089998612,41.73473508850953,feasibility,,,False,,phase_transition,0.0012992685893550514,0.014578455367258616,0.4725616529583931,0.0038628801088114936,0.001787340553710237,0.025180880539119245,0.9996918533529554,0.40683489162474873,0.2642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6054599285125732,0.5584815740585327,0.34333139657974243,0.13864600658416748,0.15052436292171478,0.4198355972766876,0.29101014137268066,0.8077853322029114,0.0001,-0.3012729585170746,-0.3020392954349518,-0.20197993516921997,-0.20140711963176727,-0.2013223022222519,0.30163636803627014,-0.2999183237552643,-0.2999657690525055,-0.19975759088993073,-0.19998864829540253,-0.20020608603954315,0.01789003610610962,0.12055735290050507,0.01798621006309986,0.11972883343696594
4,60,79,20,20,4325,4325,0,0.0,4325,0,0.0,0,50.12279620001209,22.183296400035033,0.03635989996837452,23.81500070031325,49.334279000002425,43.486096804095126,quality,,,False,,pending,-0.0008885323563042809,0.0035389535178717993,0.4787544509505524,-0.003906600290279397,0.0017221106681972742,0.01832025040708044,0.999283116968239,0.3573545661261853,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3381197452545166,0.7554876804351807,0.31770965456962585,0.13441021740436554,0.07848282903432846,0.6210774779319763,0.3036523759365082,0.9389777183532715,0.0001,-0.3007529675960541,-0.30380281805992126,-0.20312164723873138,-0.20266929268836975,-0.20245549082756042,0.301914244890213,-0.2992549240589142,-0.30023884773254395,-0.1999702900648117,-0.19972901046276093,-0.20042391121387482,0.017928222194314003,0.12169192731380463,0.01798621006309986,0.11946486681699753
5,80,99,20,20,4110,4110,0,0.0,4110,0,0.0,0,45.64900220000709,20.415851699959603,0.03497469995636493,23.118372699580505,46.83304219999991,44.4410590905978,quality,,,False,,pending,-0.0031032487391852415,0.002818275761987584,0.4876714277725953,-0.006570825140135219,0.0016812363003667157,0.022132554994179654,1.0010975704743312,0.37839718896609087,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5828711986541748,0.8523983955383301,0.32038021087646484,0.12872089445590973,0.07222368568181992,0.7236774563789368,0.31009846925735474,0.9491807818412781,0.0001,-0.3006540834903717,-0.30519965291023254,-0.20399071276187897,-0.20364145934581757,-0.20353522896766663,0.30287978053092957,-0.2996874153614044,-0.30076074600219727,-0.19991600513458252,-0.20003028213977814,-0.20033681392669678,0.018059803172945976,0.12293224036693573,0.01798621006309986,0.11995633691549301
6,100,119,20,20,4688,4688,0,0.0,4688,0,0.0,0,70.22836770000868,33.11197679999168,0.03072909997717943,38.47991100003128,60.133581599991885,35.961413780424195,quality,,,False,,pending,-0.0007481744789795295,0.011102198021379425,0.4627581061543645,0.00017534325062926556,0.001787030728017861,0.015625,0.9975236162946031,0.36645055665458376,0.16891891891891891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1015825271606445,0.9156914353370667,0.36680200695991516,0.09789132326841354,0.14036038517951965,0.8178001642227173,0.3524005711078644,0.8535715341567993,0.0001,-0.3007972538471222,-0.30591654777526855,-0.20479580760002136,-0.20414897799491882,-0.2040756344795227,0.30400943756103516,-0.29985758662223816,-0.3007352352142334,-0.1997913271188736,-0.20017226040363312,-0.20029844343662262,0.01814623735845089,0.12368056923151016,0.01798621006309986,0.12049850821495056
7,120,139,20,20,4534,4534,0,0.0,4534,0,0.0,0,59.28035240000463,30.639725699991686,0.038357799930963665,33.09569280059077,57.2786533000035,38.898753234643316,quality,,,False,,pending,0.00017102026945586902,0.0027818612415756714,0.4941556997282404,-0.0033796055104688438,0.002053380683130047,0.027019757436404765,0.999669545972851,0.36671034031560723,0.21830985915492956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.355884313583374,1.0259299278259277,0.2984539866447449,0.10017111897468567,0.0755854919552803,0.9257587194442749,0.3124160170555115,0.9358609914779663,0.0001,-0.3003888726234436,-0.30651867389678955,-0.20520487427711487,-0.20455700159072876,-0.20452606678009033,0.30431821942329407,-0.29886236786842346,-0.30055510997772217,-0.20025324821472168,-0.19951239228248596,-0.20001888275146484,0.01825374737381935,0.1240421012043953,0.01798621006309986,0.1203508973121643
8,140,159,20,20,4033,4033,0,0.0,4033,0,0.0,0,58.439940399999614,27.44741290001548,0.03114130000176374,29.97959239971533,50.25921940000262,37.10240269952774,quality,,,False,,accepted_98,0.0057363968808203936,0.0025962058734876337,0.5255326353944838,0.00177917330438504,0.0016275245216093026,0.0247802734375,0.9999342458322644,0.42155205365270376,0.296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56410551071167,1.1761465072631836,0.3232283294200897,0.08900138735771179,0.07833322882652283,1.0871450901031494,0.3342856466770172,0.9412682056427002,0.0001,-0.30046024918556213,-0.30758050084114075,-0.20601171255111694,-0.205277219414711,-0.20531795918941498,0.3049677610397339,-0.29859018325805664,-0.3003142774105072,-0.20016127824783325,-0.19934439659118652,-0.19977863132953644,0.018245084211230278,0.1246393471956253,0.01798621006309986,0.12019578367471695
9,160,179,20,20,4112,4112,0,0.0,4112,0,0.0,0,58.297861200000625,28.61210760009999,0.046163200007868,27.805612699579797,51.3235374000069,37.51092444098517,quality,,,False,,not_promoted,-0.0012667591826846967,0.006279380821909469,0.495889350771904,-0.003085961821489036,0.0017491661155453096,0.02283653846153846,1.0017348390359144,0.37403889051996747,0.2076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2908084392547607,1.2317564487457275,0.2652076482772827,0.0618182010948658,0.10287109017372131,1.1699382066726685,0.24982810020446777,0.8495422601699829,0.0001,-0.3009147346019745,-0.30873116850852966,-0.20679710805416107,-0.20606805384159088,-0.206112340092659,0.30581486225128174,-0.2989513874053955,-0.3008367121219635,-0.19960667192935944,-0.1996038556098938,-0.200382798910141,0.018266715109348297,0.12515586614608765,0.01798621006309986,0.12007181346416473
10,180,199,20,20,3747,3747,0,0.0,3747,0,0.0,0,42.81955349999771,26.462031800008845,0.04143199999816716,22.074965099658584,50.438377900005435,40.178888205533084,quality,,,False,,not_promoted,-0.0009962975647363622,0.00167931409323809,0.5006671166521007,-0.005163311468974008,0.0005554056763885764,0.005648456419170913,1.0009117914458452,0.2970538101458954,0.1440677966101695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8196166157722473,1.3617541790008545,0.259223073720932,0.05024094879627228,0.07216855883598328,1.3115131855010986,0.26271671056747437,0.9224916100502014,0.0001,-0.3011413812637329,-0.3089689612388611,-0.2070702463388443,-0.2062520980834961,-0.20640140771865845,0.30621111392974854,-0.2990321218967438,-0.30217233300209045,-0.19972912967205048,-0.1996980607509613,-0.20067478716373444,0.018330616876482964,0.12554426491260529,0.01798621006309986,0.12003450095653534
